frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_armed,transition_guard_pause_frames_remaining,transition_guard_recovery_streak,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
2198,1624181318.056303263,1624181318.156105280,2203,2202,0,0.858289439,1.097731544,1,0,1,1,1,-34.393670743,-20.362085897,-29.196702654,0.025207811,-0.010837239,0.895801398,0.443606780,1351,484,0.358253146,0.208075241,0.130274749,0.089001228,0.190652545,109.139642285,1217,0.811344103,181.682530412,355.744319340,449.978923602,0.183999866,0.149287207,1,1,0,5,0,0.000003124,0.000003939,0.000011939,-0.017310482,-0.181706505,0.983200434,0.000000002,0.000000008,0.000000012,0.983051930,0.173062429,0.060483877,0.050000000,0.168895868,0.284303959,4.259179561,0.579875481,122.510319918,1,0.160594299,0.128134991,0,0,0,0.000000000,0,0,0,0,0,0,0,1351,345833,698479,601443,1049,0,2663529
2199,1624181318.156300783,1624181318.256016254,2204,2203,0,1.173056106,1.261772483,1,0,1,1,1,-34.442596834,-20.256942408,-29.181028411,-0.013287793,0.016659819,0.892646467,0.450253452,1371,451,0.328956966,0.268823422,0.212678699,0.128854000,0.157323590,116.915893588,1162,0.819364531,180.958806601,358.227741850,412.915037082,0.190062499,0.155730470,1,0,0,4,0,0.000003374,0.000004432,0.000013453,0.043953324,0.110366579,-0.992918589,0.000000003,0.000000010,0.000000016,0.398901226,-0.914981391,0.060719567,0.100000000,0.170187375,0.428206553,4.191431380,0.556602932,120.599236545,2,0.163060724,0.130084469,0,0,0,0.000000000,0,0,0,0,0,0,0,1371,345833,698479,601443,1049,0,2663529
2200,1624181318.256298304,1624181318.355954409,2205,2204,0,0.909808384,1.037237612,1,0,1,1,1,-34.573007595,-20.244163148,-29.140054498,-0.045236644,0.033024998,0.887843177,0.456724740,1317,559,0.424449506,0.251457423,0.173182195,0.116792193,0.169194412,117.148226522,1195,0.842607943,176.195815584,408.953681324,421.766994628,0.174985530,0.147444197,1,0,0,3,0,0.000003127,0.000004225,0.000014176,0.063467602,0.006161457,-0.997964879,0.000000003,0.000000007,0.000000013,0.465458800,-0.880863396,0.086184582,0.150000000,0.173261576,0.475673146,4.134706492,0.536202557,118.700753936,3,0.165126680,0.131892944,0,0,0,0.000000000,0,0,0,0,0,0,0,1317,345833,698479,601443,1049,0,2663529
2201,1624181318.356296062,1624181318.455929041,2206,2205,0,0.578110262,0.752105866,1,0,1,1,1,-34.741918930,-19.950269715,-29.272227554,-0.073520122,0.041903821,0.884035461,0.459695731,1443,758,0.525294525,0.181734703,0.142708060,0.085924275,0.144597544,161.331015238,1325,0.842267892,163.575452248,404.900447449,547.529056624,0.146572335,0.123453172,1,0,0,2,0,0.000002816,0.000003084,0.000016041,0.086783752,-0.148326412,-0.985123269,0.000000002,0.000000008,0.000000009,-0.564660160,0.813709970,-0.137967348,0.200000000,0.174197495,0.466661040,4.314123944,0.511284569,119.531444309,4,0.165514403,0.132295362,0,0,0,0.000000000,0,0,0,0,0,0,0,1443,345833,698479,601443,1049,0,2663529
2202,1624181318.456293583,1624181318.556233168,2207,2206,0,0.269234006,0.406808292,1,0,1,1,1,-34.935300535,-19.617820061,-29.340010083,-0.096040097,0.053961493,0.880725046,0.460638524,1603,834,0.520274485,0.155602797,0.115355117,0.071995676,0.098035441,142.546612901,1374,0.857813783,139.870833173,427.736077302,611.029227867,0.118671767,0.101798277,1,0,0,1,0,0.000002498,0.000003184,0.000016773,0.090313172,-0.219268348,-0.971475642,0.000000002,0.000000006,0.000000014,0.376368521,-0.923523074,0.073836775,0.250000000,0.171763805,0.452407026,4.539542257,0.480735511,119.695415220,5,0.164848640,0.131993382,0,0,0,0.000000000,0,0,0,0,0,0,0,1603,345833,698479,601443,1049,0,2663529
2203,1624181318.556291103,1624181318.656329155,2208,2207,0,0.067270978,0.160471769,1,0,1,1,1,-35.113800497,-19.314590003,-29.364215409,-0.108516534,0.062213638,0.878566343,0.460949895,1610,816,0.506832298,0.160821485,0.116741448,0.068844183,0.111535263,138.033369990,1362,0.858001184,151.721227402,422.594967402,594.281417867,0.129831882,0.111395909,0,0,0,0,0,0.000002539,0.000003299,0.000016819,0.115445814,-0.262090785,-0.958113085,0.000000001,0.000000005,0.000000016,0.324086198,-0.944902127,0.046131409,0.300000000,0.169325306,0.443149633,4.700707068,0.450735835,120.341840941,6,0.163531851,0.131307794,161,125,36,0.100000000,272,316,9,0,50,109,743,706,345923,698640,602140,1058,0,2664272
2204,1624181318.656288624,1624181318.756383896,2209,2208,0,0.153651279,0.241151052,1,0,0,0,1,-35.293735733,-19.035686567,-29.363910268,-0.109188975,0.065071707,0.878155055,0.461180160,1645,819,0.497872340,0.116039637,0.070289217,0.049905402,0.107587651,150.594663979,1392,0.857537626,157.681407746,427.466339361,608.544627696,0.132095514,0.113276873,0,0,0,0,1,0.000002621,0.000003294,0.000018133,0.100392615,-0.290367959,-0.951634263,0.000000002,0.000000007,0.000000014,0.326740493,-0.943188433,0.060301161,0.300000000,0.165013956,0.439473360,4.842505009,0.419222852,121.420413947,0,0.162131701,0.130535342,580,448,132,0.352583587,174,0,0,0,0,0,890,175,346341,699220,602314,1058,0,2665162
2205,1624181318.756286144,1624181318.856516123,2210,2209,0,0.255704999,0.321145420,1,0,0,0,1,-35.357944246,-18.860370134,-29.371411544,-0.106712286,0.062897342,0.878371383,0.461649355,1663,873,0.524954901,0.123070166,0.067736580,0.042825460,0.200296317,152.719068498,1490,0.849945316,209.935237236,432.852972315,623.630311535,0.165770820,0.140896132,0,0,0,0,0,0.000002301,0.000003077,0.000018370,0.095239665,-0.295969218,-0.950437598,0.000000002,0.000000005,0.000000009,0.327137029,-0.944750486,0.020685344,0.300000000,0.166449756,0.429145283,4.843628266,0.389842324,123.040558088,0,0.162606619,0.131398176,563,481,82,0.338544799,187,0,0,0,0,0,913,187,346683,699783,602501,1058,0,2666075
2206,1624181318.856283903,1624181318.956516743,2211,2210,0,0.308170961,0.346440517,1,0,0,0,1,-35.480315374,-18.694249055,-29.325769866,-0.091516331,0.059301008,0.879654262,0.462943334,1619,921,0.568869673,0.111162332,0.074029902,0.047548564,0.186713554,149.856639337,1485,0.854755111,189.069241713,448.673778751,631.568319941,0.148954189,0.127319355,0,0,0,0,1,0.000002138,0.000002816,0.000018709,0.066147265,-0.308453679,-0.948936704,0.000000002,0.000000006,0.000000009,0.023618924,0.997685771,0.063759303,0.300000000,0.166079708,0.420296117,4.848516739,0.361324578,125.009997154,0,0.161976725,0.131274240,483,432,51,0.298332304,225,0,0,0,0,0,910,226,347001,700266,602726,1058,0,2666985
2207,1624181318.956281424,1624181319.056463957,2212,2211,0,0.340896753,0.380540135,1,0,0,0,1,-35.528584703,-18.600441038,-29.302077751,-0.077990429,0.051385621,0.881110255,0.463596515,1545,859,0.555987055,0.107100169,0.068540428,0.044642713,0.119717987,157.371720461,1418,0.853919376,157.408160538,425.238457995,628.211055934,0.129997244,0.111007165,0,0,0,0,2,0.000002312,0.000002910,0.000019340,0.075427236,-0.281258127,-0.956663263,0.000000002,0.000000007,0.000000012,0.365644331,-0.927377826,0.079212310,0.300000000,0.162179428,0.412781851,4.749641047,0.337136726,127.643687115,0,0.159752139,0.129861649,441,381,60,0.285436893,186,0,0,0,0,0,917,187,347293,700707,602912,1058,0,2667902
2208,1624181319.056278944,1624181319.156353474,2213,2212,0,0.356520912,0.388375340,1,0,0,0,1,-35.557934257,-18.573176639,-29.282460283,-0.064605375,0.044191401,0.881972019,0.464756521,1519,839,0.552337064,0.096002798,0.061834188,0.038101511,0.102431335,166.380569086,1402,0.850670406,140.004176326,420.693095556,631.942637137,0.117390149,0.099860325,0,0,1,0,0,0.000002413,0.000002967,0.000019942,0.062327821,-0.264585340,-0.962346009,0.000000002,0.000000008,0.000000013,0.447868892,-0.891713587,0.065271234,0.300000000,0.159630779,0.410488603,4.598423560,0.315445492,130.296201307,0,0.157267241,0.128302605,430,374,56,0.283080974,145,0,0,0,0,0,944,145,347543,701137,603057,1058,0,2668846
2209,1624181319.156276464,1624181319.256229639,2214,2213,0,0.341248687,0.398279011,1,0,0,0,1,-35.548784493,-18.600871725,-29.230627571,-0.051202530,0.037410712,0.882583773,0.465859017,1483,818,0.551584626,0.087043773,0.059434067,0.036513624,0.098968165,187.990064164,1394,0.846434408,136.148216887,424.707978707,619.073368790,0.115386732,0.097667300,0,0,1,0,0,0.000002459,0.000003020,0.000021709,0.065893191,-0.254155967,-0.964915971,0.000000002,0.000000009,0.000000014,0.334936947,-0.942197669,0.008988599,0.300000000,0.157332166,0.409758554,4.457434428,0.295271789,132.832077524,0,0.155421223,0.127199689,366,334,32,0.246797033,113,0,0,0,0,0,1004,113,347740,701503,603170,1058,0,2669850
2210,1624181319.256273985,1624181319.356081247,2215,2214,0,0.304294671,0.355991338,1,0,0,0,1,-35.501335208,-18.666654093,-29.181769480,-0.038338138,0.030767577,0.883263020,0.466293877,1473,831,0.564154786,0.078512636,0.057530601,0.038844616,0.087762609,195.654449808,1386,0.839926860,123.960779124,401.430266206,638.747582358,0.106482833,0.089437792,0,0,1,0,0,0.000002394,0.000002956,0.000021946,0.033915443,-0.229245082,-0.972777691,0.000000002,0.000000010,0.000000012,-0.147475893,0.989065381,-0.000730213,0.300000000,0.153623944,0.413981679,4.332739112,0.272904331,136.412112999,0,0.153184746,0.125693374,283,265,18,0.192124915,100,0,0,0,0,0,1089,101,347856,701786,603270,1058,0,2670939
2211,1624181319.356271744,1624181319.456096411,2216,2215,0,0.254501088,0.306493953,1,0,0,0,1,-35.461586608,-18.740389924,-29.139121757,-0.024517664,0.025827793,0.883933332,0.466254945,1417,762,0.537755822,0.067153735,0.051623003,0.031358400,0.078884451,189.959654981,1336,0.834588270,115.219383596,378.623617724,621.166927705,0.103334850,0.086242054,0,0,1,0,0,0.000002461,0.000003180,0.000021876,0.036213300,-0.210814674,-0.976855040,0.000000002,0.000000009,0.000000016,0.326394954,-0.944736849,0.030636905,0.300000000,0.149702033,0.427230420,4.207419191,0.250332892,139.682736067,0,0.150023822,0.123538377,229,209,20,0.161609033,64,0,0,0,0,0,1123,65,347955,702015,603334,1058,0,2672062
2212,1624181319.456269264,1624181319.556050301,2217,2216,0,0.212119137,0.263802117,1,0,0,0,1,-35.417822017,-18.775840949,-29.076223197,-0.013133290,0.019995852,0.884286176,0.466332115,1398,743,0.531473534,0.067457354,0.052271380,0.031916372,0.076782219,203.791704896,1325,0.824081805,108.114232920,374.345079092,609.449079331,0.099014014,0.081595647,0,0,1,0,0,0.000002473,0.000003268,0.000022755,0.049201945,-0.181667758,-0.982128298,0.000000002,0.000000009,0.000000017,0.470135431,-0.881145216,0.050554771,0.300000000,0.144629272,0.437855673,4.067990591,0.227665890,143.792251469,0,0.146822921,0.121157100,234,214,20,0.167381974,61,0,0,0,0,0,1102,62,348045,702249,603395,1058,0,2673164
2213,1624181319.556266785,1624181319.656108141,2218,2217,0,0.184643076,0.232891885,1,0,0,0,1,-35.392837341,-18.811926483,-29.012444901,-0.002777868,0.016426000,0.884493172,0.466255616,1403,708,0.504632929,0.064427187,0.045701353,0.029156479,0.070578503,197.286352863,1332,0.818811389,110.010258372,380.452317256,600.194194241,0.100866067,0.082590284,0,0,1,0,0,0.000002551,0.000003332,0.000022071,0.045304695,-0.134464545,-0.989882200,0.000000002,0.000000011,0.000000016,0.619321107,-0.783398512,0.052231574,0.300000000,0.138996830,0.450382956,3.902552204,0.203360902,148.270259046,0,0.143142419,0.118450173,220,208,12,0.156806842,61,0,0,0,0,0,1122,61,348120,702469,603456,1058,0,2674286
2214,1624181319.656264305,1624181319.756194830,2219,2218,0,0.140776278,0.195633818,1,0,0,0,1,-35.354645577,-18.827881444,-28.946563286,0.005525301,0.012754583,0.884714222,0.465926537,1374,705,0.513100437,0.067078164,0.045973033,0.030481843,0.066184791,229.591703884,1301,0.826113774,110.344398786,373.670197091,590.759424027,0.102667535,0.084815064,0,0,1,0,0,0.000002676,0.000003520,0.000024330,0.054128864,-0.124749461,-0.990710673,0.000000002,0.000000012,0.000000020,0.701044771,-0.711527310,0.047593243,0.300000000,0.133975847,0.460282082,3.469679381,0.146938043,154.159529082,0,0.139915143,0.116094581,200,183,17,0.145560408,56,0,0,0,0,0,1118,56,348188,702669,603512,1058,0,2675404
2215,1624181319.756261826,1624181319.856189251,2220,2219,0,0.106558832,0.161034764,1,0,0,0,1,-35.325165365,-18.818608151,-28.899539294,0.011814902,0.009366007,0.884541614,0.466217566,1440,730,0.506944444,0.071593804,0.049131033,0.032135573,0.093505638,165.506977211,1342,0.819948110,124.012242969,391.806011075,584.552109972,0.112700457,0.092408527,0,0,1,0,0,0.000002422,0.000003274,0.000020240,0.051222229,-0.099327649,-0.993735529,0.000000002,0.000000010,0.000000015,0.792279284,-0.609017644,0.037296713,0.300000000,0.127641947,0.475235145,3.259384113,0.114741135,157.509273908,0,0.136044867,0.113266963,232,220,12,0.161111111,74,0,0,0,0,0,1132,76,348275,702901,603586,1058,0,2676536
2216,1624181319.856259584,1624181319.956229925,2221,2220,0,0.075633214,0.128013249,1,0,0,0,1,-35.292753372,-18.829742807,-28.891437844,0.017140870,0.007885496,0.884799124,0.465590506,1431,708,0.494758910,0.069992719,0.049155536,0.032394718,0.101629476,155.185189232,1362,0.814246916,143.408125850,383.360926603,582.235247657,0.129312507,0.105292310,0,0,1,0,0,0.000002257,0.000003124,0.000016891,0.027727026,-0.095486861,-0.995044457,0.000000002,0.000000009,0.000000014,0.787798108,-0.615638031,0.019077612,0.300000000,0.122310046,0.487120140,3.031590321,0.081073693,160.269200909,0,0.133665854,0.111623803,242,230,12,0.169112509,53,0,0,0,0,0,1135,54,348371,703143,603639,1058,0,2677671
2217,1624181319.956257105,1624181320.056286812,2222,2221,0,0.064541659,0.097742825,1,0,0,0,1,-35.257008530,-18.844187288,-28.928440179,0.020426732,0.004839014,0.884964081,0.465185886,1399,647,0.462473195,0.069294583,0.048193741,0.031868470,0.112971775,145.482377491,1316,0.807098002,138.731589700,387.392223029,536.017157681,0.130615044,0.105419141,0,0,1,0,0,0.000002426,0.000003183,0.000015329,0.044105133,-0.078819966,-0.995912722,0.000000002,0.000000010,0.000000017,0.735556343,-0.677237440,0.017501909,0.300000000,0.118767663,0.510335670,2.876929153,0.055017432,161.624294821,0,0.131935592,0.110346860,204,187,17,0.145818442,58,0,0,0,0,0,1137,58,348453,703347,603697,1058,0,2678808
2218,1624181320.056254625,1624181320.156181574,2222,2222,0,0.038223536,0.071080666,1,0,0,0,1,-35.225863809,-18.861462786,-28.919835440,0.022138894,0.003995079,0.884870044,0.465294438,1404,687,0.489316239,0.069949722,0.050353700,0.032794511,0.123644578,124.377579553,1329,0.811399031,145.411379286,401.009461400,531.928471797,0.134846267,0.109414130,0,0,1,0,0,0.000002373,0.000002982,0.000012756,0.036374299,-0.071295843,-0.996791760,0.000000002,0.000000008,0.000000014,0.626948788,-0.777019336,0.056357509,0.250000000,0.115417265,0.519896387,2.796545077,0.041060942,162.386191684,0,0.129477912,0.108353206,232,218,14,0.165242165,60,0,0,0,0,0,1112,60,348535,703579,603757,1058,0,2679920
2219,1624181320.156252146,1624181320.256160259,2224,2223,0,0.049175619,0.083940057,1,0,0,0,1,-35.179492226,-18.890140172,-28.940080649,0.023681102,0.001309651,0.884677457,0.465599922,1438,689,0.479137691,0.070916953,0.050300668,0.033154338,0.115740037,133.623920602,1358,0.804930220,145.941254671,411.284238715,535.869745209,0.133511930,0.107467787,0,0,1,0,0,0.000002475,0.000002979,0.000012145,0.032268096,-0.048238604,-0.998314483,0.000000002,0.000000009,0.000000013,0.799620338,-0.597960839,0.055228167,0.200000000,0.113338087,0.462379786,2.717412907,0.026500241,163.221593035,0,0.126650383,0.105940072,246,235,11,0.171070932,62,0,0,0,0,0,1130,62,348628,703825,603819,1058,0,2681050
2220,1624181320.256249666,1624181320.356157541,2225,2224,0,0.051035453,0.100246304,1,0,0,0,1,-35.142055631,-18.927703529,-28.942642371,0.024770372,0.000917148,0.884491879,0.465896665,1411,651,0.461374911,0.069745940,0.049209859,0.032217068,0.081824402,153.840408007,1334,0.806401780,132.850980784,410.863139679,532.025853698,0.123497299,0.099588441,0,0,1,0,0,0.000002549,0.000003285,0.000014020,0.038832275,-0.027662818,-0.998862765,0.000000002,0.000000012,0.000000020,0.950313767,-0.311227929,0.006396880,0.150000000,0.108969587,0.366978494,2.406675269,0.018027954,165.056202109,0,0.124075972,0.103547284,222,212,10,0.157335223,70,0,0,0,0,0,1118,71,348707,704047,603889,1058,0,2682168
2221,1624181320.356247187,1624181320.456115007,2226,2225,0,0.042926983,0.083167872,1,0,0,0,1,-35.109572658,-18.965258342,-28.935521704,0.025803645,0.000224501,0.884307411,0.466191510,1426,687,0.481767181,0.074300140,0.051052802,0.033410124,0.093469632,150.919402674,1343,0.806720745,122.347793954,406.933528077,554.144638008,0.112926770,0.091100368,0,0,1,0,0,0.000002423,0.000003221,0.000014647,0.043116725,-0.043409742,-0.998126516,0.000000002,0.000000010,0.000000016,0.779438694,-0.626451704,0.005795240,0.100000000,0.106413191,0.322596384,2.066307111,0.014177246,164.535621481,0,0.122393693,0.101929644,212,194,18,0.148667602,60,0,0,0,0,0,1154,60,348796,704259,603949,1058,0,2683322
2222,1624181320.456244946,1624181320.556151390,2227,2226,0,0.031368960,0.075431488,1,0,0,0,1,-35.073923671,-18.997712358,-28.954200289,0.027325269,-0.000092962,0.884085373,0.466525856,1420,663,0.466901408,0.069354071,0.048241160,0.030624651,0.124751969,133.413286843,1330,0.806139356,144.412736789,371.857119968,555.895486712,0.134692599,0.108581005,0,0,1,0,0,0.000002362,0.000003255,0.000013992,0.064167819,-0.041384779,-0.997080634,0.000000002,0.000000009,0.000000015,0.957788874,-0.286143362,-0.027612470,0.050000000,0.107749018,0.292631663,1.765309178,0.012921325,164.078955178,0,0.123194735,0.102268781,201,187,14,0.141549296,55,0,0,0,0,0,1161,58,348869,704460,604004,1058,0,2684483
2223,1624181320.556242466,1624181320.656224728,2228,2227,0,0.041685518,0.084357587,1,0,0,0,1,-35.046988874,-19.020075118,-28.938196045,0.028455327,-0.000085190,0.883895654,0.466817695,1447,658,0.454733932,0.066824052,0.046864501,0.030259897,0.112738665,135.010080731,1369,0.803326997,145.112900847,406.441184212,548.200573771,0.131950249,0.105999197,0,0,1,0,0,0.000002392,0.000003249,0.000013333,0.055615092,-0.009261764,-0.998409325,0.000000002,0.000000010,0.000000015,0.895505020,-0.444843999,0.013585837,0.000000000,0.107809188,0.227696226,1.471892703,0.013459543,163.927790715,0,0.123300653,0.101998945,216,191,25,0.149274361,53,0,0,0,0,0,1177,54,348957,704676,604057,1058,0,2685660
2224,1624181320.656239986,1624181320.756219864,2229,2228,0,0.038455273,0.071095926,1,0,0,0,1,-35.012296981,-19.039817529,-28.947844320,0.028919957,-0.000063570,0.883834168,0.466905554,1400,616,0.440000000,0.067118264,0.048424361,0.032210633,0.107550177,139.969705536,1322,0.795055028,132.871574839,383.562467615,534.628704680,0.126416406,0.100507999,0,0,1,0,0,0.000002481,0.000003379,0.000013738,0.051273275,-0.006804293,-0.998661481,0.000000002,0.000000010,0.000000017,0.670110788,-0.741999330,0.019711064,0.000000000,0.107807314,0.213588874,1.326103086,0.012805129,163.396542793,0,0.123016698,0.101360501,189,181,8,0.135000000,53,0,0,0,0,0,1157,54,349028,704865,604110,1058,0,2686817
2225,1624181320.756237507,1624181320.856159687,2230,2229,0,0.051907239,0.086764374,1,0,0,0,1,-34.974683735,-19.068680015,-28.942267459,0.029328123,0.001467184,0.883693430,0.467144121,1428,625,0.437675070,0.069472707,0.049622492,0.030343159,0.133169874,125.396821719,1345,0.801772263,158.891386059,389.654449234,529.837858924,0.147342163,0.118134860,0,0,1,0,0,0.000002465,0.000003383,0.000012557,0.050226944,-0.034364654,-0.998146444,0.000000002,0.000000009,0.000000014,0.850013800,-0.526132942,-0.025703458,0.000000000,0.104450992,0.175938433,1.162525826,0.012977080,162.030430454,0,0.122095265,0.100222438,224,212,12,0.156862745,55,0,0,0,0,0,1148,56,349107,705089,604165,1058,0,2687965
2226,1624181320.856235027,1624181320.956072569,2231,2230,0,0.040122683,0.070641754,1,0,0,0,1,-34.938505091,-19.100240766,-28.960042023,0.029680853,0.002092517,0.883860971,0.466802369,1458,649,0.445130316,0.066513864,0.046264430,0.028418428,0.120200165,129.347278824,1368,0.797996715,139.609707455,411.962488015,540.087310615,0.127887594,0.102053880,0,0,1,0,0,0.000002449,0.000003030,0.000011751,0.026314318,-0.041764550,-0.998780896,0.000000002,0.000000009,0.000000013,0.919620461,-0.392795182,-0.003186369,0.000000000,0.101125322,0.145261491,1.105594855,0.013442908,161.004962428,0,0.121041935,0.098959164,241,226,15,0.165294925,53,0,0,0,0,0,1164,53,349195,705330,604218,1058,0,2689129
2227,1624181320.956232786,1624181321.056172132,2232,2231,0,0.038210653,0.089675337,1,0,0,0,1,-34.900249547,-19.123443626,-28.953399948,0.030165246,0.001966571,0.883955424,0.466592970,1488,666,0.447580645,0.073573176,0.053071039,0.035751376,0.113107083,129.750195715,1424,0.798618161,135.964022296,427.578198530,573.690040074,0.119556952,0.095480353,0,0,1,0,0,0.000002454,0.000003139,0.000011315,0.019476539,-0.018663287,-0.999636107,0.000000002,0.000000010,0.000000015,0.893160468,-0.449372270,0.018136768,0.000000000,0.100794777,0.102971370,1.106222519,0.012306485,159.623886191,0,0.120519921,0.098182823,233,221,12,0.156586022,61,0,0,0,0,0,1193,62,349263,705563,604279,1058,0,2690322
2228,1624181321.056230307,1624181321.156250715,2233,2232,0,0.030663394,0.057250524,1,0,0,0,1,-34.877016440,-19.152512321,-28.948151129,0.030705491,0.003092071,0.884078892,0.466317622,1521,664,0.436554898,0.069237305,0.049584499,0.033774089,0.106649203,126.161987702,1441,0.798861073,140.972095272,434.074313883,576.112396415,0.122461032,0.097829351,0,0,1,0,0,0.000002355,0.000003376,0.000010978,-0.014148763,-0.042589469,-0.998992467,0.000000002,0.000000009,0.000000017,0.880682873,-0.473651994,-0.007174003,0.000000000,0.101005671,0.069479664,1.084327557,0.011211807,157.612957122,0,0.120773465,0.098081275,207,195,12,0.136094675,45,0,0,0,0,0,1268,46,349341,705770,604324,1058,0,2691590
2229,1624181321.156227827,1624181321.256253242,2234,2233,0,0.032289579,0.062270436,1,0,0,0,1,-34.853317434,-19.174906423,-28.947065679,0.031849133,0.002465488,0.884090777,0.466222106,1488,644,0.432795699,0.070866617,0.050367776,0.029000562,0.122532233,127.722041344,1403,0.799444940,149.199080884,439.042907109,533.379263346,0.133020911,0.106342894,0,0,1,0,0,0.000002449,0.000003244,0.000010991,0.011318013,-0.025414113,-0.999612938,0.000000002,0.000000009,0.000000013,0.863823449,-0.503723992,0.008437320,0.000000000,0.102183874,0.044497423,1.022263162,0.010954719,154.599555981,0,0.121655174,0.098515054,224,206,18,0.150537634,48,0,0,0,0,0,1216,48,349428,705994,604372,1058,0,2692806
2230,1624181321.256225348,1624181321.356208801,2235,2234,0,0.036365443,0.059914135,1,0,0,0,1,-34.830207408,-19.191519542,-28.936075289,0.032891352,0.002575999,0.884027719,0.466268716,1498,645,0.430574099,0.071792449,0.052100095,0.033259872,0.119440506,133.975620137,1421,0.797656983,157.009214376,427.519569720,548.941788266,0.138520768,0.110492058,0,0,1,0,0,0.000002473,0.000003134,0.000011456,0.026081312,-0.029690326,-0.999218820,0.000000002,0.000000009,0.000000015,0.862261280,-0.506463422,0.000535682,0.000000000,0.103767769,0.034773655,0.958774440,0.010595039,151.515614497,0,0.123257071,0.099567768,201,193,8,0.134178905,51,0,0,0,0,0,1245,52,349490,706195,604423,1058,0,2694051
2231,1624181321.356222868,1624181321.456186056,2236,2235,0,0.044076730,0.072492318,1,0,0,0,1,-34.800679524,-19.210655358,-28.958346644,0.032938483,0.001974253,0.884001761,0.466317537,1466,626,0.427012278,0.069196889,0.048439281,0.031468740,0.164426903,116.575455499,1390,0.793206575,168.952225874,414.827287183,518.777626780,0.153236707,0.121548364,0,0,1,0,0,0.000002511,0.000003241,0.000010554,0.058309826,-0.012155498,-0.998224528,0.000000002,0.000000007,0.000000014,0.821684482,-0.569881109,0.008374522,0.000000000,0.108044891,0.033976764,0.915987313,0.010594474,147.846404523,0,0.125752163,0.101333083,208,196,12,0.141882674,51,0,0,0,0,0,1206,52,349567,706403,604474,1058,0,2695257
2232,1624181321.456220627,1624181321.556169271,2237,2236,0,0.042642661,0.073900720,1,0,0,0,1,-34.770764126,-19.231451509,-28.932537967,0.033281644,0.002966655,0.883840699,0.466593131,1477,623,0.421800948,0.070702574,0.049015287,0.032140381,0.138059951,129.110278384,1405,0.790411363,159.202669911,420.527850756,530.797444281,0.143357642,0.113311509,0,0,1,0,0,0.000002477,0.000003201,0.000010897,0.060269320,-0.013117786,-0.998095954,0.000000002,0.000000008,0.000000012,0.683665605,-0.729031624,0.033380129,0.000000000,0.111108778,0.033463443,0.883214542,0.011174110,144.112333198,0,0.127969345,0.102918876,183,176,7,0.123899797,51,0,0,0,0,0,1242,52,349629,706586,604525,1058,0,2696499
2233,1624181321.556218147,1624181321.656112194,2238,2237,0,0.045281056,0.070831292,1,0,0,0,1,-34.723773715,-19.247652372,-28.944273990,0.033869746,0.003000222,0.883769683,0.466685104,1464,656,0.448087432,0.069636236,0.048848811,0.030193885,0.170989592,116.140026354,1388,0.795721443,165.496018085,407.113764472,531.851580567,0.149843194,0.119233442,0,0,1,0,0,0.000002380,0.000002994,0.000009994,0.056490109,0.007176540,-0.998377366,0.000000002,0.000000007,0.000000009,0.871705550,-0.490027980,0.001418939,0.000000000,0.116129332,0.028699991,0.856481450,0.010889317,140.055016872,0,0.130418201,0.104751034,199,188,11,0.135928962,43,0,0,0,0,0,1220,45,349704,706785,604568,1058,0,2697719
2234,1624181321.656215668,1624181321.756169796,2239,2238,0,0.041385238,0.075133084,1,0,0,0,1,-34.689587442,-19.263364246,-28.928814727,0.034795622,0.003927397,0.883716764,0.466710318,1428,596,0.417366947,0.071899249,0.050561183,0.032519886,0.139561307,121.007689120,1354,0.785651366,157.094330898,399.972167336,506.705451188,0.147676700,0.116022401,0,0,1,0,0,0.000002388,0.000003363,0.000010016,0.018524731,-0.039210720,-0.999059234,0.000000002,0.000000008,0.000000012,0.655210141,-0.755024971,0.025238149,0.000000000,0.119798158,0.027748443,0.840887472,0.010197280,134.625816134,0,0.132668659,0.106311401,208,197,11,0.145658263,50,0,0,0,0,0,1170,50,349773,706993,604618,1058,0,2698889
