frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
1343,1624181228.158491135,1624181228.258364916,1348,1347,0,0.629748428,0.644507326,1,0,0,0,1,2.456574987,20.514543078,-33.224823594,0.008126447,0.146639282,0.696676935,0.702190950,1479,552,0.373225152,0.135924412,0.080986164,0.053795663,0.609402441,109.701936074,1343,0.794797863,304.232251577,361.092855084,402.088422890,0.285018171,0.226531833,0,0,0,1.000000000,0.000002885,0.000003740,0.000012049,0.170600853,0.307813543,0.936026801,0.000000003,0.000000004,0.000000008,0.378123904,-0.923680713,-0.061937499,0.300000000,0.590534707,0.468736664,2.530561753,1.255866726,80.743251731,0,0.272417405,0.211751837,375,333,42,0.253549696,81,0,0,0,0,0,1023,81,237133,499756,172637,0,0,2139555
1344,1624181228.258488655,1624181228.358419180,1349,1348,0,0.610429379,0.628573564,1,0,0,0,1,2.295948950,20.318663514,-33.307888770,0.018743046,0.142199341,0.716746192,0.682424312,1471,525,0.356900068,0.092851719,0.063768011,0.042249914,0.542050225,98.084158202,1339,0.789081365,295.614923119,354.874707075,406.090317286,0.279784718,0.220772907,0,0,0,1.000000000,0.000003002,0.000003505,0.000010968,0.173110586,0.311146291,0.934462793,0.000000003,0.000000004,0.000000007,0.283185056,-0.952316690,-0.113574410,0.300000000,0.581334483,0.459600407,2.630812475,1.269879148,81.344653569,0,0.271540578,0.211413393,318,287,31,0.216179470,78,0,0,0,0,0,1074,79,237301,500074,172715,0,0,2140629
1345,1624181228.358486176,1624181228.458367825,1349,1349,0,0.604450528,0.616208228,1,0,0,0,1,2.105745000,20.129111492,-33.350303066,0.025621625,0.138877761,0.736513391,0.661516836,1479,540,0.365111562,0.099451702,0.070787470,0.044534298,0.559604299,111.847333573,1359,0.783650979,290.052660170,373.164667833,401.764352757,0.272354600,0.213430949,0,0,0,1.000000000,0.000002989,0.000003351,0.000011032,0.184269283,0.279133365,0.942406174,0.000000003,0.000000004,0.000000008,0.299338917,-0.954109856,-0.008402111,0.300000000,0.571981381,0.442687079,2.756733104,1.282942075,83.240309024,0,0.270708518,0.210978209,314,285,29,0.212305612,97,0,0,0,0,0,1068,97,237466,500388,172812,0,0,2141697
1346,1624181228.458483696,1624181228.558464766,1351,1350,0,0.660833511,0.710518753,1,0,0,0,1,1.912948552,19.947371998,-33.454260740,0.024103852,0.130943832,0.756897572,0.639827150,1526,587,0.384665793,0.125973332,0.080100485,0.054335825,0.530469452,93.359388934,1392,0.790626645,291.240786298,373.661665016,435.649838120,0.264631485,0.209224703,0,0,0,1.000000000,0.000002914,0.000003034,0.000009521,0.177208610,0.316323014,0.931953250,0.000000002,0.000000003,0.000000008,0.211048873,-0.974904434,-0.070849971,0.300000000,0.560595773,0.419461590,2.929891069,1.290353901,84.480224201,0,0.269383109,0.210323975,413,366,47,0.270642202,113,0,0,0,0,0,998,115,237663,500801,172925,0,0,2142695
1347,1624181228.558481455,1624181228.658545256,1352,1351,0,0.839277217,0.938486935,1,0,1,1,1,1.727904112,19.807675947,-33.431713512,0.013990748,0.114829439,0.777911055,0.617634884,1509,584,0.387011266,0.167868401,0.109274930,0.073102253,0.478020725,83.106516098,1329,0.803288626,264.018673338,367.181773438,436.370137824,0.247307932,0.198659649,0,0,0,1.000000000,0.000002718,0.000003047,0.000008148,0.183382757,0.297487795,0.936948118,0.000000002,0.000000003,0.000000006,0.416349076,-0.909146188,0.010327452,0.350000000,0.544467003,0.393506610,3.061444509,1.292445874,84.390772674,1,0.266498348,0.208550510,117,84,33,0.077534791,161,405,0,0,50,12,814,578,237726,500918,173503,0,0,2143509
1348,1624181228.658478975,1624181228.758468390,1353,1352,0,0.924676231,0.999854040,1,0,1,1,1,1.546206381,19.650631834,-33.418804444,-0.004142193,0.100536321,0.798239057,0.593876838,1515,575,0.379537954,0.186355813,0.105049448,0.078400843,0.331372973,78.690501372,1347,0.821056492,251.645948559,414.479838826,439.837307443,0.227535575,0.186819561,0,0,0,1.000000000,0.000002669,0.000003100,0.000007734,0.136003535,0.268695436,0.953575273,0.000000002,0.000000004,0.000000009,0.461695262,-0.886935157,0.013546709,0.400000000,0.529997967,0.368981029,3.187995314,1.293132498,84.736059901,2,0.264460730,0.207569188,120,87,33,0.079207921,178,522,0,0,50,7,687,708,237797,501038,174210,0,0,2144196
1349,1624181228.758476496,1624181228.858477354,1354,1353,0,0.790348773,0.929055331,1,0,0,0,1,1.264675222,19.508793250,-33.337802367,-0.015611748,0.087624125,0.818656146,0.567345045,1465,639,0.436177474,0.109026734,0.082671260,0.047190466,0.298687195,93.218491986,1353,0.807231052,194.036196332,423.624255326,474.523162108,0.177658952,0.143411823,0,0,0,1.000000000,0.000002451,0.000003019,0.000008345,0.032019247,0.343840894,0.938481863,0.000000002,0.000000005,0.000000013,0.170598304,-0.983105041,-0.066337746,0.350000000,0.509812812,0.377973974,3.436993029,1.292754606,85.715869463,0,0.258881219,0.203311241,360,329,31,0.245733788,95,0,0,0,0,0,1009,96,237994,501398,174305,0,0,2145205
1350,1624181228.858474016,1624181228.958446026,1355,1354,0,0.656449842,0.688290137,1,0,1,1,1,0.935033058,19.444461207,-33.224387252,-0.018745755,0.069142448,0.837514290,0.541698932,1460,557,0.381506849,0.184664905,0.142624866,0.078034007,0.266637053,101.917855662,1307,0.807132013,254.615145705,358.179294270,442.127101522,0.241359320,0.194808834,0,0,0,1.000000000,0.000002618,0.000003167,0.000009173,0.033444982,-0.294444713,-0.955083108,0.000000002,0.000000007,0.000000019,0.304864337,-0.949640442,-0.072393148,0.400000000,0.482019976,0.357838850,3.761877031,1.286435419,87.289843609,1,0.256073508,0.201813167,103,86,17,0.070547945,202,501,0,0,28,0,653,704,238040,501501,175008,0,0,2145858
1351,1624181228.958471537,1624181229.058568716,1356,1355,0,0.669731766,0.696835726,1,0,1,1,1,0.617701105,19.334213179,-33.160848640,-0.011490303,0.064080314,0.853264628,0.517398455,1433,579,0.404047453,0.156971792,0.119131368,0.072452257,0.238388929,117.546984881,1243,0.829643216,253.959384402,321.165368123,456.121765497,0.246264477,0.204311653,0,0,0,1.000000000,0.000002721,0.000003059,0.000010724,0.050407494,-0.285709808,-0.956989546,0.000000000,0.000000005,0.000000022,0.317660654,-0.945320921,-0.073892253,0.450000000,0.459894078,0.326449678,4.061373025,1.277040631,89.541023843,2,0.253558582,0.200876747,131,105,26,0.091416609,185,469,0,0,50,0,648,654,238109,501632,175662,0,0,2146506
1352,1624181229.058469057,1624181229.158543825,1357,1356,0,0.670468417,0.725203508,1,0,1,1,1,0.356516704,19.141376260,-33.018562619,0.004586997,0.056775453,0.867692684,0.493826805,1490,560,0.375838926,0.171662853,0.108469914,0.071732821,0.247572825,102.033724225,1334,0.821575350,288.866339093,316.690927453,490.424250410,0.263568623,0.216541484,0,0,0,1.000000000,0.000002780,0.000003102,0.000010680,0.044028815,-0.231614498,-0.971810778,0.000000002,0.000000006,0.000000016,0.456010092,-0.886776270,-0.075383302,0.500000000,0.432280304,0.297447928,4.364776740,1.264290008,91.135684638,3,0.251224253,0.200227388,123,99,24,0.082550336,186,557,0,0,36,0,624,743,238177,501755,176405,0,0,2147130
1353,1624181229.158466816,1624181229.258526802,1357,1357,0,0.563473531,0.601859831,1,0,0,0,1,0.189929861,18.931395605,-33.070227727,0.012034255,0.049031215,0.880132458,0.472035987,1500,624,0.416000000,0.107100191,0.090138386,0.048102542,0.324521678,88.114976185,1396,0.803200650,201.638837773,389.462441538,530.166827956,0.179831065,0.144440428,0,0,0,1.000000000,0.000002604,0.000003248,0.000009208,0.053682747,-0.231245422,-0.971413258,0.000000002,0.000000006,0.000000014,0.094800078,0.991806536,0.085631418,0.500000000,0.404307988,0.299732481,4.576795059,1.245557564,92.297309002,0,0.244897118,0.195951473,296,260,36,0.197333333,105,0,0,0,0,0,1099,105,238306,502051,176510,0,0,2148229
1354,1624181229.258464336,1624181229.358439207,1359,1358,0,0.508310554,0.531411440,1,0,0,0,1,0.035267840,18.709401115,-33.071011076,0.021144891,0.046011826,0.892142085,0.448907904,1505,589,0.391362126,0.128132310,0.100486190,0.061106942,0.280082922,109.193332187,1401,0.783956053,183.744411458,395.610602818,518.967415975,0.167295510,0.131152328,0,0,0,1.000000000,0.000002695,0.000003051,0.000010183,0.072793882,-0.229885304,-0.970491524,0.000000002,0.000000007,0.000000016,0.093953091,-0.993935278,-0.057144380,0.500000000,0.380671662,0.291833633,4.807670893,1.223776333,94.593375844,0,0.237520897,0.190697670,393,350,43,0.261129568,127,0,0,0,0,0,984,128,238409,502444,176637,0,0,2149213
1355,1624181229.358461857,1624181229.458414078,1360,1359,0,0.424449844,0.481412376,1,0,0,0,1,-0.129285724,18.489358877,-33.026210539,0.025333254,0.043575571,0.902494846,0.427741100,1539,585,0.380116959,0.085982428,0.071981779,0.040630025,0.244954731,113.988340248,1441,0.776348906,201.578113708,384.746491116,532.394168025,0.180186584,0.139887657,0,0,0,1.000000000,0.000002774,0.000003274,0.000010989,0.067455670,-0.222838385,-0.972518785,0.000000002,0.000000008,0.000000018,0.035890116,0.996105403,0.080535241,0.450000000,0.363045458,0.299952795,4.998784431,1.193781964,95.896822609,0,0.231237415,0.185929363,216,191,25,0.140350877,52,0,0,0,0,0,1271,52,238507,502660,176689,0,0,2150484
1356,1624181229.458459377,1624181229.558436632,1361,1360,0,0.353940954,0.386705746,1,0,1,1,1,-0.327923657,18.333146855,-32.884247446,0.030368303,0.044653313,0.910417372,0.410151260,1573,665,0.422759059,0.175402088,0.133474941,0.085747504,0.376477405,76.239305120,1463,0.798503967,250.772368368,355.745697865,561.693237394,0.214663535,0.171409684,0,0,0,1.000000000,0.000002707,0.000002993,0.000007226,0.053394485,-0.163698273,-0.985064416,0.000000002,0.000000004,0.000000010,0.058808603,-0.992540249,-0.106796079,0.450000000,0.361884660,0.251625689,5.165696728,1.150551317,96.413601223,1,0.227821794,0.183151000,86,64,22,0.054672600,176,336,0,0,16,0,975,512,238544,502746,177201,0,0,2151459
1357,1624181229.558456898,1624181229.658528566,1362,1361,0,0.424352063,0.547164049,1,0,0,0,1,-0.515200045,18.102449999,-32.791668080,0.041335016,0.051201348,0.915876836,0.396029619,1536,584,0.380208333,0.121277219,0.092166722,0.055228665,0.234676053,92.937755802,1439,0.783720476,202.438325179,352.922446619,572.412993538,0.179502602,0.140679865,0,0,0,1.000000000,0.000002769,0.000003032,0.000007741,0.036958805,-0.198541707,-0.979395343,0.000000002,0.000000005,0.000000014,0.088791167,-0.994275057,-0.059441059,0.400000000,0.358668289,0.254223692,5.303733948,1.103624720,97.515008541,0,0.226666708,0.182110238,364,315,49,0.236979167,103,0,0,0,0,0,1069,103,238676,503110,177304,0,0,2152528
1358,1624181229.658454657,1624181229.758508205,1363,1362,0,0.543827229,0.618579952,1,0,0,0,1,-0.691151215,17.834083548,-32.740858289,0.052891592,0.065052080,0.918604773,0.386181276,1479,572,0.386747803,0.138329680,0.091127485,0.058501550,0.315732536,76.289199573,1381,0.801901181,227.334108274,345.543174336,534.548248297,0.205281621,0.164615574,0,0,0,1.000000000,0.000002747,0.000003160,0.000006751,-0.013289146,0.182594242,0.983098541,0.000000002,0.000000006,0.000000009,-0.014504823,0.999801784,0.013638298,0.400000000,0.359337970,0.242100919,5.412410139,1.051292707,97.088844136,0,0.227611591,0.182868374,483,436,47,0.326572008,146,0,0,0,0,0,849,147,238863,503593,177450,0,0,2153377
1359,1624181229.758452177,1624181229.858358145,1364,1363,0,0.492590934,0.558869459,1,0,0,0,1,-0.860760771,17.550963459,-32.746556415,0.063790441,0.080396272,0.920426766,0.377202580,1490,547,0.367114094,0.101688510,0.069426039,0.043349150,0.206455253,106.392097641,1403,0.785500123,190.977302432,373.801435342,537.277934294,0.173291726,0.136120672,0,0,0,1.000000000,0.000002771,0.000003183,0.000008119,0.038118055,0.221634080,0.974384600,0.000000002,0.000000007,0.000000013,0.282948127,-0.958917427,0.020438356,0.400000000,0.351659016,0.254190670,5.507325803,0.997317921,97.786206363,0,0.226506957,0.181724222,369,330,39,0.247651007,87,0,0,0,0,0,1033,88,239036,503962,177537,0,0,2154410
1360,1624181229.858449697,1624181229.958211184,1365,1364,0,0.473583666,0.507165631,1,0,0,0,1,-1.043599511,17.313036499,-32.812125255,0.071024905,0.099733084,0.921540559,0.368472216,1527,547,0.358218730,0.091293494,0.064526688,0.038554194,0.252310808,88.988906374,1429,0.769277977,210.290497048,368.012936292,520.994795985,0.191295220,0.147159200,0,0,0,1.000000000,0.000002819,0.000003286,0.000008781,0.087176499,0.266079534,0.960001010,0.000000003,0.000000006,0.000000012,0.085543861,-0.996333735,-0.001155703,0.350000000,0.350341888,0.241597217,5.527273029,0.900052116,96.799764535,0,0.223627834,0.178747059,308,281,27,0.201702685,84,0,0,0,0,0,1135,84,239181,504270,177621,0,0,2155545
1361,1624181229.958447218,1624181230.058234215,1366,1365,0,0.396140107,0.500249248,1,0,0,0,1,-1.229404352,17.046073051,-32.855127939,0.076028748,0.115488709,0.923364016,0.358163205,1539,550,0.357374919,0.100882338,0.082034952,0.046431423,0.301824177,112.812482437,1413,0.776727504,236.956301268,347.346346098,513.213316187,0.215902373,0.167697312,0,0,0,1.000000000,0.000002688,0.000003426,0.000010047,0.197989691,0.255491794,0.946321312,0.000000003,0.000000005,0.000000011,0.219743308,-0.975287816,0.022946759,0.300000000,0.350067071,0.245973975,5.651149564,0.865332784,97.684137673,0,0.222507125,0.177370376,367,333,34,0.238466537,97,0,0,0,0,0,1075,97,239369,504637,177718,0,0,2156620
1362,1624181230.058444738,1624181230.158162117,1367,1366,0,0.348341976,0.404602886,1,0,0,0,1,-1.440311311,16.804998792,-32.907116573,0.075434168,0.124999159,0.926488753,0.346847932,1649,618,0.374772589,0.130394589,0.103444800,0.067464924,0.516206749,118.086889083,1519,0.787848270,322.637884719,345.592042177,528.511595580,0.269596967,0.212401504,0,0,0,1.000000000,0.000002492,0.000003541,0.000010335,0.215929258,0.276749190,0.936367685,0.000000003,0.000000004,0.000000007,0.192457313,-0.978354587,-0.076042647,0.300000000,0.357772421,0.246286105,5.710585327,0.832662284,98.627508783,0,0.224116553,0.178503881,457,403,54,0.277137659,134,0,0,0,0,0,1057,135,239610,505094,177852,0,0,2157677
1363,1624181230.158442497,1624181230.258063078,1368,1367,0,0.439431496,0.514180950,1,0,1,1,1,-1.656891372,16.597148002,-32.955226664,0.070408376,0.125903988,0.930956671,0.335425884,1747,547,0.313108185,0.229474543,0.167959545,0.127270050,0.385813082,86.731598177,1545,0.812929948,362.972275643,395.939021671,497.065473102,0.288996010,0.234933512,0,0,0,1.000000000,0.000002737,0.000003498,0.000009565,0.183459245,0.298331731,0.936664766,0.000000002,0.000000006,0.000000008,0.513563985,-0.856460974,0.052217174,0.350000000,0.346592954,0.286365745,5.748009233,0.803520413,97.478991888,1,0.224315445,0.178923965,111,74,37,0.063537493,258,763,0,0,50,27,587,1049,239686,505205,178900,0,0,2158264
1364,1624181230.258440018,1624181230.358183146,1369,1368,0,0.489805015,0.539473012,1,0,1,1,1,-1.900808110,16.428539132,-32.993352090,0.061295481,0.124362726,0.937200680,0.320049467,1742,537,0.308266361,0.221746925,0.135745826,0.111295230,0.276721852,102.180992211,1528,0.818866914,340.781057481,360.284385513,550.163201899,0.272357142,0.223024252,0,0,0,1.000000000,0.000002846,0.000003567,0.000010292,0.179980092,0.280660368,0.942781483,0.000000002,0.000000005,0.000000009,-0.102238760,0.994519180,-0.021882315,0.400000000,0.333326535,0.294635652,5.775113088,0.782595899,97.683833588,2,0.223944066,0.179036532,97,69,28,0.055683123,220,744,0,0,50,46,635,1010,239760,505302,179910,0,0,2158899
1365,1624181230.358437538,1624181230.458270311,1370,1369,0,0.492470859,0.538093422,1,0,1,1,1,-2.193554551,16.129492423,-32.952001377,0.055011071,0.119092653,0.943878099,0.303125149,1629,649,0.398403929,0.192912876,0.096626255,0.064913785,0.427658884,120.741160092,1501,0.810044687,294.584593885,388.325965060,532.966516588,0.242281559,0.196258890,0,0,0,1.000000000,0.000002466,0.000003320,0.000011072,0.189337762,0.269506865,0.944201918,0.000000001,0.000000004,0.000000009,0.431635964,-0.900876850,0.045948845,0.450000000,0.326729264,0.286876863,5.911018600,0.762486780,98.128524914,3,0.222440414,0.178177929,171,137,34,0.104972376,196,486,0,0,43,0,775,683,239821,505473,180592,0,0,2159674
1366,1624181230.458435059,1624181230.558299780,1371,1370,0,0.464804865,0.505040377,1,0,0,0,1,-2.519357567,15.802757839,-32.917262623,0.046685297,0.110877785,0.950905876,0.285139640,1616,678,0.419554455,0.094932896,0.069380841,0.043183638,0.384048670,101.665873770,1470,0.808917328,264.170828416,383.744877520,541.192766441,0.222158730,0.179708047,0,0,0,1.000000000,0.000002194,0.000003121,0.000010103,0.158029342,0.295793251,0.942089741,0.000000002,0.000000004,0.000000009,-0.000464869,0.999614855,-0.027747516,0.450000000,0.319408225,0.298784293,6.140790601,0.744352179,98.543849156,0,0.220316776,0.176702096,362,320,42,0.224009901,109,0,0,0,0,0,1145,109,240014,505835,180701,0,0,2160819
1367,1624181230.558432579,1624181230.658339262,1372,1371,0,0.426140150,0.473710546,1,0,0,0,1,-2.840877790,15.461588648,-32.858120298,0.039569920,0.100261550,0.957290809,0.268283712,1611,670,0.415890751,0.078646190,0.059025151,0.035918255,0.292982451,101.182846724,1481,0.796325567,221.995890491,402.652639769,554.709634515,0.188234497,0.149895942,0,0,0,1.000000000,0.000002259,0.000002995,0.000009933,0.112450762,0.315072667,0.942382110,0.000000002,0.000000005,0.000000011,0.017657362,0.999414007,0.029323374,0.400000000,0.310156311,0.322161553,6.372797718,0.720439278,99.447665687,0,0.217363104,0.174263911,326,292,34,0.202358783,69,0,0,0,0,0,1216,69,240163,506161,180770,0,0,2162035
1368,1624181230.658430338,1624181230.758476496,1373,1372,0,0.396502617,0.419062666,1,0,0,0,1,-3.153137698,15.112841765,-32.784299800,0.034709385,0.090398461,0.963427832,0.249860342,1575,698,0.443174603,0.083354049,0.063799357,0.042027302,0.264097951,94.242263125,1470,0.811753275,206.783316971,383.367887034,603.126110795,0.173290244,0.140668923,0,0,0,1.000000000,0.000002341,0.000002988,0.000009322,0.075180791,0.312755189,0.946853759,0.000000003,0.000000004,0.000000010,0.078517669,0.996479345,0.029392024,0.350000000,0.306792560,0.336880178,6.521213351,0.694459717,100.225253775,0,0.214650838,0.171956379,250,227,23,0.158730159,85,0,0,0,0,0,1238,87,240285,506411,180855,0,0,2163273
1369,1624181230.758427858,1624181230.858535051,1374,1373,0,0.395703853,0.419283273,1,0,0,0,1,-3.449444732,14.746814496,-32.757674956,0.031173514,0.083653855,0.968639313,0.231879550,1541,648,0.420506165,0.075656117,0.050113426,0.032546155,0.247356418,109.025452628,1449,0.783283806,189.182505290,400.818697728,544.977031650,0.166683818,0.130560735,0,0,0,1.000000000,0.000002475,0.000002749,0.000010146,0.015463903,0.284605183,0.958520087,0.000000002,0.000000005,0.000000014,0.092168000,0.995336931,0.028450908,0.350000000,0.304226021,0.352429883,6.638400693,0.671251726,101.015601807,0,0.214102081,0.171313825,257,228,29,0.166774822,72,0,0,0,0,0,1212,72,240404,506668,180927,0,0,2164485
1370,1624181230.858425379,1624181230.958604097,1375,1374,0,0.391942775,0.415259876,1,0,0,0,1,-3.741026697,14.387736112,-32.713770914,0.029803628,0.074513476,0.973428680,0.214466991,1509,666,0.441351889,0.075184644,0.053961008,0.035478844,0.262172704,98.867751050,1402,0.803062732,187.315392522,390.413524212,548.165032998,0.166370370,0.133605843,0,0,0,1.000000000,0.000002475,0.000002721,0.000010188,0.004037274,0.285288203,0.958433275,0.000000003,0.000000005,0.000000011,0.043904764,0.999008873,0.007324166,0.300000000,0.304002804,0.368279367,6.761141070,0.650183035,100.863096577,0,0.210352634,0.168253675,262,238,24,0.173624917,55,0,0,0,0,0,1192,55,240530,506930,180982,0,0,2165677
1371,1624181230.958422899,1624181231.058525324,1376,1375,0,0.369506215,0.407842700,1,0,0,0,1,-4.022728070,14.030618423,-32.710030344,0.026757330,0.072392889,0.977463251,0.196491496,1624,697,0.429187192,0.079106249,0.059801815,0.037267153,0.239823024,90.031822516,1522,0.795571127,199.545352944,396.066343190,615.247558973,0.164796488,0.131107328,0,0,0,1.000000000,0.000002412,0.000002771,0.000009199,0.027548210,-0.281194696,-0.959255252,0.000000003,0.000000005,0.000000011,0.103433820,0.993565842,0.046134186,0.250000000,0.304074509,0.385153445,6.861537078,0.633746539,99.487338458,0,0.206279234,0.164593459,261,233,28,0.160714286,81,0,0,0,0,0,1282,81,240658,507191,181063,0,0,2166959
1372,1624181231.058420420,1624181231.158438921,1377,1376,0,0.356562893,0.392564071,1,0,0,0,1,-4.307409628,13.656759493,-32.688517166,0.026221111,0.065263977,0.981308792,0.179125994,1609,719,0.446861405,0.073568947,0.054111850,0.032571490,0.226623241,105.094013928,1511,0.796137330,193.143332987,418.741790642,591.078382136,0.160556270,0.127824840,0,0,0,1.000000000,0.000002401,0.000002727,0.000009324,0.023880143,-0.272126015,-0.961965265,0.000000002,0.000000005,0.000000013,0.206129432,0.977259870,0.049737345,0.200000000,0.303027029,0.400210548,7.058968394,0.620294995,99.640352944,0,0.201128617,0.160157627,297,272,25,0.184586700,67,0,0,0,0,0,1245,67,240773,507488,181130,0,0,2168204
1373,1624181231.158418179,1624181231.258341074,1378,1377,0,0.347896135,0.382676916,1,0,0,0,1,-4.588500156,13.290012705,-32.663585469,0.024241565,0.061376352,0.984589925,0.161950515,1429,628,0.439468160,0.071703461,0.051024906,0.033646818,0.281691853,111.263323998,1341,0.802721189,183.610401534,403.727670246,489.111042246,0.170570442,0.136920508,0,0,0,1.000000000,0.000002641,0.000002887,0.000010388,0.030313211,-0.291086136,-0.956216487,0.000000003,0.000000007,0.000000015,0.304324464,0.951123755,0.052442573,0.200000000,0.300885538,0.415282025,7.251157821,0.604342794,100.797770334,0,0.200665585,0.159781631,266,242,24,0.186144157,56,0,0,0,0,0,1106,57,240887,507754,181186,0,0,2169310
1374,1624181231.258415699,1624181231.358241320,1379,1378,0,0.351477087,0.374005866,1,0,0,0,1,-4.851429678,12.899851642,-32.631657217,0.023100361,0.058060228,0.987455292,0.145008378,1554,712,0.458172458,0.072849157,0.051576452,0.034536874,0.301636974,94.624651158,1454,0.807632874,195.716435577,399.682649796,578.899112714,0.166666726,0.134605527,0,0,0,1.000000000,0.000002563,0.000002877,0.000009846,0.032790543,-0.317802434,-0.947589781,0.000000003,0.000000006,0.000000013,0.478845898,0.875558269,0.064064992,0.200000000,0.301963241,0.432929117,7.444331888,0.592243098,100.069336283,0,0.200634146,0.159954291,232,214,18,0.149292149,67,0,0,0,0,0,1255,67,240965,507986,181253,0,0,2170565
1375,1624181231.358413219,1624181231.458262205,1380,1379,0,0.390128617,0.433918256,1,0,0,0,1,-5.106271627,12.503672350,-32.630222603,0.021221416,0.056786298,0.990033033,0.127120262,1565,704,0.449840256,0.074888950,0.053757283,0.035143752,0.277934412,103.955814804,1481,0.805455403,200.875670289,378.828522287,613.175259613,0.168395616,0.135635159,0,0,0,1.000000000,0.000002543,0.000002711,0.000009697,0.053117218,-0.267911353,-0.961978206,0.000000002,0.000000005,0.000000012,0.275984370,0.961160936,0.001510791,0.200000000,0.303612225,0.438346587,7.625549783,0.590514451,99.567710011,0,0.200044598,0.159741666,245,220,25,0.156549521,63,0,0,0,0,0,1257,63,241074,508231,181316,0,0,2171822
1376,1624181231.458410740,1624181231.558285713,1381,1380,0,0.411547693,0.438532141,1,0,0,0,1,-5.364266753,12.102944811,-32.598567631,0.019360863,0.054688300,0.992353123,0.108947811,1551,693,0.446808511,0.072070481,0.050377102,0.033432929,0.261288084,96.869383625,1463,0.809610216,189.728572103,385.289094975,609.442078863,0.160181528,0.129684602,0,0,0,1.000000000,0.000002684,0.000002719,0.000009261,0.052071784,-0.269137353,-0.961693098,0.000000002,0.000000006,0.000000013,0.410981951,0.909453949,0.063145475,0.150000000,0.297852759,0.447463443,7.791965684,0.598288318,100.599213936,0,0.197320497,0.157655412,270,243,27,0.174081238,62,0,0,0,0,0,1219,62,241178,508501,181378,0,0,2173041
1377,1624181231.558408260,1624181231.658294201,1382,1381,0,0.400082497,0.423895849,1,0,0,0,1,-5.622585759,11.716051806,-32.589688019,0.014307949,0.056500967,0.994232019,0.090031195,1558,738,0.473684211,0.075905158,0.052909625,0.032954165,0.311096922,100.501316979,1458,0.806718541,202.783094281,390.402964751,583.009574346,0.172405923,0.139083055,0,0,0,1.000000000,0.000002602,0.000002731,0.000008938,0.050905726,-0.283876898,-0.957508493,0.000000002,0.000000005,0.000000014,0.403369988,0.913626261,0.050790834,0.150000000,0.301673802,0.460997941,7.932353051,0.618060920,100.977391995,0,0.196965664,0.157575571,266,249,17,0.170731707,65,0,0,0,0,0,1226,66,241275,508767,181443,0,0,2174267
1378,1624181231.658406019,1624181231.758379459,1383,1382,0,0.401080178,0.420252098,1,0,0,0,1,-5.883834935,11.327534400,-32.574013810,0.010924525,0.056844474,0.995831107,0.070496571,1590,749,0.471069182,0.071800624,0.054270214,0.031590361,0.267213661,110.882834825,1492,0.810041080,190.722680577,427.754556862,590.104053409,0.157807077,0.127830215,0,0,0,1.000000000,0.000002414,0.000002693,0.000009797,0.058891402,-0.268339230,-0.961522678,0.000000002,0.000000006,0.000000014,0.286168438,0.958128881,0.009832221,0.150000000,0.299247858,0.475828856,8.070713913,0.641370923,102.707073757,0,0.194591936,0.155736303,259,241,18,0.162893082,64,0,0,0,0,0,1266,65,241388,509026,181507,0,0,2175533
1379,1624181231.758403540,1624181231.858425379,1384,1383,0,0.360195733,0.398711399,1,0,0,0,1,-6.148797949,10.948207007,-32.545895840,0.007658000,0.058703668,0.996872698,0.052345565,1541,733,0.475665152,0.073699177,0.051753944,0.033741071,0.315504314,114.835916640,1433,0.817205121,206.733761464,419.924162334,544.397013882,0.176536348,0.144266407,0,0,0,1.000000000,0.000002391,0.000002904,0.000010594,0.078289592,-0.251580353,-0.964664743,0.000000002,0.000000007,0.000000016,0.392107520,0.919234714,0.035485674,0.150000000,0.304700312,0.486524433,8.227125370,0.662173833,103.129264707,0,0.194754167,0.156143590,272,247,25,0.176508761,70,0,0,0,0,0,1198,71,241505,509298,181577,0,0,2176731
