frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
2221,1624181317.656312943,1624181317.756201267,1,0,0,1,-32.795979156,-19.560080969,-30.507811957,0.059406626,-0.044625528,0.927983255,0.365139006,1372,514,0.374635569,0.096211169,0.066656358,0.045623579,0.207968513,98.559840549,492,0.950136689,48.696477278,184.372514953,234.398258920,0.104170885,0.098976580,0.000003308,0.000003667,0.000009679,0.093487843,-0.144348768,0.985100734,0.000000003,0.000000007,0.000000012,0.873067063,-0.487462068,0.011603228,0.000000000,0.165947680,0.069931326,3.980252924,0.574311457,119.482573035,0,240,228,12,0.174927114,71,0,0,0,0,0,1060,72,365942,744424,487715,469,0,2866347
2222,1624181317.756310463,1624181317.856261969,1,0,0,1,-32.959281722,-19.365211190,-30.489820598,0.058850149,-0.044904622,0.922590160,0.378612773,1406,507,0.360597440,0.086611768,0.058491478,0.040265183,0.209950257,95.748216868,490,0.949848320,50.602163539,174.765906277,240.057606923,0.108722329,0.103269722,0.000003168,0.000003555,0.000009971,0.098424958,-0.180269922,0.978680378,0.000000003,0.000000008,0.000000010,0.992279792,-0.113673105,0.049590722,0.000000000,0.168996106,0.071190856,3.993400149,0.561656038,117.172686843,0,220,206,14,0.156472262,65,0,0,0,0,0,1119,67,366040,744644,487780,469,0,2867466
2223,1624181317.856308222,1624181317.956162453,1,0,0,1,-33.131899865,-19.155814227,-30.475179634,0.053469791,-0.043035276,0.916452544,0.394212735,1375,483,0.351272727,0.080111165,0.054468489,0.037816195,0.190888753,105.801156465,468,0.951823905,44.183472629,169.723446002,231.546668940,0.099187601,0.094409130,0.000003312,0.000003685,0.000011007,0.034815512,-0.207770192,0.977557889,0.000000003,0.000000009,0.000000014,0.988673379,-0.149511736,0.013083971,0.000000000,0.171521339,0.070114528,4.037509197,0.554968944,115.781237797,0,220,205,15,0.160000000,60,0,0,0,0,0,1095,60,366134,744864,487840,469,0,2868561
2224,1624181317.956305742,1624181318.056109190,1,0,0,1,-33.305717056,-18.954154336,-30.436681311,0.039491234,-0.033982640,0.910520265,0.410168831,1394,510,0.365853659,0.125570672,0.079816576,0.055231367,0.201275565,96.639536670,501,0.956443284,49.653917671,178.573119656,250.951048198,0.103623098,0.099109616,0.000003247,0.000003646,0.000010381,0.039592049,-0.199119451,0.979175119,0.000000003,0.000000008,0.000000011,0.977366166,-0.207805313,0.039652603,0.000000000,0.174078590,0.133211176,4.080466589,0.551070302,113.883739069,0,400,359,41,0.286944046,104,0,0,0,0,0,889,105,366315,745264,487944,469,0,2869450
2225,1624181318.056303263,1624181318.156105280,1,1,1,1,-33.431287656,-18.767701718,-30.472114757,0.010199891,-0.018092746,0.905371982,0.424111057,1351,431,0.319022946,0.207014535,0.127738369,0.083546171,0.206783494,109.641944624,410,0.959401791,42.162265062,146.016082482,205.176386896,0.107186367,0.102834793,0.000003383,0.000004259,0.000011645,-0.011291161,-0.198860370,0.979962787,0.000000003,0.000000009,0.000000013,0.977325107,0.204421635,0.055203545,0.050000000,0.176457647,0.322028317,4.131227943,0.544603895,112.859650796,1,102,79,23,0.075499630,140,569,0,0,50,1,536,713,366382,745366,488654,469,0,2869986
2226,1624181318.156300783,1624181318.256016254,1,1,1,1,-33.479833071,-18.664555169,-30.432939003,-0.029288702,0.009597874,0.901628512,0.431411727,1368,444,0.324561404,0.260640874,0.210764079,0.116191915,0.186795137,124.488243355,420,0.964942450,37.298462279,167.127482388,200.849884200,0.092032289,0.088805863,0.000003472,0.000004652,0.000014332,0.063482570,0.113429214,-0.991515898,0.000000003,0.000000010,0.000000016,0.243148992,-0.968912044,0.045694843,0.100000000,0.179633426,0.470739144,4.053645444,0.526176522,110.823954574,2,82,59,23,0.059941520,210,551,0,0,50,74,449,837,366441,745448,489489,469,0,2870435
2227,1624181318.256298304,1624181318.355954409,1,1,1,1,-33.581731461,-18.646453039,-30.400912295,-0.059586220,0.023920260,0.896990594,0.437361610,1318,595,0.451441578,0.289152477,0.220632506,0.154989936,0.151238373,145.591222523,561,0.959799712,43.325186020,202.205026795,292.917425481,0.080463137,0.077228496,0.000003525,0.000003879,0.000015399,0.119031717,-0.033262155,-0.992333149,0.000000001,0.000000009,0.000000012,-0.538185487,0.831700756,-0.136492613,0.150000000,0.179155289,0.566247966,3.982714258,0.506970305,112.031054057,3,78,47,31,0.059180577,294,453,0,0,35,0,493,747,366491,745526,490236,469,0,2870928
2228,1624181318.356296062,1624181318.455929041,1,1,1,1,-33.757821257,-18.396734417,-30.539858776,-0.089805718,0.034612667,0.892839698,0.439970647,1441,763,0.529493407,0.156368169,0.116355870,0.067913560,0.119126139,163.564471250,723,0.956460207,46.778798980,244.241760741,400.500169937,0.067646271,0.064700967,0.000002768,0.000003254,0.000017588,0.128619806,-0.156605905,-0.979250497,0.000000003,0.000000009,0.000000011,-0.617818228,0.768612616,-0.165937587,0.200000000,0.175889797,0.551922306,4.139609592,0.482084969,114.093053987,4,98,87,11,0.068008328,240,298,0,0,16,0,804,539,366542,745624,490774,469,0,2871732
2229,1624181318.456293583,1624181318.556233168,1,1,1,1,-33.968864289,-18.093999995,-30.579850000,-0.112871368,0.047078476,0.889092990,0.441086529,1605,815,0.507788162,0.163313345,0.124047788,0.069292967,0.115244232,137.047205951,780,0.960031351,49.016602395,265.181982479,434.625868890,0.065458069,0.062841798,0.000002543,0.000003347,0.000018098,0.140306488,-0.227657518,-0.963579859,0.000000003,0.000000006,0.000000014,0.403434017,-0.908870645,0.105807110,0.250000000,0.174448470,0.540911619,4.317150080,0.454940991,114.279635516,5,153,121,32,0.095327103,247,382,7,0,42,0,816,636,366637,745777,491403,476,0,2872548
2230,1624181318.556291103,1624181318.656329155,1,0,0,1,-34.167071612,-17.820317265,-30.619101838,-0.124891971,0.055384939,0.886728074,0.441642193,1610,822,0.510559006,0.149794573,0.109168154,0.060410161,0.126845215,140.472416004,779,0.961250230,53.802848851,276.895152733,418.115927954,0.071850759,0.069066558,0.000002619,0.000003287,0.000018981,0.156025354,-0.282105429,-0.946611122,0.000000002,0.000000006,0.000000012,0.249865752,-0.966592322,0.057152328,0.250000000,0.173422509,0.526718806,4.469520154,0.426564883,115.330426007,0,545,439,106,0.338509317,223,0,0,0,0,0,842,223,366964,746322,491626,476,0,2873390
2231,1624181318.656288624,1624181318.756383896,1,0,0,1,-34.330483170,-17.566746130,-30.578540068,-0.125913777,0.057989931,0.886350739,0.441775119,1647,864,0.524590164,0.133740062,0.086171165,0.054122371,0.138997137,137.167183548,824,0.959225103,61.281746099,275.375204072,453.744534398,0.077532428,0.074371051,0.000002612,0.000003100,0.000018621,0.174185526,-0.295817710,-0.939229091,0.000000002,0.000000005,0.000000013,0.330062605,-0.938785538,0.098693420,0.250000000,0.171517820,0.511149476,4.586397619,0.396370726,115.655950885,0,526,459,67,0.319368549,184,0,0,0,0,0,936,185,367255,746848,491810,476,0,2874326
2232,1624181318.756286144,1624181318.856516123,1,0,0,1,-34.435001068,-17.412489389,-30.616565534,-0.122501188,0.057058399,0.886689637,0.442175627,1663,836,0.502705953,0.106073403,0.063007427,0.038775478,0.155599883,129.711734755,795,0.957462932,68.085365612,269.406764057,423.690901466,0.089446773,0.085641969,0.000002582,0.000003021,0.000017669,0.182445197,-0.272120891,-0.944808960,0.000000002,0.000000005,0.000000010,0.397618897,-0.914847094,0.070384712,0.250000000,0.170195646,0.501616240,4.576297633,0.368052167,116.530043273,0,467,412,55,0.280817799,151,0,0,0,0,0,1045,151,367530,747315,491961,476,0,2875371
2233,1624181318.856283903,1624181318.956516743,1,0,0,1,-34.504280799,-17.284685799,-30.559539799,-0.112234130,0.052959946,0.887924455,0.442932168,1620,866,0.534567901,0.092719844,0.057355114,0.036627727,0.115151034,137.412918861,830,0.961728116,53.743443854,276.552464700,467.938427419,0.067327903,0.064751137,0.000002552,0.000003034,0.000018033,0.166222375,-0.278925819,-0.945817376,0.000000002,0.000000006,0.000000013,0.366717473,-0.928401389,0.059909554,0.250000000,0.167365327,0.495860863,4.525133631,0.343597511,118.048577263,0,404,359,45,0.249382716,127,0,0,0,0,0,1088,128,367787,747719,492088,476,0,2876459
2234,1624181318.956281424,1624181319.056463957,1,0,0,1,-34.530170061,-17.234775465,-30.526627622,-0.099892725,0.046201244,0.889459156,0.443564311,1543,820,0.531432275,0.082287762,0.055416612,0.033249933,0.137285853,137.326038078,781,0.960936497,59.323740152,256.782572222,434.385092089,0.079046528,0.075958694,0.000002568,0.000002981,0.000018315,0.149653598,-0.285015162,-0.946768271,0.000000003,0.000000006,0.000000012,0.316350631,-0.946515491,0.063487814,0.250000000,0.167123484,0.495588387,4.386737191,0.320749875,119.309316118,0,323,286,37,0.209332469,102,0,0,0,0,0,1117,103,367952,748042,492190,476,0,2877576
2235,1624181319.056278944,1624181319.156353474,1,0,0,1,-34.552046988,-17.218858162,-30.465209176,-0.085052888,0.039691272,0.890846374,0.444503484,1518,822,0.541501976,0.075410013,0.049891879,0.031651851,0.113146067,149.674691462,783,0.957222951,50.005266090,249.992032607,449.508271638,0.066717671,0.063863686,0.000002354,0.000003099,0.000018845,0.129576100,-0.271083809,-0.953794319,0.000000003,0.000000008,0.000000012,0.344171580,-0.937309808,0.054737996,0.250000000,0.165366999,0.494121699,4.253027800,0.298947856,120.212391903,0,306,279,27,0.201581028,91,0,0,0,0,0,1121,91,368096,748348,492281,476,0,2878697
2236,1624181319.156276464,1624181319.256229639,1,0,0,1,-34.572280854,-17.209609630,-30.401891511,-0.069437802,0.032831257,0.892106494,0.445248810,1484,804,0.541778976,0.070229434,0.048654380,0.030537270,0.106391457,170.292946661,774,0.955668072,48.701699687,231.930766796,459.054620936,0.065840949,0.062922093,0.000002488,0.000003164,0.000019666,0.133461027,-0.233445557,-0.963167341,0.000000002,0.000000009,0.000000012,0.500616760,-0.863757119,0.057502162,0.250000000,0.162901216,0.499479800,4.111151654,0.276591930,122.962146868,0,262,243,19,0.176549865,83,0,0,0,0,0,1139,83,368217,748610,492364,476,0,2879836
2237,1624181319.256273985,1624181319.356081247,1,0,0,1,-34.577668579,-17.210017711,-30.323265349,-0.053869076,0.026674817,0.893063375,0.445897280,1471,804,0.546566961,0.066793231,0.047702912,0.031574928,0.098551028,198.017810289,777,0.955090107,46.819835903,226.378430305,468.906747190,0.063090580,0.060257189,0.000002463,0.000003075,0.000020884,0.107122350,-0.216429825,-0.970403490,0.000000002,0.000000009,0.000000013,0.341354565,-0.938476642,0.052332144,0.250000000,0.159362996,0.504410680,3.967052198,0.253697307,127.911318801,0,203,179,24,0.138001360,54,0,0,0,0,0,1213,55,368309,748813,492418,476,0,2881049
2238,1624181319.356271744,1624181319.456096411,1,0,0,1,-34.551375756,-17.218628685,-30.278061588,-0.039992368,0.020604434,0.893823864,0.446155767,1416,715,0.504943503,0.067020150,0.044746267,0.029414480,0.082252044,189.214254849,687,0.955545884,34.340766273,202.825307915,419.293947803,0.052312045,0.049986559,0.000002511,0.000003357,0.000022088,0.103050867,-0.202620291,-0.973820074,0.000000002,0.000000009,0.000000017,0.429936949,-0.901011809,0.057722965,0.250000000,0.153902442,0.510577967,3.793827887,0.231631091,132.500347113,0,172,153,19,0.121468927,48,0,0,0,0,0,1195,49,368375,748985,492466,476,0,2882244
2239,1624181319.456269264,1624181319.556050301,1,0,0,1,-34.529514975,-17.227377831,-30.216319717,-0.027738970,0.015355525,0.894245444,0.446452509,1397,706,0.505368647,0.062660202,0.045066190,0.030204735,0.094032908,195.384798120,689,0.950867684,36.398791113,221.556869036,397.192174056,0.055558134,0.052828434,0.000002586,0.000003367,0.000023010,0.097316602,-0.211357629,-0.972552020,0.000000002,0.000000008,0.000000021,0.367831403,-0.928650139,0.048051829,0.250000000,0.147327226,0.518529499,3.615870095,0.206687942,137.873987625,0,162,151,11,0.115962777,40,0,0,0,0,0,1194,41,368428,749147,492506,476,0,2883438
2240,1624181319.556266785,1624181319.656108141,1,0,0,1,-34.513297481,-17.249803928,-30.171335814,-0.017278642,0.011464259,0.894681707,0.446222660,1407,681,0.484008529,0.063455119,0.045899460,0.028998937,0.096569332,176.776035743,664,0.955322771,37.584274870,206.053794719,390.696250613,0.059249947,0.056602824,0.000002381,0.000003397,0.000021333,0.083900951,-0.181295701,-0.979843099,0.000000002,0.000000009,0.000000014,0.476198775,-0.878446303,0.039583082,0.250000000,0.142704621,0.527258883,3.399945786,0.181089806,141.926633331,0,151,130,21,0.107320540,38,0,0,0,0,0,1218,38,368483,749298,492544,476,0,2884656
2241,1624181319.656264305,1624181319.756194830,1,0,0,1,-34.480963123,-17.275581403,-30.147412749,-0.009054277,0.008456197,0.894970670,0.445952926,1376,631,0.458575581,0.063251889,0.046313834,0.030646991,0.073530116,168.802600399,608,0.950828600,25.507187455,194.653523632,357.943077441,0.044122159,0.041952611,0.000002728,0.000003768,0.000020401,0.090829151,-0.121661224,-0.988407108,0.000000002,0.000000012,0.000000020,0.883565762,-0.467250046,0.031447405,0.250000000,0.135982701,0.543227585,3.192835634,0.152614774,145.438771324,0,147,138,9,0.106831395,41,0,0,0,0,0,1188,41,368530,749445,492585,476,0,2885844
2242,1624181319.756261826,1624181319.856189251,1,0,0,1,-34.453588940,-17.299172515,-30.132314208,-0.002531112,0.006085587,0.894986647,0.446044236,1439,661,0.459346769,0.063496805,0.047362161,0.029930515,0.090121341,146.342941939,649,0.955724453,33.668852599,206.698890537,379.897426650,0.054281385,0.051878047,0.000002597,0.000003625,0.000017906,0.086201093,-0.079404034,-0.993108439,0.000000002,0.000000009,0.000000019,0.725929281,-0.685100430,0.060531649,0.250000000,0.129991255,0.555089185,2.960230914,0.118881555,147.968507577,0,157,145,12,0.109103544,45,0,0,0,0,0,1235,47,368579,749602,492630,476,0,2887079
2243,1624181319.856259584,1624181319.956229925,1,0,0,1,-34.429087024,-17.320578919,-30.120792612,0.002984698,0.003898390,0.895288710,0.445459336,1434,600,0.418410042,0.062496480,0.043388682,0.027220090,0.109240591,156.520363876,584,0.950461592,34.696495229,198.776530154,321.596544408,0.062508372,0.059411807,0.000002633,0.000003451,0.000017693,0.073165569,-0.073800979,-0.994585449,0.000000002,0.000000009,0.000000015,0.625383067,-0.778786253,0.048867075,0.250000000,0.125908847,0.564537661,2.725746031,0.085122042,150.504467948,0,160,145,15,0.111576011,41,0,0,0,0,0,1232,42,368631,749762,492671,476,0,2888311
2244,1624181319.956257105,1624181320.056286812,1,0,0,1,-34.385560274,-17.341759300,-30.154627315,0.005984339,0.001220580,0.895492551,0.445034593,1398,598,0.427753934,0.067302625,0.049465387,0.030532722,0.145811775,123.456673260,583,0.953088888,44.420431495,196.692061590,314.538328864,0.079943068,0.076192850,0.000002651,0.000003412,0.000014623,0.078282699,-0.091047841,-0.992764881,0.000000002,0.000000008,0.000000012,0.650333547,-0.759378651,0.020256906,0.250000000,0.123135658,0.586428934,2.557235148,0.055301930,151.845324777,0,180,164,16,0.128755365,55,0,0,0,0,0,1163,55,368687,749942,492726,476,0,2889474
2245,1624181320.056254625,1624181320.156181574,1,0,0,1,-34.351668103,-17.368975657,-30.154136064,0.008212508,0.000946343,0.895485193,0.445014527,1404,576,0.410256410,0.061280065,0.041370234,0.028199454,0.150025474,107.261573829,556,0.951733890,43.107834240,196.092649210,289.963559399,0.081464028,0.077532076,0.000002766,0.000003457,0.000012324,0.076491380,-0.059692530,-0.995281805,0.000000003,0.000000008,0.000000014,0.644630122,-0.761195978,0.070941456,0.200000000,0.120297757,0.602982050,2.480162291,0.038246598,151.726306238,0,180,161,19,0.128205128,31,0,0,0,0,0,1193,31,368755,750122,492757,476,0,2890667
2246,1624181320.156252146,1624181320.256160259,1,0,0,1,-34.310108340,-17.403333075,-30.149574906,0.010083294,-0.000877167,0.895413097,0.445121269,1439,592,0.411396803,0.066544573,0.044820211,0.028892869,0.147161073,114.891777919,576,0.950866770,42.606750712,204.382134549,300.710374211,0.077792237,0.073970053,0.000002821,0.000003416,0.000011864,0.078654614,-0.085665803,-0.993214389,0.000000003,0.000000009,0.000000014,0.443880667,-0.894869429,0.046676101,0.150000000,0.118316054,0.563060035,2.425941493,0.023388905,151.246482966,0,164,142,22,0.113968033,43,0,0,0,0,0,1232,43,368829,750286,492800,476,0,2891899
2247,1624181320.256249666,1624181320.356157541,1,0,0,1,-34.275573283,-17.430885470,-30.159408445,0.011389939,-0.002320867,0.895169245,0.445574804,1411,600,0.425230333,0.061042105,0.043292431,0.027877935,0.143366782,119.514907669,582,0.955674314,44.535198029,203.200222001,308.467030448,0.080070122,0.076520959,0.000002704,0.000003499,0.000012287,0.096915049,-0.050996942,-0.993985304,0.000000003,0.000000009,0.000000014,0.610690241,-0.791428011,0.026441143,0.100000000,0.117922474,0.394313174,2.135533700,0.014955210,149.942667223,0,166,154,12,0.117647059,38,0,0,0,0,0,1206,39,368892,750452,492838,476,0,2893105
2248,1624181320.356247187,1624181320.456115007,1,0,0,1,-34.231599189,-17.460632145,-30.138312702,0.012669958,-0.002849107,0.895033856,0.445809097,1426,588,0.412342216,0.062101442,0.042873673,0.028709452,0.137885900,147.422223247,566,0.953106706,41.909095316,198.068713410,299.480586760,0.077687354,0.074044338,0.000002870,0.000003483,0.000013960,0.123675383,-0.033788762,-0.991747306,0.000000003,0.000000009,0.000000016,0.684122214,-0.729342070,0.006077923,0.050000000,0.118860462,0.372954898,1.821465606,0.009831229,149.135554823,0,164,143,21,0.115007013,42,0,0,0,0,0,1220,42,368952,750616,492880,476,0,2894325
2249,1624181320.456244946,1624181320.556151390,1,0,0,1,-34.182172717,-17.491831701,-30.155557273,0.013564355,-0.003076731,0.894788050,0.446274452,1421,594,0.418015482,0.063709178,0.046454629,0.030810285,0.151197821,115.369334804,573,0.949905070,44.958338191,194.503838234,304.833428597,0.082599120,0.078461323,0.000002726,0.000003371,0.000013009,0.119998413,-0.040938584,-0.991929641,0.000000003,0.000000008,0.000000013,0.492355114,-0.869743672,0.033650960,0.000000000,0.120658142,0.317366207,1.542216483,0.008046910,148.051661266,0,144,134,10,0.101337087,36,0,0,0,0,0,1238,39,368999,750760,492916,476,0,2895563
2250,1624181320.556242466,1624181320.656224728,1,0,0,1,-34.150563142,-17.519292438,-30.157287707,0.014102249,-0.003186173,0.894637732,0.446558287,1449,602,0.415458937,0.059970660,0.045731349,0.028995474,0.132711506,119.276234024,577,0.950690494,38.606579344,208.022330689,301.919504874,0.070379529,0.066909150,0.000002778,0.000003282,0.000012467,0.095934974,-0.010024145,-0.995337127,0.000000003,0.000000010,0.000000015,0.782231830,-0.622720771,0.018226516,0.000000000,0.120951456,0.249637155,1.279744582,0.008617482,146.991852167,0,165,147,18,0.113871636,26,0,0,0,0,0,1257,27,369058,750925,492942,476,0,2896820
2251,1624181320.656239986,1624181320.756219864,1,0,0,1,-34.113864378,-17.545275288,-30.163726362,0.014705485,-0.002491303,0.894617074,0.446584632,1403,571,0.406985032,0.056456499,0.041739905,0.027780329,0.134444381,117.627702384,554,0.954928020,39.261862219,195.182720618,294.585540327,0.074214795,0.070869787,0.000002780,0.000003382,0.000012170,0.071273653,-0.014223194,-0.997355387,0.000000003,0.000000009,0.000000014,0.642465590,-0.766129588,0.016835089,0.000000000,0.120723818,0.171768180,1.134997691,0.008510064,146.014878108,0,147,138,9,0.104775481,29,0,0,0,0,0,1227,29,369116,751072,492971,476,0,2898047
2252,1624181320.756237507,1624181320.856159687,1,0,0,1,-34.075069436,-17.578879540,-30.164982441,0.015154460,-0.001025620,0.894568779,0.446672128,1427,587,0.411352488,0.062896091,0.043822906,0.026943359,0.147788141,130.260859109,567,0.952341657,42.440033381,196.895549271,300.642136637,0.078595897,0.074850147,0.000002648,0.000003389,0.000012250,0.094882954,-0.030805160,-0.995011692,0.000000002,0.000000007,0.000000015,0.652234053,-0.757444996,0.029458733,0.000000000,0.120333231,0.122581768,1.030180259,0.008685943,146.042334326,0,156,146,10,0.109320252,31,0,0,0,0,0,1239,32,369164,751228,493002,476,0,2899286
2253,1624181320.856235027,1624181320.956072569,1,0,0,1,-34.045333032,-17.603410722,-30.184322820,0.015798081,-0.001089428,0.894696116,0.446394549,1460,597,0.408904110,0.059882965,0.041392949,0.026377883,0.130681759,124.329466375,575,0.948756972,38.898512008,201.781972674,304.854774290,0.071303388,0.067649586,0.000002643,0.000003297,0.000011957,0.057916898,-0.045773131,-0.997271504,0.000000002,0.000000009,0.000000014,0.635623732,-0.770958836,0.040061756,0.000000000,0.121109767,0.086961449,1.008159058,0.009078321,145.388161702,0,175,159,16,0.119863014,41,0,0,0,0,0,1244,41,369235,751403,493043,476,0,2900530
2254,1624181320.956232786,1624181321.056172132,1,0,0,1,-34.002762617,-17.618984073,-30.191728546,0.016146313,-0.001312518,0.894819120,0.446134864,1489,602,0.404298187,0.068862431,0.049172183,0.032494681,0.117652549,128.506128065,585,0.947768534,35.621771258,206.172544866,312.650276194,0.064247666,0.060891917,0.000002728,0.000003389,0.000012279,0.022797665,-0.054532691,-0.998251698,0.000000002,0.000000010,0.000000014,0.923920017,-0.382134308,0.018578822,0.000000000,0.120128102,0.064374956,0.986976363,0.009464384,144.947166201,0,172,161,11,0.115513768,38,0,0,0,0,0,1278,39,369296,751575,493081,476,0,2901808
2255,1624181321.056230307,1624181321.156250715,1,0,0,1,-33.973849857,-17.635117248,-30.185325343,0.016512325,-0.000211316,0.894798763,0.446164176,1521,603,0.396449704,0.067997799,0.046332833,0.032003681,0.149393558,108.706790340,583,0.949032753,43.170442432,207.223281557,302.892371153,0.078025533,0.074048786,0.000002748,0.000003388,0.000011077,0.004216097,-0.053839005,-0.998540728,0.000000002,0.000000008,0.000000014,0.868284575,-0.495526839,0.023131113,0.000000000,0.121940477,0.052945047,0.953586796,0.009560673,142.898771145,0,149,138,11,0.097961867,48,0,0,0,0,0,1323,49,369344,751724,493129,476,0,2903131
2256,1624181321.156227827,1624181321.256253242,1,0,0,1,-33.944235890,-17.653415473,-30.190618682,0.017498456,-0.000664282,0.894970657,0.445781209,1489,582,0.390866353,0.062176168,0.043507928,0.027403694,0.145354738,126.421152852,560,0.946976889,39.966028866,207.266028667,283.075000183,0.075363939,0.071367909,0.000002863,0.000003305,0.000011858,0.049179234,-0.024517318,-0.998489010,0.000000003,0.000000009,0.000000013,0.778915562,-0.625051750,0.050998596,0.000000000,0.123888641,0.048298589,0.909986442,0.010306550,140.705181455,0,158,151,7,0.106111484,39,0,0,0,0,0,1292,39,369406,751882,493168,476,0,2904423
2257,1624181321.256225348,1624181321.356208801,1,0,0,1,-33.914091229,-17.679156299,-30.171736997,0.017511958,-0.000449156,0.894883688,0.445955507,1497,603,0.402805611,0.065701969,0.045970558,0.028584279,0.141664646,125.064018284,575,0.948976163,40.373375873,206.547254614,298.740663426,0.073989811,0.070214567,0.000002804,0.000003299,0.000011948,0.052226732,-0.054361974,-0.997154524,0.000000002,0.000000011,0.000000013,0.694042702,-0.719905818,0.006351502,0.000000000,0.126044322,0.047546319,0.900894757,0.010408356,137.057491854,0,159,146,13,0.106212425,43,0,0,0,0,0,1294,44,369461,752041,493211,476,0,2905717
2258,1624181321.356222868,1624181321.456186056,1,0,0,1,-33.879217502,-17.705589672,-30.189372728,0.018048907,-0.000864278,0.894883215,0.445934436,1467,598,0.407634628,0.064560807,0.045921161,0.030085941,0.159407154,112.526610461,575,0.947680187,43.991740294,209.410495426,291.513871637,0.080731217,0.076507374,0.000002753,0.000003272,0.000011113,0.064468355,-0.076417360,-0.994989557,0.000000002,0.000000009,0.000000011,0.655647736,-0.754921700,0.014807861,0.000000000,0.129902077,0.046041821,0.881994906,0.010319321,133.223109635,0,142,136,6,0.096796183,42,0,0,0,0,0,1282,43,369516,752183,493253,476,0,2906999
2259,1624181321.456220627,1624181321.556169271,1,0,0,1,-33.848615747,-17.721358365,-30.184564607,0.018251113,0.000089713,0.894698305,0.446297918,1480,574,0.387837838,0.064742083,0.044298310,0.028826967,0.117809133,145.814836765,555,0.944006227,33.886762316,200.700916783,289.335776996,0.064678842,0.061057229,0.000002744,0.000003422,0.000012658,0.068468379,-0.056394376,-0.996058108,0.000000002,0.000000010,0.000000015,0.851772576,-0.523113293,0.028912999,0.000000000,0.131090888,0.046166826,0.863939003,0.010341886,130.744611567,0,147,140,7,0.099324324,47,0,0,0,0,0,1285,48,369565,752330,493300,476,0,2908284
2260,1624181321.556218147,1624181321.656112194,1,0,0,1,-33.806215330,-17.738111200,-30.182601855,0.018631198,0.000442494,0.894648755,0.446381326,1466,561,0.382673943,0.065150738,0.045722278,0.030182157,0.149805745,112.068197787,535,0.945800246,40.155072217,189.928148170,275.919911439,0.079357359,0.075056210,0.000002772,0.000003569,0.000011624,0.065288460,-0.030721876,-0.997393394,0.000000002,0.000000009,0.000000013,0.800864550,-0.597835637,0.034763816,0.000000000,0.133752709,0.046497816,0.861797841,0.009834782,127.509219669,0,168,161,7,0.114597544,43,0,0,0,0,0,1253,45,369610,752498,493343,476,0,2909537
2261,1624181321.656215668,1624181321.756169796,1,0,0,1,-33.777781180,-17.760552251,-30.162460808,0.019423716,0.001849300,0.894701890,0.446237412,1429,553,0.386983905,0.070691989,0.043437233,0.029782422,0.158866700,108.590389755,535,0.944793945,44.231246512,181.463826569,279.769687660,0.087506093,0.082675227,0.000002752,0.000003777,0.000010779,0.071469567,-0.007104614,-0.997417478,0.000000002,0.000000008,0.000000013,0.815440073,-0.578536256,0.018795973,0.000000000,0.138019538,0.052344821,0.864079324,0.009894972,124.498609137,0,181,171,10,0.126662001,52,0,0,0,0,0,1196,52,369676,752679,493395,476,0,2910733
2262,1624181321.756213188,1624181321.856210232,1,0,0,1,-33.745542209,-17.782270725,-30.155296056,0.020810117,0.002046079,0.894624147,0.446329910,1455,576,0.395876289,0.067823184,0.048881746,0.030604720,0.141750512,113.247036820,556,0.952460018,39.342752360,208.272999739,281.952017688,0.074292196,0.070760346,0.000002906,0.000003491,0.000010811,0.037833123,-0.017435301,-0.999131956,0.000000002,0.000000010,0.000000016,0.987578873,-0.156713474,0.011351492,0.000000000,0.140600997,0.053856668,0.869090660,0.008917586,122.843813881,0,171,158,13,0.117525773,37,0,0,0,0,0,1246,38,369727,752850,493432,476,0,2911979
