frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
503,1706584555.672626257,1706584555.770423174,544,543,0,0.192367040,0.267384658,1,0,1,0,1,1,15.635512660,-3.035976057,-0.042138496,-0.018162814,-0.001267996,-0.105067617,0.994298396,1503,802,0.533599468,0.035397099,0.022838024,0.015546729,0.212665707,70.816523685,1179,0.897087402,76.913221590,404.579791850,576.173033802,0.072719760,0.065235981,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003135,0.000004494,0.000006545,0.833283870,-0.370470030,-0.410353445,0.000000004,0.000000012,0.000001352,0.998514849,-0.054382350,0.003264279,1.000000000,0.203828424,0.121114845,1.637500054,0.153118038,64.166900832,20,0.074543565,0.067086439,63,61,2,0.041916168,13,0,0,0,0,0,0,1427,13,6465,24014,7479,0,0,0,590721
504,1706584555.772459030,1706584555.869093657,544,544,0,0.074432874,0.103954517,1,0,1,0,1,1,15.695577804,-3.051869776,-0.045759767,-0.015375533,-0.002854564,-0.102260190,0.994634756,1521,773,0.508218277,0.034690902,0.022143491,0.014091014,0.188216472,71.505681603,1187,0.895635958,75.938707336,411.088423160,576.092752225,0.071430051,0.063975322,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003151,0.000004531,0.000006708,0.848810707,-0.381156953,-0.366387446,0.000000004,0.000000010,0.000001420,0.998169190,-0.060379005,0.003555831,1.000000000,0.205440966,0.121126945,1.599294517,0.147332279,64.508396965,20,0.075204400,0.067657912,61,56,5,0.040105194,24,0,0,0,0,0,0,1436,24,6481,24075,7503,0,0,0,592157
505,1706584555.873100519,1706584555.972929239,546,545,0,0.137955028,0.191992073,1,0,1,0,1,1,15.766885870,-3.073154699,-0.044482976,-0.011662728,0.000659766,-0.103329593,0.994578574,1535,800,0.521172638,0.036289135,0.022905711,0.015070994,0.199844607,68.934316920,1180,0.900169781,72.051480902,410.150710110,579.998151037,0.067832289,0.061060577,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003199,0.000004575,0.000006767,0.835610857,-0.373902204,-0.402432152,0.000000005,0.000000011,0.000001256,0.997912541,-0.063132707,0.013594955,1.000000000,0.206675294,0.118419530,1.596749617,0.143843841,64.760846473,20,0.075272785,0.067739966,65,64,1,0.042345277,16,0,0,0,0,0,0,1454,16,6486,24140,7519,0,0,0,593611
506,1706584555.972940922,1706584556.072776794,547,546,0,0.318163977,0.523320831,1,0,1,0,1,1,15.839992757,-3.090178782,-0.054237517,-0.009123101,0.013990770,-0.104200380,0.994416064,1456,757,0.519917582,0.040237920,0.026453278,0.016552662,0.200876670,66.868056770,1146,0.896048846,77.253691023,394.130986397,555.487299647,0.075232057,0.067411598,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003249,0.000004645,0.000007142,0.843640976,-0.346551674,-0.410087601,0.000000005,0.000000011,0.000001434,0.997777809,-0.055245333,0.037247773,1.000000000,0.207595579,0.117473552,1.612656073,0.133705832,64.731707487,20,0.075565739,0.068000740,76,74,2,0.052197802,18,0,0,0,0,0,0,1362,18,6494,24216,7537,0,0,0,594973
507,1706584556.072789192,1706584556.171854973,548,547,0,0.201211668,0.426831758,1,0,1,0,1,1,15.929993383,-3.103633860,-0.058459794,-0.014010096,0.021344721,-0.101958800,0.994460921,1326,702,0.529411765,0.043150476,0.029827052,0.019090327,0.161093687,59.170967172,1014,0.901242482,59.852229537,347.019085596,506.988561411,0.065493880,0.059025867,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003416,0.000005012,0.000007798,0.887948838,-0.341679317,-0.307899507,0.000000008,0.000000015,0.000001531,0.996997457,-0.055811870,0.053675940,1.000000000,0.206150763,0.117087346,1.641794723,0.128863249,64.021127471,20,0.075322004,0.067760751,73,71,2,0.055052790,19,0,0,0,0,0,0,1234,19,6514,24289,7556,0,0,0,596207
508,1706584556.172616243,1706584556.272433519,549,548,0,0.128654216,0.173083488,1,0,1,0,1,1,16.004263846,-3.119755331,-0.060922649,-0.013138325,0.022417051,-0.099455046,0.994702747,1315,662,0.503422053,0.037785432,0.024525987,0.016232139,0.180258782,60.914965623,1046,0.890220717,62.089417505,356.179672190,512.901780491,0.066678866,0.059358908,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003600,0.000004635,0.000008486,0.908270575,-0.320448833,-0.268992765,0.000000008,0.000000010,0.000001619,0.995799003,-0.070278749,0.058696189,1.000000000,0.204845703,0.097416825,1.630747320,0.127080691,63.426254128,20,0.074893037,0.067329036,63,62,1,0.047908745,11,0,0,0,0,0,0,1241,11,6528,24352,7567,0,0,0,597448
509,1706584556.272444010,1706584556.372285604,550,549,0,0.164634373,0.204700605,1,0,1,0,1,1,16.073484389,-3.128198544,-0.052646909,-0.019316918,0.018321960,-0.099075132,0.994723721,1280,675,0.527343750,0.033418826,0.021133341,0.014328117,0.170294416,61.315291317,1008,0.894760575,58.968574268,342.508221332,500.441863913,0.065381255,0.058500570,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003638,0.000004793,0.000008593,0.885325609,-0.363476779,-0.289971027,0.000000008,0.000000012,0.000001562,0.996552616,-0.067908404,0.047658489,1.000000000,0.200593903,0.095533530,1.619290881,0.122339234,63.148372350,20,0.073815088,0.066363517,58,57,1,0.045312500,12,0,0,0,0,0,0,1210,12,6536,24410,7579,0,0,0,598658
510,1706584556.373095512,1706584556.472915173,551,550,0,0.187211458,0.271490351,1,0,1,0,1,1,16.151474129,-3.147348953,-0.042016475,-0.015174483,0.023009382,-0.101460707,0.994457655,1391,695,0.499640546,0.039318604,0.026338005,0.016307789,0.183321641,67.859902738,1055,0.900925622,66.322440961,359.442955196,524.711134880,0.069778094,0.062864873,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003497,0.000004928,0.000008077,0.889085966,-0.339547767,-0.306974689,0.000000005,0.000000012,0.000001514,0.996564065,-0.065385983,0.050840312,1.000000000,0.198310265,0.095042845,1.611768277,0.122174065,62.931102602,20,0.072982721,0.065641596,59,58,1,0.042415528,14,0,0,0,0,0,0,1318,14,6547,24469,7593,0,0,0,599976
511,1706584556.472926378,1706584556.572751760,552,551,0,0.199215621,0.266993391,1,0,1,0,1,1,16.238970274,-3.163537157,-0.043609658,-0.020312297,0.031483455,-0.100324744,0.994249037,1253,619,0.494014366,0.033442723,0.022921794,0.013731271,0.154803038,53.912563106,968,0.889071997,56.005553004,315.998465872,488.617673819,0.065075693,0.057856976,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003855,0.000005640,0.000008736,0.907722663,-0.326859774,-0.263063215,0.000000011,0.000000021,0.000001716,0.995104668,-0.063630455,0.075616565,1.000000000,0.193435459,0.098460616,1.613219177,0.115259539,62.370158187,20,0.072037436,0.064759805,54,53,1,0.043096568,14,0,0,0,0,0,0,1185,14,6554,24523,7607,0,0,0,601161
512,1706584556.572762966,1706584556.672590017,553,552,0,0.204223679,0.324663570,1,0,1,0,1,1,16.348268839,-3.191034008,-0.059630773,-0.014102286,0.035681851,-0.095243946,0.994714292,1188,600,0.505050505,0.032615280,0.020883292,0.013166405,0.180215615,51.526198355,898,0.894567004,54.412401353,306.580562310,442.328206243,0.067734305,0.060592875,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003999,0.000005167,0.000009088,0.904116216,-0.346880262,-0.249495394,0.000000012,0.000000013,0.000001647,0.993344966,-0.081351787,0.081533212,1.000000000,0.190610524,0.102739778,1.626613875,0.122807681,61.616599223,20,0.071410299,0.064148566,46,39,7,0.038720539,13,0,0,0,0,0,0,1129,13,6566,24569,7620,0,0,0,602290
513,1706584556.672601700,1706584556.772428274,554,553,0,0.276716794,0.657560003,1,0,1,0,1,1,16.445295303,-3.220651437,-0.069927907,-0.010552652,0.033455279,-0.090190667,0.995306500,1180,623,0.527966102,0.038039780,0.026470424,0.017867114,0.162249204,53.666757613,910,0.901691467,50.103981581,308.449057230,461.986196529,0.061062262,0.055059320,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003873,0.000005317,0.000009217,0.905490467,-0.340702921,-0.252999080,0.000000011,0.000000018,0.000001575,0.994201431,-0.077054795,0.075007153,1.000000000,0.186200368,0.083716892,1.640552813,0.119656936,61.205227893,20,0.070166252,0.063020546,64,63,1,0.054237288,14,0,0,0,0,0,0,1102,14,6575,24633,7634,0,0,0,603392
514,1706584556.772439480,1706584556.872266293,555,554,0,0.291239132,0.392280895,1,0,1,0,1,1,16.551884498,-3.226494952,-0.080726685,-0.016848550,0.039917247,-0.087686306,0.995205432,1238,615,0.496768982,0.036792921,0.024450012,0.015658669,0.166263405,51.439588330,952,0.880441268,54.893788878,307.708182707,475.578115919,0.065491640,0.057661543,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003939,0.000005684,0.000008994,0.938889488,-0.277073081,-0.204247490,0.000000011,0.000000019,0.000001661,0.991758833,-0.086251810,0.094736703,1.000000000,0.182672337,0.070331778,1.655606179,0.119291941,60.777328451,20,0.069366850,0.062234737,51,45,6,0.041195477,16,0,0,0,0,0,0,1171,16,6587,24684,7650,0,0,0,604563
515,1706584556.873076916,1706584556.971029520,556,555,0,0.388338441,0.477370419,1,0,1,0,1,1,16.647802333,-3.250794736,-0.086929132,-0.013354924,0.052852093,-0.077750426,0.995481378,1081,547,0.506012951,0.032652968,0.022370325,0.015387486,0.159443022,53.925348429,851,0.895717610,44.520184036,291.671333706,426.064168569,0.058405841,0.052315140,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004198,0.000005626,0.000009572,0.950796017,-0.274168040,-0.144287280,0.000000011,0.000000018,0.000001725,0.987459643,-0.108557210,0.114624543,1.000000000,0.181474694,0.073850300,1.671470274,0.135183494,60.612061562,20,0.068728007,0.061645151,43,40,3,0.039777983,11,0,0,0,0,0,0,1027,11,6597,24727,7661,0,0,0,605590
516,1706584556.972913742,1706584557.069689274,557,556,0,0.406337152,0.558113277,1,0,1,0,1,1,16.739981300,-3.288932183,-0.085394452,0.002822922,0.049924043,-0.074791256,0.995944722,980,504,0.514285714,0.035781319,0.023715162,0.015103805,0.154066306,52.356328499,750,0.895501741,40.782625246,256.523473155,374.320207508,0.060722198,0.054376834,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004343,0.000005886,0.000010598,0.944339310,-0.273261993,-0.183169732,0.000000014,0.000000021,0.000001945,0.986670561,-0.112757924,0.117332244,1.000000000,0.180489964,0.073784546,1.679315799,0.138312841,60.316625610,20,0.068140540,0.061125231,54,43,11,0.055102041,8,0,0,0,0,0,0,918,8,6615,24781,7669,0,0,0,606508
517,1706584557.072749138,1706584557.168505907,557,557,0,0.391265221,0.568325184,1,0,1,0,1,1,16.805428068,-3.313849784,-0.094924010,0.017961376,0.037431568,-0.071033866,0.996609480,1046,541,0.517208413,0.034055142,0.023696209,0.014838757,0.159695265,55.442601058,814,0.896502750,46.090995699,273.533435006,410.128808104,0.063159700,0.056622845,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004351,0.000006020,0.000010535,0.920465227,-0.323350597,-0.219518010,0.000000011,0.000000025,0.000001796,0.988806153,-0.113895385,0.096385853,1.000000000,0.179886513,0.074633715,1.651112054,0.141894871,59.980607985,20,0.067738882,0.060741698,35,29,6,0.033460803,7,0,0,0,0,0,0,1004,7,6627,24816,7676,0,0,0,607512
518,1706584557.172587633,1706584557.272414684,559,558,0,0.395126210,0.495388562,1,0,1,0,1,1,16.866552347,-3.311046716,-0.087310980,0.009261019,0.023555244,-0.061913617,0.997760536,1063,542,0.509877705,0.033600542,0.023550548,0.013650055,0.143424987,57.312814034,826,0.894124311,46.414269277,283.512994614,408.619417385,0.062845410,0.056191609,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004306,0.000006077,0.000010991,0.931602532,-0.300554784,-0.204410234,0.000000011,0.000000023,0.000001786,0.988594232,-0.135034906,0.066685965,1.000000000,0.178431419,0.076059702,1.617569719,0.152293705,59.982049906,20,0.067543277,0.060536108,31,29,2,0.029162747,6,0,0,0,0,0,0,1026,6,6631,24847,7682,0,0,0,608538
519,1706584557.272426128,1706584557.372256994,560,559,0,0.628640210,0.785306570,1,0,1,0,1,1,16.936883080,-3.285612896,-0.088302470,-0.014979650,0.008886038,-0.057493667,0.998193932,1102,555,0.503629764,0.036664928,0.022502881,0.014856213,0.172631368,51.031698713,848,0.887526542,52.976334312,277.358904981,422.287267958,0.070388985,0.062472092,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004302,0.000006685,0.000009992,0.897077825,-0.367826801,-0.244856735,0.000000013,0.000000028,0.000001692,0.988062183,-0.150319757,0.033720806,1.000000000,0.178118873,0.075470705,1.601960758,0.152070518,59.754108927,20,0.067439001,0.060372132,47,44,3,0.042649728,11,0,0,0,0,0,0,1044,11,6644,24894,7693,0,0,0,609582
520,1706584557.373067856,1706584557.471080065,561,560,0,0.453929055,0.654385207,1,0,1,0,1,1,17.017830560,-3.268852685,-0.101699483,-0.040159903,0.010539342,-0.055188048,0.997612341,1150,590,0.513043478,0.037086506,0.025131610,0.016383831,0.131871922,59.170173870,868,0.888872352,44.343450608,289.135328173,438.062422840,0.057473859,0.051086925,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004121,0.000005736,0.000010641,0.899424223,-0.350787927,-0.260737220,0.000000012,0.000000018,0.000001664,0.987320828,-0.157119543,0.022605999,1.000000000,0.176068118,0.073469164,1.601533118,0.142056476,59.540431880,20,0.067240716,0.060134999,42,41,1,0.036521739,12,0,0,0,0,0,0,1096,12,6656,24936,7705,0,0,0,610678
521,1706584557.472902060,1706584557.572735310,562,561,0,0.325929614,0.484668246,1,0,1,0,1,1,17.116556365,-3.279840172,-0.111014597,-0.038557945,0.023090136,-0.054824340,0.997484046,1079,540,0.500463392,0.028749541,0.019449536,0.012127838,0.118757187,56.699340915,827,0.888565036,37.203152371,276.082156988,421.557975175,0.050627329,0.044985674,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004604,0.000005980,0.000011860,0.917956238,-0.334878815,-0.212632367,0.000000014,0.000000028,0.000001919,0.986854020,-0.154527439,0.047333004,1.000000000,0.170926051,0.086310766,1.608483365,0.129692831,59.500941166,20,0.065884791,0.058919005,33,33,0,0.030583874,4,0,0,0,0,0,0,1042,4,6659,24969,7709,0,0,0,611720
522,1706584557.572747946,1706584557.672572374,563,562,0,0.305180796,0.399374460,1,0,1,0,1,1,17.196901885,-3.305608413,-0.120721373,-0.027186475,0.019415043,-0.051511918,0.998113457,1047,523,0.499522445,0.029932596,0.021145947,0.012401560,0.150448471,55.261819793,833,0.888744375,44.900126194,284.190571911,411.233366658,0.060649286,0.053901712,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004512,0.000006135,0.000011714,0.923849913,-0.294129495,-0.244926884,0.000000013,0.000000025,0.000001873,0.986535503,-0.154790690,0.052797186,1.000000000,0.167522089,0.093760542,1.617310935,0.125203427,58.956546927,20,0.064909138,0.058027862,31,30,1,0.029608405,5,0,0,0,0,0,0,1011,5,6662,25000,7714,0,0,0,612731
523,1706584557.672583580,1706584557.772406578,564,563,0,0.270662979,0.371652446,1,0,1,0,1,1,17.270820194,-3.325100519,-0.118385526,-0.013692797,0.018370981,-0.049740277,0.998499334,1073,493,0.459459459,0.034886258,0.022052164,0.013566217,0.162870541,59.101234429,834,0.884474932,51.123259873,275.678092483,410.850741297,0.069305382,0.061298873,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004494,0.000006145,0.000011674,0.885114713,-0.350415881,-0.306236273,0.000000011,0.000000024,0.000002070,0.985267225,-0.163420852,0.050419453,1.000000000,0.165032330,0.093899645,1.631553934,0.123606402,58.370782464,20,0.064738419,0.057831007,54,50,4,0.050326188,5,0,0,0,0,0,0,1014,5,6676,25054,7719,0,0,0,613745
524,1706584557.772418737,1706584557.872233868,565,564,0,0.301735773,0.395499732,1,0,1,0,1,1,17.358105131,-3.339573794,-0.118402777,-0.015770686,0.027594277,-0.053730943,0.998049511,1025,504,0.491707317,0.031080545,0.019644468,0.013758495,0.125427663,60.328041193,792,0.882396177,39.512590489,256.573778607,402.771402976,0.056538815,0.049889634,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004685,0.000006760,0.000012116,0.919124481,-0.325513470,-0.221926044,0.000000012,0.000000034,0.000002087,0.985992242,-0.149971317,0.072992480,1.000000000,0.161892890,0.098122617,1.645602747,0.129773724,57.811900444,20,0.063993857,0.057126722,40,34,6,0.039024390,8,0,0,0,0,0,0,977,8,6684,25094,7727,0,0,0,614722
525,1706584557.873045444,1706584557.972869873,566,565,0,0.472854483,0.511270524,1,0,1,0,1,1,17.438591646,-3.318511524,-0.117249209,-0.033761926,0.035288455,-0.051760940,0.997464617,1031,502,0.486905917,0.036075689,0.025215972,0.016007743,0.135583113,54.254909593,777,0.893375023,42.095707408,261.607344458,390.449340901,0.060643322,0.054177230,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004743,0.000006594,0.000012612,0.914910636,-0.313815159,-0.253886931,0.000000016,0.000000027,0.000002007,0.983309128,-0.165640999,0.075274286,1.000000000,0.158679815,0.098072845,1.653113451,0.130133151,57.077930078,20,0.063634409,0.056782555,54,51,3,0.052376334,6,0,0,0,0,0,0,971,6,6694,25148,7733,0,0,0,615693
526,1706584557.972881079,1706584558.072706938,567,566,0,0.484339058,0.637918149,1,0,1,0,1,1,17.507622118,-3.303268050,-0.101389903,-0.053462853,0.028042784,-0.049461481,0.996949792,1008,512,0.507936508,0.034467419,0.023011627,0.014603057,0.152217093,51.407435037,786,0.878761179,41.997329730,265.435692531,383.273264455,0.060803457,0.053431717,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004806,0.000007533,0.000011642,0.911165878,-0.330631771,-0.245884880,0.000000015,0.000000033,0.000002109,0.984483903,-0.166762374,0.054605451,1.000000000,0.156246836,0.093416395,1.634465301,0.130180895,56.304898991,20,0.062912979,0.056083561,37,36,1,0.036706349,9,0,0,0,0,0,0,962,9,6700,25185,7742,0,0,0,616655
527,1706584558.072718859,1706584558.172288656,568,567,0,0.204390980,0.290539856,1,0,1,0,1,1,17.581485999,-3.309980717,-0.104733981,-0.054076717,0.027305790,-0.044255905,0.997181787,1020,518,0.507843137,0.034329174,0.023791575,0.014177213,0.148984784,52.170049169,789,0.880325011,44.629331868,261.133140673,388.813961062,0.064254025,0.056564426,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004805,0.000007214,0.000011334,0.902570724,-0.334065783,-0.271599229,0.000000015,0.000000033,0.000002049,0.983831280,-0.171971726,0.050017372,1.000000000,0.155641391,0.077508040,1.632669007,0.135623815,55.954853091,20,0.062850986,0.055960489,42,38,4,0.041176471,5,0,0,0,0,0,0,973,5,6709,25227,7747,0,0,0,617628
528,1706584558.172550678,1706584558.270979881,569,568,0,0.418598093,0.596780213,1,0,1,0,1,1,17.652916153,-3.339905676,-0.114552088,-0.042221066,0.020699984,-0.043080760,0.997964398,1007,485,0.481628600,0.032825249,0.020497237,0.012924399,0.141491016,54.516279931,791,0.879730984,46.699809996,265.123165749,384.044232472,0.067110232,0.059038951,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005069,0.000007316,0.000011681,0.924667121,-0.339799649,-0.171833972,0.000000015,0.000000035,0.000002161,0.983430910,-0.176787485,0.040122696,1.000000000,0.153703003,0.075624403,1.640511215,0.138453109,55.634918806,20,0.062872555,0.055944491,47,45,2,0.046673287,13,0,0,0,0,0,0,947,13,6715,25274,7760,0,0,0,618575
529,1706584558.272389174,1706584558.369783878,570,569,0,0.643944651,0.770818187,1,0,1,0,1,1,17.718677455,-3.376882032,-0.129942465,-0.013407222,0.009285222,-0.038918507,0.999109294,989,499,0.504550051,0.039026164,0.027948335,0.016563511,0.141205115,56.385429994,783,0.883305479,45.211487646,252.275201034,394.141501357,0.065369643,0.057741364,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000004735,0.000007514,0.000011706,0.914776952,-0.334844928,-0.225969028,0.000000013,0.000000038,0.000002199,0.982786713,-0.182597341,0.028080036,1.000000000,0.152248538,0.080418812,1.636501971,0.143394368,55.388425740,20,0.062871974,0.055906531,45,43,2,0.045500506,6,0,0,0,0,0,0,938,6,6725,25319,7766,0,0,0,619513
530,1706584558.373040199,1706584558.472860098,571,570,0,0.377566722,0.539610880,1,0,1,0,1,1,17.778595142,-3.400568171,-0.140761502,0.001482811,0.016021929,-0.036212861,0.999214555,1005,483,0.480597015,0.039561619,0.022942964,0.015167592,0.171814398,47.864041423,783,0.890945867,46.299512579,258.365540997,392.945560368,0.066368704,0.059130923,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005185,0.000007648,0.000011044,0.915210394,-0.343722801,-0.210343934,0.000000015,0.000000034,0.000002225,0.981952814,-0.184211802,0.042833207,1.000000000,0.151673176,0.081002775,1.612838194,0.147487170,54.388632674,20,0.062701504,0.055719833,32,29,3,0.031840796,10,0,0,0,0,0,0,963,10,6733,25351,7776,0,0,0,620476
531,1706584558.472872496,1706584558.572715282,572,571,0,0.164693573,0.303121806,1,0,1,0,1,1,17.854105794,-3.414137390,-0.122220561,0.004752623,0.015555578,-0.035596312,0.999233876,937,438,0.467449306,0.035676771,0.021009779,0.014314004,0.119929840,53.570806159,728,0.880815208,38.444891204,248.693478082,354.095102341,0.059954592,0.052808916,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005602,0.000007124,0.000013013,0.925192483,-0.328971520,-0.189199918,0.000000021,0.000000026,0.000002613,0.978069401,-0.202157550,0.050125554,1.000000000,0.149929516,0.080650652,1.577929658,0.138436335,54.371544827,20,0.062445449,0.055467430,35,34,1,0.037353255,6,0,0,0,0,0,0,896,6,6736,25386,7782,0,0,0,621372
532,1706584558.572726488,1706584558.671948910,573,572,0,0.406722633,0.478796798,1,0,1,0,1,1,17.925294496,-3.401153634,-0.126722087,-0.014993838,0.010143380,-0.038504141,0.999094454,985,485,0.492385787,0.034455371,0.021745113,0.014411379,0.167486108,46.813410323,758,0.882212653,45.877422088,258.308323143,364.531445911,0.068605118,0.060524304,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005378,0.000006866,0.000012191,0.916384783,-0.304914278,-0.259357306,0.000000020,0.000000027,0.000002225,0.980356004,-0.192832592,0.041445098,1.000000000,0.149293040,0.079289551,1.548465141,0.134188170,54.135905425,20,0.062488990,0.055464002,37,35,2,0.037563452,8,0,0,0,0,0,0,940,8,6745,25423,7790,0,0,0,622312
533,1706584558.672572136,1706584558.770667791,574,573,0,0.212968411,0.327818431,1,0,1,0,1,1,18.013084356,-3.396508832,-0.126877468,-0.026812515,0.010950039,-0.038441092,0.998841062,1008,514,0.509920635,0.032687631,0.020464971,0.013840348,0.132476444,53.603882587,766,0.886509132,43.841599322,258.664035152,376.560360967,0.064561618,0.057234464,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005122,0.000007195,0.000012168,0.913237799,-0.321589331,-0.250154001,0.000000016,0.000000034,0.000002201,0.981050850,-0.191214338,0.031245919,1.000000000,0.147804402,0.077881739,1.529083859,0.130032824,54.132761674,20,0.062663958,0.055572759,29,28,1,0.028769841,6,0,0,0,0,0,0,973,6,6749,25452,7796,0,0,0,623285
534,1706584558.772413254,1706584558.869454384,575,574,0,0.140129743,0.205521209,1,0,1,0,1,1,18.081747107,-3.404919342,-0.137235335,-0.026169213,0.009109650,-0.042174192,0.998725950,997,472,0.473420261,0.035012039,0.023311696,0.013796364,0.160241290,48.361266879,784,0.883706902,44.449117145,259.876729074,388.500364877,0.064156229,0.056695302,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005342,0.000007529,0.000011884,0.885212412,-0.348432434,-0.308210684,0.000000019,0.000000036,0.000002343,0.982904146,-0.182455533,0.024686388,1.000000000,0.147503297,0.076697561,1.499888723,0.117769022,53.978845601,20,0.062597187,0.055524447,23,23,0,0.023069208,11,0,0,0,0,0,0,963,11,6755,25475,7807,0,0,0,624248
535,1706584558.873046398,1706584558.972870350,576,575,0,0.164880437,0.224776409,1,0,1,0,1,1,18.161153159,-3.423848206,-0.142552019,-0.020139702,0.009181812,-0.047117459,0.998644097,1029,505,0.490767736,0.029296540,0.019650721,0.013329246,0.158736400,52.081515470,791,0.884205211,44.784990345,268.374258426,386.247072897,0.064032865,0.056618193,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005176,0.000007306,0.000011322,0.908682919,-0.321198236,-0.266696544,0.000000014,0.000000028,0.000002296,0.985213512,-0.168051327,0.033362950,1.000000000,0.147467966,0.083092163,1.481924055,0.119872289,53.886653953,20,0.062878539,0.055739599,31,29,2,0.030126336,7,0,0,0,0,0,0,991,7,6763,25506,7814,0,0,0,625239
536,1706584558.972894430,1706584559.072728634,577,576,0,0.191724417,0.295921723,1,0,1,0,1,1,18.237439004,-3.432594172,-0.141648393,-0.022816199,0.004355857,-0.052377598,0.998357168,1085,509,0.469124424,0.035401728,0.018480457,0.012641302,0.208200248,49.116249406,819,0.884200391,53.851100579,268.476098295,401.832920958,0.074363527,0.065752260,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005038,0.000006756,0.000009932,0.845286278,-0.384581228,-0.370929086,0.000000013,0.000000026,0.000002228,0.985359531,-0.169903524,0.014120446,1.000000000,0.150174663,0.082877233,1.488039767,0.121343784,53.724649999,20,0.063560605,0.056308371,43,39,4,0.039631336,10,0,0,0,0,0,0,1032,10,6771,25549,7824,0,0,0,626271
