frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
2148,1624181313.656410456,1624181313.756265879,2153,2152,0,1,0,0,1,-24.981797836,-32.999694949,-30.610707063,0.064944123,-0.048169654,0.956674687,-0.279706075,1482,355,0.239541161,0.080862140,0.056651584,0.038949177,0.368350256,74.411159415,1382,0.707248332,221.090464148,371.391006691,384.935723660,0.226198665,0.159978628,0.000003649,0.000004300,0.000008035,0.060847882,-0.085437270,0.994483790,0.000000003,0.000000006,0.000000009,0.424788490,0.903705733,-0.053578791,0.000000000,0.313074965,0.079809281,7.492338031,0.664235644,84.651912748,0,195,179,16,0.131578947,42,0,0,0,0,0,1245,42,322422,688150,310922,32,0,2989391
2149,1624181313.756407976,1624181313.856305122,2154,2153,0,1,0,0,1,-25.360351445,-33.134738612,-30.579087564,0.064002881,-0.049904289,0.961729932,-0.261703518,1489,339,0.227669577,0.082956131,0.059802892,0.038467082,0.260331737,87.937304732,1392,0.713095088,218.508013468,381.859052754,392.261296498,0.220130737,0.156974148,0.000003886,0.000004358,0.000008936,0.080306395,-0.064225855,0.994698911,0.000000003,0.000000011,0.000000013,-0.071838200,-0.997326605,0.013375969,0.000000000,0.311491930,0.075685334,7.517495086,0.671201910,84.292607388,0,200,183,17,0.134318334,45,0,0,0,0,0,1243,46,322517,688350,310967,32,0,2990634
2150,1624181313.856405497,1624181313.956294298,2155,2154,0,1,0,0,1,-25.738939957,-33.264192493,-30.576951560,0.061093001,-0.051101525,0.966855617,-0.242582965,1500,373,0.248666667,0.086817133,0.059325665,0.039472130,0.284723177,82.548505749,1417,0.716461650,220.546784806,377.175060747,417.504312633,0.217239068,0.155643461,0.000003675,0.000004390,0.000008969,0.080903918,-0.067193950,0.994454388,0.000000003,0.000000007,0.000000010,0.215515605,0.975316615,-0.048067925,0.000000000,0.312241831,0.070769450,7.560552168,0.681632871,83.632542090,0,209,192,17,0.139333333,46,0,0,0,0,0,1244,47,322605,688559,311013,32,0,2991878
2151,1624181313.956403017,1624181314.056443930,2156,2155,0,1,0,0,1,-26.119054298,-33.385301857,-30.550919347,0.056773963,-0.051323093,0.971863955,-0.222762452,1447,366,0.252937111,0.082275898,0.061746322,0.038348350,0.200721949,97.821264620,1353,0.714634650,208.166930411,350.166628822,408.567121847,0.215292981,0.153855824,0.000003847,0.000004446,0.000009758,0.124199487,-0.066003351,0.990059617,0.000000003,0.000000013,0.000000016,-0.210139217,-0.976907718,-0.038637023,0.000000000,0.308424959,0.070675559,7.612218207,0.687932484,83.859453260,0,211,190,21,0.145818936,48,0,0,0,0,0,1186,50,322700,688770,311061,32,0,2993064
2152,1624181314.056400537,1624181314.156487942,2157,2156,0,1,0,0,1,-26.500419081,-33.496148978,-30.528879268,0.053346296,-0.052735391,0.976567053,-0.201717479,1375,346,0.251636364,0.088259672,0.062332285,0.042907897,0.235461143,86.067911004,1294,0.720262891,216.680535116,319.344165494,395.995480910,0.232484810,0.167450182,0.000004097,0.000004749,0.000010244,0.123223687,-0.091300108,0.988170134,0.000000004,0.000000014,0.000000015,0.006350293,0.998532796,0.053776652,0.000000000,0.301479046,0.061357385,7.662202870,0.694336622,84.416763689,0,217,202,15,0.157818182,43,0,0,0,0,0,1113,45,322793,688987,311104,32,0,2994177
2153,1624181314.156398296,1624181314.256388426,2158,2157,0,1,0,0,1,-26.882858615,-33.586395929,-30.490126982,0.050004066,-0.055054277,0.980750417,-0.180547058,1381,336,0.243301955,0.085110024,0.067574075,0.041406476,0.234734598,89.249091719,1295,0.706768308,201.959464768,321.710657810,391.594835949,0.220656830,0.155953255,0.000004099,0.000005033,0.000010096,0.113249660,-0.050922769,0.992260745,0.000000003,0.000000009,0.000000018,0.308774214,0.949358013,0.058119250,0.000000000,0.296485329,0.058192473,7.318991265,0.668231668,84.938552447,0,177,166,11,0.128167994,40,0,0,0,0,0,1164,40,322867,689164,311144,32,0,2995341
2154,1624181314.256395817,1624181314.356361866,2159,2158,0,1,0,0,1,-27.273669181,-33.662833898,-30.442778100,0.047370004,-0.056817913,0.984476637,-0.159165195,1374,388,0.282387191,0.077653783,0.057604456,0.035077177,0.219228123,88.108409565,1285,0.727436229,199.058580007,321.013820702,414.683153373,0.212952551,0.154909401,0.000003938,0.000004517,0.000010132,0.070009635,-0.086286395,0.993807481,0.000000004,0.000000009,0.000000016,-0.050832791,-0.998056705,-0.036039423,0.000000000,0.293914624,0.060217938,7.360214606,0.678234836,84.743522344,0,190,175,15,0.138282387,41,0,0,0,0,0,1141,43,322946,689354,311185,32,0,2996482
2155,1624181314.356393337,1624181314.456292629,2160,2159,0,1,0,0,1,-27.663355394,-33.734452079,-30.397736691,0.043003593,-0.057292610,0.987954282,-0.137166267,1342,339,0.252608048,0.085761873,0.062866861,0.041405073,0.191435108,84.990138330,1247,0.719823594,199.712201399,300.967384113,396.940435938,0.222490805,0.160154131,0.000003971,0.000005003,0.000010774,0.032896698,-0.084531695,0.995877603,0.000000005,0.000000009,0.000000022,0.088547057,-0.995554740,0.032096389,0.000000000,0.292170785,0.057088638,7.384347313,0.689945337,84.024810600,0,174,158,16,0.129657228,38,0,0,0,0,0,1129,39,323024,689528,311223,32,0,2997611
2156,1624181314.456390858,1624181314.556299448,2161,2160,0,1,0,0,1,-28.055612366,-33.779096450,-30.368985670,0.036530717,-0.059765864,0.990850768,-0.115361621,1314,380,0.289193303,0.082829717,0.064309232,0.041405206,0.222814417,89.025673932,1238,0.728804399,199.957824516,281.827528913,420.474492845,0.221618889,0.161516821,0.000003807,0.000005444,0.000009937,-0.028829523,0.196017897,-0.980176434,0.000000003,0.000000008,0.000000016,0.126474990,-0.991201194,0.039041905,0.000000000,0.292013442,0.054960034,7.408743817,0.702508490,83.785701956,0,205,192,13,0.156012177,31,0,0,0,0,0,1078,31,323100,689733,311254,32,0,2998689
2157,1624181314.556388378,1624181314.656299591,2162,2161,0,1,0,0,1,-28.431732813,-33.804080134,-30.307328067,0.025384370,-0.058395850,0.993562797,-0.093693797,1236,355,0.287216828,0.090490042,0.063144202,0.042200961,0.173112592,104.148328006,1157,0.730837470,174.009956523,273.057987827,398.511008122,0.205787947,0.150397542,0.000004299,0.000005452,0.000011401,0.035450516,-0.209557001,0.977153583,0.000000004,0.000000010,0.000000018,0.006242781,-0.999951933,0.007560380,0.000000000,0.285175736,0.057041899,7.418655992,0.716227647,85.015419987,0,198,180,18,0.160194175,44,0,0,0,0,0,992,46,323177,689931,311298,32,0,2999681
2158,1624181314.656386137,1624181314.756224155,2163,2162,0,1,0,0,1,-28.837652523,-33.820392388,-30.291083332,0.014067678,-0.058065892,0.995649298,-0.071504734,1204,358,0.297342193,0.094824549,0.061768484,0.037767645,0.197171532,109.103818727,1121,0.730454041,168.424716298,257.948449341,392.465814503,0.205687223,0.150245064,0.000004289,0.000005479,0.000012733,0.010689992,-0.220697998,0.975283609,0.000000004,0.000000008,0.000000017,0.134055945,-0.989133132,-0.060370952,0.000000000,0.281114480,0.059235658,7.465692880,0.731579528,85.917857872,0,197,176,21,0.163621262,40,0,0,0,0,0,967,40,323265,690128,311338,32,0,3000648
2159,1624181314.756383657,1624181314.856171608,2164,2163,0,1,0,0,1,-29.231152795,-33.824943334,-30.268353162,0.001089923,-0.056457798,0.997156863,-0.049895088,1133,335,0.295675199,0.081218701,0.059300985,0.035501947,0.176226541,122.209321469,1069,0.740526426,163.197834717,250.767362422,377.657551947,0.206156070,0.152664018,0.000004236,0.000005823,0.000014758,0.045227891,0.221503648,-0.974110143,0.000000004,0.000000008,0.000000021,0.109137372,0.993412556,-0.034936046,0.000000000,0.275894198,0.060156979,7.464809337,0.745500675,88.111014159,0,156,144,12,0.137687555,29,0,0,0,0,0,948,29,323323,690284,311367,32,0,3001596
2160,1624181314.856381178,1624181314.956264973,2165,2164,0,1,0,0,1,-29.622633403,-33.807816888,-30.273548214,-0.010060414,-0.054062360,0.998104565,-0.027628357,1087,328,0.301747930,0.083218937,0.059537984,0.034163886,0.186239694,112.886296918,1013,0.742059334,150.248651149,257.640988983,343.816465277,0.199876854,0.148320485,0.000004522,0.000005880,0.000015478,0.080897620,0.176957963,-0.980888095,0.000000004,0.000000009,0.000000021,0.130158615,-0.991382609,-0.014807349,0.000000000,0.265778900,0.059588147,7.476962318,0.760094660,89.828885521,0,151,139,12,0.138914443,41,0,0,0,0,0,894,42,323393,690435,311408,32,0,3002490
2161,1624181314.956378698,1624181315.056218863,2166,2165,0,1,0,0,1,-29.996064745,-33.789532821,-30.248055955,-0.019070402,-0.050437154,0.998530883,-0.005337482,1095,339,0.309589041,0.078485916,0.055464313,0.033430579,0.225344327,112.968369686,1021,0.740899852,150.176090719,264.783964085,341.498694144,0.198525155,0.147087258,0.000004557,0.000005918,0.000015704,0.092764154,0.168283586,-0.981364074,0.000000004,0.000000007,0.000000018,0.121031104,-0.992462792,0.019211430,0.000000000,0.260376570,0.061357552,7.467766502,0.772388683,91.264488511,0,143,130,13,0.130593607,40,0,0,0,0,0,911,41,323451,690578,311448,32,0,3003401
2162,1624181315.056376219,1624181315.156269789,2167,2166,0,1,0,0,1,-30.341647500,-33.753796974,-30.229471305,-0.025989555,-0.047465886,0.998401012,0.016338654,1143,348,0.304461942,0.081434008,0.060219275,0.037549463,0.196134777,138.531104739,1078,0.743184887,150.660413223,293.516383981,356.976510451,0.188054411,0.139759196,0.000004546,0.000005765,0.000017278,0.120199881,0.141699844,-0.982584929,0.000000004,0.000000007,0.000000020,0.062665789,-0.997412670,0.035227329,0.000000000,0.247864328,0.056678373,7.426547515,0.783256013,94.727879387,0,152,135,17,0.132983377,46,0,0,0,0,0,945,46,323533,690730,311494,32,0,3004346
2163,1624181315.156373739,1624181315.256316423,2168,2167,0,1,0,0,1,-30.654916083,-33.694241503,-30.159349864,-0.035033069,-0.040297786,0.997799509,0.039305369,1119,369,0.329758713,0.094303040,0.060882992,0.038579065,0.201921805,126.040872448,1050,0.745940240,162.360974746,266.409159171,354.467118301,0.207294756,0.154629500,0.000004595,0.000005530,0.000017321,0.142148426,0.080815729,-0.986540746,0.000000004,0.000000007,0.000000018,0.172349786,-0.985035488,-0.000798566,0.000000000,0.238310107,0.061042171,7.380508482,0.795525162,97.316031416,0,191,166,25,0.170688114,52,0,0,0,0,0,876,52,323613,690921,311546,32,0,3005222
2164,1624181315.256371498,1624181315.356375694,2169,2168,0,1,0,0,1,-30.975573154,-33.618935443,-30.111930761,-0.040446488,-0.032886697,0.996794078,0.060696892,1129,384,0.340124004,0.096032179,0.062520234,0.040822905,0.200622327,142.285858030,1053,0.755023661,146.910335282,291.757675780,356.371903566,0.184783597,0.139515988,0.000004188,0.000005629,0.000018612,0.168958796,0.071729249,-0.983009583,0.000000004,0.000000007,0.000000016,0.101226105,-0.993282221,0.056068748,0.000000000,0.233769384,0.065362243,7.325190109,0.805471365,100.322827205,0,180,156,24,0.159433127,59,0,0,0,0,0,890,59,323695,691101,311605,32,0,3006112
2165,1624181315.356369019,1624181315.456317663,2170,2169,0,1,0,0,1,-31.315562061,-33.549618479,-30.082461305,-0.043937857,-0.022132690,0.995404142,0.082159620,1152,373,0.323784722,0.084932381,0.064635297,0.038289996,0.176788420,161.593669049,1066,0.757477859,145.565999704,314.637325111,347.268072773,0.180273877,0.136553471,0.000003907,0.000005426,0.000020902,0.172178827,0.068904784,-0.982652829,0.000000004,0.000000008,0.000000018,0.062103492,-0.993284289,0.097619045,0.000000000,0.224507353,0.065050228,7.289685973,0.813530015,104.467089938,0,199,175,24,0.172743056,43,0,0,0,0,0,910,43,323798,691300,311648,32,0,3007022
2166,1624181315.456366539,1624181315.556261539,2171,2170,0,1,0,0,1,-31.607738708,-33.485523462,-30.073431036,-0.046216690,-0.010840244,0.993420985,0.104217335,1165,413,0.354506438,0.082724386,0.065266032,0.039515595,0.175406544,143.271068569,1101,0.761486167,148.860328891,317.004552405,372.531389003,0.177553663,0.135204658,0.000003878,0.000004751,0.000019247,0.168584290,-0.016263710,-0.985553057,0.000000003,0.000000006,0.000000016,0.094676591,-0.995088437,0.028902335,0.000000000,0.221235209,0.065494154,7.196359520,0.821406635,106.843013794,0,151,136,15,0.129613734,41,0,0,0,0,0,973,41,323877,691451,311689,32,0,3007995
2167,1624181315.556364059,1624181315.656290054,2172,2171,0,1,0,0,1,-31.874258410,-33.415648262,-30.066611530,-0.046860054,-0.002008889,0.990914693,0.126048290,1227,433,0.352893236,0.082656602,0.056053042,0.037562918,0.225614268,126.100938935,1137,0.757955836,152.720295602,348.620559160,360.454930663,0.177211699,0.134318642,0.000003680,0.000004541,0.000017774,0.188634203,-0.029519060,-0.981603669,0.000000004,0.000000007,0.000000015,0.308405313,-0.949380248,0.059693443,0.000000000,0.217619167,0.059872276,7.070946933,0.828996854,108.964955282,0,226,203,23,0.184189079,48,0,0,0,0,0,953,48,323977,691677,311737,32,0,3008948
2168,1624181315.656361580,1624181315.756266117,2173,2172,0,1,0,0,1,-32.101094849,-33.334452344,-30.069681454,-0.046118721,0.001861821,0.988060046,0.146993000,1257,438,0.348448687,0.090655730,0.063405966,0.039660147,0.145250359,174.966160563,1171,0.756259165,150.793054669,360.226699549,374.559728175,0.170276139,0.128772890,0.000003901,0.000004125,0.000019430,0.135435202,-0.070699411,-0.988260542,0.000000003,0.000000009,0.000000015,-0.101124046,0.994307697,-0.033557886,0.000000000,0.206464172,0.059945458,6.908735301,0.833547685,113.992705340,0,220,192,28,0.175019889,67,0,0,0,0,0,970,67,324078,691897,311804,32,0,3009918
2169,1624181315.756359339,1624181315.856344223,2174,2173,0,1,0,0,1,-32.345981438,-33.223379605,-30.036647259,-0.042622289,0.000919357,0.984833985,0.168180012,1281,454,0.354410617,0.100325352,0.064906147,0.041132683,0.160473599,124.468419367,1210,0.770906044,153.676902205,359.680059317,419.439351950,0.164748617,0.127005704,0.000003969,0.000004633,0.000017028,0.138467049,-0.073776157,-0.987615287,0.000000003,0.000000008,0.000000015,0.244945173,-0.966214331,0.080198057,0.000000000,0.201471265,0.069395261,6.779540533,0.836516207,115.819261071,0,300,268,32,0.234192037,58,0,0,0,0,0,923,58,324196,692197,311862,32,0,3010841
2170,1624181315.856356859,1624181315.956309319,2175,2174,0,1,0,0,1,-32.572716926,-33.114270723,-29.991449015,-0.039501750,-0.001818355,0.981255035,0.188612997,1286,441,0.342923795,0.086092511,0.056878384,0.036060120,0.168428440,139.393304983,1222,0.770713261,155.811128179,380.708176836,405.292299655,0.165437681,0.127505015,0.000004032,0.000004466,0.000016941,0.137857849,-0.066392385,-0.988224299,0.000000003,0.000000008,0.000000015,0.331987331,-0.941786748,0.053123753,0.000000000,0.195656528,0.069426264,6.635399896,0.836675226,118.661501033,0,202,173,29,0.157076205,49,0,0,0,0,0,1035,49,324297,692399,311911,32,0,3011876
2171,1624181315.956354380,1624181316.056304932,2176,2175,0,1,0,0,1,-32.778085335,-33.034447089,-29.962661250,-0.034070033,-0.006741650,0.977229997,0.209321085,1296,472,0.364197531,0.077100226,0.057300257,0.033375192,0.156741023,142.603763983,1218,0.759518802,148.276670805,363.446265016,413.370965264,0.160282833,0.121737825,0.000003651,0.000004507,0.000016665,0.140958825,-0.046585150,-0.988918820,0.000000003,0.000000008,0.000000016,0.129007319,-0.988562516,0.078110582,0.000000000,0.193457482,0.072882872,6.459849998,0.835493107,120.900626001,0,179,159,20,0.138117284,38,0,0,0,0,0,1078,39,324379,692578,311949,32,0,3012954
2172,1624181316.056351900,1624181316.156238556,2177,2176,0,1,0,0,1,-32.985500041,-32.962441026,-29.907082720,-0.023896058,-0.013288170,0.973011988,0.229128948,1245,466,0.374297189,0.073617655,0.051767669,0.030240497,0.185531416,147.557295226,1165,0.762119694,152.632085533,365.110628436,370.126729601,0.171908254,0.131014666,0.000003499,0.000004154,0.000017062,0.151547323,-0.090737696,-0.984276424,0.000000003,0.000000007,0.000000018,0.202586470,-0.979133486,0.016010573,0.000000000,0.190960995,0.079909361,6.291483691,0.832362608,123.975095212,0,152,135,17,0.122088353,40,0,0,0,0,0,1048,45,324450,692730,311989,32,0,3014002
2173,1624181316.156349421,1624181316.256241798,2178,2177,0,1,0,0,1,-33.132973749,-32.879494178,-29.832626572,-0.014225173,-0.018066217,0.968429026,0.248226667,1220,404,0.331147541,0.081625571,0.059218711,0.037539674,0.152782695,150.435034861,1151,0.752623684,145.173453025,335.239590165,385.856817251,0.167584560,0.126128109,0.000003727,0.000004708,0.000017750,0.145448576,-0.034561370,-0.988761965,0.000000003,0.000000012,0.000000014,-0.453846475,0.890862260,0.019692906,0.000000000,0.186863400,0.080673924,6.075320782,0.827613020,127.034392369,0,160,138,22,0.131147541,35,0,0,0,0,0,1025,35,324527,692890,312024,32,0,3015027
2174,1624181316.256347179,1624181316.356141806,2179,2178,0,1,0,0,1,-33.275022202,-32.797804679,-29.804161676,-0.003575079,-0.022060559,0.963620759,0.266337347,1252,445,0.355431310,0.088097351,0.065425336,0.041349261,0.196547466,115.210121606,1185,0.755826033,162.325584363,338.704268771,394.623995449,0.181236964,0.136983615,0.000003426,0.000004492,0.000014810,0.124786152,-0.026690004,-0.991824612,0.000000003,0.000000005,0.000000015,0.317091835,-0.948275815,0.015024835,0.000000000,0.185729368,0.077773080,5.842872672,0.819487067,128.389477971,0,180,160,20,0.143769968,48,0,0,0,0,0,1022,50,324608,693070,312072,32,0,3016049
2175,1624181316.356344700,1624181316.456066847,2179,2179,0,1,0,0,1,-33.437229259,-32.721737803,-29.770724982,0.007630465,-0.024266868,0.958520837,0.283885014,1189,390,0.328006728,0.082368065,0.060621205,0.037793664,0.144164972,130.148831875,1135,0.746672252,146.666714690,302.357841496,398.448449724,0.173063583,0.129221775,0.000003708,0.000005278,0.000015081,0.109326060,0.019608876,-0.993812510,0.000000003,0.000000009,0.000000017,0.639332557,-0.768178877,0.033986668,0.000000000,0.183365861,0.078421737,5.629288449,0.810830867,130.647412649,0,133,119,14,0.111858705,39,0,0,0,0,0,1017,39,324668,693203,312111,32,0,3017066
2176,1624181316.456342220,1624181316.556206703,2181,2180,0,1,0,0,1,-33.561631397,-32.631945995,-29.771061579,0.015222760,-0.026217224,0.953275520,0.300577290,1226,380,0.309951060,0.085722545,0.064922893,0.041781701,0.153284462,108.058088384,1167,0.734750631,155.321694311,286.501248127,415.631043491,0.181142891,0.133094854,0.000003590,0.000005680,0.000014229,0.054405352,-0.003644949,-0.998512279,0.000000004,0.000000010,0.000000014,0.461039145,-0.879470200,0.118216215,0.000000000,0.179889363,0.077925293,5.400752626,0.800412359,131.599033371,0,172,148,24,0.140293638,36,0,0,0,0,0,1015,39,324738,693375,312147,32,0,3018081
2177,1624181316.556339741,1624181316.656298399,2182,2181,0,1,0,0,1,-33.698399134,-32.521806767,-29.702789726,0.021613381,-0.025612914,0.948070420,0.316289929,1226,407,0.331973899,0.095360834,0.075562999,0.042082099,0.179020165,116.528373193,1157,0.752403882,151.974870013,302.741774608,415.814646809,0.174577148,0.131352524,0.000003504,0.000004838,0.000012952,0.052582757,0.015146461,-0.998501697,0.000000003,0.000000007,0.000000015,0.739591488,-0.672981393,0.010023767,0.000000000,0.180184742,0.080616887,5.182587391,0.787558361,132.218035631,0,167,144,23,0.136215334,40,0,0,0,0,0,1019,40,324807,693542,312187,32,0,3019100
2178,1624181316.656337261,1624181316.756359577,2183,2182,0,1,0,0,1,-33.838243455,-32.426198262,-29.669763668,0.026345666,-0.026228639,0.942645738,0.331718219,1241,400,0.322320709,0.082643469,0.067219406,0.043216930,0.171315442,120.741830875,1175,0.745067714,153.776474533,298.577539302,423.100549976,0.175653290,0.130873595,0.000003518,0.000004908,0.000012922,0.035652688,0.072340016,-0.996742599,0.000000003,0.000000008,0.000000014,0.599507028,-0.799855437,-0.028681055,0.000000000,0.178891937,0.078048665,4.960997313,0.775454833,132.799936238,0,144,132,12,0.116035455,40,0,0,0,0,0,1057,40,324870,693686,312227,32,0,3020157
2179,1624181316.756335020,1624181316.856241226,2183,2183,0,1,0,0,1,-33.968145526,-32.306487408,-29.654691996,0.029282163,-0.025940864,0.937370850,0.346129335,1227,370,0.301548492,0.075972845,0.056925898,0.035878452,0.108832521,124.905112818,1161,0.731749836,145.290779985,290.061556250,414.209223361,0.171018543,0.125142791,0.000003872,0.000005013,0.000014459,0.007893135,-0.064589254,0.997880718,0.000000003,0.000000011,0.000000021,0.572936119,-0.819569612,0.007060711,0.000000000,0.175522236,0.081326473,4.746399653,0.760517319,132.934725806,0,159,150,9,0.129584352,28,0,0,0,0,0,1038,30,324934,693845,312255,32,0,3021195
2180,1624181316.856332541,1624181316.956176043,2185,2184,0,1,0,0,1,-34.114804861,-32.181922678,-29.633988656,0.033691256,-0.023982292,0.932384729,0.359093952,1240,372,0.300000000,0.075977756,0.049248406,0.030039602,0.152936505,98.636249179,1176,0.732603053,166.066822612,273.208281687,422.266086533,0.192755523,0.141213285,0.000003868,0.000005764,0.000013025,0.013934113,-0.063890694,0.997859619,0.000000004,0.000000008,0.000000016,0.783476906,-0.620086987,0.040694793,0.000000000,0.173857077,0.084930413,4.565183157,0.743169383,132.222223419,0,153,139,14,0.123387097,26,0,0,0,0,0,1061,26,324996,693998,312281,32,0,3022256
2181,1624181316.956330061,1624181317.056157112,2186,2185,0,1,0,0,1,-34.275133008,-32.037385025,-29.595773876,0.038451787,-0.023535077,0.927643892,0.370734904,1224,368,0.300653595,0.076532131,0.054066975,0.033278860,0.159352206,93.323218922,1157,0.742380789,157.630186243,285.045553888,416.258832208,0.183518269,0.136240438,0.000003920,0.000005826,0.000012558,0.030327603,-0.101887064,0.994333577,0.000000004,0.000000007,0.000000015,0.823502631,-0.567094741,0.015715332,0.000000000,0.170557471,0.086181131,4.436479119,0.724592130,131.239965880,0,142,124,18,0.116013072,37,0,0,0,0,0,1045,37,325066,694140,312318,32,0,3023301
2182,1624181317.056327581,1624181317.156221867,2187,2186,0,1,0,0,1,-34.403464884,-31.886020098,-29.545971446,0.041646294,-0.022151334,0.923105264,0.381643258,1272,375,0.294811321,0.072167157,0.054707353,0.033581896,0.144153753,121.799516748,1184,0.732104035,166.571065672,273.070264077,427.169847361,0.192165341,0.140685022,0.000003707,0.000006169,0.000013754,-0.006562453,-0.121961205,0.992513173,0.000000003,0.000000010,0.000000016,0.824419381,-0.565975265,0.002164123,0.000000000,0.167958419,0.092257355,4.314579778,0.702104121,130.403386481,0,146,127,19,0.114779874,29,0,0,0,0,0,1097,29,325126,694286,312347,32,0,3024398
2183,1624181317.156325102,1624181317.256401777,2188,2187,0,1,0,0,1,-34.542806530,-31.732526242,-29.536519785,0.046493503,-0.021466344,0.918499832,0.392091327,1275,363,0.284705882,0.073081304,0.051156149,0.030774987,0.125162488,115.498062743,1216,0.734344366,164.819675708,285.478638741,442.664434891,0.184576205,0.135542496,0.000003775,0.000006332,0.000014588,-0.007483519,-0.125291622,0.992091733,0.000000004,0.000000014,0.000000019,0.875672285,-0.482460022,0.020745505,0.000000000,0.164120454,0.093471381,4.189325769,0.682424610,129.876245996,0,154,137,17,0.120784314,28,0,0,0,0,0,1093,28,325193,694440,312375,32,0,3025491
2184,1624181317.256322861,1624181317.356443644,2189,2188,0,1,0,0,1,-34.664216920,-31.545712830,-29.507818933,0.050147591,-0.020852813,0.914006597,0.402047658,1359,383,0.281824871,0.072726494,0.049460137,0.034784025,0.137992378,105.501827881,1280,0.726941683,180.776853979,300.295802386,449.412697443,0.194282321,0.141231917,0.000003633,0.000006039,0.000013994,-0.007569053,-0.107924331,0.994130297,0.000000004,0.000000011,0.000000016,0.748803304,-0.660292712,0.057507797,0.000000000,0.160988956,0.091493479,4.065734217,0.662056043,128.037044488,0,163,146,17,0.119941133,32,0,0,0,0,0,1159,37,325250,694603,312407,32,0,3026650
2185,1624181317.356320381,1624181317.456317902,2190,2189,0,1,0,0,1,-34.793824011,-31.361516269,-29.487223954,0.054469737,-0.020693402,0.909201484,0.412259010,1384,382,0.276011561,0.074835776,0.047736365,0.028791937,0.175781629,97.447774660,1304,0.734324819,190.724310331,308.173690819,458.661562371,0.199177490,0.146260974,0.000003647,0.000005744,0.000012545,0.033093300,-0.118449415,0.992408469,0.000000004,0.000000009,0.000000014,0.914115026,-0.400836227,0.061024890,0.000000000,0.160938617,0.093600851,3.992638426,0.641376908,124.829749769,0,173,151,22,0.125000000,28,0,0,0,0,0,1183,28,325332,694776,312435,32,0,3027833
2186,1624181317.456317902,1624181317.556240559,2191,2190,0,1,0,0,1,-34.910125590,-31.168132212,-29.468504157,0.056528672,-0.020485250,0.904363194,0.422506895,1389,394,0.283657307,0.074812211,0.054631718,0.033568799,0.188633300,101.036789080,1297,0.720801419,176.248085326,309.524388389,449.106966965,0.188524935,0.135889040,0.000003682,0.000005648,0.000011904,0.010772799,-0.183603310,0.982941387,0.000000003,0.000000009,0.000000018,0.962851772,-0.267514392,-0.036776564,0.000000000,0.161599954,0.095672192,3.943464110,0.620973418,122.718035794,0,185,160,25,0.133189345,31,0,0,0,0,0,1173,31,325409,694961,312466,32,0,3029006
2187,1624181317.556315422,1624181317.656228542,2192,2191,0,1,0,0,1,-35.025358578,-30.961009896,-29.464862544,0.056990015,-0.019238357,0.899137478,0.433513345,1418,383,0.270098731,0.075662878,0.053910080,0.035563777,0.199841448,95.551604902,1326,0.718876986,197.018166792,311.014959904,445.197757313,0.206684624,0.148580820,0.000003554,0.000005513,0.000011537,-0.021021462,-0.146970870,0.988917419,0.000000004,0.000000009,0.000000015,0.951030836,-0.309095193,0.000714450,0.000000000,0.160311313,0.097076528,3.939561549,0.603585714,121.190569093,0,174,155,19,0.122708039,29,0,0,0,0,0,1213,31,325484,695135,312495,32,0,3030219
2188,1624181317.656312943,1624181317.756201267,2193,2192,0,1,0,0,1,-35.153744890,-30.731467013,-29.449882652,0.056232708,-0.018215943,0.893317898,0.445521263,1375,375,0.272727273,0.081104070,0.058951959,0.036113524,0.175234648,106.765220720,1295,0.728140484,176.213635784,320.480475022,446.247815374,0.186876446,0.136072306,0.000003444,0.000005484,0.000012334,0.027076970,0.192061095,-0.981009365,0.000000004,0.000000011,0.000000016,0.981062007,-0.190085676,0.037212560,0.000000000,0.161810528,0.093507477,3.932074988,0.587484554,117.780522100,0,212,195,17,0.154181818,35,0,0,0,0,0,1127,36,325561,695347,312530,32,0,3031346
