frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_geometry_weak_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
1492,1706584663.572421551,1706584663.672258139,1623,1589,71,0.220301351,0.277722591,1,0,1,0,0,1,12.140923747,-2.312719761,-0.108775743,0.009876431,0.069707404,0.982979601,0.169689241,1475,462,0.313220339,0.033450365,0.024366847,0.014298345,0.104320593,62.471536913,1154,0.761842099,89.929172034,317.671492582,471.565117871,0.102289209,0.077928225,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006237,0.000011089,0.000015400,0.976963061,-0.183255080,0.109365225,0.000000019,0.000000024,0.000001630,0.999547428,0.028672223,-0.009101778,0.000000000,0.108588382,0.086166452,1.221400452,0.148412863,69.912559193,0,0.102008764,0.077202680,0.400000000,75,71,4,0.050847458,0,0,0,0,0,0,0,1400,0,24108,86581,285,0,0,0,1657073
1493,1706584663.673067570,1706584663.772888660,1624,1590,71,0.225976984,0.302612843,1,0,1,0,0,1,12.044265689,-2.278387752,-0.108462325,0.003822659,0.070065875,0.981681732,0.177135928,1378,420,0.304789550,0.035022746,0.024800431,0.016089522,0.115603051,56.855104147,1109,0.755763333,80.454556678,318.778280250,438.908699817,0.095991611,0.072546940,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006732,0.000013076,0.000015200,-0.973808293,0.210664355,-0.085544944,0.000000021,0.000000035,0.000001480,0.999771166,0.021185696,-0.002963516,0.000000000,0.109475058,0.089030851,1.293317636,0.160673313,69.413885618,0,0.101943149,0.077142149,0.400000000,78,73,5,0.056603774,0,0,0,0,0,0,0,1300,0,24123,86659,285,0,0,0,1658373
1494,1706584663.772900820,1706584663.872729778,1625,1591,71,0.263104968,0.341368534,1,0,1,0,0,1,11.963781471,-2.253777326,-0.106303723,-0.003451438,0.063407326,0.980928421,0.183703653,1384,440,0.317919075,0.033440688,0.025470799,0.015369315,0.101157594,60.391936851,1088,0.754300795,76.752470838,313.787266495,430.139528008,0.093523102,0.070544550,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007461,0.000012505,0.000016063,0.883744348,-0.455488282,-0.107360851,0.000000023,0.000000036,0.000001473,0.999411950,0.030990653,0.014674274,0.000000000,0.110039150,0.095112012,1.370735138,0.166122946,68.740747817,0,0.101779739,0.077023182,0.400000000,70,67,3,0.050578035,0,0,0,0,0,0,0,1314,0,24131,86729,285,0,0,0,1659687
1495,1706584663.872742176,1706584663.972566128,1626,1592,71,0.156898601,0.247879573,1,0,1,0,0,1,11.876125465,-2.232764190,-0.113367914,-0.004689628,0.055834881,0.980798239,0.186802805,1351,431,0.319022946,0.035524987,0.024317681,0.015876255,0.085238037,62.703146813,1030,0.755817194,74.970786674,296.122005968,407.398917416,0.096302614,0.072787172,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007388,0.000012695,0.000017572,0.922080493,-0.386032177,-0.027326220,0.000000025,0.000000032,0.000001462,0.998396332,0.056494978,0.003616982,0.000000000,0.108991703,0.093713354,1.442426359,0.167012580,68.249245732,0,0.101614229,0.076898060,0.400000000,70,69,1,0.051813472,0,0,0,0,0,0,0,1281,0,24137,86799,285,0,0,0,1660968
1496,1706584663.972578049,1706584664.072405338,1627,1593,71,0.089714796,0.131313443,1,0,1,0,0,1,11.794451388,-2.198551914,-0.116404558,-0.007865784,0.055034617,0.981057340,0.185568898,1312,415,0.316310976,0.029362909,0.020875228,0.012683571,0.075079815,67.190927423,1030,0.762667991,72.813128367,299.499533485,413.235368815,0.092690867,0.070692358,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007414,0.000013357,0.000019683,0.968220725,-0.244532373,0.052464710,0.000000028,0.000000035,0.000001428,0.999293485,0.037416607,0.003539531,0.000000000,0.106908656,0.108113317,1.481846436,0.167113893,68.328065218,0,0.100922199,0.076378150,0.450000000,75,65,10,0.057164634,0,0,0,0,0,0,0,1237,0,24153,86874,285,0,0,0,1662205
1497,1706584664.072416782,1706584664.171525002,1628,1594,71,0.097835376,0.154290934,1,0,1,0,0,1,11.727886957,-2.169070084,-0.131893322,-0.005842076,0.058870601,0.981252474,0.183422205,1315,423,0.321673004,0.032245230,0.021525310,0.013921531,0.078384353,60.261125578,1012,0.757639947,71.511811661,289.702172369,405.517642302,0.093268373,0.070663846,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007870,0.000013534,0.000020251,0.969063810,-0.243973625,0.037312227,0.000000029,0.000000043,0.000001427,0.999798350,0.017992061,0.008918798,0.000000000,0.106220557,0.109708939,1.512457311,0.159355456,67.439834045,0,0.100516147,0.076084518,0.500000000,59,56,3,0.044866920,0,0,0,0,0,0,0,1256,0,24165,86933,285,0,0,0,1663461
1498,1706584664.173046827,1706584664.272879362,1629,1595,71,0.096323765,0.114947407,1,0,1,0,0,1,11.658342019,-2.130282073,-0.125362501,-0.008579294,0.058970067,0.981781964,0.180424784,1297,392,0.302235929,0.032335208,0.022989572,0.014535113,0.054851003,77.167340669,1016,0.761001075,72.672938861,293.036022165,407.468131498,0.093992618,0.071528483,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007678,0.000013578,0.000023750,0.977937993,-0.205244519,0.038884057,0.000000030,0.000000033,0.000001508,0.998987435,0.043791533,0.010315319,0.000000000,0.103760179,0.112479563,1.524078557,0.161542856,67.749979369,0,0.100354766,0.076031160,0.500000000,70,67,3,0.053970702,0,0,0,0,0,0,0,1227,0,24173,87003,285,0,0,0,1664688
1499,1706584664.272891521,1706584664.372714043,1630,1596,71,0.076435040,0.105324231,1,0,1,0,0,1,11.591074597,-2.102779543,-0.112563248,-0.010402083,0.061319191,0.981995697,0.178370974,1322,412,0.311649017,0.029862312,0.022079516,0.014629926,0.077084775,68.814082955,1016,0.756926896,70.351531768,293.803849731,404.882344433,0.091479949,0.069243634,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007223,0.000013552,0.000022514,0.974297014,-0.224422955,0.019485036,0.000000024,0.000000031,0.000001478,0.998900697,0.044104454,0.015880650,0.000000000,0.101508424,0.114719899,1.542788704,0.156707811,67.871778037,0,0.099429921,0.075329291,0.550000000,50,46,4,0.037821483,0,0,0,0,0,0,0,1272,0,24185,87053,285,0,0,0,1665960
1500,1706584664.372726440,1706584664.472177267,1631,1597,71,0.090160717,0.119407381,1,0,1,0,0,1,11.516641699,-2.077571739,-0.122125301,-0.009874129,0.063115234,0.982462605,0.175174764,1284,392,0.305295950,0.033577380,0.021106231,0.013890630,0.059410436,75.991635240,1007,0.757347719,65.625337179,278.687660458,418.336155764,0.086049184,0.065169153,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007115,0.000013236,0.000024464,0.958580132,-0.283299615,-0.029418666,0.000000025,0.000000034,0.000001520,0.999191365,0.031666087,0.024776520,0.000000000,0.098395030,0.108477616,1.557691396,0.158455216,68.328289271,0,0.098629159,0.074711991,0.600000000,71,68,3,0.055295950,0,0,0,0,0,0,0,1213,0,24200,87124,285,0,0,0,1667173
1501,1706584664.472563982,1706584664.570952892,1632,1598,71,0.107062112,0.134067839,1,0,1,0,0,1,11.457633491,-2.061258687,-0.123024798,-0.011670625,0.062651605,0.983099565,0.171621149,1329,429,0.322799097,0.030591522,0.021870755,0.013369919,0.077030656,68.076263486,1024,0.759145603,70.368267581,297.348635493,409.648194265,0.090521517,0.068719011,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007310,0.000012061,0.000022403,0.956323602,-0.292055460,-0.012197355,0.000000023,0.000000031,0.000001236,0.999228946,0.024483755,0.030692998,0.000000000,0.095444528,0.107883701,1.558998297,0.153998058,68.362132514,0,0.097939012,0.074201724,0.650000000,60,59,1,0.045146727,0,0,0,0,0,0,0,1269,0,24203,87184,285,0,0,0,1668442
1502,1706584664.572413206,1706584664.669802427,1633,1599,71,0.107091081,0.140636268,1,0,1,0,0,1,11.393670591,-2.039333199,-0.133224672,-0.011953191,0.059202170,0.983953264,0.167893413,1333,406,0.304576144,0.029470860,0.021489097,0.014566440,0.097530828,58.800565518,1039,0.752930714,79.401696215,287.536024794,415.357290459,0.101498405,0.076421267,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007046,0.000012659,0.000019545,0.948244724,-0.317282551,-0.012795537,0.000000024,0.000000034,0.000001686,0.999338434,0.026105316,0.025322061,0.000000000,0.094897444,0.106067689,1.548272901,0.153797051,67.672991723,0,0.097559770,0.073918842,0.650000000,56,55,1,0.042010503,0,0,0,0,0,0,0,1277,0,24213,87240,285,0,0,0,1669719
1503,1706584664.673058033,1706584664.772881269,1634,1600,71,0.119869756,0.153498938,1,0,1,0,0,1,11.330557038,-2.020709111,-0.146806760,-0.014239740,0.060832320,0.984511202,0.163811941,1327,413,0.311228335,0.030962629,0.020692269,0.013954238,0.072368582,65.387013175,1031,0.761839952,75.021432072,296.106736674,414.328821560,0.095513100,0.072765696,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000007834,0.000012613,0.000020699,0.953906850,-0.299903522,0.010936135,0.000000026,0.000000036,0.000001670,0.999448212,0.002076225,0.033150580,0.000000000,0.092180517,0.104954087,1.536929931,0.148120844,67.282697375,0,0.097403696,0.073783575,0.650000000,66,65,1,0.049736247,0,0,0,0,0,0,0,1261,0,24223,87306,285,0,0,0,1670980
1504,1706584664.772891998,1706584664.872722626,1635,1601,71,0.095474885,0.118157853,1,0,1,0,0,1,11.260263555,-1.990904967,-0.143935537,-0.017244173,0.058720873,0.985293246,0.159535944,1375,440,0.320000000,0.029060350,0.019346265,0.012561923,0.089568378,62.092746888,1084,0.762062814,79.223517118,300.722374692,446.130198532,0.095903414,0.073084425,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006936,0.000012559,0.000018692,0.970329275,-0.241778629,0.002047643,0.000000023,0.000000029,0.000001442,0.999170431,-0.003634674,0.040561557,0.000000000,0.090686940,0.095685521,1.548465487,0.143997338,66.726150717,0,0.097014775,0.073489415,0.700000000,64,63,1,0.046545455,0,0,0,0,0,0,0,1311,0,24229,87370,285,0,0,0,1672291
1505,1706584664.872735023,1706584664.972549200,1636,1602,71,0.144172231,0.187343302,1,0,1,0,0,1,11.197667980,-1.970512364,-0.147758667,-0.013387903,0.061979368,0.986029193,0.154031658,1378,465,0.337445573,0.028630760,0.020093185,0.013028267,0.091224448,63.267845773,1042,0.759533890,78.556210061,298.437928813,414.440174358,0.099258029,0.075389837,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006732,0.000012063,0.000017573,0.961394326,-0.275174217,0.000317598,0.000000020,0.000000029,0.000001413,0.999207027,0.000416918,0.039813866,0.000000000,0.088376142,0.092164653,1.550379198,0.144784027,66.447833982,0,0.096559576,0.073147378,0.750000000,59,59,0,0.042815675,0,0,0,0,0,0,0,1319,0,24239,87429,285,0,0,0,1673610
1506,1706584664.972560644,1706584665.072385788,1637,1603,71,0.175514433,0.217240579,1,0,1,0,0,1,11.132039774,-1.945368636,-0.147167376,-0.013621796,0.061438655,0.987155432,0.146846490,1402,448,0.319543509,0.032567442,0.023125868,0.014658379,0.102302702,64.616758070,1099,0.766643887,80.080114553,320.743644857,441.717872167,0.095045884,0.072866346,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006487,0.000011462,0.000016438,0.937743904,-0.345771432,-0.032840323,0.000000019,0.000000023,0.000001532,0.999413081,-0.006003888,0.033726066,0.000000000,0.088019196,0.092269701,1.543846658,0.153898409,66.058929999,0,0.095741902,0.072580056,0.800000000,76,72,4,0.054208274,0,0,0,0,0,0,0,1326,0,24249,87505,285,0,0,0,1674936
1507,1706584665.072396994,1706584665.172210693,1638,1604,71,0.138898419,0.165476416,1,0,1,0,0,1,11.087796715,-1.925970641,-0.151431890,-0.013514990,0.064393698,0.987892016,0.140499687,1428,449,0.314425770,0.029560537,0.022046994,0.013879135,0.084659847,62.621817910,1112,0.761672000,84.882378884,304.615438269,457.481447277,0.100217777,0.076333075,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006487,0.000011852,0.000016995,0.955634393,-0.294517745,-0.004712172,0.000000023,0.000000028,0.000001465,0.999085792,-0.024098653,0.035310553,0.000000000,0.085918752,0.080796504,1.515292195,0.154178231,65.935500462,0,0.095538384,0.072468669,0.800000000,70,68,2,0.049019608,0,0,0,0,0,0,0,1358,0,24260,87575,285,0,0,0,1676294
1508,1706584665.173021078,1706584665.272863388,1639,1605,71,0.093460506,0.133005491,1,0,1,0,0,1,11.022731112,-1.907974281,-0.151940440,-0.014594238,0.066514045,0.988257059,0.136787698,1476,474,0.321138211,0.031022895,0.021402006,0.014149478,0.095356111,65.915973801,1143,0.761872000,83.775140989,329.708101053,457.336454502,0.096202625,0.073294087,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006309,0.000011303,0.000016439,0.963880497,-0.264616298,0.030209307,0.000000018,0.000000023,0.000001254,0.998675817,-0.029907036,0.041859073,0.000000000,0.086824063,0.079024551,1.506399402,0.153696078,65.360721234,0,0.096060924,0.072877431,0.800000000,92,78,14,0.062330623,0,0,0,0,0,0,0,1384,0,24284,87667,285,0,0,0,1677678
1509,1706584665.272873878,1706584665.372716188,1640,1606,71,0.175700505,0.293296857,1,0,1,0,0,1,10.949101539,-1.895441231,-0.146319743,-0.011216254,0.062379712,0.989161816,0.132445723,1455,455,0.312714777,0.035241006,0.027445839,0.017233881,0.106995446,60.168667325,1119,0.767441107,77.327380288,315.360491986,466.078726451,0.090044699,0.069104004,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006545,0.000011585,0.000015512,0.978548256,-0.179031302,0.101936764,0.000000022,0.000000029,0.000001327,0.998878447,-0.037984964,0.028266409,0.000000000,0.087785973,0.070903070,1.483333481,0.155872868,64.628630906,0,0.095580739,0.072547407,0.800000000,97,83,14,0.066666667,0,0,0,0,0,0,0,1358,0,24310,87764,285,0,0,0,1679036
1510,1706584665.372727633,1706584665.472552299,1641,1607,71,0.153904154,0.201001037,1,0,1,0,0,1,10.876823411,-1.881235122,-0.152735724,-0.007152976,0.061206891,0.990112114,0.126018065,1468,438,0.298365123,0.029965810,0.021288887,0.013860093,0.099135824,67.937511445,1168,0.758193757,93.330937619,316.883100686,475.356269346,0.105390771,0.079906625,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005941,0.000011409,0.000015719,0.965960433,-0.247165849,0.076351061,0.000000015,0.000000025,0.000001411,0.998788747,-0.041125934,0.027012892,0.000000000,0.088734066,0.069608029,1.456102155,0.162690185,64.667068423,0,0.096152122,0.072987167,0.750000000,73,71,2,0.049727520,0,0,0,0,0,0,0,1395,0,24326,87837,285,0,0,0,1680431
1511,1706584665.472564220,1706584665.572401285,1642,1608,71,0.127569741,0.166835508,1,0,1,0,0,1,10.806772702,-1.861167929,-0.160940471,-0.006253016,0.064206330,0.990451004,0.121841105,1504,494,0.328457447,0.031282195,0.021451515,0.014651319,0.094074837,70.559657037,1190,0.763643334,82.907280601,322.431116139,503.397170814,0.091233670,0.069669984,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005636,0.000011087,0.000015529,0.968498816,-0.229640222,0.096308941,0.000000015,0.000000021,0.000001290,0.998497864,-0.046983423,0.028188169,0.000000000,0.088068866,0.066794478,1.420675912,0.164953678,65.064582851,0,0.095320871,0.072432936,0.800000000,63,62,1,0.041888298,0,0,0,0,0,0,0,1441,0,24336,87900,285,0,0,0,1681872
1512,1706584665.572412491,1706584665.672249317,1643,1609,71,0.232878214,0.361968351,1,0,1,0,0,1,10.701229735,-1.835256849,-0.167189752,-0.000486740,0.067067215,0.990873853,0.116922020,1570,497,0.316560510,0.037870243,0.028412715,0.017916278,0.115153341,65.703004460,1244,0.758478447,96.373278711,352.621884283,494.552024778,0.102139331,0.077470481,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005348,0.000010667,0.000014090,0.957354687,-0.284355158,0.051128726,0.000000013,0.000000025,0.000001258,0.998460482,-0.052499990,0.017900203,0.000000000,0.088610503,0.078051083,1.426957813,0.159939412,65.226156228,0,0.095313377,0.072410049,0.800000000,106,99,7,0.067515924,0,0,0,0,0,0,0,1464,0,24360,88006,285,0,0,0,1683336
1513,1706584665.673059225,1706584665.771908760,1644,1610,71,0.316496000,0.443979195,1,0,1,0,0,1,10.610674048,-1.825036345,-0.170925936,-0.012314101,0.064693658,0.990668282,0.119329165,1462,473,0.323529412,0.040750355,0.026315638,0.018423378,0.092756176,72.010270206,1140,0.771882059,84.036040578,329.986554151,465.922952180,0.095501410,0.073715825,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005493,0.000010613,0.000014922,0.961628333,-0.272540607,0.031505023,0.000000013,0.000000022,0.000001259,0.997975345,-0.047504246,0.042291348,0.000000000,0.087468159,0.096071950,1.433974486,0.150811652,65.983914531,0,0.095288867,0.072468493,0.800000000,97,96,1,0.066347469,0,0,0,0,0,0,0,1365,0,24377,88103,285,0,0,0,1684701
1514,1706584665.772895336,1706584665.870830297,1645,1611,71,0.262810597,0.363646987,1,0,1,0,0,1,10.523464562,-1.807910222,-0.164246437,-0.005568845,0.059589826,0.990842280,0.121035599,1416,496,0.350282486,0.032379640,0.024571169,0.014538468,0.112602181,57.509366149,1154,0.771710723,86.433969436,339.217780859,464.902424455,0.097056386,0.074899454,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006045,0.000009937,0.000014405,0.974418486,-0.210541035,0.078619882,0.000000021,0.000000024,0.000001043,0.997691232,-0.063136150,0.025020652,0.000000000,0.088040389,0.095817916,1.432684448,0.148796231,65.839785996,0,0.095465531,0.072686238,0.800000000,59,57,2,0.041666667,0,0,0,0,0,0,0,1357,0,24387,88162,285,0,0,0,1686058
1515,1706584665.872740746,1706584665.969691277,1646,1612,71,0.125774649,0.236094552,1,0,1,0,0,1,10.447093827,-1.779521017,-0.170061001,-0.005547257,0.056189253,0.990914841,0.122064628,1472,475,0.322690217,0.030355773,0.021041856,0.014255809,0.119956563,59.350205214,1160,0.772407755,91.872868130,326.620169971,477.499957853,0.102537485,0.079200748,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005855,0.000010076,0.000013847,0.972790494,-0.203423872,0.110893567,0.000000017,0.000000023,0.000001151,0.998743425,-0.045619161,0.020747586,0.000000000,0.089776315,0.094039646,1.425766026,0.148162518,65.672138916,0,0.095777275,0.073006917,0.750000000,64,62,2,0.043478261,0,0,0,0,0,0,0,1408,0,24402,88226,285,0,0,0,1687466
1516,1706584665.972575426,1706584666.072393894,1647,1613,71,0.160319209,0.245358698,1,0,1,0,0,1,10.346422197,-1.749423262,-0.170361241,-0.008826949,0.060535583,0.990116169,0.126204201,1472,455,0.309103261,0.030275384,0.021020082,0.014375884,0.084195734,66.899285166,1125,0.758415131,77.914470955,312.390828198,462.911723762,0.091318467,0.069257308,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006199,0.000011432,0.000015891,0.952900746,-0.299252926,0.049273263,0.000000020,0.000000029,0.000001163,0.998980528,-0.035311216,0.028125134,0.000000000,0.090232111,0.092917202,1.456410432,0.151729425,65.657556803,0,0.095708655,0.072935164,0.750000000,66,66,0,0.044836957,0,0,0,0,0,0,0,1406,0,24416,88292,285,0,0,0,1688872
1517,1706584666.072418690,1706584666.172253847,1648,1614,71,0.154938729,0.262620329,1,0,1,0,0,1,10.256220832,-1.707728085,-0.178351282,-0.011040556,0.059798381,0.989689111,0.129683162,1473,485,0.329260014,0.030913299,0.020360714,0.013471417,0.095524776,66.041873822,1160,0.765425486,89.548507310,322.902273317,475.442782641,0.100855002,0.077196989,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005899,0.000011129,0.000016058,0.934474459,-0.354499470,0.032978945,0.000000018,0.000000025,0.000001289,0.998972347,-0.033385179,0.030654184,0.000000000,0.091089132,0.093314499,1.476205227,0.152146880,65.946594215,0,0.096087986,0.073261822,0.700000000,75,69,6,0.050916497,0,0,0,0,0,0,0,1398,0,24433,88367,285,0,0,0,1690270
1518,1706584666.173064709,1706584666.272894144,1649,1615,71,0.227524994,0.263191592,1,0,1,0,0,1,10.179536258,-1.681675128,-0.176242192,-0.009780689,0.058775014,0.988890591,0.136180888,1540,503,0.326623377,0.034418365,0.023574934,0.014148957,0.088560524,63.729540512,1160,0.772634843,89.955256951,317.895036021,488.406124610,0.100367769,0.077547635,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005811,0.000010973,0.000016171,0.948800510,-0.311407038,0.052945708,0.000000020,0.000000030,0.000001147,0.999315974,-0.029331341,0.022522365,0.000000000,0.092774608,0.094632854,1.483431038,0.160965833,65.274704208,0,0.096406744,0.073562779,0.650000000,89,88,1,0.057792208,0,0,0,0,0,0,0,1451,0,24451,88456,285,0,0,0,1691721
1519,1706584666.272906542,1706584666.372733355,1650,1616,71,0.214279854,0.442805414,1,0,1,0,0,1,10.104120397,-1.657640493,-0.177658647,-0.007409044,0.058264621,0.988524062,0.139178013,1489,520,0.349227670,0.038256446,0.028291162,0.017307465,0.084808018,64.553305712,1136,0.780041547,81.365128596,332.909010310,471.853058894,0.091821049,0.071624233,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005823,0.000010537,0.000016454,0.961321337,-0.262538192,0.083276556,0.000000020,0.000000026,0.000001021,0.999437561,-0.025072200,0.022269854,0.000000000,0.093160770,0.101277450,1.483431667,0.160773965,65.061665345,0,0.096423799,0.073681809,0.650000000,88,86,2,0.059100067,0,0,0,0,0,0,0,1401,0,24468,88544,285,0,0,0,1693122
1520,1706584666.372744560,1706584666.472568274,1651,1617,71,0.302838482,0.392667939,1,0,1,0,0,1,10.035020627,-1.625004012,-0.189866241,-0.003706227,0.063598163,0.987343607,0.145238217,1635,559,0.341896024,0.041418905,0.031307261,0.018350306,0.110729399,61.823003282,1266,0.768727131,87.347051922,383.586071197,502.275424162,0.089751628,0.068994512,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005698,0.000009257,0.000014283,0.945377817,-0.324018031,0.035680510,0.000000015,0.000000024,0.000001141,0.999488112,-0.017485619,0.026791180,0.000000000,0.095726718,0.116738868,1.499591724,0.165887719,64.353233748,0,0.096608921,0.073873077,0.650000000,129,121,8,0.078899083,0,0,0,0,0,0,0,1506,0,24502,88673,285,0,0,0,1694628
1521,1706584666.472579718,1706584666.572405338,1652,1618,71,0.195401889,0.348289905,1,0,1,0,0,1,9.951711382,-1.595140978,-0.184608205,-0.009071318,0.061117500,0.987237951,0.146777353,1527,488,0.319580878,0.034290484,0.024657428,0.015824191,0.080374638,63.660027959,1173,0.771027994,86.828754692,340.674115996,476.912966696,0.096005345,0.074022809,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006116,0.000009827,0.000015613,0.940368152,-0.340143667,0.003165985,0.000000018,0.000000026,0.000001021,0.999239177,-0.017289476,0.034959126,0.000000000,0.095893918,0.115492520,1.519866269,0.161015527,64.132421971,0,0.096883112,0.074138267,0.650000000,83,71,12,0.054354944,0,0,0,0,0,0,0,1444,0,24529,88756,285,0,0,0,1696072
1522,1706584666.572417021,1706584666.672243357,1653,1619,71,0.199793627,0.287717618,1,0,1,0,0,1,9.893030793,-1.569397169,-0.194905002,-0.000723895,0.062091188,0.987132016,0.147358556,1551,501,0.323017408,0.028425466,0.020658303,0.013491158,0.079585410,61.270510737,1201,0.766383067,89.224006599,365.121739148,466.080317995,0.096937723,0.074291429,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006799,0.000010232,0.000017023,0.953171014,-0.302315724,-0.008379803,0.000000027,0.000000035,0.000001093,0.999620325,-0.026982513,0.005581263,0.000000000,0.094996647,0.117319497,1.517576425,0.154538690,64.255919232,0,0.096655078,0.074031775,0.700000000,78,70,8,0.050290135,0,0,0,0,0,0,0,1473,0,24545,88834,285,0,0,0,1697545
1523,1706584666.673053503,1706584666.772890091,1654,1620,71,0.124231829,0.215342727,1,0,1,0,0,1,9.815682022,-1.540592269,-0.195904629,-0.001767004,0.064908029,0.987174783,0.145841604,1504,481,0.319813830,0.030259534,0.021191380,0.013391929,0.082312175,63.517270409,1174,0.758644162,91.500288508,353.290538482,445.857419209,0.102734485,0.077938917,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000006586,0.000010835,0.000017714,0.956306981,-0.292364414,0.000085519,0.000000023,0.000000028,0.000001243,0.999785166,-0.013984005,0.015299343,0.000000000,0.095493826,0.118068655,1.523715805,0.148929477,64.162432094,0,0.097016147,0.074290436,0.650000000,73,70,3,0.048537234,0,0,0,0,0,0,0,1431,0,24556,88907,285,0,0,0,1698976
1524,1706584666.772901535,1706584666.872722864,1655,1621,71,0.144744935,0.164997352,1,0,1,0,0,1,9.728833700,-1.516954800,-0.195479243,-0.004609946,0.068931433,0.987533538,0.141438033,1527,483,0.316306483,0.030504868,0.020733494,0.013538945,0.078252237,69.985058775,1199,0.759920274,82.815093936,364.520988022,463.808325988,0.090891294,0.069070137,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000005946,0.000010280,0.000018309,0.952186143,-0.305174888,-0.014485728,0.000000018,0.000000023,0.000001230,0.999500307,-0.018099950,0.025913845,0.000000000,0.094928019,0.116042177,1.547779845,0.147364382,64.557047688,0,0.096765541,0.074089722,0.650000000,81,76,5,0.053045187,0,0,0,0,0,0,0,1446,0,24576,88988,285,0,0,0,1700422
