frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,pos_x,pos_y,pos_z,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected
238,1732437254.141454697,1732437254.241746664,0,0,4.153674851,1.483665702,2.224415728,1000,715,0.000000000,0.020359288,0.012100642,0.008935358,0.000000000,22,22,0,0.022000000,0,0,0,0,0,978,0,2746,9411,0,0,196620
239,1732437254.241493940,1732437254.341845274,0,0,4.137177562,1.514475038,2.216812322,1047,735,0.000000000,0.020067684,0.010945881,0.008398908,0.000000000,34,34,0,0.032473734,0,0,0,0,0,1013,0,2750,9445,0,0,197633
240,1732437254.341726065,1732437254.441833973,0,0,4.120727882,1.546966110,2.209806197,1091,778,0.000000000,0.020866291,0.012075001,0.008924230,0.000000000,34,34,0,0.031164070,0,0,0,0,0,1057,0,2755,9479,0,0,198690
241,1732437254.441576719,1732437254.541745186,0,0,4.104974580,1.580211870,2.200419683,1080,795,0.000000000,0.020570148,0.011233294,0.007911908,0.000000000,37,36,1,0.034259259,0,0,0,0,0,1043,0,2761,9516,0,0,199733
242,1732437254.541495800,1732437254.641743660,0,0,4.085520256,1.612308396,2.193203958,1067,792,0.000000000,0.020530077,0.010558445,0.007707696,0.000000000,28,28,0,0.026241799,0,0,0,0,0,1039,0,2762,9544,0,0,200772
243,1732437254.641504526,1732437254.741747141,0,0,4.065321185,1.644648445,2.182344657,1016,738,0.000000000,0.019744925,0.011115440,0.008076155,0.000000000,32,31,1,0.031496063,0,0,0,0,0,984,0,2767,9576,0,0,201756
244,1732437254.741604090,1732437254.841751099,0,0,4.044769814,1.674656283,2.171818641,1017,743,0.000000000,0.020822926,0.010845687,0.008054281,0.000000000,32,32,0,0.031465093,0,0,0,0,0,985,0,2773,9608,0,0,202741
245,1732437254.841491699,1732437254.941754341,0,0,4.021321736,1.707066752,2.160413714,1019,729,0.000000000,0.018420817,0.010001413,0.007222450,0.000000000,31,30,1,0.030421982,0,0,0,0,0,988,0,2777,9639,0,0,203729
246,1732437254.941535473,1732437255.041785717,0,0,4.000175423,1.734459081,2.148789098,1010,759,0.000000000,0.020047224,0.011358158,0.007909802,0.000000000,41,39,2,0.040594059,0,0,0,0,0,969,0,2785,9680,0,0,204698
247,1732437255.041530609,1732437255.141706944,0,0,3.979157856,1.764515063,2.138578670,998,725,0.000000000,0.017226341,0.010015904,0.007162341,0.000000000,36,35,1,0.036072144,0,0,0,0,0,962,0,2790,9716,0,0,205660
248,1732437255.141458750,1732437255.241839170,0,0,3.957567441,1.796020081,2.127122307,1023,758,0.000000000,0.020027749,0.011611269,0.008206942,0.000000000,38,38,0,0.037145650,0,0,0,0,0,985,0,2794,9754,0,0,206645
249,1732437255.241586924,1732437255.341696501,0,0,3.934815361,1.826412288,2.116753252,1039,763,0.000000000,0.018830053,0.010252085,0.006997677,0.000000000,38,37,1,0.036573628,0,0,0,0,0,1001,0,2803,9792,0,0,207646
250,1732437255.341456652,1732437255.441836596,0,0,3.907471471,1.854051603,2.105036528,1070,796,0.000000000,0.020544679,0.012263853,0.008781036,0.000000000,35,35,0,0.032710280,0,0,0,0,0,1035,0,2806,9827,0,0,208681
251,1732437255.441586733,1732437255.541737080,0,0,3.884134183,1.878325912,2.093824095,1063,798,0.000000000,0.020861774,0.011456471,0.008221621,0.000000000,41,41,0,0.038570085,0,0,0,0,0,1022,0,2809,9868,0,0,209703
252,1732437255.541505337,1732437255.641761303,0,0,3.859283272,1.904506863,2.080796343,1057,780,0.000000000,0.020636933,0.011393771,0.008541867,0.000000000,28,28,0,0.026490066,0,0,0,0,0,1029,0,2813,9896,0,0,210732
253,1732437255.641516685,1732437255.741753817,0,0,3.833929582,1.928636081,2.067551310,1060,798,0.000000000,0.019530376,0.011153529,0.007996212,0.000000000,27,26,1,0.025471698,0,0,0,0,0,1033,0,2819,9923,0,0,211765
254,1732437255.741622210,1732437255.841838121,0,0,3.808361141,1.952287099,2.054798848,1038,786,0.000000000,0.020846779,0.010635249,0.007586645,0.000000000,27,27,0,0.026011561,0,0,0,0,0,1011,0,2823,9950,0,0,212776
255,1732437255.841604710,1732437255.941787243,0,0,3.783757642,1.972166693,2.042756701,1005,743,0.000000000,0.019482832,0.010106475,0.007536395,0.000000000,29,29,0,0.028855721,0,0,0,0,0,976,0,2825,9979,0,0,213752
256,1732437255.941541433,1732437256.041435242,0,0,3.756950356,1.992599334,2.028906697,1013,761,0.000000000,0.019871973,0.010715891,0.007804517,0.000000000,24,24,0,0.023692004,0,0,0,0,0,989,0,2827,10003,0,0,214741
257,1732437256.041444063,1732437256.141663790,0,0,3.731436956,2.013613100,2.016149124,1057,789,0.000000000,0.020035875,0.010763350,0.007861781,0.000000000,33,33,0,0.031220435,0,0,0,0,0,1024,0,2830,10036,0,0,215765
258,1732437256.141527653,1732437256.241595268,0,0,3.709403729,2.034022121,2.005482496,1054,795,0.000000000,0.020432536,0.011100948,0.007588928,0.000000000,35,34,1,0.033206831,0,0,0,0,0,1019,0,2834,10071,0,0,216784
259,1732437256.241440773,1732437256.341875315,0,0,3.682485174,2.051809037,1.991638151,1058,789,0.000000000,0.019939274,0.011294086,0.007934056,0.000000000,35,35,0,0.033081285,0,0,0,0,0,1023,0,2838,10106,0,0,217807
260,1732437256.341639757,1732437256.441655874,0,0,3.660471186,2.070001415,1.978227314,1072,802,0.000000000,0.020475671,0.011651150,0.008275615,0.000000000,25,23,2,0.023320896,0,0,0,0,0,1047,0,2844,10131,0,0,218854
261,1732437256.441470861,1732437256.541827679,0,0,3.636305872,2.088000443,1.964169580,1092,822,0.000000000,0.021101739,0.012272645,0.008468679,0.000000000,28,27,1,0.025641026,0,0,0,0,0,1064,0,2847,10159,0,0,219918
262,1732437256.541577578,1732437256.641812325,0,0,3.608689439,2.108730475,1.949599320,1049,776,0.000000000,0.020043017,0.010997602,0.008051644,0.000000000,23,22,1,0.021925643,0,0,0,0,0,1026,0,2850,10182,0,0,220944
263,1732437256.641566515,1732437256.741786480,0,0,3.581512563,2.127525886,1.935165154,1054,795,0.000000000,0.019277696,0.010975576,0.008042622,0.000000000,31,31,0,0.029411765,0,0,0,0,0,1023,0,2851,10213,0,0,221967
264,1732437256.741550922,1732437256.841690063,0,0,3.552213088,2.142999410,1.920496806,1040,766,0.000000000,0.020648037,0.011480283,0.008237724,0.000000000,30,30,0,0.028846154,0,0,0,0,0,1010,0,2854,10243,0,0,222977
265,1732437256.841544628,1732437256.941825151,0,0,3.522830521,2.159935411,1.904073380,1046,775,0.000000000,0.019472384,0.011305840,0.007972439,0.000000000,25,25,0,0.023900574,0,0,0,0,0,1021,0,2855,10268,0,0,223998
266,1732437256.941653490,1732437257.041771889,0,0,3.490817601,2.175197726,1.886568692,1069,795,0.000000000,0.020463949,0.010501906,0.007546477,0.000000000,18,18,0,0.016838167,0,0,0,0,0,1051,0,2859,10286,0,0,225049
267,1732437257.041567326,1732437257.141843081,0,0,3.460430689,2.188605579,1.871052448,1037,761,0.000000000,0.019403128,0.010691496,0.007419056,0.000000000,20,17,3,0.019286403,0,0,0,0,0,1017,0,2865,10306,0,0,226066
268,1732437257.141636610,1732437257.241885185,0,0,3.426994372,2.204679138,1.854640303,1079,792,0.000000000,0.018823928,0.009735744,0.006581756,0.000000000,27,27,0,0.025023170,0,0,0,0,0,1052,0,2868,10333,0,0,227118
269,1732437257.241639853,1732437257.341789722,0,0,3.393226898,2.220445642,1.836960253,1062,784,0.000000000,0.019612887,0.010982977,0.007924134,0.000000000,23,22,1,0.021657250,0,0,0,0,0,1039,0,2871,10356,0,0,228157
270,1732437257.341602564,1732437257.441657543,0,0,3.363857528,2.236819883,1.821844484,1061,781,0.000000000,0.019884530,0.010297228,0.007469019,0.000000000,18,17,1,0.016965127,0,0,0,0,0,1043,0,2872,10374,0,0,229200
271,1732437257.441496849,1732437257.541627645,0,0,3.331262875,2.251502271,1.804153119,1038,773,0.000000000,0.018133993,0.010543467,0.007340935,0.000000000,26,26,0,0.025048170,0,0,0,0,0,1012,0,2873,10400,0,0,230212
272,1732437257.541420698,1732437257.641916752,0,0,3.295251251,2.266991723,1.788332494,1018,766,0.000000000,0.019125948,0.010122916,0.007590158,0.000000000,20,20,0,0.019646365,0,0,0,0,0,998,0,2874,10420,0,0,231210
273,1732437257.641663790,1732437257.741840363,0,0,3.259213719,2.276538886,1.769682538,1026,753,0.000000000,0.019269459,0.010294491,0.007457665,0.000000000,20,19,1,0.019493177,0,0,0,0,0,1006,0,2877,10440,0,0,232216
274,1732437257.741604805,1732437257.841906786,0,0,3.227640698,2.284196141,1.750349660,1026,759,0.000000000,0.018962403,0.009731011,0.007314438,0.000000000,20,18,2,0.019493177,0,0,0,0,0,1006,0,2879,10460,0,0,233222
275,1732437257.841659307,1732437257.941851139,0,0,3.194526310,2.293378277,1.730852822,1042,759,0.000000000,0.019585754,0.010289583,0.007273342,0.000000000,17,17,0,0.016314779,0,0,0,0,0,1025,0,2879,10477,0,0,234247
276,1732437257.941626549,1732437258.041823149,0,0,3.164761937,2.301230850,1.715181735,1019,751,0.000000000,0.019420954,0.010043029,0.007088964,0.000000000,19,17,2,0.018645731,0,0,0,0,0,1000,0,2882,10496,0,0,235247
277,1732437258.041585922,1732437258.141766310,0,0,3.129145989,2.309680265,1.695804517,1013,726,0.000000000,0.018242795,0.010207718,0.007258722,0.000000000,26,25,1,0.025666338,0,0,0,0,0,987,0,2884,10522,0,0,236234
278,1732437258.141508102,1732437258.241683722,0,0,3.097754211,2.319504317,1.680847926,1022,750,0.000000000,0.017311373,0.010160236,0.007150038,0.000000000,19,19,0,0.018590998,0,0,0,0,0,1003,0,2885,10541,0,0,237237
279,1732437258.241499901,1732437258.341801882,0,0,3.062757309,2.327586587,1.663283646,1011,742,0.000000000,0.018609657,0.010096071,0.007639601,0.000000000,29,29,0,0.028684471,0,0,0,0,0,982,0,2889,10570,0,0,238219
280,1732437258.341552019,1732437258.441787004,0,0,3.027694045,2.334501910,1.645255011,988,703,0.000000000,0.016982597,0.009352790,0.006607596,0.000000000,14,14,0,0.014170040,0,0,0,0,0,974,0,2888,10584,0,0,239193
281,1732437258.441520929,1732437258.541156292,0,0,2.994687410,2.338615938,1.628269146,1002,722,0.000000000,0.019116582,0.010747938,0.007760140,0.000000000,15,15,0,0.014970060,0,0,0,0,0,987,0,2889,10599,0,0,240180
282,1732437258.541327953,1732437258.641869068,0,0,2.962394065,2.341912701,1.610537796,974,704,0.000000000,0.018072433,0.009711634,0.007047283,0.000000000,18,17,1,0.018480493,0,0,0,0,0,956,0,2890,10617,0,0,241136
283,1732437258.641650677,1732437258.741737127,0,0,2.928198747,2.343164734,1.589717282,993,726,0.000000000,0.019507702,0.011247837,0.007942663,0.000000000,25,24,1,0.025176234,0,0,0,0,0,968,0,2893,10642,0,0,242104
284,1732437258.741549492,1732437258.841765404,0,0,2.891698763,2.345901793,1.569618390,999,713,0.000000000,0.018717747,0.010412606,0.007638637,0.000000000,17,16,1,0.017017017,0,0,0,0,0,982,0,2897,10659,0,0,243086
285,1732437258.841491938,1732437258.941785097,0,0,2.855749542,2.345597581,1.551329283,991,704,0.000000000,0.016561507,0.009898354,0.007086750,0.000000000,16,15,1,0.016145308,0,0,0,0,0,975,0,2901,10675,0,0,244061
286,1732437258.941525221,1732437259.041710615,0,0,2.817546242,2.345433614,1.531092890,986,715,0.000000000,0.019191593,0.009968779,0.007181090,0.000000000,21,20,1,0.021298174,0,0,0,0,0,965,0,2905,10696,0,0,245026
287,1732437259.041502953,1732437259.141812563,0,0,2.780848797,2.342730665,1.509604315,960,672,0.000000000,0.017818448,0.009247634,0.005919750,0.000000000,25,23,2,0.026041667,0,0,0,0,0,935,0,2912,10721,0,0,245961
288,1732437259.141569376,1732437259.241838932,0,0,2.742511131,2.339761252,1.490412523,954,679,0.000000000,0.018642291,0.010379460,0.007280592,0.000000000,15,15,0,0.015723270,0,0,0,0,0,939,0,2914,10736,0,0,246900
289,1732437259.241579771,1732437259.341850519,0,0,2.702981553,2.336937566,1.470439601,962,673,0.000000000,0.017220857,0.009735089,0.007065022,0.000000000,20,17,3,0.020790021,0,0,0,0,0,942,0,2918,10756,0,0,247842
290,1732437259.341604948,1732437259.441761017,0,0,2.667106484,2.332818192,1.449176332,942,654,0.000000000,0.017864781,0.009894556,0.006937574,0.000000000,15,15,0,0.015923567,0,0,0,0,0,927,0,2921,10771,0,0,248769
291,1732437259.441517830,1732437259.541807413,0,0,2.627673292,2.328203571,1.427207786,951,667,0.000000000,0.017783198,0.010527071,0.007221457,0.000000000,15,15,0,0.015772871,0,0,0,0,0,936,0,2920,10786,0,0,249705
292,1732437259.541679621,1732437259.641885996,0,0,2.586444617,2.320087762,1.404290188,936,649,0.000000000,0.017360764,0.010096971,0.006898921,0.000000000,24,23,1,0.025641026,0,0,0,0,0,912,0,2923,10810,0,0,250617
293,1732437259.641673803,1732437259.741801023,0,0,2.544805985,2.309189732,1.383165609,930,639,0.000000000,0.017395774,0.009368197,0.006989465,0.000000000,13,13,0,0.013978495,0,0,0,0,0,917,0,2924,10823,0,0,251534
294,1732437259.741554260,1732437259.841711521,0,0,2.502259053,2.298473785,1.359390063,930,662,0.000000000,0.018389703,0.010430238,0.007410235,0.000000000,19,19,0,0.020430108,0,0,0,0,0,911,0,2925,10842,0,0,252445
295,1732437259.841513634,1732437259.941814899,0,0,2.454209314,2.293923403,1.334420645,932,652,0.000000000,0.019602802,0.009849082,0.007105998,0.000000000,17,17,0,0.018240343,0,0,0,0,0,915,0,2923,10859,0,0,253360
296,1732437259.941566944,1732437260.041792870,0,0,2.409264542,2.290963652,1.310666818,920,618,0.000000000,0.017431128,0.009597552,0.006682290,0.000000000,17,16,1,0.018478261,0,0,0,0,0,903,0,2926,10876,0,0,254263
297,1732437260.041572571,1732437260.141780853,0,0,2.366838803,2.292323030,1.287220016,933,648,0.000000000,0.018149023,0.010217573,0.007336785,0.000000000,18,18,0,0.019292605,0,0,0,0,0,915,0,2928,10894,0,0,255178
298,1732437260.141543150,1732437260.241711855,0,0,2.324665444,2.292664981,1.264796423,915,632,0.000000000,0.019774723,0.011516351,0.008019666,0.000000000,19,19,0,0.020765027,0,0,0,0,0,896,0,2928,10913,0,0,256074
299,1732437260.241568327,1732437260.341421843,0,0,2.280971204,2.297075944,1.243647108,929,641,0.000000000,0.017620370,0.010115638,0.007536257,0.000000000,19,19,0,0.020452099,0,0,0,0,0,910,0,2929,10932,0,0,256984
300,1732437260.341426373,1732437260.441844463,0,0,2.239761469,2.298316930,1.221717595,919,638,0.000000000,0.019030904,0.009440487,0.007232888,0.000000000,15,15,0,0.016322089,0,0,0,0,0,904,0,2929,10947,0,0,257888
301,1732437260.441665888,1732437260.541994095,0,0,2.201686731,2.300812363,1.201161771,889,621,0.000000000,0.017571301,0.009942294,0.007478187,0.000000000,23,22,1,0.025871766,0,0,0,0,0,866,0,2932,10970,0,0,258754
302,1732437260.541734219,1732437260.641812086,0,0,2.159539568,2.299826933,1.177214711,917,632,0.000000000,0.019004036,0.009979931,0.007085806,0.000000000,20,20,0,0.021810251,0,0,0,0,0,897,0,2934,10990,0,0,259651
303,1732437260.641574860,1732437260.741818190,0,0,2.120133671,2.298137526,1.154357877,909,629,0.000000000,0.019264235,0.010762180,0.007312946,0.000000000,23,22,1,0.025302530,0,0,0,0,0,886,0,2938,11013,0,0,260537
304,1732437260.741620779,1732437260.841975451,0,0,2.077801798,2.295097760,1.129643171,901,622,0.000000000,0.020408852,0.010989213,0.007905175,0.000000000,26,25,1,0.028856826,0,0,0,0,0,875,0,2940,11039,0,0,261412
305,1732437260.841789007,1732437260.941984415,0,0,2.036009554,2.293580257,1.108840882,900,621,0.000000000,0.018287878,0.010021258,0.007141901,0.000000000,11,11,0,0.012222222,0,0,0,0,0,889,0,2940,11050,0,0,262301
306,1732437260.941868305,1732437261.041718721,0,0,1.995026470,2.290711034,1.086553298,896,627,0.000000000,0.020151728,0.011105233,0.008343835,0.000000000,17,17,0,0.018973214,0,0,0,0,0,879,0,2940,11067,0,0,263180
307,1732437261.041532993,1732437261.141822815,0,0,1.954649414,2.285728017,1.065081651,880,617,0.000000000,0.018179565,0.009322645,0.006507337,0.000000000,9,9,0,0.010227273,0,0,0,0,0,871,0,2943,11076,0,0,264051
308,1732437261.141573906,1732437261.241804838,0,0,1.911050201,2.279546291,1.041573035,899,610,0.000000000,0.019534183,0.010593781,0.007221426,0.000000000,14,13,1,0.015572859,0,0,0,0,0,885,0,2945,11090,0,0,264936
309,1732437261.241673946,1732437261.341915131,0,0,1.869761671,2.271902004,1.019681307,920,641,0.000000000,0.019581383,0.010128289,0.007185187,0.000000000,17,16,1,0.018478261,0,0,0,0,0,903,0,2950,11107,0,0,265839
310,1732437261.341664076,1732437261.441952229,0,0,1.830540724,2.263214949,0.996334762,908,627,0.000000000,0.020680837,0.010511921,0.007939900,0.000000000,17,16,1,0.018722467,0,0,0,0,0,891,0,2951,11124,0,0,266730
311,1732437261.441683292,1732437261.541836739,0,0,1.790728226,2.253087013,0.975711161,891,617,0.000000000,0.019106434,0.010549614,0.007227248,0.000000000,23,22,1,0.025813692,0,0,0,0,0,868,0,2953,11147,0,0,267598
312,1732437261.541606903,1732437261.641875267,0,0,1.749125785,2.242479790,0.955617606,876,612,0.000000000,0.018653739,0.010138141,0.007196606,0.000000000,9,8,1,0.010273973,0,0,0,0,0,867,0,2956,11156,0,0,268465
313,1732437261.641624928,1732437261.741862297,0,0,1.702444246,2.234641503,0.934588949,889,622,0.000000000,0.019744075,0.010445047,0.007636739,0.000000000,9,8,1,0.010123735,0,0,0,0,0,880,0,2957,11165,0,0,269345
314,1732437261.741749763,1732437261.841839314,0,0,1.659060079,2.227872051,0.911885840,867,602,0.000000000,0.018321338,0.010328885,0.007121422,0.000000000,11,11,0,0.012687428,0,0,0,0,0,856,0,2960,11176,0,0,270201
315,1732437261.841589451,1732437261.941962719,0,0,1.617246483,2.221736712,0.888333419,869,606,0.000000000,0.019415163,0.010264232,0.007161355,0.000000000,14,14,0,0.016110472,0,0,0,0,0,855,0,2961,11190,0,0,271056
316,1732437261.941808462,1732437262.041837931,0,0,1.570602027,2.215880037,0.864530874,874,615,0.000000000,0.019027763,0.010684802,0.006655871,0.000000000,25,23,2,0.028604119,0,0,0,0,0,849,0,2964,11215,0,0,271905
317,1732437262.041626930,1732437262.141746759,0,0,1.526904379,2.212213670,0.839291591,865,600,0.000000000,0.017536433,0.009775207,0.006345909,0.000000000,16,16,0,0.018497110,0,0,0,0,0,849,0,2965,11231,0,0,272754
318,1732437262.141558647,1732437262.241862774,0,0,1.483687834,2.206252108,0.814663927,864,602,0.000000000,0.018537596,0.010006271,0.007067688,0.000000000,17,16,1,0.019675926,0,0,0,0,0,847,0,2966,11248,0,0,273601
319,1732437262.241609573,1732437262.341819286,0,0,1.440805298,2.197748000,0.788121115,850,599,0.000000000,0.017879759,0.009248199,0.006783865,0.000000000,11,11,0,0.012941176,0,0,0,0,0,839,0,2970,11259,0,0,274440
320,1732437262.341614962,1732437262.441966772,0,0,1.399068594,2.189438169,0.765715613,854,595,0.000000000,0.018366228,0.010550123,0.007613767,0.000000000,15,15,0,0.017564403,0,0,0,0,0,839,0,2971,11274,0,0,275279
321,1732437262.441717386,1732437262.541845322,0,0,1.354554904,2.186701074,0.743731900,859,590,0.000000000,0.016918159,0.009042827,0.006660337,0.000000000,12,12,0,0.013969732,0,0,0,0,0,847,0,2974,11286,0,0,276126
322,1732437262.541618586,1732437262.641782522,0,0,1.311557854,2.182643407,0.722900235,867,609,0.000000000,0.019144806,0.010862145,0.007607220,0.000000000,16,16,0,0.018454441,0,0,0,0,0,851,0,2976,11302,0,0,276977
323,1732437262.641594648,1732437262.741867781,0,0,1.273326557,2.176004606,0.703170070,842,579,0.000000000,0.017472812,0.010147211,0.006736235,0.000000000,22,22,0,0.026128266,0,0,0,0,0,820,0,2981,11324,0,0,277797
324,1732437262.741681337,1732437262.842019558,0,0,1.237009524,2.163109294,0.683029790,843,585,0.000000000,0.017128512,0.010008849,0.007300245,0.000000000,15,15,0,0.017793594,0,0,0,0,0,828,0,2982,11339,0,0,278625
325,1732437262.841788054,1732437262.941163540,0,0,1.201168184,2.157219320,0.665839980,831,573,0.000000000,0.017900780,0.011568678,0.007542020,0.000000000,21,21,0,0.025270758,0,0,0,0,0,810,0,2984,11360,0,0,279435
326,1732437262.941535234,1732437263.041863918,0,0,1.166193016,2.147326000,0.647362072,845,591,0.000000000,0.017661518,0.010320808,0.006772721,0.000000000,15,14,1,0.017751479,0,0,0,0,0,830,0,2986,11375,0,0,280265
327,1732437263.041631460,1732437263.141192675,0,0,1.131436227,2.138345594,0.630072200,846,577,0.000000000,0.018892133,0.010470121,0.006788946,0.000000000,18,17,1,0.021276596,0,0,0,0,0,828,0,2989,11393,0,0,281093
328,1732437263.141444445,1732437263.241917849,0,0,1.097248200,2.128221029,0.609522826,846,580,0.000000000,0.017813335,0.010117321,0.006638222,0.000000000,17,17,0,0.020094563,0,0,0,0,0,829,0,2990,11410,0,0,281922
329,1732437263.241686821,1732437263.341221094,0,0,1.063802969,2.112028288,0.595606786,838,566,0.000000000,0.018057224,0.010035601,0.006829414,0.000000000,20,18,2,0.023866348,0,0,0,0,0,818,0,2996,11430,0,0,282740
330,1732437263.341560602,1732437263.441974401,0,0,1.027497836,2.097952880,0.570914224,829,561,0.000000000,0.019621484,0.010594097,0.006703901,0.000000000,16,16,0,0.019300362,0,0,0,0,0,813,0,2999,11446,0,0,283553
331,1732437263.441737413,1732437263.541910410,0,0,0.993522822,2.084025277,0.553613654,806,540,0.000000000,0.018935407,0.010413351,0.006863622,0.000000000,14,13,1,0.017369727,0,0,0,0,0,792,0,3001,11460,0,0,284345
332,1732437263.541680336,1732437263.641864538,0,0,0.960450856,2.073867561,0.536160966,779,530,0.000000000,0.016723039,0.010121183,0.006762706,0.000000000,19,15,4,0.024390244,0,0,0,0,0,760,0,3005,11479,0,0,285105
333,1732437263.641636848,1732437263.741883516,0,0,0.929028388,2.057542958,0.518238498,780,527,0.000000000,0.017235938,0.010630972,0.006812423,0.000000000,13,13,0,0.016666667,0,0,0,0,0,767,0,3007,11492,0,0,285872
334,1732437263.741666794,1732437263.842023849,0,0,0.901166851,2.046470905,0.504131901,790,552,0.000000000,0.017326180,0.009793358,0.006550508,0.000000000,12,11,1,0.015189873,0,0,0,0,0,778,0,3012,11504,0,0,286650
335,1732437263.841770411,1732437263.941881657,0,0,0.876404476,2.033031062,0.490628337,765,547,0.000000000,0.015966371,0.009580409,0.006506896,0.000000000,16,16,0,0.020915033,0,0,0,0,0,749,0,3014,11520,0,0,287399
336,1732437263.941639423,1732437264.041974068,0,0,0.845004276,2.021295066,0.475212066,769,553,0.000000000,0.016944954,0.010748364,0.007027332,0.000000000,15,14,1,0.019505852,0,0,0,0,0,754,0,3016,11535,0,0,288153
337,1732437264.041770220,1732437264.141851425,0,0,0.816422577,2.004841911,0.458235460,738,533,0.000000000,0.017691359,0.010959988,0.007025987,0.000000000,13,13,0,0.017615176,0,0,0,0,0,725,0,3020,11548,0,0,288878
338,1732437264.141630411,1732437264.242022038,0,0,0.788721373,1.990460733,0.442750251,763,546,0.000000000,0.015824767,0.010276258,0.006561520,0.000000000,18,17,1,0.023591088,0,0,0,0,0,745,0,3022,11566,0,0,289623
339,1732437264.241811275,1732437264.341227293,0,0,0.757656733,1.978883171,0.427707139,764,559,0.000000000,0.018731201,0.010461533,0.006545892,0.000000000,16,16,0,0.020942408,0,0,0,0,0,748,0,3022,11582,0,0,290371
340,1732437264.341473341,1732437264.441849470,0,0,0.728794862,1.966494466,0.411600240,778,558,0.000000000,0.016412043,0.009057493,0.005816280,0.000000000,12,12,0,0.015424165,0,0,0,0,0,766,0,3023,11594,0,0,291137
341,1732437264.441622972,1732437264.542016268,0,0,0.706564166,1.954947322,0.398923944,771,556,0.000000000,0.016539223,0.009417819,0.006371728,0.000000000,17,16,1,0.022049287,0,0,0,0,0,754,0,3025,11611,0,0,291891
342,1732437264.541791916,1732437264.641291142,0,0,0.682156016,1.942779514,0.385115028,775,549,0.000000000,0.016038238,0.008897283,0.006021689,0.000000000,15,14,1,0.019354839,0,0,0,0,0,760,0,3029,11626,0,0,292651
343,1732437264.641544819,1732437264.741171360,0,0,0.661731760,1.927669068,0.370766777,792,578,0.000000000,0.016970344,0.009427411,0.006068703,0.000000000,16,16,0,0.020202020,0,0,0,0,0,776,0,3029,11642,0,0,293427
344,1732437264.741527319,1732437264.841972828,0,0,0.638191288,1.913514706,0.355578795,777,549,0.000000000,0.016560720,0.009795745,0.006721913,0.000000000,12,11,1,0.015444015,0,0,0,0,0,765,0,3031,11654,0,0,294192
345,1732437264.841717958,1732437264.942026138,0,0,0.615980101,1.899767216,0.341994913,777,561,0.000000000,0.016981377,0.010848209,0.006743661,0.000000000,14,14,0,0.018018018,0,0,0,0,0,763,0,3033,11668,0,0,294955
346,1732437264.941898346,1732437265.041861534,0,0,0.588408048,1.883239374,0.328813251,803,573,0.000000000,0.016403219,0.009887081,0.006308217,0.000000000,15,15,0,0.018679950,0,0,0,0,0,788,0,3035,11683,0,0,295743
347,1732437265.041648865,1732437265.142065048,0,0,0.562504484,1.865439373,0.315145990,781,553,0.000000000,0.018607292,0.010526231,0.006746018,0.000000000,11,11,0,0.014084507,0,0,0,0,0,770,0,3037,11694,0,0,296513
348,1732437265.141911030,1732437265.241961002,0,0,0.537914354,1.846059300,0.305006150,785,552,0.000000000,0.017684803,0.009888968,0.006425808,0.000000000,17,17,0,0.021656051,0,0,0,0,0,768,0,3040,11711,0,0,297281
349,1732437265.241751671,1732437265.341211319,0,0,0.511133036,1.828521248,0.289652712,808,567,0.000000000,0.017345120,0.010686069,0.006519016,0.000000000,21,19,2,0.025990099,0,0,0,0,0,787,0,3041,11732,0,0,298068
350,1732437265.341534615,1732437265.441989899,0,0,0.481685893,1.810938026,0.276901657,811,578,0.000000000,0.016837142,0.009680252,0.005988418,0.000000000,19,19,0,0.023427867,0,0,0,0,0,792,0,3038,11751,0,0,298860
351,1732437265.441725016,1732437265.541924238,0,0,0.459586820,1.792972764,0.265052831,804,568,0.000000000,0.016439898,0.010629024,0.006587953,0.000000000,18,18,0,0.022388060,0,0,0,0,0,786,0,3042,11769,0,0,299646
352,1732437265.541662216,1732437265.642037153,0,0,0.438740998,1.776788914,0.256378544,815,573,0.000000000,0.017524285,0.010888453,0.006942293,0.000000000,9,9,0,0.011042945,0,0,0,0,0,806,0,3045,11778,0,0,300452
353,1732437265.641897202,1732437265.741944790,0,0,0.417822459,1.763696590,0.243932569,817,575,0.000000000,0.017346913,0.010210444,0.006560678,0.000000000,22,21,1,0.026927785,0,0,0,0,0,795,0,3049,11800,0,0,301247
354,1732437265.741697788,1732437265.841980934,0,0,0.404054972,1.748581992,0.234740878,819,577,0.000000000,0.019359027,0.011364822,0.007697947,0.000000000,15,15,0,0.018315018,0,0,0,0,0,804,0,3051,11815,0,0,302051
355,1732437265.841740608,1732437265.941910028,0,0,0.387223686,1.731065514,0.223677711,838,586,0.000000000,0.018155953,0.010929026,0.007547294,0.000000000,13,12,1,0.015513126,0,0,0,0,0,825,0,3054,11828,0,0,302876
356,1732437265.941692829,1732437266.041926384,0,0,0.366482164,1.712434014,0.212250714,845,583,0.000000000,0.018335546,0.011746639,0.007517894,0.000000000,14,14,0,0.016568047,0,0,0,0,0,831,0,3055,11842,0,0,303707
