frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_measurement_noise_scale,transition_guard_armed,transition_guard_pause_frames_remaining,transition_guard_recovery_streak,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
1388,1624181235.458313465,1624181235.558099270,1393,1392,0,0.615911904,0.751094391,1,0,0,0,1,-15.920616011,0.282735017,-31.441946735,-0.022713488,0.053641598,0.998217013,-0.013018090,1639,818,0.499084808,0.125639459,0.080814670,0.060435347,0.208623549,134.282506932,1467,0.839593616,202.466980112,488.625247548,540.591606505,0.164382266,0.138014301,0,0,0,1.000000000,1,0,0,0.000002287,0.000002972,0.000011903,0.135693322,-0.248120465,-0.959178585,0.000000002,0.000000006,0.000000015,0.350818731,0.935887356,0.032265677,0.350000000,0.407040616,0.341569952,9.363899716,0.072495797,94.510794858,0,0.228301418,0.177994777,667,587,80,0.406955461,219,0,0,0,0,0,752,220,245568,514575,165769,27,0,2119487
1389,1624181235.558310986,1624181235.658133984,1394,1393,0,0.664227006,0.796596873,1,0,1,1,1,-16.147046459,0.104430393,-31.371198656,-0.011061123,0.034922499,0.999251615,-0.012420981,1544,766,0.496113990,0.159581271,0.102275052,0.071933791,0.247579812,124.552009114,1396,0.829899064,209.027310023,441.039389411,508.472393718,0.180423182,0.149733030,0,0,0,1.000000000,1,0,0,0.000002273,0.000003014,0.000012445,0.134021706,-0.181020138,-0.974304825,0.000000002,0.000000004,0.000000015,0.274170623,0.961302783,0.026970884,0.400000000,0.403178964,0.330855665,9.260714686,0.075185775,97.780670652,1,0.226833005,0.177392959,180,151,29,0.116580311,262,392,2,0,39,0,706,658,245650,514755,166423,29,0,2120193
1390,1624181235.658308506,1624181235.758190155,1395,1394,0,0.512808677,0.765828223,1,0,0,0,1,-16.419822809,-0.207510133,-31.376466634,-0.000361964,0.014861991,0.999831865,-0.010734604,1482,701,0.473009447,0.104751268,0.077655636,0.046746691,0.230418216,121.438230329,1358,0.820697271,171.342048659,451.107509199,492.057336168,0.153737989,0.126172348,0,0,0,1.000000000,1,0,0,0.000002414,0.000003033,0.000013422,0.132748951,-0.149247883,-0.979848348,0.000000003,0.000000006,0.000000018,0.356845741,0.932569409,0.054547363,0.400000000,0.399921638,0.331580490,9.270347389,0.076575813,100.420673527,0,0.223179609,0.175123317,447,405,42,0.301619433,140,0,0,0,0,0,893,142,245919,515202,166563,29,0,2121086
1391,1624181235.758306026,1624181235.858254433,1396,1395,0,0.412214595,0.457386624,1,0,0,0,1,-16.654499294,-0.549291970,-31.372272495,0.015307839,-0.006785439,0.999807572,-0.010219963,1536,696,0.453125000,0.095974789,0.065846302,0.041733676,0.233561088,97.828700734,1424,0.801877404,208.403841276,449.926226075,483.543356646,0.182510458,0.146351012,0,0,0,1.000000000,1,0,0,0.000002209,0.000003379,0.000011096,0.112531070,-0.053662729,-0.992198100,0.000000003,0.000000007,0.000000014,0.347603316,0.936620858,0.043741314,0.400000000,0.394514253,0.333996787,9.285826013,0.073032731,101.883342306,0,0.220946601,0.174092478,437,405,32,0.284505208,120,0,0,0,0,0,978,121,246089,515639,166683,29,0,2122064
1392,1624181235.858303785,1624181235.958286047,1397,1396,0,0.297339149,0.367704127,1,0,0,0,1,-16.873610988,-0.878915158,-31.351366586,0.027423366,-0.019996604,0.999378805,-0.009492048,1574,654,0.415501906,0.094812859,0.057021019,0.042003525,0.292463685,77.861488273,1471,0.787634139,238.851730138,421.468679982,498.289408372,0.206153725,0.162373712,0,0,0,1.000000000,1,0,0,0.000002124,0.000003411,0.000008680,0.082568651,0.000800676,-0.996585057,0.000000003,0.000000005,0.000000011,0.391487086,0.920174584,-0.004073922,0.400000000,0.382918362,0.345989219,9.303923562,0.069823743,102.462674353,0,0.218479421,0.172815225,353,329,24,0.224269377,104,0,0,0,0,0,1115,106,246252,515992,166787,29,0,2123179
1393,1624181235.958301306,1624181236.058325768,1398,1397,0,0.245649565,0.293805472,1,0,0,0,1,-17.107830645,-1.169177497,-31.330684030,0.040668708,-0.030804050,0.998658275,-0.008877818,1592,600,0.376884422,0.097834009,0.060692959,0.042517857,0.343768498,69.865308271,1447,0.775125686,254.956363320,389.320610637,477.329894112,0.227313483,0.176196519,0,0,0,1.000000000,1,0,0,0.000002181,0.000003708,0.000007164,-0.045183633,-0.081397842,0.995656984,0.000000003,0.000000007,0.000000009,-0.171092224,-0.980562288,-0.096047126,0.400000000,0.376513944,0.355537439,9.300161658,0.065928133,102.260492983,0,0.215936908,0.171347908,390,360,30,0.244974874,95,0,0,0,0,0,1104,98,246417,516382,166882,29,0,2124283
1394,1624181236.058298826,1624181236.158395767,1399,1398,0,0.314077274,0.388196740,1,0,0,0,1,-17.329464748,-1.418251012,-31.294523951,0.052858359,-0.036145935,0.997908454,-0.008842118,1624,555,0.341748768,0.097389884,0.065816727,0.044827687,0.308296422,72.192872947,1470,0.760701710,258.392961274,388.737078879,471.101473690,0.231072866,0.175777525,0,0,0,1.000000000,1,0,0,0.000002297,0.000003896,0.000007135,-0.030053376,-0.091041100,0.995393547,0.000000003,0.000000008,0.000000011,0.402033761,0.914143250,0.052067018,0.400000000,0.355059209,0.368835424,9.252021454,0.065201495,101.124249317,0,0.212579830,0.169075668,410,372,38,0.252463054,82,0,0,0,0,0,1131,83,246611,516792,166964,29,0,2125414
1395,1624181236.158296347,1624181236.258373260,1400,1399,0,0.267600700,0.335545045,1,0,0,0,1,-17.570330226,-1.628500741,-31.263855690,0.066653510,-0.039688405,0.996947599,-0.008810512,1615,519,0.321362229,0.097862234,0.067810378,0.040313715,0.362571498,69.653389655,1476,0.755040278,273.864587265,381.849110380,458.725752136,0.245742007,0.185545113,0,0,0,1.000000000,1,0,0,0.000002456,0.000004005,0.000006825,-0.027349815,-0.183700594,0.982601689,0.000000003,0.000000008,0.000000009,-0.906932948,-0.418702560,0.046484330,0.350000000,0.342652188,0.353863038,9.197755567,0.064622922,99.439942616,0,0.210730757,0.167632886,431,385,46,0.266873065,75,0,0,0,0,0,1107,77,246844,517223,167039,29,0,2126521
1396,1624181236.258293867,1624181236.358297348,1401,1400,0,0.107792477,0.170701451,1,0,0,0,1,-17.828712995,-1.804722421,-31.247903352,0.076932833,-0.039845064,0.996203800,-0.008467534,1726,541,0.313441483,0.130214540,0.087335934,0.053889476,0.364301460,64.875412732,1571,0.746810247,291.302008510,399.226003613,482.710885944,0.248288741,0.185424576,0,0,0,1.000000000,1,0,0,0.000002503,0.000003799,0.000006156,-0.028092579,0.280064897,-0.959569935,0.000000003,0.000000008,0.000000009,0.916663045,0.394738521,-0.062532882,0.300000000,0.335184123,0.302052991,9.102207186,0.063723180,97.489599697,0,0.208249203,0.165362971,459,407,52,0.265932793,117,0,0,0,0,0,1149,118,247098,517682,167156,29,0,2127670
1397,1624181236.358291626,1624181236.458192348,1402,1401,0,0.064885504,0.102803363,1,0,0,0,1,-18.094652332,-1.958554400,-31.227019224,0.084112513,-0.039543155,0.995634241,-0.008595512,1767,514,0.290888512,0.127863158,0.083608185,0.050611916,0.267893700,73.947825611,1608,0.753745833,280.413177663,419.614315017,511.995806426,0.231359560,0.174386305,0,0,0,1.000000000,1,0,0,0.000002470,0.000004000,0.000006634,-0.074427994,0.289430600,-0.954301002,0.000000002,0.000000008,0.000000011,0.900434204,0.433598786,-0.034789889,0.250000000,0.306215284,0.294087144,8.994057870,0.061797065,95.519766149,0,0.204978278,0.162948452,538,476,62,0.304470855,106,0,0,0,0,0,1122,107,247346,518220,167262,29,0,2128792
1398,1624181236.458289146,1624181236.558153629,1403,1402,0,0.201233954,0.283565917,1,0,0,0,1,-18.355583964,-2.092041570,-31.214820624,0.091452600,-0.039613381,0.994972706,-0.009824235,1758,503,0.286120592,0.110116515,0.069391287,0.047942518,0.293714730,67.672459305,1608,0.744822601,270.820728479,432.907966570,493.946046637,0.226122101,0.168420851,0,0,0,1.000000000,1,0,0,0.000002706,0.000003920,0.000006787,0.135599599,-0.262419954,0.955378729,0.000000004,0.000000007,0.000000010,0.554604441,0.831608615,-0.029000441,0.250000000,0.285275292,0.297883360,8.040695942,0.048233477,93.541585749,0,0.201182556,0.160233737,473,428,45,0.269055745,96,0,0,0,0,0,1189,96,247596,518693,167358,29,0,2129981
1399,1624181236.558286667,1624181236.658196926,1404,1403,0,0.203349712,0.244381823,1,0,0,0,1,-18.645977214,-2.216770989,-31.206437826,0.096464992,-0.037792407,0.994569009,-0.009936052,1763,493,0.279636982,0.100488767,0.075627296,0.045376549,0.274054972,74.294889388,1611,0.734030437,271.666388469,416.696709572,494.159936751,0.229734543,0.168632147,0,0,0,1.000000000,1,0,0,0.000002678,0.000003915,0.000007099,0.148307531,-0.226435793,0.962669054,0.000000003,0.000000010,0.000000011,0.120934540,-0.990885486,-0.059336255,0.200000000,0.280160163,0.246508363,7.744455469,0.046692077,94.125539601,0,0.198919406,0.157786992,461,420,41,0.261486103,76,0,0,0,0,0,1225,77,247821,519154,167434,29,0,2131206
1400,1624181236.658284187,1624181236.758187771,1405,1404,0,0.152263342,0.239352802,1,0,0,0,1,-18.926719459,-2.316970357,-31.161125580,0.102177218,-0.032535803,0.994182428,-0.010126123,1806,491,0.271871539,0.105311370,0.079171580,0.048987309,0.306611348,71.343579869,1644,0.733110231,280.222588993,443.564688885,481.445941572,0.232504867,0.170451696,0,0,0,1.000000000,1,0,0,0.000002764,0.000003848,0.000006881,0.129295635,-0.198451053,0.971545068,0.000000003,0.000000008,0.000000012,0.991654286,0.016874166,-0.127816430,0.150000000,0.271595210,0.192690292,7.529254830,0.044598837,94.702394595,0,0.197641504,0.155942143,473,425,48,0.261904762,87,0,0,0,0,0,1245,88,248079,519627,167521,29,0,2132451
1401,1624181236.758281708,1624181236.858248711,1406,1405,0,0.149716974,0.182456908,1,0,0,0,1,-19.218427456,-2.412663687,-31.086689511,0.105270307,-0.028322897,0.993985499,-0.010430891,1861,537,0.288554541,0.112209109,0.080134960,0.053007062,0.275020030,71.834594597,1673,0.748011058,276.727096920,450.946276459,523.749126088,0.221130032,0.165407709,0,0,0,1.000000000,1,0,0,0.000002517,0.000003695,0.000006752,0.171501676,-0.154954506,0.972921516,0.000000003,0.000000009,0.000000010,-0.120943079,-0.992334235,0.025407444,0.100000000,0.271536227,0.161523611,6.920566863,0.035363342,93.948702058,0,0.198359021,0.155788105,526,469,57,0.282643740,89,0,0,0,0,0,1245,90,248370,520153,167610,29,0,2133696
1402,1624181236.858279467,1624181236.958216906,1407,1406,0,0.312836852,0.400572052,1,0,0,0,1,-19.538277545,-2.491200644,-31.039474903,0.099728352,-0.024082096,0.994671609,-0.010134053,1826,528,0.289156627,0.131997457,0.092544447,0.059173123,0.270733350,72.475061563,1641,0.744803508,287.394854740,427.563265881,507.264435725,0.235141181,0.175133976,0,0,0,1.000000000,1,0,0,0.000002473,0.000003852,0.000007058,0.225730186,-0.184730978,0.956514688,0.000000003,0.000000007,0.000000012,0.544109785,0.838425975,-0.031407404,0.050000000,0.275039272,0.146870292,6.881066822,0.033063150,92.264550168,0,0.201978680,0.157774980,596,537,59,0.326396495,106,0,0,0,0,0,1123,107,248680,520749,167716,29,0,2134819
1403,1624181236.958276987,1624181237.058134317,1408,1407,0,0.312112713,0.380592919,1,0,0,0,1,-19.851536017,-2.563466404,-30.977740650,0.092615346,-0.020944626,0.995430919,-0.010050122,1831,507,0.276897870,0.133358966,0.086964829,0.051751905,0.256677810,75.839169882,1658,0.748696122,278.356895076,462.882697271,500.098578446,0.224239375,0.167887150,0,0,0,1.000000000,1,0,0,0.000002583,0.000003830,0.000007143,0.214610400,-0.135793593,0.967213770,0.000000002,0.000000007,0.000000011,0.399066514,0.916258889,0.034864971,0.050000000,0.276636037,0.150523779,6.479114024,0.030340053,90.998646744,0,0.205386673,0.159721173,667,590,77,0.364281813,121,0,0,0,0,0,1043,121,249016,521416,167837,29,0,2135862
1404,1624181237.058274508,1624181237.158116579,1408,1408,0,0.263100584,0.339173334,1,0,0,0,1,-20.201259877,-2.636491746,-30.972094074,0.080677826,-0.016154468,0.996552673,-0.010624998,1815,547,0.301377410,0.097101969,0.065294081,0.044565495,0.192446850,87.664782703,1661,0.749730345,244.236811253,477.341500157,523.723791311,0.196126555,0.147042030,0,0,0,1.000000000,1,0,0,0.000002538,0.000003686,0.000007589,0.141607372,-0.086937696,0.986097961,0.000000002,0.000000010,0.000000012,-0.061297710,-0.998027523,-0.013551909,0.050000000,0.274764459,0.155243480,6.419081693,0.029436020,89.203920379,0,0.207348788,0.160524022,441,412,29,0.242975207,90,0,0,0,0,0,1279,95,249235,521857,167927,29,0,2137141
1405,1624181237.158272028,1624181237.258111238,1410,1409,0,0.307302919,0.351160293,1,0,0,0,1,-20.581736807,-2.712824136,-30.946846987,0.068837727,-0.012650878,0.997491436,-0.010590412,1694,568,0.335301063,0.091635062,0.061674552,0.037770935,0.266744644,75.066909091,1560,0.752590101,250.226857058,444.260505937,479.553195220,0.213133060,0.160401831,0,0,0,1.000000000,1,0,0,0.000002440,0.000003612,0.000006993,0.080966391,-0.105482971,0.991119461,0.000000003,0.000000008,0.000000010,0.911534704,0.410458613,-0.025064124,0.050000000,0.277305876,0.156265155,6.452737864,0.027823132,86.002826970,0,0.210360503,0.162174254,402,369,33,0.237308146,81,0,0,0,0,0,1209,83,249407,522259,168008,29,0,2138350
1406,1624181237.258269548,1624181237.358104467,1411,1410,0,0.337990710,0.484435013,1,0,0,0,1,-20.952524703,-2.780053940,-30.940066995,0.053404193,-0.007498076,0.998489067,-0.010552476,1645,543,0.330091185,0.083874374,0.058217273,0.038540175,0.366908793,76.641462336,1531,0.757404982,264.756491922,436.552251228,458.278284072,0.228319639,0.172930432,0,0,0,1.000000000,1,0,0,0.000002507,0.000003597,0.000006495,0.007390671,-0.038911552,0.999215327,0.000000002,0.000000007,0.000000009,0.692212137,0.721039266,0.030736534,0.050000000,0.283002480,0.167716054,6.498333958,0.026974263,83.934848868,0,0.213068596,0.163529904,366,339,27,0.222492401,78,0,0,0,0,0,1201,78,249580,522625,168086,29,0,2139551
1407,1624181237.358267069,1624181237.458164215,1412,1411,0,0.566041158,0.630573006,1,0,0,0,1,-21.302738958,-2.837633575,-30.935627470,0.030470068,-0.004823833,0.999473817,-0.010019669,1535,507,0.330293160,0.117574411,0.084166444,0.046999371,0.254395320,83.194353310,1411,0.765862259,230.266564466,409.395425682,440.969656688,0.213085157,0.163193880,0,0,0,1.000000000,1,0,0,0.000002650,0.000003778,0.000007371,-0.025591320,-0.036077099,0.999021285,0.000000003,0.000000007,0.000000013,0.582613591,0.810895561,-0.054861575,0.050000000,0.280839289,0.165443516,6.538368393,0.023029831,83.126250332,0,0.214526039,0.163973807,392,350,42,0.255374593,94,0,0,0,0,0,1048,95,249804,523017,168180,29,0,2140599
1408,1624181237.458264828,1624181237.558275461,1413,1412,0,0.866673280,1.025790417,1,0,0,0,1,-21.630684075,-2.882273289,-30.921153898,-0.001726807,-0.002329418,0.999946473,-0.009931962,1463,579,0.395762133,0.142374673,0.092690648,0.061648567,0.216920791,81.412960874,1332,0.794920444,223.253133712,398.186928188,437.393969999,0.210848090,0.167607458,0,0,0,1.000000000,1,0,0,0.000002649,0.000003609,0.000007560,-0.001608256,0.004436581,0.999988865,0.000000002,0.000000007,0.000000012,-0.107132349,-0.994242944,-0.001904710,0.050000000,0.281254151,0.173282044,6.572890548,0.020682073,80.482773029,0,0.216849331,0.165453465,466,421,45,0.318523582,156,0,0,0,0,0,838,159,250061,523483,168336,29,0,2141437
1409,1624181237.558262348,1624181237.658341169,1414,1413,0,0.499821766,0.936702674,1,0,0,0,1,-21.955329624,-2.912164269,-30.846749862,-0.021897264,-0.002171214,0.999697098,-0.011023043,1313,526,0.400609292,0.133487932,0.108210723,0.065636827,0.181278165,106.345206813,1208,0.796006932,164.073452320,377.027684375,420.475237163,0.170629663,0.135822394,0,0,0,1.000000000,1,0,0,0.000003004,0.000004161,0.000009320,0.037623015,0.008999943,-0.999251475,0.000000003,0.000000008,0.000000017,0.242431711,0.969806954,0.026482764,0.000000000,0.277939068,0.152031899,6.492874593,0.018666530,79.572432914,0,0.216359655,0.164757933,342,309,33,0.260472201,147,0,0,0,0,0,824,147,250271,523825,168483,29,0,2142261
1410,1624181237.658259869,1624181237.758284807,1415,1414,0,0.101193100,0.241082789,1,0,0,0,1,-22.334113458,-2.923085385,-30.814715142,-0.035393706,-0.002128363,0.999309997,-0.011058255,1245,531,0.426506024,0.139681547,0.080998830,0.053354381,0.155964083,157.293440387,1110,0.820102527,144.254787834,356.446047250,409.612969501,0.158467099,0.129959268,0,0,0,1.000000000,1,0,0,0.000003393,0.000004199,0.000012853,0.128976454,-0.022445497,-0.991393602,0.000000003,0.000000008,0.000000023,0.158106730,0.984591581,0.074710649,0.000000000,0.274216362,0.159585349,6.458552646,0.017883680,81.365193417,0,0.216596110,0.164947279,455,375,80,0.365461847,119,0,0,0,0,0,671,119,250534,524280,168602,29,0,2142932
1411,1624181237.758257389,1624181237.858182669,1415,1415,0,0.204339966,0.252090102,1,0,1,1,1,-22.795658078,-2.947023995,-30.822942402,-0.039411860,-0.000647363,0.999163778,-0.010864214,1152,479,0.415798611,0.186794369,0.164514696,0.088119256,0.171976032,186.086511019,1021,0.803738995,136.974192476,317.017540920,366.625780402,0.166915999,0.134156898,0,0,0,1.000000000,1,0,0,0.000003597,0.000004537,0.000018110,0.186774111,-0.022724619,-0.982140022,0.000000002,0.000000006,0.000000025,-0.014672681,-0.999556771,-0.025903156,0.050000000,0.271137109,0.203951689,6.524434424,0.017608204,85.778083931,1,0.215816387,0.164337574,104,83,21,0.090277778,135,305,0,0,50,9,596,452,250613,524384,169051,29,0,2143528
1412,1624181237.858254910,1624181237.958103657,1417,1416,0,0.177525009,0.244267867,1,0,0,0,1,-23.194872993,-3.001060092,-30.822697380,-0.042334790,0.000466875,0.999046520,-0.010658279,1158,479,0.413644214,0.122518668,0.102871096,0.061493283,0.117197915,156.210139173,1048,0.797354902,122.729831902,319.774963266,393.123141644,0.146871384,0.117108618,0,0,0,1.000000000,1,0,0,0.000003934,0.000004835,0.000020476,0.178761567,-0.034721416,-0.983279576,0.000000002,0.000000007,0.000000032,0.024344561,0.999253667,0.029990846,0.050000000,0.262373821,0.197252085,6.553740886,0.017717814,89.695516476,0,0.212852270,0.162074319,387,345,42,0.334196891,105,0,0,0,0,0,666,105,250808,524771,169156,29,0,2144194
1413,1624181237.958252668,1624181238.058162928,1418,1417,0,0.074302003,0.155308249,1,0,0,0,1,-23.464983304,-3.046585479,-30.830997955,-0.041815769,0.002832632,0.999066059,-0.010508400,1228,604,0.491856678,0.109315364,0.088968465,0.048972577,0.120158075,158.910253386,1117,0.810157347,110.313580840,395.585990309,399.046185657,0.121900766,0.098758801,0,0,0,1.000000000,1,0,0,0.000003368,0.000004316,0.000020482,0.158706822,-0.082005600,-0.983914237,0.000000003,0.000000008,0.000000022,0.215447941,0.975645821,0.041199718,0.050000000,0.251193299,0.193215000,6.492425811,0.016537616,94.147763732,0,0.207581634,0.158202433,274,245,29,0.223127036,119,0,0,0,0,0,833,121,250948,525045,169275,29,0,2145027
1414,1624181238.058250189,1624181238.158151150,1419,1418,0,0.169214813,0.230467156,1,0,0,0,1,-23.708983433,-3.110748584,-30.857980391,-0.042109025,0.003760763,0.999045864,-0.010956668,1229,589,0.479251424,0.122055802,0.081886927,0.060230033,0.166168055,175.530826331,1143,0.808657185,136.592743992,383.406923130,404.295495883,0.147780438,0.119503713,0,0,0,1.000000000,1,0,0,0.000002976,0.000004434,0.000022101,0.155427203,-0.081028720,-0.984518528,0.000000003,0.000000008,0.000000019,0.263304027,0.963937579,0.038669538,0.050000000,0.244086881,0.186929320,6.424972058,0.016044137,99.314661401,0,0.203417013,0.155388742,314,278,36,0.255492270,125,0,0,0,0,0,789,126,251089,525359,169400,29,0,2145816
1415,1624181238.158247709,1624181238.258207798,1420,1419,0,0.151205743,0.232786401,1,0,0,0,1,-23.896986136,-3.126576283,-30.815227635,-0.044886685,0.002965061,0.998919384,-0.011681563,1209,573,0.473945409,0.093842703,0.074518012,0.040854375,0.136294128,169.781676176,1112,0.809156135,121.881516236,382.968689163,394.931416966,0.135456774,0.109605680,0,0,0,1.000000000,1,0,0,0.000002938,0.000004430,0.000022372,0.129591337,-0.096808087,-0.986830421,0.000000003,0.000000009,0.000000019,0.153542352,0.987341677,0.039763800,0.050000000,0.232773013,0.189024069,6.305261524,0.017242032,104.321075727,0,0.197902751,0.151591771,245,224,21,0.202646816,79,0,0,0,0,0,884,80,251203,525604,169479,29,0,2146700
1416,1624181238.258245230,1624181238.358241796,1421,1420,0,0.256670774,0.311379866,1,0,0,0,1,-24.116655955,-3.150155742,-30.761489502,-0.034927140,0.002958153,0.999308547,-0.012400492,1205,543,0.450622407,0.106668491,0.071013082,0.043357051,0.192664932,150.270736431,1096,0.807530838,139.702848346,327.019760995,418.331189179,0.157846730,0.127466103,0,0,0,1.000000000,1,0,0,0.000003224,0.000004258,0.000021268,0.148735693,-0.096345328,-0.984172379,0.000000003,0.000000006,0.000000022,0.269871293,0.961214492,0.056887478,0.050000000,0.224191186,0.191149836,6.224699491,0.017762563,108.590841912,0,0.193380651,0.148693847,342,311,31,0.283817427,96,0,0,0,0,0,765,98,251419,525946,169575,29,0,2147465
1417,1624181238.358242750,1624181238.458210945,1422,1421,0,0.291040075,0.332120284,1,0,0,0,1,-24.355512907,-3.170288544,-30.769084113,-0.034142956,0.003855172,0.999337276,-0.012016905,1198,542,0.452420701,0.111974116,0.089886481,0.050503683,0.133704021,170.199999029,1108,0.799762059,123.466511973,331.583313860,431.086535251,0.139331278,0.111431870,0,0,0,1.000000000,1,0,0,0.000003376,0.000004286,0.000021749,0.148403281,-0.081343246,-0.985575843,0.000000003,0.000000008,0.000000023,0.088459021,0.995227307,0.041202043,0.050000000,0.217481702,0.191872433,6.171175873,0.015335107,113.403450583,0,0.188779237,0.145546125,335,304,31,0.279632721,90,0,0,0,0,0,770,93,251561,526281,169665,29,0,2148235
1418,1624181238.458240509,1624181238.558230639,1423,1422,0,0.346743128,0.421128776,1,0,0,0,1,-24.525443614,-3.181053833,-30.735416702,-0.023808060,0.005943714,0.999624005,-0.012235091,1247,567,0.454691259,0.084744730,0.058488492,0.035188092,0.111919270,189.313811058,1151,0.800901229,123.463645235,386.067383925,412.306285339,0.133932141,0.107266416,0,0,0,1.000000000,1,0,0,0.000003385,0.000004479,0.000023350,0.141598423,-0.066352773,-0.987697928,0.000000003,0.000000010,0.000000025,0.225610246,0.973990457,0.021038232,0.050000000,0.208391929,0.203192122,6.028585726,0.015451938,119.485518171,0,0.184169739,0.142488404,255,218,37,0.204490778,64,0,0,0,0,0,928,64,251685,526536,169729,29,0,2149163
1419,1624181238.558238029,1624181238.658208370,1424,1423,0,0.284668198,0.333897729,1,0,0,0,1,-24.683797243,-3.206379313,-30.733812427,-0.010799046,0.008269516,0.999842336,-0.011414848,1303,605,0.464313124,0.081952915,0.059451086,0.037193660,0.151176139,162.379068262,1210,0.792421054,132.857795031,395.123905819,430.847773930,0.138562485,0.109799831,0,0,0,1.000000000,1,0,0,0.000002929,0.000004509,0.000021971,0.126013032,-0.104025831,-0.986559346,0.000000003,0.000000008,0.000000020,0.289081975,0.956626702,0.036013403,0.050000000,0.202247988,0.213036517,5.887448017,0.017000603,123.889727114,0,0.179611136,0.139546788,246,220,26,0.188795088,71,0,0,0,0,0,986,71,251820,526782,169800,29,0,2150149
1420,1624181238.658235550,1624181238.758174181,1425,1424,0,0.224324128,0.290657128,1,0,0,0,1,-24.858300562,-3.228703041,-30.743030430,0.002637454,0.008775817,0.999894742,-0.011248767,1275,597,0.468235294,0.081061168,0.060668905,0.036807358,0.205519864,144.045305052,1179,0.796993714,129.300129014,374.669057621,435.686401658,0.137603746,0.109669321,0,0,0,1.000000000,1,0,0,0.000002683,0.000004176,0.000018174,0.113560050,-0.099726720,-0.988513377,0.000000003,0.000000006,0.000000015,0.162749897,0.985965908,0.037198110,0.050000000,0.197193413,0.224443136,5.747716858,0.017512060,127.524813374,0,0.174866080,0.136507669,263,237,26,0.206274510,72,0,0,0,0,0,937,75,251942,527045,169872,29,0,2151086
1421,1624181238.758233070,1624181238.858137608,1426,1425,0,0.155499767,0.214863345,1,0,0,0,1,-25.033837156,-3.249691583,-30.739671791,0.014058344,0.009551129,0.999791467,-0.011320862,1428,581,0.406862745,0.079506367,0.056225381,0.036419648,0.192722136,132.555228329,1341,0.787379213,159.187350501,410.747337550,485.940836842,0.150763368,0.118707942,0,0,0,1.000000000,1,0,0,0.000002678,0.000003893,0.000015535,0.090166534,-0.085069983,-0.992286800,0.000000002,0.000000009,0.000000016,0.434916131,0.900469296,0.001733669,0.050000000,0.193078519,0.237431507,5.591817552,0.015749876,130.560845060,0,0.171347747,0.134172681,334,304,30,0.233893557,72,0,0,0,0,0,1020,74,252094,527379,169944,29,0,2152106
1422,1624181238.858230591,1624181238.958161354,1427,1426,0,0.071268549,0.120738760,1,0,0,0,1,-25.219329946,-3.286188794,-30.742929447,0.020862906,0.010362944,0.999664307,-0.011341167,1410,617,0.437588652,0.085574756,0.061941070,0.039646622,0.184597142,118.215244846,1306,0.789754326,153.024882535,412.650752620,465.743514207,0.148363430,0.117170660,0,0,0,1.000000000,1,0,0,0.000002561,0.000003709,0.000013660,0.079180885,-0.098805193,-0.991951572,0.000000003,0.000000008,0.000000015,0.314469082,0.948767072,0.030825973,0.050000000,0.188771708,0.244492207,5.453535243,0.014700675,132.847854224,0,0.167008859,0.131274515,266,237,29,0.188652482,77,0,0,0,0,0,1067,77,252227,527645,170021,29,0,2153173
1423,1624181238.958228350,1624181239.058157682,1428,1427,0,0.050773959,0.102349559,1,0,0,0,1,-25.390653885,-3.314048826,-30.737185671,0.025796543,0.009425603,0.999556997,-0.011467623,1435,577,0.402090592,0.076979211,0.057206922,0.031923954,0.215395069,108.515921366,1333,0.780321959,174.617457850,418.854562861,446.697150548,0.167874095,0.130995842,0,0,0,1.000000000,1,0,0,0.000002504,0.000003846,0.000011884,0.066053707,-0.100289847,-0.992763242,0.000000003,0.000000008,0.000000013,0.330403497,0.943423019,0.028045272,0.050000000,0.186707571,0.254460682,5.269893357,0.014700491,134.481691799,0,0.164190595,0.129429949,288,268,20,0.200696864,66,0,0,0,0,0,1079,68,252350,527933,170087,29,0,2154252
