frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_conservative_selected,transition_guard_measurement_noise_scale,transition_guard_pause_frames_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation,lidar_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,transition_guard_conservative_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
1555,1624181255.057836533,1624181255.157654285,1560,1559,0,0.105809441,0.203687284,1,0,1,1,1,-73.799122943,-9.543986436,-27.025504882,0.069981199,0.001194718,0.997492272,-0.010505821,764,283,0.370418848,0.153929078,0.098062396,0.072353595,0.154975537,224.666117780,688,0.799469597,96.810228393,204.111389825,249.113464460,0.176007370,0.140712541,0,0,0,0,1.000000000,0,1,0.091497739,0.011594428,0.091497739,0.011594428,0.113137393,0.030000000,0.965733849,0.153929078,0.000000000,0.000004694,0.000005431,0.000037677,0.067095966,-0.143001576,-0.987445533,0.000000003,0.000000010,0.000000019,0.608324590,0.787945903,-0.095301875,0.050000000,0.178177273,0.212875767,3.040938524,0.014062843,201.188110628,1,0.174946971,0.134701602,94,59,35,0.123036649,87,178,0,0,50,11,392,278,254679,526098,175259,218,0,2112699
1556,1624181255.157834053,1624181255.257676840,1561,1560,0,0.171777288,0.207746350,1,0,1,1,1,-73.874929185,-9.618758110,-26.953446775,0.069161732,0.000990023,0.997547078,-0.010747196,747,254,0.340026774,0.171185125,0.107674359,0.072494707,0.169176706,209.524725347,657,0.797459108,99.245249149,175.442604449,249.242780462,0.189424406,0.151058218,0,0,0,0,1.000000000,0,1,0.050626192,0.014982358,0.050626192,0.014982358,0.116018005,0.030000000,1.053364350,0.171185125,0.000000000,0.000004674,0.000005899,0.000039878,0.054221243,-0.173681866,-0.983308022,0.000000003,0.000000011,0.000000019,0.666699827,0.743324600,-0.054588265,0.100000000,0.175489124,0.247537816,2.974932628,0.014489207,202.941422343,2,0.175147313,0.135220319,108,84,24,0.144578313,82,216,0,0,50,12,329,310,254751,526206,175569,218,0,2113028
1557,1624181255.257831573,1624181255.357673407,1562,1561,0,0.133897915,0.186915261,1,0,0,0,1,-74.069016041,-9.685824113,-26.915810508,0.067436548,0.001708713,0.997660045,-0.011127764,745,278,0.373154362,0.129004649,0.077768668,0.050793311,0.184566603,168.983540022,694,0.788021876,100.783476104,197.018280145,249.085425975,0.184285680,0.145221147,0,0,0,0,1.000000000,0,1,0.093409202,0.008936744,0.093409202,0.008936744,0.118270575,0.030000000,1.011156059,0.129004649,0.000000000,0.000004762,0.000005561,0.000036998,0.032112213,-0.176633192,-0.983752774,0.000000003,0.000000010,0.000000018,0.632004247,0.774833273,-0.014283909,0.100000000,0.175749732,0.244377649,2.997127564,0.014851152,201.769832331,0,0.175338740,0.135735268,260,225,35,0.348993289,61,0,0,0,0,0,422,63,254891,526466,175630,218,0,2113450
1558,1624181255.357829094,1624181255.457715988,1563,1562,0,0.098391350,0.143467626,1,0,0,0,1,-74.277290241,-9.764591907,-26.979086386,0.062343893,0.002485697,0.997991750,-0.010932820,797,295,0.370138018,0.097552550,0.076821023,0.048977808,0.137709416,197.926143903,745,0.788097075,93.252142503,214.782058352,279.098120253,0.158826450,0.125170661,0,0,0,0,1.000000000,0,1,0.126261097,0.002418426,0.126261097,0.002418426,0.126070902,0.030000000,0.862405786,0.097552550,0.000000000,0.000004556,0.000005400,0.000036318,0.032257425,-0.170095057,-0.984899553,0.000000003,0.000000013,0.000000018,0.773338936,0.629314874,-0.076874438,0.100000000,0.171374263,0.245223798,3.054998590,0.014068504,201.439610094,0,0.174058319,0.135090754,213,185,28,0.267252196,60,0,0,0,0,0,523,61,255024,526679,175690,218,0,2113973
1559,1624181255.457826614,1624181255.557785511,1564,1563,0,0.073698743,0.123139829,1,0,0,0,1,-74.498899202,-9.823665962,-27.006806070,0.057129382,0.002710840,0.998300101,-0.011215780,779,313,0.401797176,0.091687363,0.069654390,0.045949238,0.187683091,159.643669661,734,0.790125955,94.903729652,218.207115590,266.841605675,0.163640536,0.129296634,0,0,0,0,1.000000000,0,1,0.074648535,0.004072116,0.074648535,0.004072116,0.138894758,0.030000000,0.897878334,0.091687363,0.000000000,0.000004625,0.000005327,0.000030928,0.039187925,-0.152418874,-0.987538755,0.000000003,0.000000010,0.000000015,0.406121695,0.912270015,-0.053184477,0.100000000,0.170524937,0.246042942,3.102636107,0.014307809,200.485250791,0,0.172379143,0.134179975,201,187,14,0.258023107,57,0,0,0,0,0,520,58,255134,526880,175747,218,0,2114493
1560,1624181255.557824373,1624181255.657827139,1565,1564,0,0.069490512,0.126333177,1,0,0,0,1,-74.746093886,-9.878793838,-27.006325039,0.055555050,0.002006532,0.998393481,-0.010957540,818,329,0.402200489,0.085529288,0.065072720,0.037556309,0.139995722,186.115973430,758,0.793586370,86.007657724,235.359564826,280.171245683,0.142979481,0.113466567,0,0,0,0,1.000000000,0,1,0.057285905,0.001173090,0.057285905,0.001173090,0.147751679,0.030000000,0.795090193,0.085529288,0.000000000,0.000004684,0.000005759,0.000030800,0.096479973,-0.137299474,-0.985819694,0.000000004,0.000000011,0.000000024,0.363411443,0.931269086,-0.025884585,0.100000000,0.168502988,0.251056073,3.176810122,0.013433208,200.647339633,0,0.170756877,0.133087846,206,182,24,0.251833741,39,0,0,0,0,0,571,41,255246,527086,175786,218,0,2115064
1561,1624181255.657821894,1624181255.757950544,1566,1565,0,0.178791406,0.292358644,1,0,0,0,1,-74.998438376,-9.930061589,-26.956626896,0.062097967,0.003085063,0.998000118,-0.011405649,798,296,0.370927318,0.102186889,0.072371508,0.051026191,0.140550022,191.765377655,754,0.783664116,95.316158184,225.763727769,269.802857867,0.161311460,0.126414003,0,0,0,0,1.000000000,0,1,0.049289738,0.004696775,0.049289738,0.004696775,0.157051672,0.030000000,0.905166016,0.102186889,0.000000000,0.000004675,0.000006118,0.000034155,0.096355467,-0.147629141,-0.984337981,0.000000004,0.000000012,0.000000030,0.317898372,0.947305653,-0.039403365,0.100000000,0.166582717,0.247409296,3.260022383,0.013901317,197.907411508,0,0.170084289,0.132653376,191,168,23,0.239348371,61,0,0,0,0,0,545,62,255336,527277,175847,218,0,2115609
1562,1624181255.757819414,1624181255.857947588,1567,1566,0,0.274890614,0.311441305,1,0,0,0,1,-75.260314356,-9.994015419,-26.941034712,0.069027671,0.003135306,0.997545989,-0.011284968,797,331,0.415307403,0.106182915,0.071972721,0.039943913,0.195756307,181.261437605,752,0.795641379,110.769071745,214.615135362,272.938110059,0.185132776,0.147299298,0,0,0,0,1.000000000,0,1,0.033184485,0.013735702,0.033184485,0.013735702,0.153050144,0.030000000,1.048220378,0.106182915,0.000000000,0.000004388,0.000005461,0.000033359,0.086898157,-0.152624543,-0.984456428,0.000000003,0.000000011,0.000000018,0.313424256,0.949608821,0.002885050,0.100000000,0.169146020,0.242238052,3.380929891,0.014118428,195.899450069,0,0.171109141,0.133717051,220,197,23,0.276035132,50,0,0,0,0,0,525,52,255428,527497,175897,218,0,2116134
1563,1624181255.857816935,1624181255.957852364,1568,1567,0,0.165312787,0.270528405,1,0,0,0,1,-75.520090678,-10.058608151,-26.985847570,0.074906458,0.004051216,0.997121760,-0.010991157,785,316,0.402547771,0.102911356,0.071937413,0.044382876,0.166974762,170.748973472,722,0.795223533,93.255301611,214.221036404,266.675052969,0.162422844,0.129162468,0,0,0,0,1.000000000,0,1,0.065604421,0.004635428,0.065604421,0.004635428,0.139415981,0.030000000,0.919636911,0.102911356,0.000000000,0.000004266,0.000005150,0.000034218,0.038807199,-0.175733750,-0.983672532,0.000000005,0.000000011,0.000000016,0.520230904,0.854023635,-0.001853697,0.100000000,0.169783314,0.234536168,3.483631522,0.014428730,194.076253471,0,0.171236079,0.134034756,228,194,34,0.290445860,55,0,0,0,0,0,502,55,255568,527725,175952,218,0,2116636
1564,1624181255.957814455,1624181256.057754517,1569,1568,0,0.072999497,0.128385534,1,0,0,0,1,-75.760755514,-10.111482999,-27.000730080,0.081632113,0.004929733,0.996592078,-0.010776215,761,273,0.358738502,0.085965033,0.064416822,0.033848998,0.141783856,161.473030635,712,0.783678897,91.320176608,206.059760357,260.599437926,0.163662280,0.128258675,0,0,0,0,1.000000000,0,1,0.030878709,0.006822308,0.030878709,0.006822308,0.151665958,0.030000000,0.931401832,0.085965033,0.000000000,0.000004754,0.000005476,0.000032437,0.037304453,0.172751915,0.984258682,0.000000005,0.000000013,0.000000021,0.300482299,-0.953284933,-0.030955214,0.100000000,0.168964288,0.233414595,3.589651779,0.013724915,191.173111342,0,0.171006807,0.133918432,223,187,36,0.293035480,32,0,0,0,0,0,506,32,255705,527948,175984,218,0,2117142
1565,1624181256.057812214,1624181256.157690287,1570,1569,0,0.040572841,0.069799832,1,0,0,0,1,-75.976537957,-10.152653345,-27.012896212,0.086298980,0.005776942,0.996198924,-0.010335197,757,260,0.343461030,0.096405832,0.080308057,0.046415977,0.168380586,168.816587277,694,0.787113030,96.507125020,195.961865704,253.787452150,0.176669999,0.139059258,0,0,0,0,1.000000000,0,1,0.055169711,0.006384376,0.055169711,0.006384376,0.139415981,0.030000000,1.009000843,0.096405832,0.000000000,0.000004866,0.000006000,0.000032009,0.100942758,0.178118732,0.978817796,0.000000004,0.000000010,0.000000019,0.208757617,-0.976694386,0.049883201,0.100000000,0.168971338,0.227351124,3.670160833,0.014250582,190.288103544,0,0.171628115,0.134506314,227,191,36,0.299867900,45,0,0,0,0,0,484,46,255863,528175,176029,218,0,2117626
1566,1624181256.157809734,1624181256.257635593,1571,1570,0,0.032700118,0.089713267,1,0,0,0,1,-76.173455325,-10.194603363,-27.033922863,0.087546780,0.006909077,0.996082125,-0.010403221,760,274,0.360526316,0.094622878,0.066836569,0.044950826,0.210175588,133.544834746,698,0.773395178,95.024545587,190.591389759,254.213899206,0.176026851,0.136138317,0,0,0,0,1.000000000,0,1,0.068553909,0.002849308,0.068553909,0.002849308,0.152183623,0.030000000,1.005327684,0.094622878,0.000000000,0.000004894,0.000005890,0.000025633,0.152835551,0.175482625,0.972546730,0.000000004,0.000000009,0.000000013,0.683663507,-0.725785039,-0.076421763,0.100000000,0.170749701,0.219050046,3.703459808,0.013096904,186.521550045,0,0.172072240,0.134872297,217,172,45,0.285526316,42,0,0,0,0,0,500,43,256012,528392,176071,218,0,2118126
1567,1624181256.257807255,1624181256.357697725,1572,1571,0,0.041837231,0.078248867,1,0,0,0,1,-76.389636865,-10.236545053,-27.009533936,0.088142292,0.006386195,0.996032711,-0.010439933,748,252,0.336898396,0.089492294,0.069515942,0.041056714,0.203584292,127.769263105,685,0.777104299,98.570421461,188.540100855,245.205922437,0.185172603,0.143898425,0,0,0,0,1.000000000,0,1,0.051575335,0.003948152,0.051575335,0.003948152,0.154272610,0.030000000,1.057561066,0.089492294,0.000000000,0.000005026,0.000005845,0.000022026,0.103935395,0.170988013,0.979775757,0.000000004,0.000000011,0.000000012,0.472000678,-0.879259888,-0.064167038,0.100000000,0.173865996,0.215808602,3.762720608,0.012170940,182.378331500,0,0.173730809,0.136104068,226,192,34,0.302139037,36,0,0,0,0,0,484,38,256161,528618,176107,218,0,2118610
1568,1624181256.357804775,1624181256.457672834,1573,1572,0,0.057812880,0.079047607,1,0,0,0,1,-76.627034562,-10.282886784,-26.996503326,0.087241383,0.006474570,0.996111660,-0.010420303,746,256,0.343163539,0.087130221,0.063429195,0.035798065,0.184782351,133.933755290,697,0.785556458,102.530211277,187.656464511,257.346175186,0.187258556,0.147102168,0,0,0,0,1.000000000,0,1,0.024569509,0.002137027,0.024569509,0.002137027,0.139434707,0.030000000,1.069474403,0.087130221,0.000000000,0.000004819,0.000005964,0.000021263,0.087909886,0.147425454,0.985158661,0.000000004,0.000000010,0.000000014,-0.021216621,-0.999710234,0.011371114,0.100000000,0.175045055,0.221261848,3.848195302,0.011922397,178.501979593,0,0.174708716,0.136900201,204,183,21,0.273458445,33,0,0,0,0,0,508,34,256285,528822,176140,218,0,2119118
1569,1624181256.457802296,1624181256.557711840,1574,1573,0,0.075799005,0.113260135,1,0,0,0,1,-76.892179573,-10.325570702,-26.986123599,0.085354802,0.006607928,0.996273775,-0.010462188,750,275,0.366666667,0.092138196,0.063265438,0.040271198,0.211127572,136.801389318,711,0.779947219,105.003579051,197.236891763,252.302001618,0.189351735,0.147684359,0,0,0,0,1.000000000,0,1,0.012314582,0.003223380,0.012314582,0.003223380,0.137384411,0.030000000,1.081428999,0.092138196,0.000000000,0.000004829,0.000006007,0.000020742,0.124360411,0.155461241,0.979982801,0.000000003,0.000000008,0.000000014,0.637974944,-0.768334577,-0.051477655,0.100000000,0.175589080,0.216593801,3.945356227,0.011339013,175.968045181,0,0.174973914,0.137113675,192,164,28,0.256000000,49,0,0,0,0,0,508,50,256408,529014,176189,218,0,2119626
1570,1624181256.557800055,1624181256.657721519,1575,1574,0,0.125949515,0.184188123,1,0,0,0,1,-77.175105073,-10.367620955,-26.945179440,0.081587213,0.007236857,0.996581298,-0.010810655,720,248,0.344444444,0.092501178,0.067134649,0.040235376,0.254902112,141.158915213,675,0.779718708,98.952624844,185.381687958,241.975814947,0.188012010,0.146596481,0,0,0,0,1.000000000,0,1,0.040893888,0.004526190,0.040893888,0.004526190,0.139434707,0.030000000,1.073777538,0.092501178,0.000000000,0.000005176,0.000006297,0.000022367,0.121139811,0.179039659,0.976355441,0.000000004,0.000000009,0.000000010,-0.047340624,-0.998872714,0.003488010,0.100000000,0.176998013,0.216609409,4.067634336,0.010442473,174.615825668,0,0.175006035,0.137169322,195,173,22,0.270833333,36,0,0,0,0,0,488,37,256535,529209,176225,218,0,2120114
1571,1624181256.657797575,1624181256.757732153,1576,1575,0,0.257675400,0.398323424,1,0,0,0,1,-77.460360459,-10.413914018,-26.922018379,0.071015246,0.007340750,0.997393700,-0.010428570,727,256,0.352132050,0.094205070,0.067925490,0.041351223,0.182556490,154.929174617,679,0.781770502,92.437656980,183.614164294,254.770349811,0.174140535,0.136137934,0,0,0,0,1.000000000,0,1,0.017231719,0.004279727,0.017231719,0.004279727,0.152521719,0.030000000,0.992902718,0.094205070,0.000000000,0.000005297,0.000006418,0.000024040,0.079408443,0.169710132,0.982289555,0.000000004,0.000000009,0.000000015,0.262811559,0.952263722,-0.155318664,0.100000000,0.177309213,0.219290251,4.200330673,0.010158695,173.594752623,0,0.174463668,0.136901541,214,186,28,0.294360385,42,0,0,0,0,0,471,42,256679,529423,176267,218,0,2120585
1572,1624181256.757795095,1624181256.857742071,1577,1576,0,0.381500977,0.417902456,1,0,0,0,1,-77.730267877,-10.435767100,-26.786278445,0.057543291,0.008104595,0.998258546,-0.010146965,782,291,0.372122762,0.139911990,0.084824183,0.060144075,0.230423829,140.174889768,738,0.801818842,109.722062979,209.804880501,272.215361569,0.185422036,0.148674882,0,0,0,0,1.000000000,0,1,0.132087561,0.010605430,0.132087561,0.010605430,0.152521719,0.030000000,1.059106927,0.139911990,0.000000000,0.000005034,0.000005786,0.000023301,0.042313732,0.165057866,0.985375791,0.000000004,0.000000009,0.000000011,-0.344589436,-0.935146516,0.082213832,0.100000000,0.180500885,0.223057978,4.356031308,0.009929666,169.921855516,0,0.174774827,0.137577184,234,205,29,0.299232737,70,0,0,0,0,0,478,70,256827,529657,176337,218,0,2121063
1573,1624181256.857792616,1624181256.957701445,1578,1577,0,0.191116485,0.325583466,1,0,0,0,1,-78.008183346,-10.496647547,-26.817117056,0.049884711,0.007711474,0.998658571,-0.011537197,708,256,0.361581921,0.126233159,0.087994978,0.062306786,0.153839761,135.616790442,670,0.775438516,86.593303138,191.743844458,241.206658363,0.166671804,0.129243736,0,0,0,0,1.000000000,0,1,0.076569023,0.004212134,0.076569023,0.004212134,0.165544327,0.030000000,0.946906827,0.126233159,0.000000000,0.000005382,0.000006028,0.000022403,0.030807319,0.150509115,0.988128491,0.000000004,0.000000012,0.000000015,0.442122583,-0.895106457,-0.057550431,0.100000000,0.179060308,0.223268475,4.532187379,0.011686328,168.534203759,0,0.174682229,0.137540824,179,157,22,0.252824859,53,0,0,0,0,0,475,54,256917,529836,176390,218,0,2121538
1574,1624181256.957790136,1624181257.057819605,1579,1578,0,0.063313421,0.137464782,1,0,0,0,1,-78.356491701,-10.550880412,-26.823131840,0.041993820,0.007816979,0.999018786,-0.011699548,825,308,0.373333333,0.106308672,0.075492718,0.050204124,0.135402336,226.747727344,792,0.776306362,95.472835218,224.556543983,294.805259814,0.155282135,0.120546509,0,0,0,0,1.000000000,0,1,0.070985571,0.010609754,0.070985571,0.010609754,0.184200912,0.030000000,0.882199091,0.106308672,0.000000000,0.000004773,0.000006499,0.000027713,0.027502254,-0.157317830,-0.987164995,0.000000003,0.000000010,0.000000022,0.300484243,0.952886561,-0.041429721,0.100000000,0.177717347,0.219530494,4.779136373,0.011613726,167.580115831,0,0.173585077,0.136557114,215,194,21,0.260606061,64,0,0,0,0,0,546,64,256986,530051,176454,218,0,2122084
1575,1624181257.057787657,1624181257.157767773,1580,1579,0,0.037200202,0.085714889,1,0,0,0,1,-78.734226585,-10.611171138,-26.815728989,0.038592101,0.008777068,0.999139498,-0.012404730,841,308,0.366230678,0.106682998,0.072472343,0.043193315,0.177197527,186.707538346,785,0.770947077,103.185981185,207.025915104,294.981558872,0.170500821,0.131447110,0,0,0,0,1.000000000,0,1,0.073792119,0.006317598,0.073792119,0.006317598,0.175482298,0.030000000,0.965542233,0.106682998,0.000000000,0.000004582,0.000005982,0.000029871,0.092557135,-0.144698774,-0.985137270,0.000000003,0.000000010,0.000000018,0.274588677,0.957750524,-0.085527725,0.050000000,0.178828446,0.199956798,5.033156046,0.012483621,165.682186860,0,0.173309750,0.136093843,158,142,16,0.187871581,45,0,0,0,0,0,638,45,257059,530209,176499,218,0,2122722
1576,1624181257.157785416,1624181257.257753849,1581,1580,0,0.033773628,0.077291904,1,0,0,0,1,-79.103048102,-10.652569176,-26.794776639,0.036846264,0.009027548,0.999209905,-0.011849983,815,283,0.347239264,0.084051493,0.063902869,0.039318361,0.179222536,212.367590541,769,0.765133532,97.963816459,203.748669771,286.675200014,0.166495355,0.127391179,0,0,0,0,1.000000000,0,1,0.038758444,0.002486038,0.038758444,0.002486038,0.178024669,0.030000000,0.935749469,0.084051493,0.000000000,0.000005083,0.000006152,0.000034562,0.098446241,-0.152329104,-0.983414552,0.000000004,0.000000012,0.000000017,0.435134995,0.899666968,-0.035452535,0.000000000,0.179330738,0.148502864,5.196116668,0.012923642,165.824330119,0,0.172163297,0.134910491,143,131,12,0.175460123,36,0,0,0,0,0,636,36,257124,530352,176535,218,0,2123358
1577,1624181257.257782936,1624181257.357666969,1582,1581,0,0.054575022,0.094935631,1,0,0,0,1,-79.449956249,-10.706124666,-26.789322911,0.035827915,0.008319943,0.999251982,-0.011942157,825,290,0.351515152,0.083665063,0.053130045,0.035727421,0.120572404,219.365914861,780,0.768203104,89.763500806,207.773048056,301.661872230,0.149805970,0.115081411,0,0,0,0,1.000000000,0,1,0.018247209,0.001507762,0.018247209,0.001507762,0.173576143,0.030000000,0.845328308,0.083665063,0.000000000,0.000004892,0.000006757,0.000038696,0.116305973,-0.157678912,-0.980617296,0.000000004,0.000000014,0.000000030,0.228483926,0.973498533,0.009782770,0.000000000,0.176131028,0.140808760,5.315689526,0.012680771,168.343448861,0,0.170439312,0.133403504,132,123,9,0.160000000,40,0,0,0,0,0,652,41,257177,530484,176575,218,0,2124010
1578,1624181257.357780457,1624181257.457660198,1583,1582,0,0.060983247,0.086786652,1,0,0,0,1,-79.785902501,-10.716016756,-26.761899479,0.033963335,0.009615068,0.999307548,-0.011767155,835,277,0.331736527,0.083118453,0.055235790,0.040319091,0.122696344,205.386194608,795,0.750491016,97.623532405,208.028518992,290.988306126,0.163622073,0.122796896,0,0,0,0,1.000000000,0,1,0.038459590,0.002278515,0.038459590,0.002278515,0.173576143,0.030000000,0.902002254,0.083118453,0.000000000,0.000005113,0.000006905,0.000040667,0.125777552,-0.157346089,-0.979501003,0.000000004,0.000000015,0.000000026,0.259559249,0.965725418,-0.001847397,0.000000000,0.175380374,0.145842989,5.421881766,0.012544657,168.716451397,0,0.170679093,0.133284816,142,130,12,0.170059880,38,0,0,0,0,0,655,38,257230,530626,176613,218,0,2124665
1579,1624181257.457777977,1624181257.557679415,1584,1583,0,0.070005657,0.104735557,1,0,0,0,1,-80.099901284,-10.739340326,-26.791846073,0.032209245,0.009806345,0.999367920,-0.011408830,841,297,0.353151011,0.086986903,0.062646968,0.041457323,0.190803288,204.886332371,789,0.766076037,106.016343139,210.565243329,287.852406558,0.175397718,0.134367989,0,0,0,0,1.000000000,0,1,0.055621359,0.002739437,0.055621359,0.002739437,0.173576143,0.030000000,0.986997494,0.086986903,0.000000000,0.000005017,0.000006537,0.000041519,0.145951245,-0.155766262,-0.976951946,0.000000004,0.000000011,0.000000021,0.215442725,0.976501756,-0.005362233,0.000000000,0.175536384,0.147562549,5.484898788,0.012807504,170.978584532,0,0.171266952,0.133538383,148,133,15,0.175980975,43,0,0,0,0,0,649,44,257297,530774,176656,218,0,2125314
1580,1624181257.557775497,1624181257.657795191,1585,1584,0,0.061126886,0.100069897,1,0,0,0,1,-80.397654483,-10.780553966,-26.812547238,0.029947933,0.009045630,0.999442015,-0.011702876,866,282,0.325635104,0.072802838,0.055547546,0.036253020,0.152645377,218.530590191,820,0.754035533,108.333011073,217.778364784,292.197760825,0.175208491,0.132113428,0,0,0,0,1.000000000,0,1,0.048857433,0.001411076,0.048857433,0.001411076,0.169704001,0.030000000,0.973928836,0.072802838,0.000000000,0.000005019,0.000006260,0.000043944,0.142500704,-0.169648297,-0.975147684,0.000000004,0.000000014,0.000000026,0.520212575,0.851413714,-0.066884709,0.000000000,0.176168867,0.156492207,5.523950894,0.012716659,172.599315370,0,0.172878403,0.134470726,146,135,11,0.168591224,26,0,0,0,0,0,694,26,257354,530920,176682,218,0,2126008
1581,1624181257.657773256,1624181257.757751942,1586,1585,0,0.049600921,0.096196011,1,0,0,0,1,-80.699792057,-10.808184659,-26.814123486,0.028080204,0.010111809,0.999482011,-0.012040044,866,302,0.348729792,0.082505182,0.059890890,0.038716455,0.172120878,209.382792768,823,0.757878215,102.314848293,235.757572937,285.661349342,0.164036089,0.124319378,0,0,0,0,1.000000000,0,1,0.020701126,0.002931660,0.020701126,0.002931660,0.165254167,0.030000000,0.922490040,0.082505182,0.000000000,0.000005102,0.000006069,0.000043541,0.152231615,-0.157725178,-0.975678381,0.000000004,0.000000011,0.000000023,0.381416275,0.923719797,-0.035543812,0.000000000,0.177747410,0.160688693,5.557330694,0.013099377,173.480186126,0,0.173014634,0.134365995,160,149,11,0.184757506,33,0,0,0,0,0,673,33,257417,531080,176715,218,0,2126681
1582,1624181257.757770777,1624181257.857696772,1587,1586,0,0.044562843,0.069871302,1,0,0,0,1,-80.990968816,-10.842904377,-26.794659191,0.025942240,0.010204532,0.999541751,-0.011796399,849,278,0.327444052,0.085229002,0.060390552,0.037244263,0.196613814,207.635941750,807,0.743282275,110.960016915,200.039944512,288.828834291,0.184986146,0.137496923,0,0,0,0,1.000000000,0,1,0.027468561,0.001723365,0.027468561,0.001723365,0.165254167,0.030000000,1.031943801,0.085229002,0.000000000,0.000004922,0.000006109,0.000043055,0.175368893,-0.142526490,-0.974131383,0.000000004,0.000000011,0.000000024,0.323444680,0.945942652,-0.024000797,0.000000000,0.177790285,0.162079203,5.579803999,0.012812509,174.798911333,0,0.173007302,0.133875876,156,143,13,0.183745583,32,0,0,0,0,0,660,33,257495,531236,176747,218,0,2127341
1583,1624181257.857768297,1624181257.957714558,1588,1587,0,0.100013047,0.182175800,1,0,0,0,1,-81.305854482,-10.861728059,-26.775719522,0.022732648,0.010103763,0.999624649,-0.011476148,864,292,0.337962963,0.088653987,0.062657480,0.043788108,0.151933658,215.382844863,819,0.764562117,109.192178842,220.110672220,296.873523171,0.174379270,0.133323784,0,0,0,0,1.000000000,0,1,0.019880983,0.002904719,0.019880983,0.002904719,0.173576143,0.030000000,0.998309750,0.088653987,0.000000000,0.000004960,0.000006203,0.000041416,0.166353085,-0.133327019,-0.977011032,0.000000004,0.000000014,0.000000025,0.482894945,0.871922719,-0.081013848,0.000000000,0.177038230,0.162567585,5.648966053,0.012788066,177.030604903,0,0.173605124,0.134083942,146,135,11,0.168981481,52,0,0,0,0,0,665,53,257561,531382,176799,218,0,2128006
1584,1624181257.957765818,1624181258.057720184,1589,1588,0,0.132240468,0.192483442,1,0,0,0,1,-81.608951507,-10.906751165,-26.800545002,0.018664679,0.007882739,0.999725304,-0.011781712,900,309,0.343333333,0.085402641,0.063102216,0.038320717,0.185711614,226.783403360,854,0.751753253,112.742776477,228.793352255,300.461148961,0.175612546,0.132017303,0,0,0,0,1.000000000,0,1,0.037045359,0.002448721,0.037045359,0.002448721,0.170025632,0.030000000,0.986338141,0.085402641,0.000000000,0.000004700,0.000006156,0.000040173,0.152504247,-0.141468197,-0.978125352,0.000000003,0.000000010,0.000000019,0.362672821,0.931373174,-0.031818789,0.000000000,0.179234618,0.162777634,5.736381244,0.012496983,180.296123539,0,0.174202637,0.134271874,171,154,17,0.190000000,43,0,0,0,0,0,686,43,257630,531553,176842,218,0,2128692
1585,1624181258.057763338,1624181258.157720804,1590,1589,0,0.244227583,0.319185614,1,0,0,0,1,-81.897785997,-10.925536714,-26.753429242,0.010747151,0.009424215,0.999829715,-0.011671541,931,318,0.341568206,0.106466230,0.072535479,0.054551698,0.195278525,207.469272300,864,0.760997881,117.798687302,217.168567646,322.534914559,0.179160910,0.136341073,0,0,0,0,1.000000000,0,1,0.052397575,0.009468485,0.052397575,0.009468485,0.168882834,0.030000000,1.024983883,0.106466230,0.000000000,0.000004752,0.000006217,0.000035781,0.192500287,-0.143906062,-0.970687738,0.000000003,0.000000009,0.000000022,0.357037204,0.934036191,-0.010041345,0.000000000,0.180579515,0.164429198,5.827204505,0.012562149,182.228757790,0,0.174327183,0.134135964,187,169,18,0.200859291,73,0,0,0,0,0,671,73,257714,531740,176915,218,0,2129363
