frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_turn_residual_triggered,transition_guard_map_active,transition_guard_map_hold_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
1244,1624181219.858693123,1624181219.958605528,1248,1248,0,0.308404997,0.357160189,1,0,0,0,1,11.851037554,47.554441174,-33.971079276,-0.056146993,0.050816912,-0.057213866,0.995485676,1687,603,0.357439241,0.065449504,0.042131059,0.027511698,0.417817498,107.310639778,1583,0.763476975,262.828994972,400.863343257,544.891712888,0.217468528,0.166032214,0,0,0,0,1,0.048622896,0.008001474,0.100000000,0.030000000,0.853916969,0.065449504,0.000002491,0.000003438,0.000011913,-0.037858804,-0.236942737,-0.970785687,0.000000003,0.000000006,0.000000010,0.725618072,0.678427399,-0.114955111,0.000000000,0.420931577,0.280534149,8.742787148,0.022314769,92.529242079,0,0.207051395,0.159597268,179,151,28,0.106105513,46,0,0,0,0,0,1462,46,230412,482565,156556,17,0,2020821
1245,1624181220.158685684,1624181220.258700848,1250,1249,0,0.128576818,0.262739761,1,0,1,1,1,11.269271619,46.690941578,-33.701619727,-0.072705764,0.035565296,-0.057612697,0.995052641,1839,794,0.431756389,0.196675376,0.122443613,0.100047334,0.663987296,79.761930667,1692,0.807314129,388.103315587,438.303450572,539.568739624,0.284121724,0.229375482,1,0,1,5,1,0.225989453,0.017642331,0.100000000,0.030000000,1.153643138,0.196675376,0.000003297,0.000005059,0.000011729,0.016637433,-0.299566916,-0.953930217,0.000000002,0.000000004,0.000000009,0.538597382,0.842193512,-0.024958954,0.050000000,0.423384915,0.402733222,9.389314639,0.021302396,91.690297669,1,0.209652734,0.162024798,152,133,19,0.082653616,183,446,0,0,22,0,1056,631,230440,482717,157185,17,0,2021877
1246,1624181220.258683443,1624181220.358671904,1251,1250,0,0.106420099,0.141594432,1,0,0,0,1,11.076689299,46.335113952,-33.709743199,-0.077729342,0.033452845,-0.057841245,0.994732852,1891,776,0.410364886,0.085685189,0.062620042,0.037404278,0.738938610,88.939500628,1738,0.796601139,398.590414041,428.708360188,557.194005023,0.287896347,0.229338558,0,0,1,4,1,0.083491702,0.014747847,0.100000000,0.030000000,1.168969556,0.085685189,0.000002381,0.000003560,0.000008976,0.009152904,-0.291661446,-0.956477823,0.000000000,0.000000001,0.000000009,0.466705970,0.884055944,-0.025112257,0.050000000,0.432169826,0.394476336,9.400328119,0.021044040,91.580529557,0,0.212497383,0.164500153,238,219,19,0.125859334,82,0,0,0,0,0,1570,83,230516,482955,157267,17,0,2023447
1247,1624181220.358680964,1624181220.458702087,1252,1251,0,0.173654670,0.255168916,1,0,0,0,1,10.890694823,45.980508420,-33.726648571,-0.077439459,0.038167322,-0.058244701,0.994562185,1886,751,0.398197243,0.071502993,0.049034519,0.030219183,0.639144249,93.911844045,1750,0.791364174,368.868105718,432.390072180,583.629125760,0.266352435,0.210781775,0,0,1,3,1,0.065205563,0.009757078,0.100000000,0.030000000,1.081493012,0.071502993,0.000002251,0.000003392,0.000009036,0.004176072,-0.288546848,-0.957456671,0.000000003,0.000000004,0.000000010,0.574204466,0.816357131,-0.062050506,0.050000000,0.433050898,0.387616271,8.631345713,0.021636363,91.961641776,0,0.213910551,0.165717328,222,205,17,0.117709438,51,0,0,0,0,0,1613,51,230593,483177,157318,17,0,2025060
1248,1624181220.458678484,1624181220.558664560,1253,1252,0,0.327621535,0.366722818,1,0,0,0,1,10.699538693,45.626022902,-33.733741563,-0.076004994,0.046238519,-0.058327126,0.994325493,1856,753,0.405711207,0.107742830,0.068103900,0.045788545,0.618308696,97.071525397,1717,0.799269424,378.427902540,418.428857136,575.488840658,0.275752626,0.220400642,0,0,1,2,1,0.029840070,0.016978516,0.100000000,0.030000000,1.119661389,0.107742830,0.000002282,0.000003462,0.000009303,-0.028425541,-0.287296942,-0.957419686,0.000000002,0.000000004,0.000000008,0.544260596,0.834766079,-0.083342648,0.050000000,0.434579677,0.378810344,8.677520712,0.022711321,92.433017876,0,0.216379103,0.167877146,315,282,33,0.169719828,108,0,0,0,0,0,1433,108,230705,483492,157426,17,0,2026493
1249,1624181220.558676004,1624181220.658647776,1254,1253,0,0.274112353,0.346753191,1,0,0,0,1,10.516396603,45.253824515,-33.712497158,-0.067414601,0.052396643,-0.058509554,0.994628823,1819,717,0.394172622,0.073823474,0.050530795,0.033056359,0.681495374,88.230940860,1701,0.785118150,361.261634206,416.660818854,557.563520155,0.270509494,0.212381913,0,0,1,1,1,0.016113068,0.010681618,0.100000000,0.030000000,1.098372263,0.073823474,0.000002295,0.000003284,0.000008772,-0.015629344,-0.275712355,-0.961113116,0.000000002,0.000000003,0.000000009,0.530635912,0.846849420,-0.035659331,0.050000000,0.436244294,0.365363649,8.726300323,0.022867704,92.599919178,0,0.217807982,0.169084378,231,214,17,0.126992853,59,0,0,0,0,0,1528,60,230763,483723,157485,17,0,2028021
1250,1624181220.658673525,1624181220.758696795,1255,1254,0,0.097482444,0.195400914,1,0,0,0,1,10.332862254,44.855095999,-33.741277608,-0.063138050,0.060107531,-0.058302630,0.994485533,1760,659,0.374431818,0.094273589,0.064424543,0.041482435,0.530066171,89.018591996,1637,0.782215102,315.718177671,398.305429460,566.462514825,0.246561187,0.192863884,0,0,1,0,1,0.057915891,0.013190581,0.100000000,0.030000000,1.001132954,0.094273589,0.000002363,0.000003355,0.000008616,-0.031215120,-0.275318206,-0.960846243,0.000000002,0.000000004,0.000000007,0.599131670,0.798523289,-0.058324944,0.050000000,0.434438696,0.346657660,8.810535339,0.022635898,93.112513971,0,0.218451045,0.169625226,277,251,26,0.157386364,68,0,0,0,0,0,1415,68,230850,484000,157553,17,0,2029436
1251,1624181220.758671045,1624181220.858635187,1256,1255,0,0.166683980,0.231294631,1,0,0,0,1,10.164628565,44.439433882,-33.767684873,-0.059290097,0.060888221,-0.059080473,0.994628979,1718,639,0.371944121,0.148125560,0.073357386,0.049985429,0.425100019,100.748722096,1600,0.785284190,277.960534392,407.792764884,570.701404058,0.221226069,0.173725334,0,0,0,0,1,0.051229973,0.019935850,0.100000000,0.030000000,0.898262661,0.148125560,0.000002647,0.000003744,0.000010613,-0.010371928,-0.247006160,-0.968958399,0.000000000,0.000000000,0.000000009,0.505147936,0.862816866,-0.019303335,0.050000000,0.419211266,0.360621786,8.875788851,0.023157069,94.446660192,0,0.216309247,0.168127985,589,537,52,0.342840512,123,0,0,0,0,0,1006,123,230964,484589,157676,17,0,2030442
1252,1624181220.858668804,1624181220.958650827,1257,1256,0,0.248297859,0.351300137,1,0,0,0,1,9.952731408,44.046774496,-33.823076505,-0.060848769,0.055946573,-0.059359074,0.994808478,1695,650,0.383480826,0.098859839,0.056540806,0.038530036,0.372920676,98.190833272,1585,0.781882453,238.924964418,426.043301794,574.315421150,0.192792794,0.150741302,0,0,0,0,1,0.062488345,0.013494739,0.100000000,0.030000000,0.792766596,0.098859839,0.000002580,0.000003700,0.000011262,-0.038683245,-0.245508361,-0.968622347,0.000000001,0.000000004,0.000000008,0.677195368,0.735657674,-0.014636252,0.050000000,0.410462001,0.360276222,7.904821312,0.019324332,95.174676297,0,0.214214422,0.166407001,325,295,30,0.191740413,73,0,0,0,0,0,1295,75,231041,484914,157749,17,0,2031737
1253,1624181220.958666325,1624181221.058602333,1257,1257,0,0.323417410,0.401908132,1,0,0,0,1,9.741698412,43.649802176,-33.891407433,-0.066298227,0.047515489,-0.060129937,0.994852358,1746,699,0.400343643,0.098369977,0.061196668,0.038176577,0.410212827,101.046390365,1629,0.783868266,262.839788752,419.773791108,594.307825806,0.205838658,0.161350392,0,0,0,0,1,0.045442484,0.014867317,0.100000000,0.030000000,0.857623537,0.098369977,0.000002354,0.000003371,0.000011076,-0.025912159,-0.246601290,-0.968770542,0.000000002,0.000000004,0.000000010,0.697284990,0.713317325,-0.070512667,0.050000000,0.416484874,0.360603883,8.009998141,0.018129587,96.053259040,0,0.214597453,0.166889530,345,299,46,0.197594502,83,0,0,0,0,0,1318,83,231137,485259,157832,17,0,2033055
1254,1624181221.358656645,1624181221.458385229,1259,1258,0,0.242352870,0.382860377,1,0,0,0,1,8.937696787,42.050795304,-33.780587719,-0.105634154,0.010746097,-0.057481748,0.992684137,2052,869,0.423489279,0.131125000,0.083699745,0.063917951,0.671898237,89.376807511,1899,0.802031257,426.486358864,504.008738987,592.562258467,0.280019894,0.224584707,1,0,1,5,1,0.279495324,0.014085553,0.100000000,0.030000000,1.178795018,0.131125000,0.000003216,0.000005153,0.000013307,0.025085116,-0.330834694,-0.943355258,0.000000002,0.000000003,0.000000012,0.501741767,0.861483901,-0.078106894,0.050000000,0.434731745,0.365484988,9.484262511,0.027032619,96.649315815,0,0.218594967,0.170635395,349,309,40,0.170077973,113,0,0,0,0,0,1590,113,231226,485608,157945,17,0,2034645
1255,1624181221.458654165,1624181221.558518171,1259,1259,0,0.089071747,0.163847191,1,0,0,0,1,8.743552869,41.612583023,-33.709670688,-0.111535804,0.007712342,-0.057075578,0.992090048,2089,820,0.392532312,0.061793562,0.045804362,0.027047230,0.622163280,89.655613469,1915,0.792030782,414.051213786,492.893585891,609.794147115,0.272987790,0.216214733,0,0,1,4,1,0.059030633,0.006419268,0.100000000,0.030000000,1.149192093,0.061793562,0.000002342,0.000003680,0.000009564,0.037993581,-0.344528958,-0.938006549,0.000000002,0.000000002,0.000000011,0.502732296,0.862502518,-0.057876123,0.050000000,0.450945393,0.380716225,9.323293311,0.025662618,97.367909548,0,0.222725976,0.174324618,234,218,16,0.112015318,37,0,0,0,0,0,1818,37,231298,485842,157982,17,0,2036463
1256,1624181221.658649206,1624181221.758662224,1261,1260,0,0.106714972,0.241114556,1,0,0,0,1,8.363750740,40.687531669,-33.597259743,-0.113725441,0.009240337,-0.057043251,0.991830231,2066,869,0.420619555,0.125567854,0.077055890,0.051856867,0.728934254,84.227068390,1903,0.798082650,431.586701221,508.804662788,578.359919694,0.284172073,0.226792801,0,0,1,3,1,0.058103869,0.018261726,0.100000000,0.030000000,1.196274380,0.125567854,0.000002887,0.000004329,0.000009322,0.019494175,-0.359912674,-0.932782313,0.000000001,0.000000002,0.000000009,0.587196344,0.807921202,-0.049636538,0.050000000,0.475944086,0.377718735,10.035484469,0.023739868,97.121620670,0,0.227272867,0.178295208,328,300,28,0.158760891,118,0,0,0,0,0,1619,119,231377,486170,158100,17,0,2038082
1257,1624181221.758646727,1624181221.858650923,1262,1261,0,0.246323374,0.387419768,1,0,0,0,1,8.195380800,40.193092841,-33.561473672,-0.107646846,0.011587731,-0.057242549,0.992472252,2072,836,0.403474903,0.064672249,0.048716592,0.029441795,0.738163420,90.148814150,1920,0.798664798,448.302086070,485.636888971,599.497436336,0.292351272,0.233490670,0,0,1,2,1,0.016081953,0.008579147,0.100000000,0.030000000,1.230706216,0.064672249,0.000002282,0.000003423,0.000008438,0.025346276,-0.336400568,-0.941377833,0.000000002,0.000000002,0.000000010,0.540507701,0.839332812,-0.058067687,0.050000000,0.500575299,0.387100149,10.257732895,0.023797090,97.385594545,0,0.232968777,0.183126109,236,222,14,0.113899614,60,0,0,0,0,0,1775,61,231445,486406,158160,17,0,2039857
1258,1624181221.858644485,1624181221.958678961,1262,1262,0,0.242584809,0.373425681,1,0,0,0,1,8.029925127,39.688050598,-33.535704682,-0.102634571,0.014046942,-0.058515379,0.992897164,2025,783,0.386666667,0.075166750,0.051381412,0.032879108,0.680056322,85.249115767,1869,0.784943308,415.718964702,444.325012806,607.015065595,0.283368939,0.222428553,0,0,1,1,1,0.017369133,0.013651434,0.100000000,0.030000000,1.192893439,0.075166750,0.000002238,0.000003273,0.000008179,0.023202974,-0.318590130,-0.947608543,0.000000003,0.000000003,0.000000010,0.621088176,0.782198923,-0.049135743,0.050000000,0.523642810,0.384111560,10.482212005,0.024966269,96.885093959,0,0.239265651,0.188203881,240,211,29,0.118518519,54,0,0,0,0,0,1730,55,231522,486646,158214,17,0,2041587
1259,1624181222.058639526,1624181222.158562183,1263,1263,0,0.256764755,0.374663387,1,0,0,0,1,7.703880737,38.654339790,-33.500323498,-0.077586327,0.020286125,-0.059901943,0.994977684,1907,788,0.413214473,0.061266576,0.047239331,0.026655215,0.457841561,114.047158601,1763,0.791134063,359.244734852,395.176626309,640.347992429,0.257565693,0.203768993,0,0,1,0,1,0.041641984,0.005194390,0.100000000,0.030000000,1.084269948,0.061266576,0.000002674,0.000004086,0.000013750,0.031874962,-0.254482188,-0.966552018,0.000000002,0.000000004,0.000000012,0.538458894,0.840777127,-0.056176881,0.050000000,0.530442747,0.390389626,11.258761521,0.027372243,97.337215277,0,0.242798144,0.191247233,215,197,18,0.112742528,41,0,0,0,0,0,1650,42,231593,486861,158255,17,0,2043237
1260,1624181222.258634567,1624181222.358608246,1265,1264,0,0.189238359,0.283263400,1,0,0,0,1,7.392055807,37.581595149,-33.490105277,-0.056874570,0.021268959,-0.059664667,0.996369932,1892,768,0.405919662,0.065005361,0.049549139,0.031705939,0.363203302,90.422906325,1764,0.786336670,272.231913923,449.350737529,665.515233775,0.196260060,0.154326482,0,0,0,0,1,0.052579867,0.007681180,0.100000000,0.030000000,0.826192660,0.065005361,0.000002971,0.000003851,0.000012191,0.021451073,-0.234967403,-0.971766521,0.000000002,0.000000006,0.000000011,0.572541136,0.815115181,-0.088226351,0.050000000,0.536040897,0.393515530,12.053602884,0.027967309,96.126854631,0,0.244158311,0.192453388,183,167,16,0.096723044,51,0,0,0,0,0,1657,52,231660,487044,158306,17,0,2044894
1261,1624181222.358632326,1624181222.458612204,1266,1265,0,0.109062216,0.160019650,1,0,0,0,1,7.242552669,37.036432785,-33.496393927,-0.049844991,0.020168110,-0.059496893,0.996779235,1906,781,0.409758657,0.064878136,0.046021279,0.027447578,0.288286697,106.144255361,1782,0.789660840,251.957446185,464.994182097,690.223988118,0.179051885,0.141390262,0,0,0,0,1,0.024958002,0.005997036,0.100000000,0.030000000,0.759184458,0.064878136,0.000002423,0.000003192,0.000010781,0.029145319,-0.201719222,-0.979009656,0.000000002,0.000000008,0.000000012,0.760237691,0.643865718,-0.086461493,0.050000000,0.539688741,0.391775410,12.283868543,0.027787930,94.981689603,0,0.245091072,0.193406246,189,172,17,0.099160546,47,0,0,0,0,0,1670,47,231724,487233,158353,17,0,2046564
1262,1624181222.458629847,1624181222.558618546,1266,1266,0,0.118835865,0.227123040,1,0,0,0,1,7.087743250,36.491860349,-33.471973291,-0.045175236,0.017308541,-0.059476632,0.997056740,1835,767,0.417983651,0.059320166,0.042416832,0.026553274,0.412802415,102.873791099,1686,0.789071491,278.711967511,441.308473563,610.354093226,0.209498874,0.165309589,0,0,0,0,1,0.019594894,0.002467276,0.100000000,0.030000000,0.894550397,0.059320166,0.000002297,0.000002902,0.000010394,0.040677184,-0.213992511,-0.975987998,0.000000002,0.000000005,0.000000012,0.549794519,0.833064828,-0.061065371,0.050000000,0.540961048,0.391023828,12.507839368,0.028147649,95.159636894,0,0.245614885,0.194088141,175,156,19,0.095367847,37,0,0,0,0,0,1621,39,231783,487408,158390,17,0,2048185
1263,1624181222.658624887,1624181222.758565903,1268,1267,0,0.090590301,0.203843599,1,0,0,0,1,6.800412237,35.415422160,-33.440908618,-0.035387950,0.016479911,-0.059548310,0.997461831,1909,782,0.409638554,0.061302801,0.043008111,0.027755112,0.349567307,99.250819441,1758,0.781412991,275.103354077,427.308122373,671.312562290,0.200261003,0.156486550,0,0,0,0,1,0.018447682,0.006714065,0.100000000,0.030000000,0.859867796,0.061302801,0.000002877,0.000003789,0.000012726,0.064922867,-0.183362013,-0.980899278,0.000000003,0.000000007,0.000000014,0.545272859,0.831948216,-0.102662923,0.050000000,0.540545411,0.389903192,13.280400031,0.027942892,94.781363461,0,0.246202867,0.194589242,181,168,13,0.094814039,36,0,0,0,0,0,1692,36,231842,487589,158426,17,0,2049877
1264,1624181222.758622408,1624181222.858539581,1269,1268,0,0.102731918,0.175012580,1,0,0,0,1,6.661440030,34.898811252,-33.424273249,-0.031691012,0.017981723,-0.059619038,0.997555967,1952,828,0.424180328,0.063178895,0.044683820,0.029191515,0.374443684,104.818123568,1828,0.786197977,281.912517448,468.466325609,686.791058829,0.196158100,0.154219101,0,0,0,0,1,0.022168948,0.001537670,0.100000000,0.030000000,0.847155321,0.063178895,0.000002191,0.000002940,0.000010511,0.107307756,-0.161895331,-0.980956139,0.000000002,0.000000005,0.000000012,0.429585498,0.900092989,-0.072724892,0.050000000,0.538376720,0.391322211,12.740139364,0.027984183,94.656737650,0,0.245137346,0.193998586,179,166,13,0.091700820,44,0,0,0,0,0,1728,45,231893,487768,158470,17,0,2051605
1265,1624181222.858620167,1624181222.958526611,1269,1269,0,0.077427291,0.140637184,1,0,0,0,1,6.519032030,34.363392683,-33.415067780,-0.030844215,0.019474726,-0.059537089,0.997559374,1918,811,0.422836288,0.061875158,0.046170178,0.027498534,0.376855568,90.869297718,1785,0.790690456,286.991189001,428.482497371,695.908778025,0.203340481,0.160779378,0,0,0,0,1,0.013809467,0.001532335,0.100000000,0.030000000,0.889143754,0.061875158,0.000002224,0.000002828,0.000009156,0.106316945,-0.145987527,-0.983556988,0.000000003,0.000000007,0.000000010,0.595883824,0.796659424,-0.101273050,0.000000000,0.524020133,0.312244560,12.889567648,0.027658303,95.212106003,0,0.241098284,0.190568781,163,147,16,0.084984359,42,0,0,0,0,0,1711,44,231949,487931,158512,17,0,2053316
1266,1624181223.058615208,1624181223.158489704,1271,1270,0,0.091907133,0.182442889,1,0,0,0,1,6.260127751,33.315986246,-33.396478192,-0.026579827,0.021076595,-0.059341648,0.997661194,1813,762,0.420297849,0.060907799,0.044954787,0.027869692,0.453284423,94.971183211,1689,0.797620623,276.152180772,429.616839028,641.412212479,0.204985175,0.163500403,0,0,0,0,1,0.013463084,0.005988299,0.100000000,0.030000000,0.915914544,0.060907799,0.000002939,0.000003628,0.000011187,0.082486257,-0.175199981,-0.981071345,0.000000002,0.000000006,0.000000011,0.617510504,0.781447563,-0.089557154,0.000000000,0.509737424,0.322502269,13.567878317,0.026525226,95.513690132,0,0.236952725,0.187276873,184,172,12,0.101489244,47,0,0,0,0,0,1581,48,232013,488115,158559,17,0,2054897
1267,1624181223.158612728,1624181223.258519173,1272,1271,0,0.063566983,0.144705084,1,0,0,0,1,6.137432559,32.780348494,-33.378775755,-0.024015719,0.021218478,-0.058931706,0.997747501,1844,800,0.433839479,0.057535169,0.042806928,0.025481132,0.388262816,87.110623573,1713,0.800183683,278.925710708,408.987862892,682.801074773,0.203489261,0.162828786,0,0,0,0,1,0.018796773,0.001810681,0.100000000,0.030000000,0.927703520,0.057535169,0.000002300,0.000002944,0.000008380,0.090281757,-0.133238280,-0.986963406,0.000000002,0.000000006,0.000000010,0.475041121,0.874626845,-0.096766804,0.000000000,0.497193352,0.330855962,13.714870124,0.026020736,95.173629108,0,0.233809566,0.184879224,166,154,12,0.090021692,44,0,0,0,0,0,1633,45,232073,488281,158603,17,0,2056530
1268,1624181223.258610249,1624181223.358564615,1272,1272,0,0.075264085,0.163287494,1,0,0,0,1,6.015564094,32.255102604,-33.358867544,-0.020718294,0.021423858,-0.058162017,0.997862190,1907,762,0.399580493,0.056913347,0.043507770,0.028287373,0.290648284,94.565749624,1761,0.783323207,253.101552679,409.327218667,717.003395531,0.183482420,0.143726038,0,0,0,0,1,0.009547407,0.001328013,0.100000000,0.030000000,0.859468049,0.056913347,0.000002215,0.000002944,0.000008746,0.105240133,-0.134208920,-0.985348913,0.000000003,0.000000005,0.000000011,0.413252424,0.903350952,-0.114801968,0.000000000,0.480810332,0.339259782,13.839076086,0.027094897,95.048340320,0,0.229196056,0.181045494,181,161,20,0.094913477,26,0,0,0,0,0,1699,27,232134,488462,158629,17,0,2058229
1269,1624181223.358608007,1624181223.458601236,1274,1273,0,0.113672583,0.209180976,1,0,0,0,1,5.903209395,31.765481184,-33.328734197,-0.016616708,0.020870723,-0.058109771,0.997953683,1855,741,0.399460916,0.059287988,0.046189426,0.027252780,0.313308481,91.636806536,1715,0.786485909,264.827228591,420.217620596,663.778484250,0.196339448,0.154418209,0,0,0,0,1,0.032240342,0.002974084,0.100000000,0.030000000,0.939254966,0.059287988,0.000002361,0.000002879,0.000008778,0.084753319,-0.117393513,-0.989462297,0.000000003,0.000000006,0.000000010,0.573141663,0.808924463,-0.130957427,0.000000000,0.462400987,0.346608606,13.902442632,0.027080205,95.218633604,0,0.225487554,0.178147308,166,152,14,0.089487871,30,0,0,0,0,0,1658,31,232191,488628,158659,17,0,2059887
1270,1624181223.458605528,1624181223.558653593,1275,1274,0,0.053572848,0.080512873,1,0,0,0,1,5.781191336,31.256553406,-33.351139483,-0.013189737,0.020923401,-0.058545216,0.997978306,1863,749,0.402039721,0.064201079,0.048718579,0.028762034,0.351106023,111.407150743,1711,0.794262866,273.739104106,430.582899770,654.661760094,0.201429267,0.159987787,0,0,0,0,1,0.043113492,0.004295150,0.100000000,0.030000000,0.980530045,0.064201079,0.000002484,0.000003080,0.000010086,0.087308349,-0.098806519,-0.991269148,0.000000002,0.000000007,0.000000011,0.412723932,0.904684481,-0.105853418,0.000000000,0.453452980,0.352287982,13.977079023,0.026579445,96.338061541,0,0.223230958,0.176503504,164,146,18,0.088030059,49,0,0,0,0,0,1650,49,232257,488792,158708,17,0,2061537
1271,1624181223.558603048,1624181223.658555746,1276,1275,0,0.085174267,0.139730017,1,0,0,0,1,5.660813206,30.760584896,-33.322395632,-0.010986625,0.018056582,-0.058812227,0.998045277,1896,749,0.395042194,0.060028028,0.044680162,0.024412898,0.291664645,105.328890554,1769,0.787198936,269.283969280,439.696953311,683.573996038,0.193374039,0.152223838,0,0,0,0,1,0.026335799,0.003727261,0.100000000,0.030000000,0.939133961,0.060028028,0.000002620,0.000003259,0.000011131,0.054008933,-0.097664290,-0.993752847,0.000000003,0.000000008,0.000000013,0.742066401,0.660483706,-0.114449689,0.000000000,0.446781211,0.300980141,14.038644988,0.026917648,96.567069964,0,0.221838356,0.175428429,180,162,18,0.094936709,37,0,0,0,0,0,1679,37,232333,488972,158745,17,0,2063216
1272,1624181223.658600569,1624181223.758444548,1277,1276,0,0.081062719,0.192438654,1,0,0,0,1,5.542266146,30.272822650,-33.337136814,-0.009367401,0.017695565,-0.059561553,0.998023817,1858,751,0.404198062,0.062005398,0.046914906,0.027657443,0.342597423,90.675079281,1726,0.791660759,266.256286550,432.794064321,667.356118509,0.194858772,0.154262043,0,0,0,0,1,0.025361657,0.002533889,0.100000000,0.030000000,0.957763347,0.062005398,0.000002611,0.000003084,0.000009846,0.081725070,-0.057053842,-0.995020539,0.000000003,0.000000006,0.000000010,0.458020181,0.887952193,-0.041933491,0.000000000,0.445265048,0.298149726,14.086080107,0.027524525,96.191282264,0,0.221941655,0.175604466,152,136,16,0.081808396,27,0,0,0,0,0,1679,27,232392,489124,158772,17,0,2064895
1273,1624181223.758598089,1624181223.858395100,1278,1277,0,0.106005547,0.204806485,1,0,0,0,1,5.445183237,29.789231167,-33.327837886,-0.004008871,0.017175155,-0.059509116,0.998071945,1916,771,0.402400835,0.060942840,0.047536551,0.030551770,0.282053311,102.333095725,1796,0.781741214,248.492091351,441.433338920,714.081789875,0.176987759,0.138358625,0,0,0,0,1,0.017249266,0.002458606,0.100000000,0.030000000,0.862673245,0.060942840,0.000002434,0.000002769,0.000010150,0.076111110,-0.055199717,-0.995570234,0.000000002,0.000000008,0.000000011,0.261903514,0.959375658,-0.104904224,0.000000000,0.438857073,0.293251710,12.786220039,0.017728356,96.255617532,0,0.220499110,0.174454877,149,130,19,0.077766180,37,0,0,0,0,0,1727,40,232438,489273,158809,17,0,2066622
1274,1624181223.858595610,1624181223.958395720,1279,1278,0,0.075323183,0.130275627,1,0,0,0,1,5.351232574,29.303078411,-33.334804814,-0.002270983,0.017373434,-0.059912443,0.998049851,1921,754,0.392503904,0.059130141,0.048142319,0.028532882,0.282761887,100.146221759,1796,0.783636629,252.034206035,455.534656495,699.842522560,0.179076430,0.140330850,0,0,0,0,1,0.015314853,0.002451402,0.100000000,0.030000000,0.886838731,0.059130141,0.000002397,0.000002619,0.000010018,0.072318471,-0.080745345,-0.994107755,0.000000003,0.000000008,0.000000011,0.396366332,0.911766527,-0.107589645,0.000000000,0.419400255,0.219692415,12.796905549,0.017041956,96.794088245,0,0.215451937,0.170242185,174,157,17,0.090577824,33,0,0,0,0,0,1712,35,232486,489447,158842,17,0,2068334
1275,1624181223.958593369,1624181224.058459759,1279,1279,0,0.077212684,0.145680388,1,0,0,0,1,5.257408421,28.836942845,-33.320179213,-0.000238139,0.016058161,-0.059227351,0.998115324,1925,780,0.405194805,0.063592451,0.044531478,0.028683918,0.329806213,89.805935205,1791,0.782487884,277.769403383,463.387909999,660.278486851,0.198203445,0.155091794,0,0,0,0,1,0.018632000,0.003399523,0.100000000,0.030000000,0.992795253,0.063592451,0.000002371,0.000002561,0.000009013,0.069203047,-0.078752306,-0.994489323,0.000000003,0.000000007,0.000000011,0.603210333,0.790116261,-0.108874189,0.000000000,0.404782402,0.219140076,12.266331549,0.018202762,96.801604332,0,0.211712720,0.167186038,145,124,21,0.075324675,40,0,0,0,0,0,1738,42,232527,489592,158882,17,0,2070072
1276,1624181224.158588409,1624181224.258613348,1280,1280,0,0.059594621,0.150101420,1,0,0,0,1,5.069250219,27.908388707,-33.353307639,0.002513599,0.017184449,-0.057412513,0.998199469,1862,790,0.424274973,0.058070470,0.044638466,0.027033413,0.408344038,87.367365386,1725,0.792069619,279.566664599,447.880158163,638.873269615,0.204612862,0.162067632,0,0,0,0,1,0.037586769,0.003208395,0.100000000,0.030000000,1.030208629,0.058070470,0.000003082,0.000003545,0.000011124,0.101455966,-0.018359008,-0.994670616,0.000000003,0.000000008,0.000000011,0.433205052,0.900327043,-0.041768387,0.000000000,0.388752891,0.062276841,12.690792220,0.021054692,96.958619181,0,0.207734759,0.163949779,162,150,12,0.087003222,32,0,0,0,0,0,1668,32,232589,489754,158914,17,0,2071740
