frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
1880,1624181281.257198811,1624181281.357011080,1,0,0,1,-21.600912119,-5.206870185,-30.998800986,-0.021428482,0.023352847,-0.103359879,0.994138924,1735,589,0.339481268,0.110807767,0.083921815,0.050493739,0.248245836,104.853449610,1623,0.751273619,221.592533158,477.427943472,520.296606357,0.181734953,0.136532676,0.000002300,0.000003918,0.000010920,0.049796925,-0.144532222,-0.988246276,0.000000002,0.000000005,0.000000011,0.193061885,0.981168221,0.006002519,0.450000000,0.293122442,0.329749072,3.574846639,0.223523120,89.470190650,0,392,358,34,0.225936599,78,0,0,0,0,0,1263,80,294749,625273,281543,68,0,2621438
1881,1624181281.357196331,1624181281.456897497,1,0,0,1,-21.497567867,-5.237926808,-31.044296438,-0.026759459,0.014851360,-0.131838013,0.990798722,1742,654,0.375430540,0.085444878,0.063475136,0.038144062,0.230337269,112.996424401,1655,0.766033054,198.409615477,523.060152784,546.314935761,0.156501033,0.119884964,0.000002207,0.000003469,0.000010885,0.043421701,-0.123487697,-0.991395655,0.000000002,0.000000006,0.000000012,-0.014613444,-0.999889486,0.002732038,0.450000000,0.291147907,0.347191851,3.397183065,0.280437322,91.229919694,0,221,201,20,0.126865672,75,0,0,0,0,0,1441,80,294817,625494,281618,68,0,2622879
1882,1624181281.457194090,1624181281.556869745,1,0,0,1,-21.414607164,-5.250753218,-31.052351703,-0.030518605,0.003068362,-0.159020704,0.986798670,1751,599,0.342090234,0.064718402,0.048045683,0.029251429,0.118530947,161.189524077,1646,0.753726913,194.018703004,490.433918793,556.181876636,0.156386674,0.117872845,0.000002255,0.000003975,0.000014126,0.043383695,-0.144196135,-0.988597658,0.000000003,0.000000009,0.000000019,0.118207060,-0.992988814,-0.000553529,0.450000000,0.287334844,0.361794118,3.219522632,0.333873781,94.617483304,0,208,188,20,0.118789263,49,0,0,0,0,0,1493,50,294895,625702,281667,68,0,2624372
1883,1624181281.557191610,1624181281.656854391,1,0,0,1,-21.318315842,-5.271807189,-31.066698048,-0.035144933,-0.012180752,-0.186539043,0.981743168,1821,688,0.377814388,0.064514631,0.050554695,0.029357033,0.222768985,143.587651473,1705,0.767361448,226.403546368,510.641519014,571.306203599,0.173044924,0.132788004,0.000002147,0.000003923,0.000015296,0.064799991,-0.170816492,-0.983169714,0.000000003,0.000000007,0.000000016,0.112084451,0.993694802,-0.002777887,0.450000000,0.284497526,0.384877562,3.131370835,0.387907955,97.101876237,0,205,182,23,0.112575508,50,0,0,0,0,0,1566,50,294975,625907,281717,68,0,2625938
1884,1624181281.657189131,1624181281.756875992,1,0,0,1,-21.227526664,-5.294618371,-31.064427155,-0.042006956,-0.024933333,-0.215160055,0.975356291,1833,711,0.387888707,0.063964481,0.046862863,0.028939670,0.160124110,134.518071799,1723,0.766627240,199.305088687,522.303968628,599.289676636,0.150885971,0.115673296,0.000001997,0.000004278,0.000015350,0.062552500,-0.148127465,-0.986988064,0.000000003,0.000000007,0.000000015,0.054697934,0.998358882,-0.016961101,0.400000000,0.279638992,0.415113321,2.999295658,0.444313543,98.895840328,0,214,202,12,0.116748500,47,0,0,0,0,0,1571,48,295050,626121,281764,68,0,2627509
1885,1624181281.757186651,1624181281.856956005,1,0,0,1,-21.131070564,-5.312745815,-31.075038999,-0.047975789,-0.039166786,-0.242666915,0.968130701,1887,750,0.397456280,0.069036362,0.047363154,0.029926083,0.188719537,140.584429904,1755,0.777403505,203.220682909,543.666149533,617.456319558,0.148951298,0.115795261,0.000001981,0.000003906,0.000015273,0.070039415,-0.153793366,-0.985617614,0.000000003,0.000000007,0.000000013,-0.076463072,0.997030741,0.009115964,0.350000000,0.275737425,0.436627534,2.891669178,0.497238570,101.247146636,0,213,193,20,0.112877583,54,0,0,0,0,0,1620,54,295144,626334,281818,68,0,2629129
1886,1624181281.857184172,1624181281.957060575,1,0,0,1,-21.029930197,-5.307075397,-31.088862759,-0.053403788,-0.051671765,-0.271112073,0.959675105,2014,818,0.406156902,0.068002924,0.050207363,0.030190497,0.168812669,145.410254302,1878,0.776680539,207.758651221,577.002553304,673.844847376,0.142436439,0.110627610,0.000001893,0.000003630,0.000015205,0.076492068,-0.191395875,-0.978527763,0.000000002,0.000000006,0.000000015,0.274977705,-0.961342772,0.014399171,0.300000000,0.268513387,0.458729047,2.687196359,0.554115147,103.936775128,0,248,218,30,0.123138034,65,0,0,0,0,0,1701,65,295246,626582,281883,68,0,2630830
1887,1624181281.957181692,1624181282.057073116,1,0,0,1,-20.922284057,-5.323938458,-31.076013864,-0.058494078,-0.061593324,-0.299628807,0.950266954,2089,842,0.403063667,0.069439597,0.052943907,0.031185676,0.185194510,144.295159910,1946,0.780700518,247.591262795,592.683248655,678.968697440,0.162970130,0.127230865,0.000001842,0.000003269,0.000014882,0.074853197,-0.198103569,-0.977318768,0.000000002,0.000000005,0.000000011,0.351641965,-0.935440229,-0.036048661,0.250000000,0.263373646,0.481245938,2.492172829,0.611762577,107.361919147,0,282,256,26,0.134992820,67,0,0,0,0,0,1740,67,295371,626864,281950,68,0,2632570
1888,1624181282.057179451,1624181282.157168865,1,0,0,1,-20.797736419,-5.379180919,-31.067803274,-0.063163487,-0.070288297,-0.325842827,0.940689312,2132,893,0.418855535,0.069061412,0.049373449,0.029848099,0.162571745,156.378975269,1991,0.789642174,216.597258221,624.706702455,730.873607255,0.137768953,0.108788176,0.000001821,0.000003120,0.000015296,0.098012497,-0.201920155,-0.974485403,0.000000002,0.000000006,0.000000014,0.277797594,-0.960514168,-0.015525137,0.250000000,0.260037531,0.499069943,2.334955994,0.666817552,111.122355621,0,300,276,24,0.140712946,76,0,0,0,0,0,1756,76,295503,627164,282026,68,0,2634326
1889,1624181282.157176971,1624181282.257112503,1,0,0,1,-20.658120581,-5.454306863,-31.041449660,-0.068037091,-0.078557718,-0.349869617,0.931016052,2188,905,0.413619744,0.069278988,0.051625576,0.030548793,0.207620023,137.351136679,2042,0.789858961,264.865781425,619.758161865,728.268054848,0.164217928,0.129709002,0.000001724,0.000003064,0.000014398,0.097520659,-0.188230953,-0.977271114,0.000000002,0.000000004,0.000000012,0.535913191,-0.840317633,-0.081629206,0.250000000,0.249273425,0.520474615,2.253458808,0.717685067,114.567339710,0,299,275,24,0.136654479,67,0,0,0,0,0,1820,69,295638,627463,282093,68,0,2636146
1890,1624181282.257174492,1624181282.357027054,1,0,0,1,-20.502558919,-5.550670755,-31.039490801,-0.075043782,-0.084260338,-0.373103717,0.920902950,2247,900,0.400534045,0.073542482,0.053065462,0.034695326,0.173421152,144.773123886,2098,0.777859064,259.633501136,655.544459039,716.770356331,0.159094193,0.123752860,0.000001821,0.000003044,0.000014448,0.102791654,-0.212336798,-0.971775159,0.000000002,0.000000005,0.000000014,0.507880379,-0.859429806,-0.058633861,0.250000000,0.237013505,0.538445787,2.175105462,0.766404571,118.021034007,0,291,253,38,0.129506008,77,0,0,0,0,0,1879,77,295774,627754,282170,68,0,2638025
1891,1624181282.357172012,1624181282.457045078,1,0,0,1,-20.328398396,-5.679661264,-31.043369921,-0.079648603,-0.088676355,-0.393854295,0.911411761,2349,988,0.420604513,0.068695786,0.049751380,0.030138233,0.176521093,130.169714034,2188,0.784176498,281.563994171,667.719533635,766.494649402,0.164102795,0.128685555,0.000001782,0.000002846,0.000012934,0.097396759,-0.231230865,-0.968011445,0.000000002,0.000000004,0.000000011,0.560713516,-0.821854754,-0.100772595,0.200000000,0.227179010,0.533938803,2.067511811,0.809833652,121.262889570,0,376,332,44,0.160068114,80,0,0,0,0,0,1892,81,295983,628130,282250,68,0,2639917
1892,1624181282.457169533,1624181282.557111979,1,0,0,1,-20.139291192,-5.795649256,-31.046926328,-0.084697152,-0.091445354,-0.413779438,0.901804145,2390,967,0.404602510,0.080339779,0.054051899,0.033826605,0.191099601,139.560067567,2217,0.784532138,302.732833885,673.836804342,762.738111045,0.174053634,0.136550669,0.000001733,0.000002765,0.000013552,0.078689117,-0.255433823,-0.963619004,0.000000002,0.000000005,0.000000012,0.657073238,-0.747595315,-0.096726448,0.150000000,0.212415567,0.456013295,2.143549486,0.853043613,125.284756384,0,369,322,47,0.154393305,110,0,0,0,0,0,1910,111,296189,628499,282360,68,0,2641827
1893,1624181282.557167292,1624181282.657099724,1,0,0,1,-19.944808285,-5.930047677,-31.064889344,-0.089148695,-0.092663384,-0.433421451,0.891970769,2389,976,0.408539138,0.070023347,0.050288531,0.033036962,0.208402385,132.585171458,2234,0.786661997,318.822620187,675.354095222,763.226185423,0.181416919,0.142713796,0.000001713,0.000002715,0.000013063,0.091032526,-0.263402772,-0.960381205,0.000000002,0.000000004,0.000000012,0.569615811,-0.814605488,-0.109342247,0.100000000,0.207584041,0.440048016,2.363906023,0.893419028,127.957984972,0,373,326,47,0.156132273,78,0,0,0,0,0,1938,78,296378,628872,282438,68,0,2643765
1894,1624181282.657164812,1624181282.757074356,1,0,0,1,-19.742692850,-6.094823695,-31.103965642,-0.094634812,-0.090959197,-0.452617077,0.881991190,2400,1027,0.427916667,0.071399703,0.052061442,0.032778963,0.203212389,142.470244575,2243,0.790253497,311.398369737,699.340891033,761.799333973,0.175679317,0.138831195,0.000001692,0.000002535,0.000013140,0.084000382,-0.263261966,-0.961060390,0.000000002,0.000000005,0.000000012,0.660882301,-0.743545554,-0.101855749,0.100000000,0.205044615,0.443700343,2.590720839,0.926451054,131.074828263,0,368,334,34,0.153333333,78,0,0,0,0,0,1954,78,296569,629240,282516,68,0,2645719
1895,1624181282.757162333,1624181282.857073307,1,0,0,1,-19.528129244,-6.279128847,-31.147397886,-0.100130837,-0.085536680,-0.471476560,0.871990335,2448,986,0.402777778,0.078058684,0.052835471,0.033620566,0.250106994,127.247103994,2302,0.777072804,343.461126613,691.728419964,753.632048857,0.192004126,0.149201184,0.000001640,0.000002453,0.000012256,0.091372346,-0.254469269,-0.962754634,0.000000002,0.000000004,0.000000010,0.671639858,-0.733009733,-0.107687662,0.050000000,0.202173706,0.353322468,2.812576344,0.952245169,132.171636382,0,414,387,27,0.169117647,113,0,0,0,0,0,1921,113,296781,629654,282629,68,0,2647640
1896,1624181282.857159853,1624181282.957024097,1,0,0,1,-19.301638526,-6.461337261,-31.171483271,-0.103948287,-0.078565389,-0.490488986,0.861651199,2485,962,0.387122736,0.114854611,0.077410309,0.052783723,0.249481183,118.355157817,2320,0.782148750,337.356509789,718.015326367,759.213264862,0.185913854,0.145412289,0.000001697,0.000002401,0.000011644,0.077591585,-0.268569478,-0.960130190,0.000000002,0.000000004,0.000000009,0.644425764,-0.758751892,-0.094926294,0.000000000,0.203074239,0.176677735,3.019911761,0.961917068,132.206471891,0,639,559,80,0.257142857,160,0,0,0,0,0,1686,160,297004,630293,282789,68,0,2649326
1897,1624181282.957157373,1624181283.056992292,1,0,0,1,-19.074348112,-6.696999546,-31.192200736,-0.106089313,-0.070793252,-0.508765940,0.851405069,2409,930,0.386052304,0.073938525,0.054633831,0.034249361,0.288435641,115.078717406,2259,0.781630625,339.943162610,699.604446765,726.155972213,0.192525612,0.150483914,0.000001748,0.000002381,0.000010855,0.049241352,-0.269369043,-0.961777317,0.000000002,0.000000004,0.000000009,0.768210858,-0.630937654,-0.108488496,0.000000000,0.205511956,0.176850333,3.250693725,0.959088901,132.317609718,0,419,385,34,0.173931092,91,0,0,0,0,0,1897,93,297224,630712,282880,68,0,2651223
1898,1624181283.057155132,1624181283.156970501,1,0,0,1,-18.839125338,-6.972128814,-31.224960905,-0.109138362,-0.062839979,-0.527282093,0.840305628,2359,938,0.397626113,0.096859740,0.070220811,0.043296234,0.223780085,129.507968865,2219,0.785782344,335.396794048,686.176000971,722.078226971,0.192353166,0.151147722,0.000001761,0.000002332,0.000011325,0.045644870,-0.271291441,-0.961414323,0.000000002,0.000000004,0.000000011,0.767847302,-0.628445506,-0.124365456,0.000000000,0.204206206,0.184209914,3.513818651,0.952829801,133.774697169,0,504,458,46,0.213649852,122,0,0,0,0,0,1728,127,297446,631216,283002,68,0,2652951
1899,1624181283.157152653,1624181283.256964207,1,0,0,1,-18.607249081,-7.263313428,-31.275294331,-0.110462138,-0.056989466,-0.544364373,0.829588902,2316,931,0.401986183,0.103653448,0.066807794,0.042387475,0.296426431,115.209124582,2165,0.785774645,341.018431486,632.812315677,727.371358889,0.200457330,0.157514287,0.000001793,0.000002331,0.000010284,0.016495296,-0.309857401,-0.950639940,0.000000001,0.000000004,0.000000008,0.802490379,-0.579293729,-0.142926442,0.000000000,0.207690629,0.195881815,3.769958491,0.939688528,133.806073580,0,476,423,53,0.205526770,147,0,0,0,0,0,1691,149,297630,631692,283149,68,0,2654642
1900,1624181283.257150173,1624181283.357009411,1,0,0,1,-18.373646774,-7.555595447,-31.324961136,-0.116523617,-0.056294481,-0.560617883,0.817900218,2370,929,0.391983122,0.071869189,0.055035620,0.034659087,0.233656691,143.051449543,2214,0.783886508,317.552254443,644.779827789,773.192647293,0.182971898,0.143429203,0.000001767,0.000002346,0.000011102,0.011311647,-0.287932893,-0.957583780,0.000000002,0.000000004,0.000000010,0.851407618,-0.509958283,-0.122668730,0.000000000,0.206961172,0.176000944,4.030296226,0.921747112,135.715973577,0,434,398,36,0.183122363,114,0,0,0,0,0,1821,115,297843,632126,283263,68,0,2656463
1901,1624181283.357147694,1624181283.457021475,1,0,0,1,-18.142827470,-7.862128893,-31.360548673,-0.119449212,-0.055830747,-0.576256731,0.806562455,2367,907,0.383185467,0.077984632,0.056623241,0.036332855,0.265498001,124.923796717,2218,0.780314486,330.859071917,648.599725271,751.278732959,0.191166521,0.149170005,0.000001935,0.000002192,0.000011128,-0.005427765,-0.323629720,-0.946168243,0.000000002,0.000000004,0.000000010,0.799424819,-0.589916746,-0.113658221,0.000000000,0.208719209,0.174818826,4.331330020,0.906018923,136.312342193,0,417,379,38,0.176172370,106,0,0,0,0,0,1843,107,298062,632543,283369,68,0,2658306
1902,1624181283.457145214,1624181283.557046413,1,0,0,1,-17.915476629,-8.159061790,-31.386509016,-0.123305271,-0.051796395,-0.592440255,0.794435326,2378,901,0.378889823,0.088828353,0.062990358,0.036944934,0.250945606,124.281728955,2221,0.777270229,339.199059681,611.096247434,776.021871762,0.196487102,0.152723575,0.000001964,0.000002193,0.000010846,0.012302823,0.324145879,0.945927106,0.000000002,0.000000004,0.000000010,0.865969408,-0.470274722,-0.170113701,0.000000000,0.215339942,0.172333276,4.606600569,0.891121597,134.466952437,0,435,395,40,0.182926829,124,0,0,0,0,0,1816,127,298274,632978,283493,68,0,2660122
1903,1624181283.557142973,1624181283.657035112,1,0,0,1,-17.701167990,-8.483302391,-31.431929615,-0.122704484,-0.048307374,-0.607275899,0.783470478,2359,861,0.364985163,0.091003442,0.064287459,0.041836106,0.255710996,118.305869319,2197,0.776035107,342.785707631,593.463482992,768.699939254,0.201053334,0.156024446,0.000001988,0.000002244,0.000010407,0.033809959,0.327159584,0.944364068,0.000000002,0.000000005,0.000000010,0.913910346,-0.380841455,-0.140455212,0.000000000,0.216987042,0.169335890,4.904271584,0.871227205,133.202863329,0,481,433,48,0.203899958,123,0,0,0,0,0,1754,124,298510,633459,283616,68,0,2661876
1904,1624181283.657140493,1624181283.756940842,1,0,0,1,-17.496711918,-8.816746450,-31.449107538,-0.122063549,-0.043147977,-0.622324706,0.771978434,2359,838,0.355235269,0.084139777,0.060054304,0.039488948,0.292894451,124.398274850,2205,0.766197384,354.478453693,587.631813341,747.354964076,0.209816957,0.160761203,0.000002012,0.000002291,0.000010664,0.063532484,0.333583594,0.940577275,0.000000002,0.000000004,0.000000008,0.931089881,-0.347312488,-0.111560162,0.000000000,0.223625559,0.162398809,5.197067688,0.854106416,132.696873482,0,443,404,39,0.187791437,118,0,0,0,0,0,1798,118,298731,633902,283734,68,0,2663674
1905,1624181283.757138014,1624181283.857093573,1,0,0,1,-17.304175968,-9.214755860,-31.495069157,-0.121421371,-0.039490363,-0.635773840,0.761241739,2251,837,0.371834740,0.085716838,0.064263307,0.038790684,0.226553445,129.151007697,2119,0.778219514,296.552607043,560.868407108,791.626135230,0.179832703,0.139949319,0.000002075,0.000002333,0.000011102,0.047498089,0.328517184,0.943302916,0.000000002,0.000000005,0.000000010,0.877398104,-0.457135275,-0.145601878,0.000000000,0.225517255,0.158656407,5.539345141,0.830802155,132.125202371,0,418,386,32,0.185695247,107,0,0,0,0,0,1725,108,298934,634320,283841,68,0,2665399
1906,1624181283.857135534,1624181283.957071543,1,0,0,1,-17.108684342,-9.649497367,-31.516817110,-0.120526453,-0.034842400,-0.648547258,0.750763502,2263,868,0.383561644,0.097696077,0.068043151,0.042889428,0.202222613,126.726237854,2112,0.774817492,303.223346473,553.865261207,779.325935293,0.185297392,0.143571660,0.000002075,0.000002362,0.000010592,0.046356401,0.311649141,0.949065802,0.000000001,0.000000005,0.000000009,0.898729456,-0.407335299,-0.162367849,0.000000000,0.227187752,0.158280996,5.906800068,0.805114077,131.191001549,0,453,406,47,0.200176757,129,0,0,0,0,0,1681,129,299135,634773,283970,68,0,2667080
1907,1624181283.957133055,1624181284.057102680,1,0,0,1,-16.916703416,-10.059914504,-31.534477993,-0.122490721,-0.032561685,-0.660529435,0.740024746,2199,778,0.353797181,0.081920043,0.058921067,0.036438247,0.218515848,124.641542360,2091,0.761954440,288.746669272,530.640470337,773.859594903,0.181231609,0.138090229,0.000002172,0.000002340,0.000010567,0.044468220,0.295005526,0.954460223,0.000000002,0.000000004,0.000000010,0.897550164,-0.421075508,-0.130763604,0.000000000,0.228853819,0.153265928,6.223746985,0.781885730,130.208320671,0,370,344,26,0.168258299,91,0,0,0,0,0,1738,91,299297,635143,284061,68,0,2668818
1908,1624181284.057130814,1624181284.157027960,1,0,0,1,-16.732435908,-10.490689306,-31.570753329,-0.124543074,-0.030371292,-0.671321966,0.729995497,2277,789,0.346508564,0.080659057,0.057025119,0.037400157,0.196913479,120.802868275,2147,0.758742068,308.066630749,551.586513752,769.366076440,0.189111722,0.143487019,0.000002290,0.000002451,0.000010500,0.057778628,0.303757053,0.950995943,0.000000002,0.000000005,0.000000011,0.958970023,-0.196555464,-0.204309676,0.000000000,0.230570905,0.147779478,6.532960064,0.759815221,128.429515322,0,389,370,19,0.170838823,91,0,0,0,0,0,1797,91,299460,635532,284152,68,0,2670615
1909,1624181284.157128334,1624181284.257006645,1,0,0,1,-16.569202013,-10.910755165,-31.588148108,-0.126973330,-0.027524498,-0.681742224,0.719963691,2221,742,0.334083746,0.095764770,0.065925598,0.043209752,0.234687363,119.186890996,2074,0.759642018,298.254621259,518.103936669,759.138987186,0.189308211,0.143806471,0.000002315,0.000002549,0.000010305,0.084044420,0.323830112,0.942374975,0.000000002,0.000000005,0.000000010,0.870173671,-0.478161761,-0.118992070,0.000000000,0.231924272,0.143962827,6.800961781,0.738550502,127.521303038,0,418,383,35,0.188203512,122,0,0,0,0,0,1681,122,299637,635950,284274,68,0,2672296
1910,1624181284.257125854,1624181284.357011557,1,0,0,1,-16.415156392,-11.345459777,-31.606447321,-0.126100406,-0.023926905,-0.691703683,0.710684322,2212,825,0.372965642,0.081000478,0.058645930,0.037979541,0.201214718,113.648867658,2098,0.768263610,281.711877149,517.487728988,812.617448238,0.174779065,0.134276395,0.000002292,0.000002437,0.000009143,0.091479431,0.322799206,0.942036192,0.000000001,0.000000005,0.000000008,0.966765164,-0.203438726,-0.154847673,0.000000000,0.233313951,0.140672081,7.045755418,0.720892424,125.965090226,0,365,331,34,0.165009042,105,0,0,0,0,0,1742,105,299790,636315,284379,68,0,2674038
1911,1624181284.357123375,1624181284.457088709,1,0,0,1,-16.273201172,-11.812774278,-31.648940248,-0.124501369,-0.019852163,-0.701238063,0.701691157,2207,769,0.348436792,0.079741000,0.057117149,0.038132531,0.159311277,123.373982724,2083,0.763991583,274.592426802,504.846850077,811.955191133,0.172548311,0.131825457,0.000002347,0.000002599,0.000009672,0.095235577,0.311836860,0.945350706,0.000000002,0.000000006,0.000000011,0.959447400,-0.257862380,-0.113875719,0.000000000,0.232453460,0.133775815,7.314127548,0.703833284,125.625303661,0,405,376,29,0.183507023,93,0,0,0,0,0,1709,93,299961,636720,284472,68,0,2675747
1912,1624181284.457120895,1624181284.557013273,1,0,0,1,-16.138797219,-12.264097844,-31.656372502,-0.122298733,-0.016305790,-0.709929599,0.693380924,2149,726,0.337831550,0.083682406,0.059427596,0.037550090,0.197620464,106.131609579,2051,0.758150910,276.926461361,495.774998933,782.266056250,0.178091477,0.135020215,0.000002543,0.000002750,0.000008924,0.081372143,0.318685118,0.944361355,0.000000002,0.000000006,0.000000010,0.905522541,-0.412448756,-0.099573848,0.000000000,0.232779503,0.132939288,7.548012613,0.684872565,123.953880761,0,340,322,18,0.158213122,94,0,0,0,0,0,1715,94,300096,637060,284566,68,0,2677462
1913,1624181284.557118416,1624181284.657018661,1,0,0,1,-16.016533391,-12.719743057,-31.677812986,-0.119237130,-0.012657275,-0.717259070,0.686412213,2192,780,0.355839416,0.086356569,0.064091204,0.037571979,0.190970031,113.800012505,2074,0.762785191,285.660777151,489.177695434,807.178012673,0.180567510,0.137734222,0.000002466,0.000002614,0.000008874,0.074285766,0.314773359,0.946255440,0.000000002,0.000000006,0.000000009,-0.935886098,0.327670436,0.129419073,0.000000000,0.231907885,0.125134448,7.756580252,0.663238441,123.014622814,0,395,370,25,0.180200730,105,0,0,0,0,0,1692,105,300272,637455,284671,68,0,2679154
1914,1624181284.657116175,1624181284.756958485,1,0,0,1,-15.906325357,-13.195914505,-31.694215563,-0.114196837,-0.011099848,-0.723692724,0.680517977,2196,753,0.342896175,0.090330727,0.065809976,0.043085234,0.175831241,105.813160559,2065,0.753958188,268.426358820,489.155192154,799.342106975,0.172408170,0.129988551,0.000002436,0.000002654,0.000008375,0.087057814,0.291903476,0.952477453,0.000000002,0.000000006,0.000000009,0.942877145,-0.319972101,-0.092739115,0.000000000,0.230538828,0.117731008,7.959445809,0.639994126,121.181768613,0,393,349,44,0.178961749,111,0,0,0,0,0,1691,112,300434,637848,284782,68,0,2680845
1915,1624181284.757113695,1624181284.856942654,1,0,0,1,-15.800297245,-13.698138373,-31.715402645,-0.107844342,-0.008130477,-0.728978346,0.675939394,2168,682,0.314575646,0.080470267,0.058947263,0.038369744,0.155148202,119.391007999,2028,0.748134170,262.269860233,480.780028647,774.166207829,0.172862561,0.129324389,0.000002687,0.000002787,0.000009185,0.098830886,0.267137742,0.958577009,0.000000002,0.000000006,0.000000009,0.988639690,0.059300641,-0.138112264,0.000000000,0.225790888,0.116487652,8.181495501,0.612391990,120.788963813,0,398,367,31,0.183579336,80,0,0,0,0,0,1690,80,300598,638246,284862,68,0,2682535
1916,1624181284.857111216,1624181284.956918955,1,0,0,1,-15.729043330,-14.210030423,-31.736460729,-0.099963063,-0.000474441,-0.733918840,0.671840977,2191,727,0.331811958,0.088376166,0.067320420,0.043947241,0.155027770,134.289095255,2052,0.762230859,277.296608090,476.275287858,810.525826928,0.177288544,0.135134799,0.000002431,0.000002814,0.000010036,0.076903838,0.278204614,0.957438245,0.000000001,0.000000006,0.000000011,0.944533730,-0.321911787,-0.065029483,0.000000000,0.221068218,0.092933794,8.370686430,0.584713228,121.585660685,0,364,333,31,0.166134185,107,0,0,0,0,0,1720,107,300748,638610,284969,68,0,2684255
1917,1624181284.957108736,1624181285.057015181,1,0,0,1,-15.667890087,-14.709878033,-31.757227655,-0.092587729,0.003071891,-0.737335100,0.669144996,2107,643,0.305173232,0.086597920,0.061644857,0.039734268,0.159107396,112.565102415,1993,0.745300862,252.859781680,470.143895831,762.380940122,0.170231857,0.126873950,0.000002589,0.000002936,0.000010131,0.074992925,0.247446309,0.965995023,0.000000002,0.000000008,0.000000012,0.994276199,-0.096123793,-0.046637497,0.000000000,0.214601806,0.086549560,8.511234634,0.551726853,121.459979935,0,363,331,32,0.172282867,86,0,0,0,0,0,1657,87,300891,638973,285055,68,0,2685912
1918,1624181285.057106256,1624181285.157067060,1,0,0,1,-15.620629701,-15.257125231,-31.776857700,-0.085187909,0.009225838,-0.741564730,0.665386846,2046,646,0.315738025,0.091419695,0.064447769,0.042260584,0.165671134,118.818626758,1922,0.744750989,234.680538920,468.040996560,728.689865533,0.163950447,0.122102258,0.000002619,0.000002921,0.000010407,0.092685950,0.252507687,0.963145463,0.000000002,0.000000007,0.000000013,0.986092454,-0.157121855,-0.054170057,0.000000000,0.211696358,0.083549903,8.685251868,0.523750232,120.925512830,0,323,295,28,0.157869013,91,0,0,0,0,0,1632,91,301021,639296,285146,68,0,2687544
1919,1624181285.157104015,1624181285.257051229,1,0,0,1,-15.579922090,-15.796263959,-31.806139348,-0.079508255,0.018120893,-0.746592525,0.660264850,2029,643,0.316904879,0.083307984,0.054225977,0.033955936,0.191516810,113.920337674,1930,0.747985861,247.454375795,490.796777258,705.361559110,0.171413270,0.128214702,0.000002624,0.000002753,0.000010121,0.114431504,0.262600750,0.958095129,0.000000002,0.000000008,0.000000010,0.980159879,-0.197979191,-0.009531624,0.000000000,0.206450877,0.070830647,8.849271392,0.500082263,120.861073485,0,301,268,33,0.148348940,74,0,0,0,0,0,1653,75,301130,639597,285220,68,0,2689197
1920,1624181285.257101536,1624181285.357089281,1,0,0,1,-15.544322830,-16.305771815,-31.831921862,-0.076775624,0.023493278,-0.751429831,0.654909749,1940,566,0.291752577,0.081884057,0.060300334,0.037390311,0.251549358,97.288323214,1834,0.734170563,256.039697259,470.830806110,619.598308522,0.190156426,0.139607250,0.000002777,0.000002812,0.000008781,0.100008452,0.222995407,0.969675904,0.000000002,0.000000007,0.000000011,0.986811826,-0.153564362,-0.051189916,0.000000000,0.207345510,0.061432588,8.975305954,0.476583452,118.572917168,0,281,253,28,0.144845361,59,0,0,0,0,0,1600,59,301253,639878,285279,68,0,2690797
1921,1624181285.357099056,1624181285.457070351,1,0,0,1,-15.512678023,-16.816341392,-31.789037601,-0.073105842,0.026515151,-0.756786622,0.649019639,1960,592,0.302040816,0.098783562,0.063130433,0.040885760,0.259089753,87.893923559,1827,0.744621222,260.422781917,474.007576217,625.992614067,0.191427804,0.142541205,0.000002727,0.000002766,0.000007401,0.072302601,0.154310065,0.985373400,0.000000002,0.000000007,0.000000010,0.990641379,0.133356366,-0.029081588,0.000000000,0.207025098,0.065121054,9.113774348,0.453155848,116.721423510,0,360,326,34,0.183673469,81,0,0,0,0,0,1519,81,301401,640238,285360,68,0,2692316
