frame,lidar_begin_time,lidar_end_time,adaptive_map,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,dynamic_threshold_ready,dynamic_normal_ratio_threshold,dynamic_condition_threshold,dynamic_normal_ratio_mean,dynamic_normal_ratio_std,dynamic_condition_mean,dynamic_condition_std,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_voxel_rejected
1097,1517157339.104202986,1517157339.205042362,1,0,0,1,236.806113120,17.816045312,-12.509854497,-0.045352666,0.009627653,-0.294603066,0.954494357,829,626,0.755126659,0.031896687,0.021127895,0.011573593,0.100783908,39.980902528,0.750000000,0.089153354,0.104904484,5.624272761,0.591211781,41.781090436,0,1,0.080000000,40.000000000,0.277618386,0.136140227,24.876063709,6.310510901,133,131,2,0.160434258,27,0,0,0,0,667,29,19154,67165,43781,6792,761310
1098,1517157339.205063105,1517157339.305902243,1,0,0,1,236.992142178,17.692343105,-12.519855591,-0.043647720,0.008235510,-0.329763333,0.943018132,818,646,0.789731051,0.027148517,0.019312933,0.010433307,0.083801210,38.802618709,0.700000000,0.089183095,0.112793866,5.557603070,0.664404969,41.418742832,0,1,0.080000000,40.000000000,0.274035032,0.136478238,25.016948579,6.460799208,102,102,0,0.124694377,21,0,0,0,0,692,24,19176,67267,43802,6792,762002
1099,1517157339.305922985,1517157339.406762362,1,1,1,1,237.180896231,17.542812785,-12.529915662,-0.022403101,-0.000455210,-0.317739205,0.947913335,800,599,0.748750000,0.033436277,0.025984878,0.012759540,0.086995937,43.461804662,0.700000000,0.089047248,0.111032961,5.514802506,0.688992287,41.431797784,1,1,0.080000000,40.000000000,0.274035032,0.136478238,25.016948579,6.460799208,74,74,0,0.092500000,18,50,17,1,0,641,85,19182,67341,43870,6809,762643
1100,1517157339.406783104,1517157339.507622242,1,1,1,1,237.365104505,17.394481886,-12.542884052,-0.012143342,-0.005587698,-0.299026778,0.954151090,790,591,0.748101266,0.029736261,0.019742980,0.012438330,0.096408965,40.998904899,0.700000000,0.090244096,0.104337140,5.467699240,0.726521292,41.098372531,2,1,0.080000000,40.000000000,0.274035032,0.136478238,25.016948579,6.460799208,57,57,0,0.072151899,22,38,7,1,0,664,69,19188,67398,43930,6816,763307
1101,1517157339.507642984,1517157339.608482361,1,1,1,1,237.551449460,17.250371232,-12.547482697,-0.020226834,-0.000159378,-0.318167606,0.947818666,787,599,0.761118170,0.028054520,0.018376872,0.011010990,0.095274688,40.623194109,0.700000000,0.091453816,0.090495915,5.135195859,0.765517609,40.664500790,3,1,0.080000000,40.000000000,0.274035032,0.136478238,25.016948579,6.460799208,66,66,0,0.083862770,20,44,21,1,0,635,86,19193,67464,43994,6837,763942
1102,1517157339.709362984,1517157339.810202360,1,1,1,1,237.927033558,16.969069424,-12.559699539,-0.019565291,-0.008658903,-0.341335927,0.939697828,810,631,0.779012346,0.030554400,0.019629535,0.010413838,0.089177595,41.092641805,0.700000000,0.092403436,0.090973505,5.330832063,0.814402278,40.764208902,4,1,0.080000000,40.000000000,0.274035032,0.136478238,25.016948579,6.460799208,49,48,1,0.060493827,19,37,0,0,0,702,59,19205,67513,44050,6837,764644
1103,1517157339.810224056,1517157339.911062241,1,0,0,1,238.113620907,16.830579540,-12.569089242,-0.015440000,-0.011324519,-0.329945995,0.943805596,788,606,0.769035533,0.023594082,0.012066218,0.008425340,0.114847782,30.984922742,0.650000000,0.094324520,0.108982547,5.262389919,0.836312224,40.369486080,0,1,0.080000000,40.000000000,0.274035032,0.136478238,25.016948579,6.460799208,87,87,0,0.110406091,20,0,0,0,0,681,20,19220,67600,44070,6837,765325
1104,1517157339.911083937,1517157340.011862278,1,0,0,1,238.296292673,16.691064170,-12.573903846,-0.006484083,-0.013618004,-0.310524161,0.950445818,763,572,0.749672346,0.022375541,0.013651542,0.008382777,0.111413821,31.426188171,0.600000000,0.095652557,0.127575686,5.221753837,0.875512674,39.864779766,0,1,0.080000000,40.000000000,0.270462797,0.136012148,25.086894295,6.491871178,67,67,0,0.087811271,12,0,0,0,0,683,13,19229,67667,44082,6837,766008
1105,1517157340.011883974,1517157340.112723351,1,0,0,1,238.484094425,16.554252356,-12.577224682,-0.008966538,-0.014164007,-0.301454319,0.953333245,748,545,0.728609626,0.022185956,0.012244556,0.007670637,0.097386216,33.521485004,0.550000000,0.096752937,0.139858645,5.156587466,0.893126418,39.635081528,0,1,0.080000000,40.000000000,0.266886027,0.135813450,25.172777571,6.545853826,62,61,1,0.082887701,15,0,0,0,0,669,17,19241,67729,44097,6837,766677
1106,1517157340.112744093,1517157340.213583231,1,0,0,1,238.678976566,16.418862525,-12.579850687,-0.011211707,-0.013384450,-0.299782814,0.953847691,740,551,0.744594595,0.021965514,0.012103437,0.008244836,0.116124522,31.191906484,0.550000000,0.097379868,0.152280009,5.110259694,0.869994852,39.234605376,0,1,0.080000000,40.000000000,0.263408657,0.135175804,25.242965722,6.572334542,49,49,0,0.066216216,14,0,0,0,0,675,16,19251,67778,44111,6837,767352
1107,1517157340.213603973,1517157340.314443350,1,0,0,1,238.867727376,16.293660466,-12.589032061,-0.013102430,-0.013315311,-0.297281324,0.954607167,726,555,0.764462810,0.022137130,0.012409830,0.007807785,0.102835202,32.268403928,0.550000000,0.097639609,0.165297498,5.051431718,0.797817880,38.908622237,0,1,0.080000000,40.000000000,0.259852376,0.134674518,25.330097666,6.607047145,51,50,1,0.070247934,19,0,0,0,0,652,23,19259,67829,44130,6837,768004
1108,1517157340.314464092,1517157340.415303230,1,0,0,1,239.067751935,16.163391267,-12.600785354,-0.010926117,-0.011368105,-0.290459286,0.956757435,731,549,0.751025992,0.025616932,0.016021823,0.009126878,0.107874891,35.773531411,0.500000000,0.098536875,0.159596572,5.014187845,0.712925132,38.590796669,0,1,0.080000000,40.000000000,0.256300374,0.133949938,25.441243401,6.687814844,56,54,2,0.076607387,9,0,0,0,0,664,11,19270,67885,44139,6837,768668
1109,1517157340.415323973,1517157340.516163349,1,0,0,1,239.260866578,16.040053613,-12.611374566,-0.010505690,-0.009558665,-0.286628991,0.957936367,752,561,0.746010638,0.022072477,0.011296589,0.007294051,0.113289258,29.816357349,0.450000000,0.100327538,0.169263674,4.982810545,0.693419493,37.832727974,0,1,0.080000000,40.000000000,0.253000159,0.133365992,25.489091073,6.701814385,67,67,0,0.089095745,12,0,0,0,0,673,12,19282,67952,44151,6837,769341
1110,1517157340.516184092,1517157340.617023230,1,0,0,1,239.457653956,15.918604554,-12.622685040,-0.012255597,-0.008093638,-0.281604658,0.959418110,727,545,0.749656121,0.019475243,0.010434123,0.006908050,0.105860192,30.191782721,0.400000000,0.100844573,0.174797983,4.960084331,0.699664646,37.263298614,0,1,0.080000000,40.000000000,0.249642402,0.132800152,25.551031453,6.716352537,66,63,3,0.090784044,14,0,0,0,0,647,14,19294,68018,44165,6837,769988
1111,1517157340.617043972,1517157340.717883348,1,0,0,1,239.664171775,15.796611502,-12.631212845,-0.015801378,-0.010938026,-0.280463601,0.959672259,717,533,0.743375174,0.020675106,0.013424318,0.008464581,0.100754761,31.912057391,0.350000000,0.101626270,0.179823551,4.690452040,0.607236672,36.687108236,0,1,0.080000000,40.000000000,0.246301209,0.132299979,25.626501103,6.744943122,51,51,0,0.071129707,11,0,0,0,0,655,11,19305,68069,44176,6837,770643
1112,1517157340.818763971,1517157340.919603348,1,0,0,1,240.081766481,15.554512715,-12.652114758,-0.013152555,-0.013917628,-0.266365593,0.963681836,706,525,0.743626062,0.022378824,0.013624713,0.008141383,0.113495596,29.433601818,0.300000000,0.102311906,0.172302001,4.921499371,0.631484112,36.084638697,0,1,0.080000000,40.000000000,0.242937362,0.131354093,25.678902355,6.753955611,58,57,1,0.082152975,13,0,0,0,0,634,14,19313,68127,44189,6837,771277
1113,1517157340.919624090,1517157341.020401239,1,0,0,1,240.293017022,15.433101317,-12.654357531,-0.010366768,-0.013311086,-0.257413867,0.966153945,701,529,0.754636234,0.023820088,0.015937441,0.008911412,0.103075602,36.062905121,0.300000000,0.102345849,0.169034666,4.924383340,0.648199439,35.981790650,0,1,0.080000000,40.000000000,0.239156723,0.129876153,25.796855194,6.830839005,62,60,2,0.088445078,11,0,0,0,0,625,14,19326,68189,44200,6837,771902
1114,1517157341.020421982,1517157341.121261358,1,0,0,1,240.512293672,15.314728708,-12.660024302,-0.011116315,-0.012793447,-0.251524300,0.967702579,713,511,0.716690042,0.021559777,0.012163129,0.007932525,0.118466658,29.900985759,0.300000000,0.102943625,0.167932953,4.942484503,0.599102908,35.527234086,0,1,0.080000000,40.000000000,0.235636715,0.128320065,25.856998977,6.840226067,64,64,0,0.089761571,10,0,0,0,0,637,12,19332,68253,44210,6837,772539
1115,1517157341.121282101,1517157341.222121239,1,0,0,1,240.734429755,15.200291189,-12.675016031,-0.010673814,-0.007220793,-0.241497671,0.970315827,697,515,0.738880918,0.020886773,0.009333490,0.006904814,0.095635950,31.943314899,0.250000000,0.102522680,0.166545340,4.951465134,0.533260703,35.041290265,0,1,0.080000000,40.000000000,0.232195451,0.127410856,25.930226494,6.865746505,52,52,0,0.074605452,22,0,0,0,0,623,22,19341,68305,44232,6837,773162
1116,1517157341.222141981,1517157341.322981358,1,0,0,1,240.959742057,15.088517091,-12.695914134,-0.010095061,-0.010739960,-0.234222082,0.972071376,732,549,0.750000000,0.025269568,0.015338188,0.009388541,0.093101291,34.646875095,0.200000000,0.102330202,0.160168291,4.984046889,0.451687937,34.701719230,0,1,0.080000000,40.000000000,0.228831330,0.126595169,26.010482363,6.920047545,56,56,0,0.076502732,15,0,0,0,0,661,15,19344,68361,44247,6837,773823
1117,1517157341.323002100,1517157341.423841238,1,1,1,1,241.195827230,14.980690995,-12.700925131,-0.012726649,-0.012732067,-0.228708545,0.973328479,692,513,0.741329480,0.018646127,0.009500116,0.006324065,0.071815788,37.118852189,0.250000000,0.100881796,0.158486840,5.020011389,0.389247443,34.558616713,1,1,0.080000000,40.000000000,0.228831330,0.126595169,26.010482363,6.920047545,24,24,0,0.034682081,11,28,0,0,0,628,40,19346,68385,44286,6837,774451
1118,1517157341.423861980,1517157341.524701357,1,1,1,1,241.436534685,14.870422045,-12.712872281,-0.009186874,-0.012533394,-0.226555365,0.973874315,689,510,0.740203193,0.020270321,0.010152596,0.006447435,0.079729996,33.175314221,0.300000000,0.100678236,0.161533497,5.044027769,0.367899064,34.277251489,2,1,0.080000000,40.000000000,0.228831330,0.126595169,26.010482363,6.920047545,25,24,1,0.036284470,16,29,0,0,0,619,45,19350,68410,44331,6837,775070
1119,1517157341.524722099,1517157341.625561237,1,1,1,1,241.679512034,14.754810029,-12.719805449,-0.006392935,-0.014387851,-0.215867829,0.976295652,676,488,0.721893491,0.020710026,0.012529939,0.006865790,0.078308061,36.917390706,0.300000000,0.100243842,0.137226472,5.076336675,0.350426219,33.950030791,3,1,0.080000000,40.000000000,0.228831330,0.126595169,26.010482363,6.920047545,32,31,1,0.047337278,9,33,0,0,0,602,42,19353,68442,44373,6837,775672
1120,1517157341.625581980,1517157341.726421356,1,0,0,1,241.925107138,14.645089242,-12.731460047,-0.011530123,-0.015149336,-0.208723811,0.977789305,667,477,0.715142429,0.020099569,0.010188919,0.006972214,0.097613356,30.706731700,0.250000000,0.100304061,0.125547017,5.109966044,0.324953841,33.435422131,0,1,0.080000000,40.000000000,0.228831330,0.126595169,26.010482363,6.920047545,52,50,2,0.077961019,8,0,0,0,0,607,8,19362,68494,44381,6837,776279
1121,1517157341.726442099,1517157341.827281237,1,0,0,1,242.182915365,14.530471119,-12.741929023,-0.014012723,-0.009800579,-0.210894968,0.977359148,642,481,0.749221184,0.020071929,0.009676111,0.006555297,0.089556837,35.825610783,0.200000000,0.100018169,0.116930581,4.922891702,0.280461750,33.195542965,0,1,0.080000000,40.000000000,0.225145613,0.125223617,26.119340934,6.987639852,46,45,1,0.071651090,11,0,0,0,0,584,12,19368,68540,44392,6837,776863
1122,1517157341.928162098,1517157342.028941393,1,0,0,1,242.706130999,14.307813512,-12.765591919,-0.012614788,-0.014581068,-0.217590038,0.975849801,633,473,0.747235387,0.025386633,0.010793282,0.007045460,0.098374526,39.296018820,0.150000000,0.100478015,0.087713797,5.259449532,0.270065456,33.105711816,0,1,0.080000000,40.000000000,0.221391345,0.123325878,26.279014014,7.103519370,56,54,2,0.088467615,14,0,0,0,0,561,16,19378,68596,44406,6837,777424
1123,1517157342.028963089,1517157342.129801273,1,0,0,1,242.962646104,14.189845763,-12.770166354,-0.015041538,-0.014939911,-0.215933370,0.976177920,634,473,0.746056782,0.022343923,0.011358002,0.006750407,0.110421421,32.139037966,0.150000000,0.100256697,0.086408602,5.311921660,0.232768176,33.163417577,0,1,0.080000000,40.000000000,0.217534004,0.120675526,26.363135346,7.122582203,54,54,0,0.085173502,12,0,0,0,0,566,14,19385,68650,44418,6837,777990
1124,1517157342.129822969,1517157342.230662346,1,0,0,1,243.227006148,14.069606030,-12.778590208,-0.014227961,-0.016625785,-0.217388401,0.975839860,605,446,0.737190083,0.025006158,0.016050685,0.008402573,0.088184896,35.892547130,0.150000000,0.099095251,0.091181835,5.370089197,0.216648060,33.386735525,0,1,0.080000000,40.000000000,0.213432332,0.118002047,26.491750992,7.177165159,37,37,0,0.061157025,11,0,0,0,0,557,11,19391,68687,44429,6837,778547
1125,1517157342.230683088,1517157342.331522226,1,0,0,1,243.488424073,13.959160404,-12.784705026,-0.015656362,-0.014723285,-0.215090505,0.976357607,605,447,0.738842975,0.022209082,0.011445902,0.007613891,0.105526867,30.172064724,0.150000000,0.099502283,0.091181440,5.416635819,0.217818297,33.219264511,0,1,0.080000000,40.000000000,0.209448418,0.114809522,26.563938224,7.177515754,43,43,0,0.071074380,13,0,0,0,0,548,14,19396,68730,44442,6837,779095
1126,1517157342.533262968,1517157342.634102345,1,0,0,1,244.296531078,13.614878351,-12.825302466,-0.014366370,-0.013314080,-0.218285102,0.975688453,593,432,0.728499157,0.018531591,0.009330292,0.006610142,0.095081801,32.518820899,0.150000000,0.098450147,0.098304998,6.069275993,0.219121274,33.285610231,0,1,0.080000000,40.000000000,0.205169605,0.110954049,26.656828746,7.193854541,50,48,2,0.084317032,4,0,0,0,0,539,4,19405,68780,44446,6837,779634
1127,1517157342.634123087,1517157342.734962225,1,1,1,1,244.552686446,13.500703511,-12.834484344,-0.014251951,-0.017161690,-0.216789243,0.975963515,586,429,0.732081911,0.018667268,0.009429314,0.005941946,0.078729224,35.890484198,0.200000000,0.097244849,0.104065469,6.110881166,0.207983299,33.466714245,1,1,0.080000000,40.000000000,0.205169605,0.110954049,26.656828746,7.193854541,22,21,1,0.037542662,10,13,0,0,0,541,23,19409,68802,44469,6837,780175
1128,1517157342.734982967,1517157342.835822344,1,1,1,1,244.822920488,13.379731081,-12.855997675,-0.015294123,-0.018314044,-0.216166970,0.976064817,567,407,0.717813051,0.017729827,0.009445646,0.006491476,0.067079745,36.967438742,0.250000000,0.095205091,0.104457796,6.178352134,0.201309861,33.526409612,2,1,0.080000000,40.000000000,0.205169605,0.110954049,26.656828746,7.193854541,19,19,0,0.033509700,5,16,0,0,0,526,22,19412,68821,44490,6837,780701
1129,1517157342.835843086,1517157342.936682224,1,0,0,1,245.102234850,13.251701436,-12.864686109,-0.009967303,-0.014143449,-0.217023073,0.976013115,565,407,0.720353982,0.025963144,0.017466109,0.009253720,0.087202275,38.563671969,0.250000000,0.093900742,0.113716569,6.254210593,0.192744674,33.963775343,0,1,0.080000000,40.000000000,0.205169605,0.110954049,26.656828746,7.193854541,51,48,3,0.090265487,6,0,0,0,0,506,8,19421,68872,44496,6837,781207
1130,1517157342.936702967,1517157343.037479401,1,0,0,1,245.380035857,13.129747947,-12.878408813,-0.011017817,-0.011331894,-0.218234497,0.975768364,559,416,0.744186047,0.018035296,0.011176966,0.007146544,0.095046251,33.014055841,0.250000000,0.093360045,0.117747726,6.317902044,0.192724090,34.104888998,0,1,0.080000000,40.000000000,0.201018041,0.107165224,26.756105198,7.212374911,37,37,0,0.066189624,5,0,0,0,0,517,5,19424,68909,44501,6837,781724
1131,1517157343.037499905,1517157343.138339281,1,0,0,1,245.658554609,13.007443673,-12.890285346,-0.011474814,-0.007603157,-0.219328410,0.975553981,567,396,0.698412698,0.016423058,0.010466673,0.006695626,0.096902921,34.439108036,0.250000000,0.093167453,0.129432799,6.139172808,0.165724550,34.231241531,0,1,0.080000000,40.000000000,0.196541146,0.101942674,26.893196792,7.226804097,31,31,0,0.054673721,5,0,0,0,0,531,5,19429,68940,44506,6837,782255
1132,1517157343.239219904,1517157343.340059280,1,0,0,1,246.222405331,12.755852669,-12.911824340,-0.013667799,-0.011164220,-0.218051604,0.975777664,524,375,0.715648855,0.016576778,0.010157516,0.006748325,0.088235874,33.646412220,0.250000000,0.091904467,0.138976011,6.513318305,0.149950228,34.441882051,0,1,0.080000000,40.000000000,0.191184593,0.093030296,27.037022011,7.216647959,28,28,0,0.053435115,5,0,0,0,0,490,6,19436,68968,44511,6837,782745
1133,1517157343.340080023,1517157343.440919399,1,0,0,1,246.505371414,12.629511989,-12.911688527,-0.018046954,-0.020848090,-0.217899083,0.975581700,533,372,0.697936210,0.018620222,0.010474707,0.006774479,0.095968096,33.116065027,0.250000000,0.091549092,0.138807245,6.573956518,0.138289680,34.294540046,0,1,0.080000000,40.000000000,0.186293571,0.084675360,27.155999796,7.217812887,32,32,0,0.060037523,3,0,0,0,0,498,3,19439,69000,44514,6837,783243
1134,1517157343.440939903,1517157343.541779280,1,0,0,1,246.784356444,12.500579382,-12.926595514,-0.013336433,-0.020297515,-0.220051146,0.975185953,495,367,0.741414141,0.021341284,0.012295192,0.007547798,0.101796088,35.353980011,0.250000000,0.090715563,0.138731868,6.631325149,0.122249315,34.567189759,0,1,0.080000000,40.000000000,0.181290103,0.074074104,27.295151240,7.240350052,20,19,1,0.040404040,6,0,0,0,0,467,8,19443,69020,44520,6837,783710
1135,1517157343.541800022,1517157343.642639399,1,0,0,1,247.067325627,12.375415352,-12.936987924,-0.012752071,-0.009936417,-0.221028409,0.975133373,513,360,0.701754386,0.017401425,0.011744566,0.006746882,0.092195807,34.643133058,0.250000000,0.090543556,0.144040189,6.688534251,0.109319819,34.702180667,0,1,0.080000000,40.000000000,0.176580153,0.063919370,27.436060008,7.244865467,24,24,0,0.046783626,3,0,0,0,0,485,4,19444,69044,44523,6837,784195
1136,1517157343.642659903,1517157343.743499279,1,0,0,1,247.348938706,12.249169987,-12.949909507,-0.011425881,-0.010059783,-0.220396568,0.975291548,494,352,0.712550607,0.017683094,0.010304397,0.006310924,0.098266302,33.074173265,0.250000000,0.090801807,0.138854323,6.737829040,0.099171922,34.623545575,0,1,0.080000000,40.000000000,0.173591234,0.060427941,27.597950558,7.187943139,21,21,0,0.042510121,7,0,0,0,0,466,7,19444,69065,44530,6837,784661
1137,1517157343.743520021,1517157343.844359398,1,0,0,1,247.629298689,12.125270534,-12.963575658,-0.011091353,-0.004962127,-0.219245610,0.975594035,495,351,0.709090909,0.017746623,0.010161441,0.006764225,0.083350251,38.169857249,0.200000000,0.091378530,0.140660177,6.779618568,0.097145284,34.676095828,0,1,0.080000000,40.000000000,0.171354048,0.059580220,27.795537846,7.204246036,26,26,0,0.052525253,6,0,0,0,0,463,6,19445,69091,44536,6837,785124
1138,1517157343.844379902,1517157343.945219278,1,1,1,1,247.907786844,11.988240554,-12.976275793,-0.000919249,-0.005673706,-0.219867675,0.975512773,490,337,0.687755102,0.029364352,0.021100547,0.012795664,0.092696089,51.385875598,0.200000000,0.092026834,0.169603968,6.821084199,0.076698671,35.586623897,1,1,0.080000000,40.000000000,0.171354048,0.059580220,27.795537846,7.204246036,31,30,1,0.063265306,6,14,0,0,0,437,22,19453,69122,44556,6837,785561
1139,1517157343.945240021,1517157344.046018362,1,1,1,1,248.177858582,11.853906223,-12.985993363,0.002527135,0.006010824,-0.218477878,0.975820117,476,343,0.720588235,0.030590329,0.021824654,0.013827889,0.070481765,59.652036172,0.200000000,0.091635519,0.196044518,6.853634652,0.064782664,36.723356170,2,1,0.080000000,40.000000000,0.171354048,0.059580220,27.795537846,7.204246036,18,17,1,0.037815126,3,17,0,0,0,433,25,19454,69140,44576,6837,785994
1140,1517157344.046039104,1517157344.146878242,1,1,1,1,248.417824012,11.740446430,-12.992773296,0.005823548,0.034665138,-0.216800704,0.975582836,498,352,0.706827309,0.027132691,0.017981584,0.011605935,0.086731178,55.446214100,0.250000000,0.091091411,0.202390086,6.836824592,0.063395447,37.960330290,3,1,0.080000000,40.000000000,0.171354048,0.059580220,27.795537846,7.204246036,17,17,0,0.034136546,6,14,0,0,0,458,23,19455,69157,44596,6837,786452
1141,1517157344.146898985,1517157344.247738361,1,1,1,1,248.632460850,11.639044627,-12.997580362,0.006440163,0.058949298,-0.214382287,0.974948070,489,348,0.711656442,0.023840538,0.014031975,0.009398374,0.067153432,51.869221263,0.300000000,0.089971240,0.201671246,6.505143367,0.053512857,38.762510814,4,1,0.080000000,40.000000000,0.171354048,0.059580220,27.795537846,7.204246036,15,15,0,0.030674847,5,15,0,0,0,452,22,19456,69172,44616,6837,786904
1142,1517157344.348619938,1517157344.449458361,1,1,1,1,248.930988003,11.519850486,-13.015818747,0.003947944,0.065350814,-0.211558652,0.975170048,491,342,0.696537678,0.028975353,0.018747415,0.011294865,0.062777417,59.781087540,0.350000000,0.088191385,0.210325374,6.544725561,0.055111502,39.786764250,5,1,0.080000000,40.000000000,0.171354048,0.059580220,27.795537846,7.204246036,19,17,2,0.038696538,7,20,0,0,0,442,30,19459,69191,44643,6837,787346
1143,1517157344.449480057,1517157344.550319195,1,1,1,1,249.006711707,11.494862407,-13.011522679,0.001601021,0.065071744,-0.208845465,0.975780035,490,345,0.704081633,0.029427274,0.019233067,0.011043916,0.057422802,65.528523886,0.400000000,0.085541454,0.220561968,6.334039074,0.057434950,41.456238546,6,1,0.080000000,40.000000000,0.171354048,0.059580220,27.795537846,7.204246036,14,14,0,0.028571429,5,10,0,0,0,461,15,19460,69205,44658,6837,787807
1144,1517157344.550339937,1517157344.651179314,1,1,1,1,249.039749318,11.483682748,-13.015590964,0.001242611,0.064945345,-0.207770157,0.976018504,492,357,0.725609756,0.031582607,0.021499558,0.012874164,0.070553831,59.880665162,0.450000000,0.084659901,0.234917890,6.085296165,0.054869015,42.655644448,7,1,0.080000000,40.000000000,0.171354048,0.059580220,27.795537846,7.204246036,14,14,0,0.028455285,3,9,0,0,0,464,14,19463,69219,44670,6837,788271
1145,1517157344.651200056,1517157344.752039194,1,1,1,1,249.042989803,11.487688255,-13.018702524,0.002609782,0.052496417,-0.207247610,0.976875500,503,360,0.715705765,0.029123329,0.019969520,0.012612340,0.065111843,58.271958003,0.500000000,0.082639150,0.240142717,5.211988452,0.050361634,44.060639112,8,1,0.080000000,40.000000000,0.171354048,0.059580220,27.795537846,7.204246036,10,9,1,0.019880716,2,15,0,0,0,472,21,19462,69229,44687,6837,788743
1146,1517157344.752059937,1517157344.852899313,1,1,1,1,249.028674935,11.488349974,-13.011238661,-0.001158920,0.035347435,-0.207470363,0.977601792,512,365,0.712890625,0.029811673,0.021071967,0.012751760,0.070261842,61.452486979,0.550000000,0.081398152,0.239381558,4.947546929,0.047428011,45.507322416,9,1,0.080000000,40.000000000,0.171354048,0.059580220,27.795537846,7.204246036,23,23,0,0.044921875,4,17,0,0,0,468,21,19463,69252,44708,6837,789211
1147,1517157344.852920055,1517157344.953759193,1,1,1,1,249.006006172,11.498255074,-13.013738447,-0.007732866,0.027065449,-0.206614911,0.978017353,516,371,0.718992248,0.030899803,0.019850660,0.012473569,0.073429573,51.873897441,0.550000000,0.081133169,0.238589925,4.675555038,0.047882535,46.306493078,10,1,0.080000000,40.000000000,0.171354048,0.059580220,27.795537846,7.204246036,20,18,2,0.038759690,4,21,0,0,0,468,28,19466,69272,44733,6837,789679
1148,1517157344.953779936,1517157345.054558277,1,1,1,1,248.983736833,11.506285378,-13.014567221,-0.006282834,0.014918175,-0.206993654,0.978208363,505,366,0.724752475,0.027749833,0.017472309,0.012000858,0.067746890,60.166157181,0.550000000,0.081166526,0.228514509,4.391860672,0.046187820,47.466429000,11,1,0.080000000,40.000000000,0.171354048,0.059580220,27.795537846,7.204246036,17,16,1,0.033663366,7,13,0,0,0,467,21,19467,69289,44753,6837,790146
1149,1517157345.054579020,1517157345.155418396,1,1,1,1,248.970670048,11.535998704,-13.012792136,-0.019125663,0.010548166,-0.203924792,0.978742880,478,350,0.732217573,0.025487602,0.011070145,0.007350652,0.073556727,41.612232116,0.600000000,0.080484249,0.228506017,4.120667613,0.049931286,47.618857007,12,1,0.080000000,40.000000000,0.171354048,0.059580220,27.795537846,7.204246036,11,11,0,0.023012552,5,16,0,0,0,446,21,19470,69300,44774,6837,790592
1150,1517157345.155438900,1517157345.256278276,1,1,1,1,248.957389977,11.552127965,-13.013135669,-0.015982141,0.006436568,-0.204456608,0.978723984,482,333,0.690871369,0.014172985,0.008748169,0.005583041,0.064637519,40.584195267,0.650000000,0.078963812,0.241772943,3.837142442,0.048552480,47.997363979,13,1,0.080000000,40.000000000,0.171354048,0.059580220,27.795537846,7.204246036,12,12,0,0.024896266,2,14,0,0,0,453,17,19471,69312,44790,6837,791045
1151,1517157345.256299019,1517157345.357138395,1,1,1,1,248.947147681,11.564724303,-13.012725208,-0.012296246,0.006359394,-0.204525208,0.978763403,468,332,0.709401709,0.018618992,0.012358133,0.008643227,0.065525528,40.214758579,0.700000000,0.077394943,0.235426172,3.235572216,0.045963426,48.286146506,14,1,0.080000000,40.000000000,0.171354048,0.059580220,27.795537846,7.204246036,12,11,1,0.025641026,1,14,0,0,0,441,15,19472,69324,44805,6837,791486
1152,1517157345.458019018,1517157345.558858395,1,1,2,1,248.938508276,11.572440659,-13.014120822,-0.011635000,0.006357019,-0.204496033,0.978777599,476,334,0.701680672,0.016097731,0.009428470,0.006276745,0.064788845,41.455899247,0.750000000,0.076222591,0.237026112,2.937349693,0.045482832,48.676620857,15,1,0.080000000,40.000000000,0.171354048,0.059580220,27.795537846,7.204246036,8,8,0,0.016806723,2,14,0,0,0,452,16,19472,69332,44821,6837,791938
1153,1517157345.558878899,1517157345.659718275,1,1,2,1,248.935753724,11.569355378,-13.015380977,-0.012094181,0.006539012,-0.204680352,0.978732305,470,324,0.689361702,0.015175590,0.009534490,0.005723562,0.067111960,39.912470603,0.800000000,0.074779784,0.247612470,2.633974720,0.041247110,49.016441136,16,1,0.080000000,40.000000000,0.171354048,0.059580220,27.795537846,7.204246036,8,8,0,0.017021277,3,12,0,0,0,447,15,19472,69340,44836,6837,792385
1154,1517157345.659739017,1517157345.760578394,1,1,2,1,248.936093909,11.567478149,-13.015192538,-0.010514631,0.006245466,-0.204843733,0.978718285,468,323,0.690170940,0.015818245,0.009518118,0.006251437,0.062292765,40.849428375,0.850000000,0.072804618,0.260737739,2.326302410,0.039498404,49.291213554,17,1,0.080000000,40.000000000,0.171354048,0.059580220,27.795537846,7.204246036,4,4,0,0.008547009,2,12,0,0,0,450,14,19472,69344,44850,6837,792835
