frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_map_pause_enable,transition_guard_measurement_weight_enable,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_geometry_weak_ratio,relative_persistent_enable,relative_baseline_ready,relative_persistent_candidate,relative_f0_baseline,relative_lambda0_baseline,relative_f0_ratio,relative_lambda0_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
1166,1624181210.058931589,1624181210.159002781,1171,1170,0,0.062427591,0.099841090,1,1,0,0,0,1,17.071337703,76.571378074,-34.535965352,-0.021160151,0.028743460,-0.060280106,0.997543167,1359,528,0.388520971,0.057044331,0.039017664,0.023109519,0.771101335,104.124984185,1253,0.787190043,260.919583510,317.461358963,407.968181096,0.264530659,0.208235901,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003071,0.000004905,0.000010985,0.090649419,-0.156699327,-0.983477506,0.000000003,0.000000010,0.000000011,0.552205143,-0.833685473,0.006165427,0.000000000,0.609925041,0.248774111,4.275320827,0.011598967,105.600935180,0,0.245631499,0.193175113,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,149,126,23,0.109639441,24,0,0,0,0,0,0,1185,25,222562,461554,128046,15,0,0,1856577
1167,1624181210.158929110,1624181210.258891821,1172,1171,0,0.054677991,0.088878746,1,1,0,0,0,1,17.044013228,76.349411264,-34.526986452,-0.019879501,0.027520221,-0.060930476,0.997564494,1355,522,0.385239852,0.056293233,0.036077489,0.023055338,0.808750849,89.345403569,1238,0.788327851,275.906707382,298.312275374,401.730896276,0.282705816,0.222864869,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003150,0.000005062,0.000010463,0.095442660,-0.180627080,-0.978909882,0.000000004,0.000000010,0.000000012,0.706293441,-0.699613532,0.108122527,0.000000000,0.628391919,0.252851361,4.228946122,0.012709727,105.116069298,0,0.248912692,0.195667296,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,138,120,18,0.101845018,32,0,0,0,0,0,0,1183,34,222615,461692,128078,15,0,0,1857760
1168,1624181210.258926630,1624181210.358860970,1173,1172,0,0.068439390,0.120710994,1,1,0,0,0,1,17.019088507,76.128115996,-34.509016555,-0.017857865,0.029295168,-0.061494071,0.997517603,1330,531,0.399248120,0.053031852,0.038149190,0.025477428,0.674690004,95.843514577,1228,0.797199176,264.328215695,304.964961788,409.667410468,0.270009047,0.215250990,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003077,0.000004892,0.000010144,0.065043811,-0.213203341,-0.974840314,0.000000004,0.000000010,0.000000012,0.777768926,-0.625780382,0.058944132,0.000000000,0.640501070,0.259434721,4.191959150,0.013662013,104.735329130,0,0.251164167,0.197544754,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,127,114,13,0.095488722,15,0,0,0,0,0,0,1183,20,222652,461819,128093,15,0,0,1858943
1169,1624181210.358924150,1624181210.458786964,1174,1173,0,0.080160868,0.120301088,1,1,0,0,0,1,16.991775413,75.918677076,-34.493014283,-0.015502906,0.030155476,-0.061608532,0.997524283,1378,513,0.372278665,0.057205331,0.041640510,0.026082860,0.702162235,113.384438312,1278,0.782543032,268.869324916,316.836909084,414.383761419,0.268845130,0.210382883,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003092,0.000005011,0.000011518,0.047799515,-0.206043482,-0.977374693,0.000000004,0.000000011,0.000000014,0.408583549,-0.910962048,0.056635954,0.000000000,0.652890103,0.183069049,4.149256420,0.013081855,105.523027803,0,0.252133047,0.198245047,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,138,122,16,0.100145138,21,0,0,0,0,0,0,1218,22,222701,461957,128114,15,0,0,1860161
1170,1624181210.458921909,1624181210.558716059,1175,1174,0,0.071294447,0.110900731,1,1,0,0,0,1,16.961809977,75.703630626,-34.479694775,-0.014083567,0.033002778,-0.062127803,0.997422982,1345,479,0.356133829,0.053240296,0.036337693,0.023921233,0.710620357,101.734228493,1241,0.772609822,250.757484238,302.329851235,405.721453526,0.261530231,0.202060825,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003130,0.000005164,0.000012213,0.058093578,-0.164779781,-0.984618078,0.000000004,0.000000010,0.000000015,0.177574407,-0.981488496,0.071747212,0.000000000,0.666468761,0.131775818,4.133994000,0.013906185,106.314736658,0,0.253777635,0.199348601,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,121,109,12,0.089962825,16,0,0,0,0,0,0,1202,22,222748,462078,128130,15,0,0,1861363
1171,1624181210.558919430,1624181210.658751965,1176,1175,0,0.059543396,0.088551720,1,1,0,0,0,1,16.941066649,75.487579573,-34.473678098,-0.012284358,0.034360092,-0.062518629,0.997376508,1335,484,0.362546816,0.054128656,0.038774617,0.023872171,0.740258522,90.670634900,1260,0.778737868,259.380372184,312.731871378,409.097469772,0.264347538,0.205857438,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003120,0.000004849,0.000011309,0.040440545,-0.189608761,-0.981026544,0.000000004,0.000000008,0.000000014,0.526873393,-0.847131845,0.069080137,0.000000000,0.682800094,0.099371580,4.126094501,0.014349439,105.883276507,0,0.256071957,0.200980284,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,122,109,13,0.091385768,22,0,0,0,0,0,0,1184,29,222782,462200,128152,15,0,0,1862547
1172,1624181210.658916950,1624181210.758805513,1177,1176,0,0.062777485,0.126846888,1,1,0,0,0,1,16.925628230,75.276908310,-34.469588855,-0.010564237,0.035865005,-0.062879973,0.997320514,1284,461,0.359034268,0.059256977,0.036842365,0.023160750,0.636085888,117.097057900,1190,0.777875154,227.123413544,310.075419110,388.472600586,0.245360725,0.190860011,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003327,0.000005008,0.000012833,0.028920311,-0.203317717,-0.978685609,0.000000004,0.000000011,0.000000013,0.994222189,0.105874427,-0.017687393,0.000000000,0.694153870,0.092547764,4.122465693,0.014568265,106.803594326,0,0.257813827,0.202307309,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,137,120,17,0.106697819,27,0,0,0,0,0,0,1118,29,222837,462337,128179,15,0,0,1863665
1173,1624181210.758914471,1624181210.858856201,1178,1177,0,0.049910586,0.080910981,1,1,0,0,0,1,16.912169665,75.057927175,-34.463506986,-0.010163743,0.037866632,-0.063104138,0.997236524,1304,430,0.329754601,0.054596695,0.036222816,0.022302848,0.691942355,113.254047169,1217,0.771837489,247.204035573,303.423811406,388.698377656,0.263171653,0.203125748,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003621,0.000005244,0.000013860,0.049792489,-0.194784660,-0.979581362,0.000000004,0.000000011,0.000000014,0.631049194,-0.770926088,0.086312694,0.000000000,0.703043950,0.086315394,4.128636754,0.014674990,106.286311824,0,0.259042327,0.203138494,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,133,120,13,0.101993865,21,0,0,0,0,0,0,1150,21,222895,462470,128200,15,0,0,1864815
1174,1624181210.858911991,1624181210.958907366,1179,1178,0,0.045679383,0.083168609,1,1,0,0,0,1,16.901932917,74.840393704,-34.445300852,-0.010919979,0.039059590,-0.063325963,0.997168454,1295,469,0.362162162,0.049769008,0.039335474,0.023560190,0.693568688,92.604610871,1220,0.780154508,245.423126409,310.357124789,396.008248099,0.257854688,0.201166497,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003393,0.000004931,0.000011534,0.068559865,-0.155438108,-0.985463617,0.000000004,0.000000009,0.000000011,0.630456119,-0.775808085,-0.025434167,0.000000000,0.709897996,0.059940236,4.132700253,0.014345654,105.073397176,0,0.260266807,0.204065548,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,127,114,13,0.098069498,13,0,0,0,0,0,0,1155,13,222937,462597,128213,15,0,0,1865970
1175,1624181210.958909750,1624181211.058843851,1180,1179,0,0.062302121,0.127750572,1,1,0,0,0,1,16.889155494,74.635085205,-34.451244200,-0.010763685,0.041359013,-0.063652728,0.997056621,1275,434,0.340392157,0.056191663,0.038936647,0.024149396,0.627388464,113.826095104,1193,0.765342341,233.905703185,293.686445879,385.461263249,0.256179650,0.196065133,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003346,0.000004858,0.000012733,0.055528539,-0.176436260,-0.982744538,0.000000004,0.000000011,0.000000012,-0.395216462,-0.914294264,0.088712719,0.000000000,0.708888295,0.059942414,4.118631810,0.013931462,104.067469989,0,0.261274733,0.204634202,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,155,133,22,0.121568627,23,0,0,0,0,0,0,1095,25,222991,462752,128236,15,0,0,1867065
1176,1624181211.058907270,1624181211.158855915,1181,1180,0,0.047462957,0.087011766,1,1,0,0,0,1,16.882967287,74.415891478,-34.445078121,-0.012264552,0.041408964,-0.063468296,0.997048973,1310,450,0.343511450,0.058125840,0.040658410,0.026164135,0.597837485,84.427596948,1228,0.778264046,219.899931938,302.826484562,432.981831666,0.230091068,0.179071606,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003378,0.000004788,0.000010737,0.067347096,-0.151665220,-0.986134894,0.000000004,0.000000010,0.000000012,-0.348809399,0.936781267,-0.027800388,0.000000000,0.710135432,0.053850165,4.125078103,0.014159740,101.471082549,0,0.260936148,0.204292865,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,144,127,17,0.109923664,13,0,0,0,0,0,0,1150,16,223039,462896,128249,15,0,0,1868215
1177,1624181211.158904791,1624181211.258881807,1182,1181,0,0.076417676,0.117071141,1,1,0,0,0,1,16.880666774,74.209867297,-34.454867053,-0.014906917,0.044138669,-0.064041382,0.996859199,1304,456,0.349693252,0.054626397,0.036007015,0.025113497,0.605406551,113.866645048,1214,0.778328156,226.962623805,312.997627956,404.930129386,0.240199952,0.186954385,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003318,0.000004809,0.000011773,0.040404434,-0.183913470,-0.982111662,0.000000004,0.000000009,0.000000012,0.321830642,0.943243075,-0.081960592,0.000000000,0.708381747,0.053812228,4.108879851,0.015389794,102.275586217,0,0.260540897,0.203886657,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,127,114,13,0.097392638,25,0,0,0,0,0,0,1150,27,223090,463023,128274,15,0,0,1869365
1178,1624181211.258902311,1624181211.358896017,1183,1182,0,0.045335148,0.080646051,1,1,0,0,0,1,16.857297693,74.008238911,-34.434864810,-0.016468992,0.046249204,-0.064359418,0.996718440,1330,474,0.356390977,0.055224616,0.039608897,0.024384127,0.713784727,109.159001480,1231,0.779488772,240.536329591,311.191647047,407.822702073,0.250676004,0.195399130,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003385,0.000004919,0.000011887,0.052256613,-0.168186275,-0.984369150,0.000000003,0.000000009,0.000000012,-0.084784607,0.993614737,-0.074440073,0.000000000,0.714166017,0.049357428,4.092930229,0.016103268,102.003528251,0,0.261256029,0.204413239,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,129,114,15,0.096992481,24,0,0,0,0,0,0,1175,26,223141,463152,128298,15,0,0,1870540
1179,1624181211.358899832,1624181211.458916426,1184,1183,0,0.062069998,0.132321137,1,1,0,0,0,1,16.841820176,73.807575676,-34.424424891,-0.017825684,0.048616013,-0.063981977,0.996606760,1282,471,0.367394696,0.056023887,0.039419236,0.025268014,0.679693951,98.640817270,1210,0.781820408,234.992183877,312.738394378,398.272115116,0.248405407,0.194208416,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003376,0.000004781,0.000011267,0.017893634,-0.207676407,-0.978033909,0.000000004,0.000000009,0.000000010,-0.135594255,0.990299936,-0.030335372,0.000000000,0.710248733,0.049382865,4.075909952,0.016084354,101.926336820,0,0.260919333,0.204091368,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,110,92,18,0.085803432,25,0,0,0,0,0,0,1146,26,223177,463262,128323,15,0,0,1871686
1180,1624181211.458897591,1624181211.558841467,1185,1184,0,0.048326363,0.115483282,1,1,0,0,0,1,16.818571809,73.600669927,-34.429267613,-0.018129565,0.049179331,-0.063830361,0.996583362,1351,462,0.341968912,0.062153394,0.042200504,0.025610926,0.687966144,105.693692345,1245,0.776959031,244.807617924,321.462821214,401.043554305,0.253079785,0.196632625,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003314,0.000004686,0.000011714,0.028835620,-0.184424607,-0.982423570,0.000000004,0.000000009,0.000000011,0.806547543,0.591042897,0.012221084,0.000000000,0.705633042,0.053985996,4.074675111,0.014319563,102.215192302,0,0.260267987,0.203558608,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,152,135,17,0.112509252,20,0,0,0,0,0,0,1176,23,223234,463414,128343,15,0,0,1872862
1181,1624181211.558895111,1624181211.658815145,1186,1185,0,0.048675860,0.110299738,1,1,0,0,0,1,16.799352815,73.388684431,-34.434774626,-0.019428556,0.050962839,-0.063575932,0.996485535,1304,438,0.335889571,0.055524419,0.037800211,0.026338704,0.602260563,111.319244862,1202,0.781562011,216.769678454,313.105221649,409.562637098,0.230744110,0.180340831,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003362,0.000004736,0.000012381,-0.005190181,-0.208346330,-0.978041343,0.000000003,0.000000011,0.000000015,0.557264127,-0.824696181,0.096606949,0.000000000,0.699114666,0.050688804,4.072363846,0.013105042,103.011983538,0,0.258821195,0.202360182,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,132,117,15,0.101226994,10,0,0,0,0,0,0,1156,16,223288,463546,128353,15,0,0,1874018
1182,1624181211.658892632,1624181211.758841753,1187,1186,0,0.028189749,0.059381254,1,1,0,0,0,1,16.770029454,73.180308323,-34.430061559,-0.018919774,0.052438878,-0.063216501,0.996441609,1307,483,0.369548585,0.053948768,0.038955323,0.024817305,0.613681814,109.994919791,1221,0.787620827,234.021344712,320.815784128,406.847900498,0.243345105,0.191663673,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003208,0.000004550,0.000012369,0.001521057,-0.183678938,-0.982985114,0.000000003,0.000000009,0.000000011,0.652631682,-0.754989584,0.063738653,0.000000000,0.699634831,0.044719331,4.071401225,0.012562817,103.868637032,0,0.258284086,0.201934859,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,126,103,23,0.096403979,23,0,0,0,0,0,0,1155,26,223345,463672,128376,15,0,0,1875173
1183,1624181211.758890152,1624181211.858890533,1188,1187,0,0.056554297,0.120278937,1,1,0,0,0,1,16.732295145,72.975718044,-34.393588769,-0.019137881,0.052247182,-0.062859054,0.996470126,1285,470,0.365758755,0.062484291,0.040188743,0.027716269,0.583007681,110.422749905,1212,0.774455691,227.836073714,314.653145086,396.151078654,0.242729909,0.187983559,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003216,0.000004503,0.000011638,0.005515454,-0.172987414,-0.984908592,0.000000003,0.000000009,0.000000011,0.592980212,-0.804884311,0.023145497,0.000000000,0.690082375,0.051782486,4.058494973,0.013041961,104.327647040,0,0.256695137,0.200573224,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,136,116,20,0.105836576,24,0,0,0,0,0,0,1123,26,223392,463808,128400,15,0,0,1876296
1184,1624181211.858887672,1624181211.958850145,1189,1188,0,0.048582371,0.088228875,1,1,0,0,0,1,16.707287288,72.766442078,-34.399706180,-0.019558524,0.050643779,-0.062781566,0.996549621,1333,449,0.336834209,0.060186963,0.042179677,0.026573108,0.553592721,107.146196052,1230,0.775128114,230.381337390,319.336574614,403.689668802,0.241639926,0.187301900,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003252,0.000004574,0.000012089,-0.028729652,-0.183157892,-0.982663622,0.000000004,0.000000010,0.000000013,0.723198819,-0.690228803,0.023825770,0.000000000,0.673889962,0.053545293,4.046801970,0.013134021,104.744806357,0,0.254943894,0.199004390,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,106,89,17,0.079519880,22,0,0,0,0,0,0,1201,26,223437,463914,128422,15,0,0,1877497
1185,1624181211.958885431,1624181212.058895826,1190,1189,0,0.134053391,0.328603172,1,1,0,0,0,1,16.677176617,72.561578595,-34.428869661,-0.023462534,0.048147661,-0.062850374,0.996584739,1336,450,0.336826347,0.062867278,0.042915270,0.028656143,0.575144264,105.691348977,1252,0.780570595,238.090226611,320.920592762,418.263565391,0.243626795,0.190167913,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003246,0.000004708,0.000011307,-0.016157934,-0.180063190,-0.983522328,0.000000003,0.000000011,0.000000014,0.910958303,-0.411893021,0.022340740,0.000000000,0.663447230,0.058990412,4.042774863,0.012247581,104.412361388,0,0.252953660,0.197279717,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,119,105,14,0.089071856,28,0,0,0,0,0,0,1187,30,223476,464033,128450,15,0,0,1878684
1186,1624181212.058882952,1624181212.158814669,1191,1190,0,0.385999265,0.475732233,1,1,0,0,0,1,16.652033947,72.324213304,-34.466296475,-0.035743389,0.045788266,-0.063225845,0.996307351,1382,461,0.333574530,0.130919252,0.072618228,0.054162573,0.474778375,125.073984003,1287,0.789628919,245.321147098,339.810591451,431.120680364,0.241397848,0.190614722,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003232,0.000004520,0.000012801,0.011500051,-0.186779041,-0.982334637,0.000000003,0.000000010,0.000000012,0.918104551,-0.394312832,0.040017784,0.000000000,0.648631082,0.274399569,4.060561967,0.012749047,105.459811379,0,0.251797019,0.196398658,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,371,349,22,0.268451520,97,0,0,0,0,0,0,913,98,223666,464404,128547,15,0,0,1879597
1187,1624181212.158880472,1624181212.258813858,1192,1191,0,0.291194497,0.417125838,1,1,0,1,1,1,16.602570212,72.108337982,-34.333356548,-0.031569650,0.043781045,-0.061879926,0.996623024,1375,536,0.389818182,0.163664150,0.076819762,0.058761246,0.810424380,92.856872546,1284,0.798708088,310.255781175,326.600618734,388.684785091,0.302528836,0.241632228,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003142,0.000004464,0.000011168,-0.015005182,-0.227607699,-0.973637294,0.000000004,0.000000008,0.000000010,-0.119528188,0.986721552,-0.109970863,0.050000000,0.648714758,0.424917813,4.095449337,0.014869605,105.635384828,1,0.252788170,0.197337026,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,72,67,5,0.052363636,89,317,0,0,0,8,0,894,409,223679,464476,128953,15,0,0,1880491
1188,1624181212.258877993,1624181212.358721972,1193,1192,0,0.257198421,0.326849963,1,1,0,1,1,1,16.569593190,71.918556468,-34.248438519,-0.028779950,0.040583869,-0.061191798,0.996885263,1376,509,0.369912791,0.213269631,0.129225210,0.091370383,0.789012356,83.802294495,1273,0.807953093,287.809736053,354.447363171,386.267187821,0.279827846,0.226087774,0,1.000000000,1.000000000,1.000000000,1,1,1,0,5,1.000000000,0.000003083,0.000004634,0.000009543,-0.030851226,-0.255612872,-0.966286842,0.000000002,0.000000006,0.000000010,0.867397444,-0.492727720,0.069577783,0.100000000,0.654430876,0.575202060,4.094144291,0.016585095,105.033323824,2,0.253279110,0.197878865,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0.000000000,0,0,0,0,0,0,0,0,1376,223679,464476,128953,15,0,0,1880491
1189,1624181212.358875513,1624181212.458672047,1194,1193,0,0.183150748,0.269140384,1,1,0,0,0,1,16.524322603,71.720512813,-34.266391829,-0.022985562,0.037844673,-0.061892797,0.997100159,1337,509,0.380703067,0.060123282,0.044483899,0.028797922,0.664940363,96.909963022,1238,0.789020908,247.623711818,311.426652140,417.757519986,0.253502982,0.200019153,0,1.000000000,1.000000000,1.000000000,1,0,1,0,4,1.000000000,0.000002996,0.000004428,0.000010188,0.013156359,-0.211451696,-0.977299898,0.000000004,0.000000009,0.000000011,0.969117004,0.246161813,0.014717128,0.100000000,0.652569782,0.573361420,4.080555676,0.016303765,104.209600059,0,0.252512003,0.197360678,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0.000000000,0,0,0,0,0,0,0,0,1337,223679,464476,128953,15,0,0,1880491
1190,1624181212.458873034,1624181212.558720827,1195,1194,0,0.056880053,0.092580618,1,1,0,0,0,1,16.484767879,71.515312846,-34.294865415,-0.015668539,0.036932770,-0.062181602,0.997258199,1314,449,0.341704718,0.085580323,0.050669396,0.033634913,0.642776257,110.492157874,1221,0.781241269,237.556589863,321.757812942,394.581186275,0.249038357,0.194559042,0,1.000000000,1.000000000,1.000000000,1,0,1,0,3,1.000000000,0.000003263,0.000004599,0.000012207,0.039575133,-0.187638922,-0.981440494,0.000000004,0.000000013,0.000000017,-0.270655207,0.960952860,-0.057579165,0.100000000,0.649177577,0.558423445,4.074336121,0.015589050,104.647496528,0,0.251887409,0.196985589,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0.000000000,0,0,0,0,0,0,0,0,1314,223679,464476,128953,15,0,0,1880491
1191,1624181212.558870792,1624181212.658811331,1196,1195,0,0.046996349,0.094178976,1,1,0,0,0,1,16.438819976,71.305361232,-34.312497380,-0.011973787,0.035682555,-0.062124578,0.997358471,1363,468,0.343360235,0.060639700,0.042786231,0.028455723,0.738957891,98.150276586,1265,0.774428472,260.604197153,324.713551368,394.334267954,0.266017109,0.206011223,0,1.000000000,1.000000000,1.000000000,1,0,1,0,2,1.000000000,0.000003353,0.000004841,0.000011964,0.046135027,-0.173694712,-0.983718306,0.000000004,0.000000009,0.000000011,0.037288646,-0.996176090,0.079011102,0.100000000,0.649112546,0.554162794,4.078703064,0.015353602,105.021478612,0,0.251970888,0.196993278,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0.000000000,0,0,0,0,0,0,0,0,1363,223679,464476,128953,15,0,0,1880491
1192,1624181212.658868313,1624181212.758813143,1197,1196,0,0.042501374,0.091382769,1,1,0,0,0,1,16.399475199,71.088967604,-34.320070385,-0.010673094,0.033902839,-0.061661165,0.997464076,1317,466,0.353834472,0.052125254,0.040667380,0.024499846,0.704025470,96.714326659,1216,0.772173982,251.404591613,309.021753494,378.537216462,0.267746909,0.206747197,0,1.000000000,1.000000000,1.000000000,1,0,1,0,1,1.000000000,0.000003320,0.000004972,0.000012033,0.047793822,-0.183786182,-0.981803641,0.000000004,0.000000009,0.000000012,0.334769605,0.934156036,-0.123619630,0.100000000,0.652509525,0.559019438,4.079296180,0.015944576,104.002342050,0,0.253090197,0.197787638,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,0,0,0,0.000000000,0,0,0,0,0,0,0,0,1317,223679,464476,128953,15,0,0,1880491
1193,1624181212.758865833,1624181212.858833790,1198,1197,0,0.053423340,0.100527087,1,1,0,0,0,1,16.361609927,70.875401266,-34.357840824,-0.011484363,0.034214717,-0.061898660,0.997429706,1358,495,0.364506627,0.058340210,0.041263718,0.025434211,0.758424896,100.495476687,1240,0.778868873,259.388704145,313.285466757,393.123231173,0.268574655,0.209184439,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003239,0.000004849,0.000012300,0.062841658,-0.180655041,-0.981536898,0.000000004,0.000000009,0.000000012,-0.120081861,0.985670898,-0.118461924,0.100000000,0.655833652,0.556516282,4.080923507,0.015940963,103.364413526,0,0.253360347,0.198090572,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,159,130,29,0.117083947,14,0,0,0,0,0,0,1180,19,223744,464635,128967,15,0,0,1881671
1194,1624181212.858863354,1624181212.958895445,1199,1198,0,0.074766422,0.190074553,1,1,0,0,0,1,16.323767420,70.666414300,-34.371488679,-0.012548550,0.034138346,-0.061927012,0.997417742,1331,481,0.361382419,0.057389440,0.041652501,0.025355210,0.743912260,89.002242664,1223,0.774094269,255.581423042,310.506992736,380.628875678,0.269965940,0.208979087,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003303,0.000004969,0.000010911,0.073376624,-0.173127914,-0.982162205,0.000000004,0.000000009,0.000000012,-0.050574356,0.995830838,-0.075915593,0.100000000,0.658350831,0.551071906,4.087955516,0.015336443,103.184295116,0,0.253965910,0.198481202,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,136,119,17,0.102178813,25,0,0,0,0,0,0,1169,26,223800,464771,128992,15,0,0,1882840
1195,1624181212.958860874,1624181213.058874130,1200,1199,0,0.166674296,0.234247637,1,1,0,0,0,1,16.293346770,70.454264939,-34.403424943,-0.017155620,0.033855695,-0.062813434,0.997303339,1384,471,0.340317919,0.062778754,0.046676031,0.029640546,0.779380016,93.574686736,1261,0.768249254,264.764032622,315.114931173,388.883345433,0.273301335,0.209963547,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,1.000000000,0.000003418,0.000004955,0.000010801,0.060507338,-0.191257752,-0.979673075,0.000000004,0.000000008,0.000000010,-0.084981338,-0.988096013,0.128235879,0.100000000,0.665950408,0.546973744,4.085273477,0.017159209,102.171724697,0,0.254821994,0.199176123,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,153,131,22,0.110549133,18,0,0,0,0,0,0,1213,18,223858,464924,129010,15,0,0,1884053
