frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_conservative_selected,transition_guard_measurement_noise_scale,transition_guard_pause_frames_remaining,transition_guard_history_ready,lidar_correction_translation,lidar_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,transition_guard_conservative_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
1352,1624181229.758452177,1624181229.858358145,1356,1355,0,0.492590934,0.558869459,1,0,0,0,1,-0.760257345,17.486952459,-32.873483423,0.061072549,0.080433571,0.920504204,0.377455421,1487,616,0.414256893,0.109168779,0.071148651,0.046698932,0.265755686,92.338689902,1390,0.791630061,207.619216013,363.403564451,529.343004774,0.188681999,0.149366342,0,0,0,0,1.000000000,0,1,0.082452216,0.013358746,0.123391692,0.042965991,0.740851330,0.109168779,0.000000000,0.000002545,0.000002978,0.000007113,0.036933340,0.276048482,0.960433842,0.000000002,0.000000006,0.000000009,-0.079649226,-0.995946550,-0.041790787,0.400000000,0.375671620,0.230150903,5.343417714,0.938013309,97.082334121,0,0.234124328,0.190203705,383,355,28,0.257565568,114,0,0,0,0,0,989,115,227310,478311,151489,8,0,2018220
1353,1624181229.858449697,1624181229.958211184,1357,1356,0,0.473583666,0.507165631,1,0,0,0,1,-0.949472078,17.256903453,-32.914661036,0.068875045,0.100060617,0.921560865,0.368740659,1523,574,0.376887722,0.090693525,0.063067276,0.037135461,0.235619298,101.796465705,1420,0.776901964,213.952641880,353.304161225,535.943985084,0.193938079,0.150670875,0,0,0,0,1.000000000,0,1,0.075127489,0.004546441,0.147968816,0.049127543,0.747321759,0.090693525,0.000000000,0.000002597,0.000003220,0.000008631,0.093484348,0.276555374,0.956440172,0.000000002,0.000000006,0.000000011,0.084861607,0.995544171,-0.041113382,0.350000000,0.369640675,0.242626282,5.506048770,0.900332460,97.292295467,0,0.229933077,0.186111419,316,286,30,0.207485227,84,0,0,0,0,0,1123,84,227453,478627,151573,8,0,2019343
1354,1624181229.958447218,1624181230.058234215,1358,1357,0,0.396140107,0.500249248,1,0,0,0,1,-1.155445807,17.022775216,-32.932816649,0.075249928,0.115259544,0.923222087,0.358766865,1538,593,0.385565670,0.096404908,0.069619490,0.044187774,0.381404623,104.883545718,1397,0.789779796,250.832433027,333.682016495,518.807924984,0.227342832,0.179550775,0,0,0,0,1.000000000,0,1,0.035292698,0.006480532,0.157162612,0.050415288,0.890564959,0.096404908,0.000000000,0.000002417,0.000003444,0.000009522,0.133182313,0.282910351,0.949854834,0.000000003,0.000000004,0.000000009,0.162566463,-0.986484924,0.020485122,0.300000000,0.368980325,0.251596753,5.543519790,0.863599875,97.118535662,0,0.226984139,0.183292516,367,328,39,0.238621586,104,0,0,0,0,0,1067,104,227651,478994,151677,8,0,2020410
1355,1624181230.058444738,1624181230.158162117,1359,1358,0,0.348341976,0.404602886,1,0,0,0,1,-1.372873923,16.788770161,-32.973736350,0.074743878,0.125282350,0.926329676,0.347319762,1642,670,0.408038977,0.126154089,0.098865216,0.061177640,0.533064380,118.874385042,1478,0.797265939,323.385618204,333.907274635,521.066164883,0.274437249,0.218799471,0,0,0,0,1.000000000,0,1,0.046829734,0.016527699,0.151387522,0.047724971,1.085236984,0.126154089,0.000000000,0.000002250,0.000003381,0.000009615,0.168551097,0.288042211,0.942667604,0.000000003,0.000000003,0.000000006,0.102109477,0.988842254,0.108464979,0.300000000,0.365473789,0.250785121,5.640241958,0.832387989,97.706425671,0,0.227121279,0.183169066,426,367,59,0.259439708,154,0,0,0,0,0,1061,155,227894,479420,151831,8,0,2021471
1356,1624181230.158442497,1624181230.258063078,1360,1359,0,0.439431496,0.514180950,1,0,1,1,1,-1.604614549,16.598862522,-32.969440591,0.071232883,0.126482105,0.930867756,0.335281038,1749,586,0.335048599,0.227319144,0.152296798,0.114008789,0.373981745,87.133744265,1562,0.822099336,362.924847219,413.503793201,507.690522311,0.282625521,0.232346253,0,0,0,0,1.000000000,0,1,0.082875724,0.024940873,0.146067743,0.050899713,1.068646427,0.227319144,0.000000000,0.000002488,0.000003278,0.000008898,0.193523249,0.303548323,0.932956145,0.000000002,0.000000005,0.000000007,0.572491061,-0.819022302,0.038163532,0.350000000,0.354265815,0.278925306,5.702373013,0.803816460,96.585293520,1,0.226795475,0.183203471,124,78,46,0.070897656,244,710,0,0,50,26,644,981,227980,479544,152811,8,0,2022115
1357,1624181230.258440018,1624181230.358183146,1361,1360,0,0.489805015,0.539473012,1,0,1,1,1,-1.842197781,16.390174826,-32.975287504,0.062550331,0.125050759,0.936684060,0.321049428,1741,585,0.336013785,0.210343611,0.123209788,0.093052703,0.256233859,93.109341769,1526,0.829782011,354.178226832,366.862953083,545.206168954,0.279706984,0.232095824,1,1,1,1,4.000000000,5,1,0.048641203,0.020261643,0.141981794,0.053301318,1.009706907,0.200906495,0.210343611,0.000004581,0.000005685,0.000013212,0.194904986,0.296365586,0.934975661,0.000000010,0.000000018,0.000000034,0.452831504,-0.890875938,0.035828646,0.400000000,0.334121622,0.280931733,5.765898490,0.780667791,96.520861946,2,0.226337339,0.183217300,0,0,0,0.000000000,0,0,0,0,0,0,0,1741,227980,479544,152811,8,0,2022115
1358,1624181230.358437538,1624181230.458270311,1362,1361,0,0.492470859,0.538093422,1,0,1,1,1,-2.144499556,16.100501121,-32.907269731,0.055600629,0.119400195,0.943814215,0.303095515,1626,719,0.442189422,0.192941251,0.092200663,0.066897350,0.452188177,115.609050991,1463,0.817020685,294.952471267,376.900483270,523.448307653,0.246759943,0.201607978,1,0,0,0,1.000000000,4,1,0.109610802,0.016309573,0.141981794,0.053301318,0.896111666,0.192941251,0.000000000,0.000002636,0.000003551,0.000011446,0.181805897,0.290050212,0.939583679,0.000000001,0.000000004,0.000000006,-0.126508345,0.991653261,-0.024888716,0.450000000,0.330479219,0.269603516,5.932458875,0.762418939,97.577319544,3,0.225419361,0.182679404,0,0,0,0.000000000,0,0,0,0,0,0,0,1626,227980,479544,152811,8,0,2022115
1359,1624181230.458435059,1624181230.558299780,1363,1362,0,0.464804865,0.505040377,1,0,0,0,1,-2.459715596,15.766111696,-32.894471273,0.045630068,0.110945614,0.950868098,0.285409929,1613,709,0.439553627,0.083259265,0.061516056,0.039298599,0.374469191,105.751449260,1464,0.818158276,261.620304201,389.700482009,546.462930425,0.218420321,0.178702394,1,0,0,0,1.000000000,3,1,0.064223344,0.007714001,0.141981794,0.053301318,0.793195993,0.083259265,0.000000000,0.000002196,0.000002942,0.000010288,0.139175240,0.297604998,0.944490083,0.000000002,0.000000004,0.000000010,-0.021371159,0.997914272,-0.060912881,0.450000000,0.324380089,0.286713011,6.158383546,0.744834771,98.615353684,0,0.223320392,0.181178473,0,0,0,0.000000000,0,0,0,0,0,0,0,1613,227980,479544,152811,8,0,2022115
1360,1624181230.558432579,1624181230.658339262,1364,1363,0,0.426140150,0.473710546,1,0,0,0,1,-2.756898493,15.427427569,-32.849165920,0.038144371,0.100366061,0.957296852,0.268429503,1612,746,0.462779156,0.077449179,0.054764429,0.036144948,0.313463222,107.581674158,1474,0.812295564,225.209288582,395.079088946,577.035283413,0.188093910,0.152787848,1,0,0,0,1.000000000,2,1,0.040758459,0.005494784,0.141981794,0.053301318,0.683065269,0.077449179,0.000000000,0.000002077,0.000002758,0.000010058,0.092370401,0.308852212,0.946613976,0.000000002,0.000000004,0.000000010,0.012374998,0.999638126,-0.023884654,0.400000000,0.319149843,0.311260366,6.385345013,0.720748265,98.892752398,0,0.220229384,0.178731436,0,0,0,0.000000000,0,0,0,0,0,0,0,1612,227980,479544,152811,8,0,2022115
1361,1624181230.658430338,1624181230.758476496,1365,1364,0,0.396502617,0.419062666,1,0,0,0,1,-3.060527530,15.068859999,-32.828728773,0.032294538,0.090864336,0.963361729,0.250269683,1573,746,0.474253020,0.081746425,0.059089349,0.035900936,0.233015763,96.955325178,1463,0.820714383,201.667890792,379.910254937,619.126997331,0.167957880,0.137845448,1,0,0,0,1.000000000,1,1,0.017550757,0.009574699,0.141981794,0.053301318,0.609941039,0.081746425,0.000000000,0.000002148,0.000002717,0.000009601,0.041241157,0.296540052,0.954129532,0.000000002,0.000000005,0.000000011,0.000832495,0.999962931,0.008569926,0.350000000,0.317101940,0.329256780,6.567807585,0.695266314,99.035086710,0,0.216789063,0.175857562,0,0,0,0.000000000,0,0,0,0,0,0,0,1573,227980,479544,152811,8,0,2022115
1362,1624181230.758427858,1624181230.858535051,1366,1365,0,0.395703853,0.419283273,1,0,0,0,1,-3.358613596,14.707155772,-32.813760767,0.029814001,0.083876978,0.968553985,0.232333718,1539,694,0.450942170,0.075946441,0.048385726,0.029145164,0.255249599,88.128356758,1420,0.805587849,190.590692280,396.568262707,556.775790004,0.166609759,0.134218797,0,0,0,0,1.000000000,0,1,0.009603637,0.001770161,0.141981794,0.053301318,0.605045321,0.075946441,0.000000000,0.000002264,0.000002626,0.000008389,0.018674623,0.254412073,0.966915589,0.000000002,0.000000004,0.000000011,0.076791004,0.996936953,0.014827487,0.350000000,0.313319054,0.350872665,6.599986132,0.670813571,98.922222957,0,0.215757003,0.174852817,282,253,29,0.183235867,78,0,0,0,0,0,1179,78,228109,479826,152889,8,0,2023294
1363,1624181230.858425379,1624181230.958604097,1367,1366,0,0.391942775,0.415259876,1,0,0,0,1,-3.656327159,14.357249165,-32.766847348,0.028679546,0.074464931,0.973419694,0.214677799,1510,692,0.458278146,0.080240750,0.049067450,0.033107166,0.281168159,91.188603651,1393,0.815883100,185.351604673,394.380948062,556.792605417,0.163086231,0.133059300,0,0,0,0,1.000000000,0,1,0.033144407,0.005372184,0.150344433,0.053301318,0.592249587,0.080240750,0.000000000,0.000002418,0.000002676,0.000008299,0.020089865,0.299818635,0.953784663,0.000000002,0.000000006,0.000000009,0.246331884,0.967820489,0.051420846,0.300000000,0.313725221,0.363350254,6.704521620,0.650439529,98.451193734,0,0.211512867,0.171276329,265,242,23,0.175496689,85,0,0,0,0,0,1160,85,228237,480091,152974,8,0,2024454
1364,1624181230.958422899,1624181231.058525324,1368,1367,0,0.369506215,0.407842700,1,0,0,0,1,-3.935430656,13.997659150,-32.775251449,0.024847863,0.072545674,0.977439483,0.196803876,1622,743,0.458076449,0.082962416,0.054374826,0.035394518,0.213384307,102.276697104,1499,0.805061894,182.023973053,396.367689983,628.396116154,0.150833457,0.121430269,0,0,0,0,1.000000000,0,1,0.042472548,0.004384263,0.141981794,0.055081336,0.547753493,0.082962416,0.000000000,0.000002295,0.000002677,0.000008898,0.028547266,0.297309664,0.954354241,0.000000002,0.000000005,0.000000011,0.132348549,0.990332597,0.041535625,0.250000000,0.311765784,0.375272292,6.805265775,0.634158319,97.819717092,0,0.206324009,0.166737651,286,255,31,0.176325524,97,0,0,0,0,0,1239,97,228377,480377,153071,8,0,2025693
1365,1624181231.058420420,1624181231.158438921,1369,1368,0,0.356562893,0.392564071,1,0,0,0,1,-4.217123954,13.627917746,-32.768005751,0.024181415,0.065519864,0.981305099,0.179339647,1607,764,0.475420037,0.077058699,0.051870670,0.032462234,0.266569191,99.364978292,1496,0.813682847,199.005082465,412.830193828,605.434262842,0.163484813,0.133024788,0,0,0,0,1.000000000,0,1,0.014316031,0.004031873,0.132881842,0.055575609,0.593697040,0.077058699,0.000000000,0.000002346,0.000002562,0.000008618,0.000542490,0.289861285,0.957068514,0.000000002,0.000000005,0.000000011,0.206209255,0.978076746,0.029045169,0.200000000,0.313276419,0.389596956,7.002773041,0.620779557,96.522432906,0,0.202344198,0.163284330,301,275,26,0.187305538,92,0,0,0,0,0,1214,92,228501,480678,153163,8,0,2026907
1366,1624181231.158418179,1624181231.258341074,1370,1369,0,0.347896135,0.382676916,1,0,0,0,1,-4.491696593,13.255525958,-32.753532530,0.022147283,0.062037262,0.984582128,0.162046010,1431,677,0.473095737,0.073643971,0.050236177,0.032207648,0.293699265,95.724904912,1330,0.811574222,182.541995561,394.025368992,502.826350579,0.169115303,0.137249621,0,0,0,0,1.000000000,0,1,0.009313405,0.002691580,0.132881842,0.055575609,0.614144234,0.073643971,0.000000000,0.000002505,0.000002558,0.000008765,0.003525343,-0.297978697,-0.954566010,0.000000002,0.000000006,0.000000012,0.261235188,0.962406674,0.074361081,0.200000000,0.314475124,0.403157367,7.180119239,0.604975909,96.232194785,0,0.202462605,0.163394562,272,253,19,0.190076869,78,0,0,0,0,0,1080,79,228630,480950,153241,8,0,2027987
1367,1624181231.258415699,1624181231.358241320,1371,1370,0,0.351477087,0.374005866,1,0,0,0,1,-4.755702570,12.858651497,-32.737639532,0.020595052,0.058714380,0.987458141,0.145103017,1549,743,0.479664300,0.068058727,0.048302672,0.029868653,0.279727053,90.018200238,1456,0.813952808,202.721557543,394.988745179,587.404985693,0.171056402,0.139231839,0,0,0,0,1.000000000,0,1,0.018539187,0.003189538,0.141244481,0.055575609,0.621193358,0.068058727,0.000000000,0.000002526,0.000002635,0.000008652,0.028253315,-0.302753932,-0.952649887,0.000000002,0.000000006,0.000000012,0.463388834,0.882138251,0.084278670,0.200000000,0.314005314,0.422500157,7.376853715,0.592576984,95.972283793,0,0.202146470,0.163192209,232,219,13,0.149774048,68,0,0,0,0,0,1249,68,228724,481182,153309,8,0,2029236
1368,1624181231.358413219,1624181231.458262205,1372,1371,0,0.390128617,0.433918256,1,0,0,0,1,-5.005530483,12.463822541,-32.727852129,0.019101640,0.057405979,0.989999482,0.127439033,1564,742,0.474424552,0.077346111,0.054729464,0.036735424,0.273875046,90.801045517,1476,0.821268615,193.324079917,393.215013894,625.653381609,0.159482990,0.130978374,0,0,0,0,1.000000000,0,1,0.018389552,0.005542069,0.152708992,0.059434099,0.579164372,0.077346111,0.000000000,0.000002532,0.000002633,0.000008370,0.048367024,-0.289916652,-0.955828942,0.000000002,0.000000006,0.000000011,0.485578402,0.871891215,0.063398142,0.200000000,0.311392877,0.425536934,7.569019809,0.589612039,96.579093215,0,0.200607759,0.162167472,268,249,19,0.171355499,80,0,0,0,0,0,1216,80,228829,481450,153389,8,0,2030452
1369,1624181231.458410740,1624181231.558285713,1373,1372,0,0.411547693,0.438532141,1,0,0,0,1,-5.268754460,12.074223959,-32.703084584,0.016642509,0.055074512,0.992339813,0.109323012,1551,737,0.475177305,0.072553669,0.049217397,0.033684868,0.234496018,108.164312972,1465,0.813535973,191.419053611,392.589018219,607.822128489,0.160609333,0.130661470,0,0,0,0,1.000000000,0,1,0.015283414,0.005396820,0.166932399,0.057013685,0.583254702,0.072553669,0.000000000,0.000002511,0.000002690,0.000009152,0.066672640,-0.262714754,-0.962567253,0.000000002,0.000000006,0.000000015,0.308315903,0.949663403,0.055504271,0.150000000,0.304133481,0.434894013,7.738231079,0.597507585,97.918504678,0,0.197825262,0.160123188,283,269,14,0.182462927,70,0,0,0,0,0,1198,70,228945,481733,153459,8,0,2031650
1370,1624181231.558408260,1624181231.658294201,1374,1373,0,0.400082497,0.423895849,1,0,0,0,1,-5.528207058,11.690213615,-32.681914750,0.012460733,0.057005764,0.994204328,0.090293007,1559,775,0.497113534,0.072678862,0.050298230,0.031554797,0.277308247,110.111037804,1452,0.818615080,197.442387393,395.433650813,595.753058517,0.166109334,0.135979606,0,0,0,0,1.000000000,0,1,0.016460465,0.002707680,0.173435321,0.048179683,0.603228020,0.072678862,0.000000000,0.000002464,0.000002623,0.000009499,0.087154237,-0.239686708,-0.966930412,0.000000002,0.000000006,0.000000014,0.418678796,0.907863274,0.022188777,0.150000000,0.305507438,0.449740122,7.875451660,0.617189850,98.796309095,0,0.197025278,0.159649599,270,257,13,0.173187941,63,0,0,0,0,0,1225,64,229064,482003,153522,8,0,2032875
1371,1624181231.658406019,1624181231.758379459,1375,1374,0,0.401080178,0.420252098,1,0,0,0,1,-5.789718402,11.298414900,-32.654353274,0.009158722,0.057402316,0.995797824,0.070765715,1590,810,0.509433962,0.074139918,0.051922420,0.034881716,0.301907809,97.284021352,1490,0.821438174,203.605103070,429.315230559,591.022545040,0.166351802,0.136647720,0,0,0,0,1.000000000,0,1,0.014675789,0.004935459,0.157214545,0.046314311,0.634505138,0.074139918,0.000000000,0.000002266,0.000002424,0.000008469,0.064622334,-0.262624960,-0.962731574,0.000000002,0.000000005,0.000000012,0.278978044,0.960071101,0.020850221,0.150000000,0.304829032,0.463108288,8.022758628,0.640887711,99.854791529,0,0.195235207,0.158312750,253,235,18,0.159119497,82,0,0,0,0,0,1254,83,229175,482256,153604,8,0,2034129
1372,1624181231.758403540,1624181231.858425379,1376,1375,0,0.360195733,0.398711399,1,0,0,0,1,-6.054079407,10.918159947,-32.611967066,0.005756443,0.059158824,0.996843764,0.052627057,1541,770,0.499675535,0.078947922,0.057368440,0.035489793,0.367833007,110.595520530,1440,0.827707789,211.161436227,428.468240612,552.269539366,0.177163835,0.146639886,0,0,0,0,1.000000000,0,1,0.032245306,0.003206918,0.161091359,0.040662101,0.728053060,0.078947922,0.000000000,0.000002242,0.000002520,0.000009312,0.073622686,-0.280871016,-0.956917537,0.000000002,0.000000006,0.000000014,0.468302147,0.881926197,0.053844987,0.150000000,0.309932898,0.472455123,8.187114933,0.661782452,100.767633061,0,0.194659299,0.158176427,282,254,28,0.182998053,96,0,0,0,0,0,1162,97,229291,482538,153700,8,0,2035291
1373,1624181231.858401060,1624181231.958447456,1377,1376,0,0.352833080,0.416850112,1,0,0,0,1,-6.300906716,10.523936210,-32.582350761,0.000971878,0.064455484,0.997315323,0.034737492,1586,817,0.515132409,0.078076716,0.057260425,0.034974626,0.382984967,106.367716563,1467,0.824079295,222.291705815,415.584335005,571.048285552,0.183875617,0.151528088,0,0,0,0,1.000000000,0,1,0.002790653,0.004097878,0.151993855,0.038519262,0.792384370,0.078076716,0.000000000,0.000002255,0.000002698,0.000009839,0.094053946,-0.267382705,-0.958989230,0.000000003,0.000000006,0.000000015,0.423325625,0.905662291,0.023900430,0.150000000,0.317301181,0.477566339,8.340812998,0.679476239,100.996195604,0,0.194156176,0.158219287,304,272,32,0.191677175,90,0,0,0,0,0,1189,93,229428,482842,153790,8,0,2036480
1374,1624181231.958398581,1624181232.058344841,1378,1377,0,0.374552751,0.442989763,1,0,0,0,1,-6.521999029,10.110115559,-32.589644034,-0.003278148,0.057849381,0.998154436,0.018177582,1570,843,0.536942675,0.082579114,0.056672576,0.035769874,0.415672239,97.125186402,1452,0.838562141,237.574353129,416.621409402,563.396466588,0.195118158,0.163618701,0,0,0,0,1.000000000,0,1,0.039767442,0.006259854,0.161091359,0.031922838,0.878947613,0.082579114,0.000000000,0.000002186,0.000002594,0.000009122,0.091325696,-0.306690517,-0.947417830,0.000000002,0.000000005,0.000000013,0.484784627,0.872898343,0.055066754,0.150000000,0.319014562,0.482399284,8.488012203,0.688996767,100.608277638,0,0.192544942,0.157422684,306,286,20,0.194904459,99,0,0,0,0,0,1164,100,229568,483148,153889,8,0,2037644
1375,1624181232.058396101,1624181232.158279181,1379,1378,0,0.291609815,0.434958041,1,0,1,1,1,-6.743783520,9.792908182,-32.606138136,-0.009318368,0.061359608,0.998052155,0.006329502,1628,850,0.522113022,0.151214824,0.094563132,0.070766277,0.456444105,103.822666335,1503,0.846554899,266.252804551,440.651086201,565.468122119,0.209257043,0.177147575,0,0,0,0,1.000000000,0,1,0.097657599,0.020021317,0.163378373,0.030000000,1.016411259,0.151214824,0.000000000,0.000002195,0.000002561,0.000008949,0.097829166,-0.275260972,-0.956379031,0.000000002,0.000000004,0.000000013,0.484916949,0.872200203,0.064205588,0.200000000,0.315183548,0.486220813,8.575770084,0.686862263,99.855691703,1,0.189285932,0.155340089,167,148,19,0.102579853,239,387,0,0,25,0,833,628,229638,483315,154515,8,0,2038477
1376,1624181232.158393621,1624181232.258374691,1380,1379,0,0.154539461,0.233308983,1,0,0,0,1,-6.996032891,9.379377142,-32.608142757,-0.015063501,0.056961815,0.998256598,-0.003493817,1663,871,0.523752255,0.129146549,0.070003253,0.049770208,0.506941923,98.490668601,1517,0.845551094,265.902271673,429.357521300,587.441217379,0.207298715,0.175281656,0,0,0,0,1.000000000,0,1,0.058637116,0.015735007,0.172588694,0.030000000,1.025279072,0.129146549,0.000000000,0.000002225,0.000002593,0.000008763,0.120203725,-0.264175107,-0.956954846,0.000000002,0.000000004,0.000000012,0.542312525,0.836746581,0.075843814,0.150000000,0.321831557,0.419838636,8.743892316,0.674265888,100.423537919,0,0.185519592,0.152486859,474,436,38,0.285027060,181,0,0,0,0,0,1008,181,229864,483789,154696,8,0,2039485
1377,1624181232.258391380,1624181232.358580589,1381,1380,0,0.128188128,0.309278508,1,0,0,0,1,-7.183796761,8.945229285,-32.546350776,-0.013368716,0.050749170,0.998566443,-0.010528945,1644,835,0.507907543,0.115749861,0.094021029,0.050424905,0.488730717,105.649884304,1499,0.817616802,253.652527861,427.750173128,544.204884719,0.206960638,0.169214495,0,0,0,0,1.000000000,0,1,0.078469724,0.016975303,0.174463721,0.030000000,1.008607004,0.115749861,0.000000000,0.000002234,0.000002781,0.000009795,0.131941747,-0.255385571,-0.957794125,0.000000003,0.000000006,0.000000017,0.508267173,0.856964592,0.085300463,0.100000000,0.333456400,0.340926149,8.796748524,0.648161918,101.050565046,0,0.181882274,0.149342793,378,341,37,0.229927007,177,0,0,0,0,0,1088,178,230033,484167,154873,8,0,2040573
1378,1624181232.358388901,1624181232.458506346,1382,1381,0,0.502037553,0.737914728,1,0,0,0,1,-7.349947310,8.505221906,-32.508712355,-0.003002408,0.037395706,0.999220004,-0.012325983,1606,838,0.521793275,0.101596815,0.067805039,0.047737910,0.464524001,99.221433233,1469,0.833291019,251.013404858,433.903268903,539.187833679,0.205058803,0.170873659,0,0,0,0,1.000000000,0,1,0.035903711,0.018312024,0.188178540,0.031734625,1.019993120,0.101596815,0.000000000,0.000002238,0.000002895,0.000009396,0.147074799,-0.210752130,-0.966412202,0.000000002,0.000000006,0.000000015,0.435020023,0.897322921,0.074626775,0.050000000,0.334073191,0.240882841,8.808865807,0.610882405,100.231184158,0,0.179797217,0.147806077,404,371,33,0.251556663,135,0,0,0,0,0,1066,136,230236,484571,155008,8,0,2041639
1379,1624181232.458386421,1624181232.558293343,1383,1382,0,0.663670465,0.778437386,1,0,1,1,1,-7.528019580,8.135679451,-32.478374291,0.007816907,0.023599677,0.999632665,-0.010792842,1602,797,0.497503121,0.178998657,0.126591914,0.086463422,0.414066400,86.920184469,1463,0.832844456,271.491990385,440.554103716,506.405345603,0.222817243,0.185572106,0,0,0,0,1.000000000,0,1,0.057105270,0.032721046,0.188178540,0.033211169,1.113593558,0.178998657,0.000000000,0.000002172,0.000002987,0.000008162,0.139656072,-0.178589201,-0.973962052,0.000000001,0.000000003,0.000000013,0.391296928,0.919178316,0.044698303,0.100000000,0.336053052,0.316467443,8.767340575,0.577333053,99.289620919,1,0.180017063,0.148149562,135,119,16,0.084269663,246,378,7,0,28,0,834,633,230285,484706,155632,15,0,2042473
1380,1624181232.558383942,1624181232.658139944,1384,1383,0,0.447954713,0.600955468,1,0,0,0,1,-7.672766556,7.676112032,-32.414919720,0.019867492,0.012833265,0.999666166,-0.010399402,1680,811,0.482738095,0.109683046,0.076715999,0.050896908,0.389247684,79.277035999,1544,0.817805934,250.714485474,461.473642440,550.504233714,0.198555478,0.162379848,0,0,0,0,1.000000000,0,1,0.072630245,0.012916908,0.197031255,0.040495199,0.975743107,0.109683046,0.000000000,0.000002128,0.000002668,0.000006791,0.120566822,-0.164335051,-0.979008495,0.000000002,0.000000005,0.000000011,0.579556511,0.812558169,0.062156837,0.100000000,0.339842275,0.311738303,8.783027824,0.539375500,97.874389011,0,0.180540142,0.148629162,369,329,40,0.219642857,172,0,0,0,0,0,1139,172,230432,485075,155804,15,0,2043612
1381,1624181232.658381462,1624181232.758145809,1385,1384,0,0.100900589,0.172614420,1,0,0,0,1,-7.801639578,7.195505986,-32.278848280,0.032603877,0.002897729,0.999418916,-0.009509001,1719,781,0.454333915,0.142120856,0.098438148,0.067956394,0.418352478,65.608363463,1562,0.814830773,276.559946175,467.597873960,528.607846845,0.217290546,0.177055023,0,0,0,0,1.000000000,0,1,0.120158376,0.027061492,0.203195084,0.048249237,1.086231972,0.142120856,0.000000000,0.000002088,0.000002619,0.000005466,0.116209110,-0.062123145,-0.991280060,0.000000003,0.000000005,0.000000008,0.396661628,0.916570256,0.050581804,0.100000000,0.349109111,0.320122450,8.829937451,0.503387326,96.307040925,0,0.183006775,0.150589641,514,444,70,0.299011053,173,0,0,0,0,0,1032,173,230714,485589,155977,15,0,2044644
1382,1624181232.758379221,1624181232.858162880,1386,1385,0,0.165539587,0.281890939,1,0,1,1,1,-7.945466768,6.726608216,-32.246928978,0.039848299,0.000498091,0.999164144,-0.009103789,1653,653,0.395039322,0.165230705,0.110730877,0.079953493,0.400943794,61.210261711,1495,0.793899828,282.033234940,432.194921834,472.652085994,0.237625689,0.188650993,0,0,0,0,1.000000000,0,1,0.044171056,0.025694147,0.211205772,0.048249237,1.157373210,0.165230705,0.000000000,0.000002273,0.000002945,0.000004894,-0.020499010,0.017968745,0.999628388,0.000000001,0.000000004,0.000000009,0.645848580,0.761627276,0.052948131,0.150000000,0.356393820,0.336432756,8.859624963,0.467528291,94.961136173,1,0.186557571,0.153311251,130,111,19,0.078644888,203,453,0,0,35,0,865,658,230762,485719,156633,15,0,2045509
1383,1624181232.858376741,1624181232.958182573,1387,1386,0,0.198669078,0.305091335,1,0,0,0,1,-8.127558531,6.253948955,-32.290369834,0.047820343,-0.013062169,0.998720437,-0.010004184,1588,635,0.399874055,0.133212910,0.080301798,0.061975954,0.368171609,64.499298794,1462,0.781435410,244.594909544,431.814279685,466.049380879,0.214095212,0.167301580,0,0,0,0,1.000000000,0,1,0.115630321,0.017799749,0.206110468,0.048249237,1.026394629,0.133212910,0.000000000,0.000002396,0.000003096,0.000005344,0.037429624,-0.085313028,-0.995650898,0.000000002,0.000000006,0.000000010,0.377472350,0.923876572,0.062981786,0.150000000,0.360743993,0.331421359,8.912732066,0.433534347,93.626670930,0,0.189108020,0.155023365,454,416,38,0.285894207,145,0,0,0,0,0,989,145,230973,486173,156778,15,0,2046498
