frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_map_pause_enable,transition_guard_measurement_weight_enable,transition_guard_map_pause_active,transition_guard_selective_recovery_active,transition_guard_consecutive_pause_frames,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_geometry_weak_ratio,relative_persistent_enable,relative_baseline_ready,relative_persistent_candidate,relative_f0_baseline,relative_lambda0_baseline,relative_f0_ratio,relative_lambda0_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
1763,1624181270.657456875,1624181270.757385731,1768,1767,0,0.039642245,0.107836176,1,1,0,1,1,1,-68.139399379,-8.660828420,-27.679874098,-0.019565143,-0.022767446,0.045890122,0.998495341,1373,313,0.227967953,0.419349998,0.366001431,0.224432516,0.358760146,138.504680398,1077,0.811585103,214.420559594,279.970628135,379.685968318,0.245310792,0.199090585,0,1.000000000,1.000000000,1.000000000,1,1,1,0,0,1,0,5,1.000000000,0.000003974,0.000010174,0.000024755,0.231620299,-0.167889111,-0.958209415,0.000000005,0.000000008,0.000000015,0.835535847,0.505858251,0.214446445,1.000000000,0.528990821,0.077685252,7.631829379,0.070028060,138.717861659,20,0.272727222,0.221888385,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,23,23,0,0.016751639,220,863,0,0,0,0,0,267,1083,273582,576591,342666,18,0,0,2432397
1764,1624181270.757454395,1624181270.857346296,1768,1768,0,0.036960994,0.079457853,1,1,0,1,1,1,-67.814999633,-8.299539423,-27.717821347,-0.021123992,-0.023729424,0.042219222,0.998603139,1346,343,0.254829123,0.395883144,0.360745298,0.218103097,0.362507772,140.107877426,1061,0.804101149,214.373573628,283.761504486,355.016241332,0.251272627,0.202048609,0,1.000000000,1.000000000,1.000000000,1,1,1,0,0,1,0,5,1.000000000,0.000003687,0.000008958,0.000023908,0.202611634,-0.203398721,-0.957902650,0.000000005,0.000000006,0.000000014,0.857727265,0.504239202,0.100233552,1.000000000,0.513103309,0.077504902,7.737599783,0.074946272,137.509963425,20,0.271677583,0.220843963,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,28,26,2,0.020802377,233,793,0,0,0,0,0,292,1026,273596,576619,343692,18,0,0,2432689
1765,1624181270.857451916,1624181270.957287788,1770,1769,0,0.086385712,0.149361443,1,1,0,1,1,1,-67.437088064,-7.930731933,-27.827345081,-0.021661423,-0.022107413,0.037640939,0.998811897,1383,339,0.245119306,0.404936257,0.364974310,0.222560673,0.353411863,140.801154853,1097,0.802650357,216.031940720,313.165601935,351.309898543,0.245349364,0.196929755,0,1.000000000,1.000000000,1.000000000,1,1,1,0,0,1,0,5,1.000000000,0.000003857,0.000008175,0.000023419,0.210091460,-0.231432690,-0.949894988,0.000000005,0.000000008,0.000000015,0.821067870,0.563935846,0.088452890,1.000000000,0.497577924,0.077239564,7.919458868,0.080801481,136.467386873,20,0.270192895,0.219432635,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,24,23,1,0.017353579,228,801,0,0,0,0,0,330,1029,273608,576643,344721,18,0,0,2433019
1766,1624181270.957449436,1624181271.057265282,1771,1770,0,0.110404760,0.142773613,1,1,0,1,1,1,-66.941488904,-7.426643241,-27.840779003,-0.020143674,-0.022555417,0.031423701,0.999048566,1378,335,0.243105951,0.428272321,0.386504770,0.236036113,0.318095169,140.298376261,1113,0.804242552,214.213958018,315.889208454,365.018793628,0.239312594,0.192465371,0,1.000000000,1.000000000,1.000000000,1,1,1,0,0,1,0,5,1.000000000,0.000003905,0.000007728,0.000023761,0.209270755,-0.239743206,-0.948013157,0.000000005,0.000000007,0.000000016,0.799351340,0.599979931,-0.032580939,1.000000000,0.478171583,0.079217549,8.284060692,0.088526530,135.190675959,20,0.268780406,0.218042908,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,23,19,4,0.016690856,245,810,0,0,0,0,0,300,1055,273623,576666,345776,18,0,0,2433319
1767,1624181271.057446957,1624181271.157384396,1772,1771,0,0.092143510,0.147529035,1,1,0,1,1,1,-66.284141152,-6.987525271,-27.825573876,-0.018762454,-0.019076295,0.027555844,0.999262098,1326,349,0.263197587,0.397013331,0.371118508,0.230153953,0.298782014,142.345874370,1081,0.812985379,184.960993945,318.613308945,375.262891552,0.210461045,0.171101752,0,1.000000000,1.000000000,1.000000000,1,1,1,0,0,1,0,5,1.000000000,0.000003899,0.000006844,0.000023425,0.212224476,-0.211777144,-0.953997491,0.000000004,0.000000007,0.000000015,0.817378821,0.576057532,0.007041545,1.000000000,0.459348423,0.070739936,8.642171467,0.093476799,134.682612750,20,0.264302961,0.214303599,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,32,25,7,0.024132730,219,731,0,0,0,0,0,344,950,273640,576698,346726,18,0,0,2433663
1768,1624181271.157444715,1624181271.257387400,1773,1772,0,0.059181316,0.108772029,1,1,0,1,1,1,-65.556919404,-6.570743045,-27.863704989,-0.019474860,-0.013648474,0.023818521,0.999433403,1307,439,0.335883703,0.388968946,0.346169680,0.194930333,0.152514841,154.001949489,1113,0.827413091,156.979060729,334.887937295,429.043772348,0.170460663,0.141041384,0,1.000000000,1.000000000,1.000000000,1,1,1,0,0,1,0,5,1.000000000,0.000003391,0.000006041,0.000023439,0.177258942,-0.190935554,-0.965465112,0.000000004,0.000000008,0.000000016,0.818850756,0.573297717,-0.028516074,1.000000000,0.433850538,0.070898908,9.116695361,0.100241871,134.440193921,20,0.257608476,0.209057228,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,27,27,0,0.020657995,283,638,0,0,0,0,0,359,921,273647,576725,347647,18,0,0,2434022
1769,1624181271.257442236,1624181271.357308388,1774,1773,0,0.048573115,0.091822363,1,1,0,1,1,1,-64.853117974,-6.244846780,-27.860486177,-0.020261838,-0.010712103,0.017482818,0.999584444,1272,425,0.334119497,0.367599733,0.349965811,0.181884299,0.152245997,138.959923497,1088,0.825812492,157.189102341,319.768780320,421.526108675,0.174949252,0.144475278,0,1.000000000,1.000000000,1.000000000,1,1,1,0,0,1,0,5,1.000000000,0.000003534,0.000005606,0.000023638,0.154434509,-0.197077846,-0.968147873,0.000000004,0.000000009,0.000000016,0.762040541,0.646956574,-0.027228759,1.000000000,0.407007640,0.072337591,9.458151389,0.108634526,134.285905345,20,0.250485482,0.203524939,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,39,37,2,0.030660377,284,655,0,0,0,0,0,294,939,273660,576764,348586,18,0,0,2434316
1770,1624181271.357439756,1624181271.457359552,1774,1774,0,0.081943187,0.124156951,1,1,0,1,1,1,-64.150405624,-5.981648640,-27.901669709,-0.019520054,-0.006937106,0.010661517,0.999728551,1263,417,0.330166271,0.328817292,0.284291485,0.163432534,0.173205660,150.826809790,1141,0.806236638,164.491513060,349.063016758,406.361474686,0.178811448,0.144164341,0,1.000000000,1.000000000,1.000000000,1,1,1,0,0,1,0,5,1.000000000,0.000003634,0.000005741,0.000023811,0.164808405,-0.177629044,-0.970199007,0.000000004,0.000000007,0.000000016,0.750296463,0.661067780,-0.006678912,1.000000000,0.384549753,0.071990104,9.784583739,0.122316527,135.390090289,20,0.243673574,0.198064064,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,31,30,1,0.024544735,256,605,0,0,0,0,0,371,861,273668,576795,349447,18,0,0,2434687
1771,1624181271.457437277,1624181271.557342529,1776,1775,0,0.055076204,0.125690075,1,1,0,1,1,1,-63.404963275,-5.832997047,-27.905327840,-0.016757802,-0.007271718,0.003108790,0.999828302,1304,496,0.380368098,0.296667784,0.209496299,0.128905264,0.168537946,193.445026258,1203,0.802861491,171.863984016,377.300435744,416.677953806,0.177942063,0.142862830,0,1.000000000,1.000000000,1.000000000,1,1,1,0,0,1,0,5,1.000000000,0.000003202,0.000005086,0.000025410,0.154993748,-0.156314124,-0.975470570,0.000000003,0.000000006,0.000000013,0.780657463,0.624620465,-0.020571841,1.000000000,0.363001002,0.087562126,10.123425841,0.136569131,138.394642523,20,0.237709591,0.193353572,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,95,89,6,0.072852761,310,605,0,0,0,0,0,294,915,273682,576890,350362,18,0,0,2434981
1772,1624181271.557434797,1624181271.657321215,1777,1776,0,0.087784688,0.153310773,1,1,0,0,0,1,-62.699342153,-5.747961109,-27.911045308,-0.015969085,-0.007780551,-0.001189215,0.999841506,1263,466,0.368962787,0.133167550,0.100405108,0.069024658,0.171246837,179.246469892,1183,0.778722251,161.440169263,339.301430416,420.486823704,0.175244451,0.136466753,0,1.000000000,1.000000000,1.000000000,1,0,1,0,0,1,0,4,1.000000000,0.000003137,0.000005145,0.000024966,0.147549602,-0.145161997,-0.978344065,0.000000003,0.000000008,0.000000014,0.727355586,0.685501437,-0.032274315,0.950000000,0.337776575,0.173587940,10.421828658,0.143771380,140.667838282,0,0.231063647,0.187790354,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,52,46,6,0.041171813,105,244,0,0,0,0,0,862,349,273693,576942,350711,18,0,0,2435843
1773,1624181271.657432556,1624181271.757395506,1778,1777,0,0.080848951,0.145539778,1,1,0,0,0,1,-62.063156623,-5.700477569,-27.911270127,-0.016048793,-0.009402107,-0.001809344,0.999825366,1299,468,0.360277136,0.110670997,0.077851582,0.051391855,0.160590971,180.035542701,1219,0.777594327,163.506769550,344.914631242,439.466083966,0.172495968,0.134131886,0,1.000000000,1.000000000,1.000000000,1,0,1,0,0,1,0,3,1.000000000,0.000003258,0.000005041,0.000025308,0.145888932,-0.152928460,-0.977409487,0.000000003,0.000000009,0.000000013,0.692399789,0.721489100,0.006000828,0.900000000,0.318863328,0.241251270,10.673751872,0.143418174,142.988131327,0,0.224765423,0.182435188,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,38,37,1,0.029253272,75,203,0,0,0,0,0,983,278,273702,576980,350989,18,0,0,2436826
1774,1624181271.757430077,1624181271.857418060,1779,1778,0,0.091315977,0.142485492,1,1,0,0,0,1,-61.495465919,-5.661728311,-27.925294567,-0.016034831,-0.015975808,-0.001597877,0.999742519,1247,453,0.363271852,0.107028731,0.091027872,0.051560256,0.115108352,166.496052374,1170,0.774913723,144.567087567,322.485677448,439.596290651,0.159452091,0.123561613,0,1.000000000,1.000000000,1.000000000,1,0,1,0,0,1,0,2,1.000000000,0.000003492,0.000005095,0.000025115,0.135854022,-0.145358033,-0.980007514,0.000000003,0.000000011,0.000000015,0.673403632,0.738341977,-0.037130483,0.850000000,0.297163896,0.296747984,10.810176111,0.141480613,145.387153845,0,0.218793113,0.177219229,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,22,22,0,0.017642342,72,185,0,0,0,0,0,968,257,273709,577002,351246,18,0,0,2437794
1775,1624181271.857427597,1624181271.957346916,1780,1779,0,0.120616663,0.193186537,1,1,0,0,0,1,-60.971974691,-5.600442567,-27.906856785,-0.015609090,-0.019563521,-0.001319200,0.999685893,1309,513,0.391902215,0.097010278,0.079343741,0.043921788,0.112669992,200.496507146,1238,0.779971585,135.719062986,330.566788812,499.318970280,0.140553423,0.109627676,0,1.000000000,1.000000000,1.000000000,1,0,1,0,0,1,0,1,1.000000000,0.000003344,0.000005026,0.000024716,0.110944654,-0.151892900,-0.982150615,0.000000002,0.000000011,0.000000012,0.819339399,0.573142538,-0.013805056,0.800000000,0.276512896,0.348658589,10.897896674,0.138254053,148.617273932,0,0.211584828,0.171035781,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,45,43,2,0.034377387,70,197,0,0,0,0,0,997,267,273718,577047,351513,18,0,0,2438791
1776,1624181271.957425117,1624181272.057267427,1781,1780,0,0.054205320,0.094926708,1,1,0,0,0,1,-60.460437938,-5.527289599,-27.952700389,-0.014850732,-0.022157256,-0.001543748,0.999643001,1355,478,0.352767528,0.092156555,0.074270670,0.041908342,0.096843081,190.993101747,1277,0.767539392,148.697397723,326.084527661,505.365877879,0.151709158,0.116442755,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000003610,0.000005300,0.000026213,0.122736167,-0.155726838,-0.980145390,0.000000003,0.000000012,0.000000016,0.940011834,0.338071864,-0.045663626,0.750000000,0.257535007,0.394225994,11.014799180,0.129864339,151.812641778,0,0.205693191,0.165862831,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,257,238,19,0.189667897,52,0,0,0,0,0,0,1046,52,273818,577304,351565,18,0,0,2439837
1777,1624181272.057422638,1624181272.157216072,1781,1781,0,0.046087782,0.097996176,1,1,0,0,0,1,-59.975097818,-5.463041998,-28.009833501,-0.016240607,-0.023789804,-0.001672079,0.999583659,1351,457,0.338267950,0.089714034,0.075420014,0.039624802,0.095187012,191.806197654,1269,0.758682330,166.619905783,310.850668816,485.297301858,0.173063425,0.131300162,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000003729,0.000005792,0.000026311,0.138657415,-0.155579674,-0.978043499,0.000000003,0.000000012,0.000000014,0.757449147,0.652531692,-0.021752721,0.700000000,0.237432190,0.438864954,11.105980625,0.127846934,155.055234505,0,0.201215115,0.161805274,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,215,189,26,0.159141377,51,0,0,0,0,0,0,1084,52,273899,577519,351616,18,0,0,2440921
1778,1624181272.257417917,1624181272.357224226,1783,1782,0,0.135664703,0.194948209,1,1,0,0,0,1,-58.940087949,-5.326300466,-28.133091467,-0.015608582,-0.016474212,-0.001549419,0.999741252,1383,514,0.371655821,0.092887800,0.064686230,0.037012592,0.113233385,191.262771860,1301,0.775031544,156.220864932,329.446958130,522.648215370,0.154932441,0.120077529,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000003800,0.000006903,0.000032956,0.112160396,-0.147330550,-0.982707359,0.000000002,0.000000010,0.000000014,0.593052246,0.803846576,-0.046040373,0.650000000,0.223227869,0.480506585,11.742365399,0.125240428,158.777988890,0,0.197053751,0.158033194,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,230,207,23,0.166305134,69,0,0,0,0,0,0,1082,71,273963,577749,351685,18,0,0,2442003
1779,1624181272.357415438,1624181272.457334518,1784,1783,0,0.149384375,0.188865884,1,1,0,0,0,1,-58.417111240,-5.246553877,-28.171950830,-0.013251657,-0.009662816,-0.001005397,0.999864997,1231,470,0.381803412,0.074220158,0.049778450,0.032029136,0.114425501,160.009732786,1153,0.767567622,139.819912026,295.225706137,449.959849590,0.157987625,0.121266186,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000003391,0.000006136,0.000026538,0.127592927,-0.138833026,-0.982061829,0.000000003,0.000000013,0.000000017,0.699166767,0.714912232,-0.008144530,0.600000000,0.215746683,0.527749781,11.882713338,0.119075030,160.281614149,0,0.194224456,0.155317979,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,156,148,8,0.126726239,53,0,0,0,0,0,0,1019,56,274023,577905,351738,18,0,0,2443022
1780,1624181272.457412958,1624181272.557421923,1785,1784,0,0.139300020,0.173076039,1,1,0,0,0,1,-57.870210208,-5.164497961,-28.239850453,-0.010515756,-0.003685505,-0.001455631,0.999936857,1261,421,0.333862014,0.073096023,0.054809922,0.034900041,0.135763218,182.333181758,1193,0.742636166,148.229537707,294.880698262,442.854710012,0.167308581,0.124249403,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000003465,0.000006061,0.000026242,0.131812073,-0.165116035,-0.977426351,0.000000003,0.000000012,0.000000016,0.697245018,0.716812588,0.005394230,0.550000000,0.206054892,0.572670200,12.029067011,0.112977153,162.698383788,0,0.190297610,0.151486803,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,170,152,18,0.134813640,44,0,0,0,0,0,0,1045,46,274082,578075,351782,18,0,0,2444067
1781,1624181272.557410479,1624181272.657386303,1786,1785,0,0.099985936,0.158014264,1,1,0,0,0,1,-57.309092425,-5.080064055,-28.304235808,-0.009174057,0.001068320,-0.001277702,0.999956530,1251,451,0.360511591,0.074572291,0.055285758,0.033284602,0.119920721,195.466574438,1179,0.765747870,143.802668957,290.741298257,468.272770969,0.159282236,0.121970033,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000003212,0.000006184,0.000025828,0.128979008,-0.156482542,-0.979222972,0.000000003,0.000000010,0.000000016,0.654390268,0.755929382,0.018551189,0.500000000,0.194345753,0.615982177,12.182375744,0.109524315,165.371410147,0,0.186337274,0.147789700,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,164,145,19,0.131095124,46,0,0,0,0,0,0,1039,48,274141,578239,351828,18,0,0,2445106
1782,1624181272.657408237,1624181272.757340908,1787,1786,0,0.057700795,0.157417347,1,1,0,0,0,1,-56.753511875,-5.000261352,-28.352227783,-0.009181036,0.006226824,-0.001114543,0.999937845,1168,446,0.381849315,0.072352601,0.052705400,0.032330942,0.098547976,158.065356094,1099,0.766757125,128.913612428,262.153749293,451.598718842,0.152983033,0.117300830,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000003524,0.000006566,0.000024311,0.118786593,-0.145074018,-0.982264361,0.000000003,0.000000010,0.000000020,0.430832543,0.902362589,-0.011183804,0.450000000,0.183579923,0.659979173,12.380561869,0.100315954,166.775158040,0,0.182944114,0.144528737,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,154,133,21,0.131849315,38,0,0,0,0,0,0,975,39,274199,578393,351866,18,0,0,2446081
1783,1624181272.757405758,1624181272.857219458,1788,1787,0,0.082491307,0.136621590,1,1,0,0,0,1,-56.188993765,-4.901823777,-28.399406106,-0.008230657,0.010608185,-0.001175193,0.999909167,1180,456,0.386440678,0.076695728,0.052527483,0.035663280,0.123075305,211.534009193,1109,0.766231344,129.259882509,275.253560122,445.237118137,0.152115089,0.116555349,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000003237,0.000006200,0.000025662,0.078757849,-0.164579871,-0.983214456,0.000000003,0.000000011,0.000000013,0.839969060,0.542398697,0.015988477,0.400000000,0.171795681,0.695260123,12.468500154,0.093259595,170.426624479,0,0.178284329,0.140401975,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,139,126,13,0.117796610,44,0,0,0,0,0,0,993,48,274246,578532,351910,18,0,0,2447074
1784,1624181272.857403278,1624181272.957119942,1789,1788,0,0.053645017,0.142319812,1,1,0,0,0,1,-55.628983913,-4.807965862,-28.450322334,-0.008376948,0.010357347,-0.000373905,0.999911202,1258,442,0.351351351,0.077732723,0.055029525,0.033911336,0.139965785,194.483583434,1189,0.752161944,153.901030136,280.710407249,459.709113699,0.172087100,0.129437368,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000003010,0.000006008,0.000027488,0.089827641,-0.161855130,-0.982717616,0.000000003,0.000000011,0.000000014,0.935029258,0.353093664,0.032328792,0.350000000,0.160668581,0.729950504,12.499311079,0.085640557,173.145409780,0,0.174325052,0.136771413,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,154,138,16,0.122416534,48,0,0,0,0,0,0,1053,51,274300,578686,351958,18,0,0,2448127
1785,1624181272.957400799,1624181273.057232141,1790,1789,0,0.040764475,0.097125654,1,1,0,0,0,1,-55.080148885,-4.701838486,-28.477054116,-0.009236905,0.014007289,-0.000415129,0.999859142,1194,449,0.376046901,0.080814212,0.060727844,0.037586509,0.102473595,175.070708848,1120,0.763937918,131.002188040,275.199266781,449.409013514,0.153109613,0.116966239,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000003201,0.000006220,0.000026372,0.102070637,-0.118128360,-0.987738465,0.000000003,0.000000012,0.000000016,0.607425039,0.789637051,-0.086649580,0.300000000,0.148121668,0.755248453,12.351912401,0.073316047,174.858887479,0,0.169713065,0.132773237,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,161,132,29,0.134840871,42,0,0,0,0,0,0,991,42,274365,578847,352000,18,0,0,2449118
1786,1624181273.057398319,1624181273.157302380,1791,1790,0,0.039530822,0.086213759,1,1,0,0,0,1,-54.540969852,-4.601099873,-28.497423818,-0.009488081,0.014457893,-0.000267864,0.999850426,1163,431,0.370593293,0.071632889,0.052265441,0.031899895,0.112071206,158.371004618,1101,0.768726598,127.519551210,265.649506357,453.198926647,0.150666795,0.115821572,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000003075,0.000006165,0.000024271,0.086036840,-0.126794766,-0.988190644,0.000000003,0.000000010,0.000000014,0.491091000,0.868949101,-0.061295099,0.250000000,0.137820470,0.762747533,12.110127885,0.065648576,175.762518897,0,0.165280775,0.128941047,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,142,125,17,0.122098022,34,0,0,0,0,0,0,987,34,274414,578989,352034,18,0,0,2450105
1787,1624181273.157396078,1624181273.257394314,1792,1791,0,0.145933702,0.214873453,1,1,0,0,0,1,-53.982328367,-4.500663052,-28.544741393,-0.010154924,0.009292430,-0.000511800,0.999905129,1157,427,0.369057908,0.078908838,0.063394838,0.034642605,0.138127663,161.144107218,1098,0.763511908,128.197817564,272.664919406,437.473337592,0.152919362,0.116755754,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000003223,0.000006072,0.000023148,0.090251342,-0.140783010,-0.985918272,0.000000003,0.000000009,0.000000014,0.487998629,0.872483895,0.025083700,0.200000000,0.129787752,0.757197701,11.840640352,0.058373387,176.702430540,0,0.162403691,0.126223747,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,156,143,13,0.134831461,36,0,0,0,0,0,0,965,36,274471,579145,352070,18,0,0,2451070
1788,1624181273.257393599,1624181273.357408285,1793,1792,0,0.190936207,0.224824270,1,1,0,0,0,1,-53.425398281,-4.420512110,-28.577303987,-0.011497382,0.005962010,-0.000837954,0.999915778,1221,461,0.377559378,0.102212414,0.078534374,0.050374854,0.141523993,175.706103178,1169,0.772166714,153.597374152,281.694181283,467.371333589,0.170160285,0.131392108,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000003015,0.000006327,0.000022429,0.115644055,-0.130281057,-0.984709754,0.000000003,0.000000009,0.000000012,0.430092949,0.902767326,-0.005586580,0.150000000,0.129238210,0.709828363,11.628649917,0.046197103,177.787638224,0,0.162388672,0.125741283,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,208,189,19,0.170352170,68,0,0,0,0,0,0,945,68,274550,579353,352138,18,0,0,2452015
1789,1624181273.357391119,1624181273.457394361,1794,1793,0,0.128141778,0.182335428,1,1,0,0,0,1,-52.903880343,-4.336440004,-28.619509569,-0.015412956,0.000613444,-0.001175530,0.999880334,1209,471,0.389578164,0.077172698,0.056889835,0.034665561,0.128088882,183.520988691,1132,0.781062397,130.205145119,295.402253854,458.555234284,0.147263795,0.115022213,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002941,0.000006333,0.000021987,0.093308531,-0.120469428,-0.988322131,0.000000003,0.000000011,0.000000011,-0.136027741,0.990509286,-0.019692858,0.100000000,0.128030354,0.628844691,11.407069777,0.032945324,180.015691484,0,0.161004399,0.124268630,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,163,145,18,0.134822167,38,0,0,0,0,0,0,1008,38,274619,579516,352176,18,0,0,2453023
1790,1624181273.457388639,1624181273.557396173,1795,1794,0,0.082443110,0.117607234,1,1,0,0,0,1,-52.404404658,-4.233222787,-28.650154747,-0.017972986,-0.004871393,-0.001760263,0.999825056,1282,501,0.390795632,0.073502707,0.055999007,0.035648934,0.104430990,202.925791183,1215,0.773004104,143.972158573,304.247479022,490.980348495,0.153292335,0.118495604,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002851,0.000006937,0.000023150,0.101161506,-0.091377918,-0.990664638,0.000000003,0.000000012,0.000000014,0.999687842,-0.024643098,0.004115444,0.050000000,0.124591621,0.495248521,11.157890516,0.018789847,182.620640554,0,0.159728443,0.122985193,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,167,153,14,0.130265211,45,0,0,0,0,0,0,1070,45,274680,579683,352221,18,0,0,2454093
1791,1624181273.557386160,1624181273.657323599,1796,1795,0,0.135084557,0.242602687,1,1,0,0,0,1,-51.894690670,-4.142911878,-28.685106494,-0.023728183,-0.005961825,-0.001598602,0.999699392,1326,526,0.396681750,0.073154106,0.050321897,0.033585381,0.114842303,205.182468986,1271,0.775655611,145.247786912,332.169758798,508.440735342,0.147331305,0.114278353,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002719,0.000006426,0.000024636,0.092993065,-0.106418462,-0.989963333,0.000000003,0.000000010,0.000000013,0.980795490,0.193179065,-0.026871105,0.000000000,0.121906838,0.186815940,10.965972347,0.010630523,183.207512690,0,0.158197905,0.121555969,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,171,159,12,0.128959276,51,0,0,0,0,0,0,1103,52,274737,579854,352272,18,0,0,2455196
1792,1624181273.657383680,1624181273.757230282,1797,1796,0,0.222992768,0.312109413,1,1,0,0,0,1,-51.392734460,-4.066360793,-28.790105822,-0.026713028,-0.004458821,-0.002045375,0.999631107,1343,542,0.403574088,0.121323578,0.086708438,0.052002057,0.147610968,181.604594225,1265,0.774503840,148.755765680,335.930848767,495.060742882,0.151830739,0.117593491,0,1.000000000,1.000000000,1.000000000,0,0,1,0,0,0,0,0,1.000000000,0.000002632,0.000005580,0.000021994,0.095685891,-0.130585344,-0.986808836,0.000000002,0.000000007,0.000000011,0.538222342,0.842407850,0.025801627,0.000000000,0.120725045,0.169636298,10.846519821,0.010381135,183.325418907,0,0.157027220,0.120612306,0.000000000,0,0,0,0.000000000,0.000000000,1.000000000,1.000000000,372,338,34,0.276991809,80,0,0,0,0,0,0,888,83,274809,580226,352352,18,0,0,2456084
