frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,stage2_map_policy,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,observability_soft_weighting_active,observability_geometry_quality,observability_measurement_weight_mean,observability_measurement_weight_min,transition_guard_active,transition_guard_triggered,transition_guard_cooldown_frames,transition_guard_measurement_weight,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,window_geometry_weak_ratio,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,persistent_voxel_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_persistent_voxel_quota_rejected,total_voxel_rejected
1583,1706584672.772391796,1706584672.872220039,1715,1681,72,0.152504929,0.231912585,1,0,1,0,2,1,95.293508717,-172.616975087,-27.142565441,0.098672529,-0.014957657,0.766844626,0.634026277,1425,859,0.602807018,0.079814528,0.035868912,0.025611437,0.034109217,130.947110195,1064,0.928695738,20.120946137,377.387073056,590.624245618,0.020362604,0.018910664,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000002964,0.000003674,0.000024196,0.017602026,0.989038382,0.146605755,0.000000006,0.000000010,0.000000792,0.995606828,-0.090533899,0.023888450,0.000000000,0.035643274,0.173407487,2.128528800,0.219531112,129.533815316,0,0.021645247,0.020187270,1.000000000,19,18,1,0.013333333,91,190,0,0,0,0,0,1125,281,29827,87017,188340,7811,0,3208,1596335
1584,1706584672.873031139,1706584672.971896648,1716,1682,72,0.124988880,0.201935319,1,0,1,0,2,1,95.243957706,-172.464648846,-27.123227516,0.100242763,-0.019977540,0.765931835,0.634744603,1387,794,0.572458544,0.087670753,0.045346897,0.032922796,0.037165108,119.943182660,1021,0.926074138,21.463502119,377.862586934,546.195605547,0.022700169,0.021022039,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003101,0.000003827,0.000024233,0.032545600,0.987822329,0.152144107,0.000000007,0.000000011,0.000000772,0.995592894,-0.093306050,0.009421789,0.000000000,0.035984919,0.171245856,2.156405257,0.214240493,129.984247421,0,0.021846919,0.020364018,1.000000000,24,21,3,0.017303533,87,189,0,0,0,0,0,1087,276,29830,87041,188616,7811,0,3208,1597422
1585,1706584672.972881079,1706584673.070511341,1717,1683,72,0.107977496,0.209784742,1,0,1,0,2,1,95.203101247,-172.325662979,-27.086895668,0.096404962,-0.025513852,0.767192324,0.633617444,1406,821,0.583926031,0.079930634,0.039779798,0.028076658,0.037035635,118.730264267,1054,0.921341943,22.757047795,380.191432695,568.145927704,0.023434434,0.021591127,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003162,0.000003877,0.000023734,0.041846905,0.986748491,0.156768149,0.000000007,0.000000011,0.000000790,0.995300149,-0.096677628,0.005572253,0.000000000,0.036206841,0.158694940,2.168838516,0.202696551,130.687051399,0,0.022118643,0.020603245,1.000000000,29,24,5,0.020625889,76,188,0,0,0,0,0,1113,264,29836,87070,188880,7811,0,3208,1598535
1586,1706584673.072717905,1706584673.169104815,1718,1684,72,0.178431805,0.229336891,1,0,1,0,2,1,95.177094372,-172.182076331,-27.078212963,0.096614672,-0.020492965,0.767597322,0.633277187,1378,791,0.574020319,0.080835026,0.040230101,0.029372941,0.040159005,119.514218930,1046,0.926488579,25.289781940,375.550426918,568.266844904,0.026095963,0.024177612,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003099,0.000003965,0.000023157,0.042692721,0.984870122,0.167952895,0.000000007,0.000000013,0.000000829,0.994948050,-0.098652676,0.018601834,0.000000000,0.036604830,0.147371752,2.189907191,0.194676833,130.920272237,0,0.022430020,0.020881387,1.000000000,26,25,1,0.018867925,85,192,0,0,0,0,0,1075,277,29840,87096,189157,7811,0,3208,1599610
1587,1706584673.172559977,1706584673.272399902,1719,1685,72,0.092440873,0.172424691,1,0,1,0,2,1,95.170679017,-172.016206360,-27.058909753,0.092422732,-0.022231618,0.769289616,0.631788952,1336,794,0.594311377,0.080532306,0.039922144,0.027319416,0.038552083,120.585862937,1027,0.929480314,21.191789220,375.152600854,558.231892213,0.022200205,0.020634654,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003133,0.000003943,0.000023596,0.044735314,0.985248049,0.165181822,0.000000007,0.000000010,0.000000826,0.994333346,-0.105122231,0.015827648,0.000000000,0.036775926,0.133615504,2.256590815,0.192148970,131.384127782,0,0.022591430,0.021023018,1.000000000,21,21,0,0.015718563,89,165,0,0,0,0,0,1061,254,29843,87117,189411,7811,0,3208,1600671
1588,1706584673.272411823,1706584673.372239113,1720,1686,72,0.129686123,0.204892879,1,0,1,0,2,1,95.152928362,-171.851835818,-27.025999116,0.089976765,-0.018948603,0.768550241,0.633147423,1326,762,0.574660633,0.086666481,0.041837138,0.030086065,0.040052323,125.522849997,1020,0.921737643,24.987419212,359.818814071,555.366162567,0.026577487,0.024497470,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003027,0.000003987,0.000023531,0.052684753,0.983835043,0.171151760,0.000000006,0.000000010,0.000000942,0.994701552,-0.098834327,0.028294832,0.000000000,0.037229402,0.126323787,2.292169077,0.180056682,131.920047208,0,0.022976798,0.021362179,1.000000000,27,26,1,0.020361991,81,172,0,0,0,0,0,1046,253,29845,87144,189664,7811,0,3208,1601717
1589,1706584673.373049259,1706584673.472855806,1721,1687,72,0.124859192,0.176880962,1,0,1,0,2,1,95.126457644,-171.681561067,-26.960832366,0.082210108,-0.021388963,0.768878371,0.633727119,1295,760,0.586872587,0.095832900,0.045824670,0.035525740,0.037266669,116.772170593,995,0.929122241,23.016113624,367.423218524,534.037297579,0.024896372,0.023131772,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003262,0.000004012,0.000024312,0.049091368,0.983872537,0.172002522,0.000000008,0.000000010,0.000001013,0.994684759,-0.097557891,0.032934593,0.000000000,0.037373458,0.113742338,2.369646668,0.172211329,132.294170360,0,0.023168763,0.021534538,1.000000000,19,19,0,0.014671815,98,170,0,0,0,0,0,1008,268,29847,87163,189932,7811,0,3208,1602725
1590,1706584673.472867727,1706584673.572706223,1722,1688,72,0.134213013,0.212948743,1,0,1,0,2,1,95.111248023,-171.506506225,-26.928845910,0.088229799,-0.020565133,0.771367006,0.629909137,1271,727,0.571990559,0.090796878,0.046049090,0.032654488,0.034352400,122.885842630,950,0.922069566,24.814839601,338.923185376,512.228062704,0.028328539,0.026120884,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003275,0.000004398,0.000025723,0.042505383,0.984874099,0.167977085,0.000000008,0.000000015,0.000001047,0.993829927,-0.107075492,0.028929495,0.000000000,0.036904634,0.105374576,2.445359564,0.166038783,133.175571405,0,0.023489999,0.021816294,1.000000000,19,17,2,0.014948859,91,158,0,0,0,0,0,1003,249,29849,87182,190181,7811,0,3208,1603728
1591,1706584673.572718382,1706584673.672548056,1723,1689,72,0.227288828,0.313834284,1,0,1,0,2,1,95.096206372,-171.308550528,-26.917477247,0.088684782,-0.018294295,0.772975763,0.627940123,1266,749,0.591627172,0.082992626,0.041227428,0.029846580,0.033548231,127.997395870,978,0.928049450,20.305699496,344.446565850,542.880096983,0.022372163,0.020762474,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003117,0.000004342,0.000026391,0.042647107,0.986117355,0.160479863,0.000000007,0.000000012,0.000001388,0.992695177,-0.117343105,0.028051395,0.000000000,0.036622461,0.099269076,2.568024417,0.162214411,133.914689153,0,0.023590990,0.021906135,1.000000000,21,21,0,0.016587678,74,163,0,0,0,0,0,1008,237,29849,87203,190418,7811,0,3208,1604736
1592,1706584673.672558784,1706584673.772379637,1724,1690,72,0.104244286,0.139709298,1,0,1,0,2,1,95.068980678,-171.132424420,-26.904415403,0.093459447,-0.012057334,0.772487393,0.627999348,1260,656,0.520634921,0.078617613,0.043180078,0.032553318,0.038450617,112.248364120,925,0.916906466,21.653053087,318.239554881,508.245873228,0.025530092,0.023408706,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003404,0.000004664,0.000026693,0.050842385,0.983700494,0.172477217,0.000000009,0.000000013,0.000001551,0.992420642,-0.117679275,0.035395732,0.000000000,0.036824820,0.093757957,2.660037820,0.156719728,133.170504334,0,0.023744295,0.022029412,1.000000000,13,13,0,0.010317460,58,171,0,0,0,0,0,1018,229,29850,87216,190647,7811,0,3208,1605754
1593,1706584673.772392273,1706584673.872198343,1725,1691,72,0.251009747,0.334911254,1,0,1,0,2,1,95.018414158,-170.938054944,-26.871709926,0.095797170,-0.022171783,0.771892121,0.628103390,1265,716,0.566007905,0.083192124,0.045943561,0.031154512,0.039757203,111.305289637,972,0.925181316,24.268621575,345.383829947,529.623787180,0.026986837,0.024967718,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003476,0.000004649,0.000025711,0.050109587,0.984316282,0.169146344,0.000000009,0.000000012,0.000001416,0.992924660,-0.117780381,0.015112960,0.000000000,0.036730147,0.090179927,2.770837187,0.155361707,132.840583944,0,0.023894272,0.022155701,1.000000000,23,23,0,0.018181818,70,165,0,0,0,0,0,1007,235,29849,87239,190882,7811,0,3208,1606761
1594,1706584673.873008490,1706584673.972846270,1726,1692,72,0.150586910,0.227116401,1,0,1,0,2,1,94.975150174,-170.726573931,-26.831268718,0.089588014,-0.031594684,0.770516107,0.630302064,1278,739,0.578247261,0.078842236,0.041631631,0.029592312,0.044371651,101.005260998,966,0.920488920,25.140369116,326.998669071,537.053258173,0.028273265,0.026025227,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003395,0.000004643,0.000023338,0.052449470,0.986956441,0.152203934,0.000000009,0.000000014,0.000001447,0.993068953,-0.117446244,0.004520414,0.000000000,0.036789311,0.087839985,2.889698904,0.140689640,131.864261792,0,0.024132546,0.022365305,1.000000000,25,25,0,0.019561815,77,146,0,0,0,0,0,1030,223,29851,87264,191105,7811,0,3208,1607791
1595,1706584673.972858667,1706584674.072688580,1727,1693,72,0.082858560,0.150239692,1,0,1,0,2,1,94.988518999,-170.472650459,-26.803586755,0.096201845,-0.024994183,0.771985762,0.627820420,1286,727,0.565318818,0.088755205,0.042504141,0.031380361,0.041589576,116.181246146,970,0.918354036,26.290900250,339.973665360,524.538849781,0.029513695,0.027104021,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003252,0.000004469,0.000023277,0.056200298,0.984052233,0.168768270,0.000000007,0.000000012,0.000001479,0.993553907,-0.112770437,0.011552617,0.000000000,0.037056090,0.087582664,3.056331731,0.126018374,130.137321990,0,0.024576885,0.022761455,1.000000000,28,28,0,0.021772939,88,159,0,0,0,0,0,1011,247,29853,87292,191352,7811,0,3208,1608802
1596,1706584674.072700024,1706584674.172514439,1728,1694,72,0.115477976,0.181959011,1,0,1,0,2,1,94.972509037,-170.229226352,-26.776700136,0.097253777,-0.020771949,0.770536717,0.629589864,1267,687,0.542225730,0.082079220,0.045844088,0.030114999,0.042434411,114.366359857,959,0.919238783,25.858217081,330.568874008,525.122902058,0.029332672,0.026963730,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003363,0.000004909,0.000023443,0.058195209,0.983730773,0.169962005,0.000000008,0.000000014,0.000001625,0.993348890,-0.113893720,0.016917553,0.000000000,0.037268964,0.084746009,3.213522242,0.115317543,128.085106416,0,0.024806348,0.022958299,1.000000000,25,23,2,0.019731650,72,167,0,0,0,0,0,1003,239,29855,87317,191591,7811,0,3208,1609805
1597,1706584674.172526360,1706584674.271536827,1729,1695,72,0.100403012,0.126718080,1,0,1,0,2,1,94.958029615,-169.984785520,-26.742571862,0.100644107,-0.022865555,0.770133450,0.629477879,1289,672,0.521334368,0.093589074,0.051665760,0.034808692,0.037980895,122.033219284,967,0.919344927,26.688261724,338.601068774,523.717213514,0.030020321,0.027599030,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003546,0.000004723,0.000025208,0.058337970,0.981716093,0.181191040,0.000000008,0.000000011,0.000001590,0.993842938,-0.110601737,0.006593190,0.000000000,0.037313205,0.082891958,3.330788692,0.097150544,126.885738882,0,0.025166274,0.023282046,1.000000000,17,15,2,0.013188518,82,179,0,0,0,0,0,1011,261,29859,87334,191852,7811,0,3208,1610816
1598,1706584674.272772551,1706584674.370173454,1730,1696,72,0.106482001,0.163828519,1,0,1,0,2,1,94.931467212,-169.730776659,-26.679839687,0.105937260,-0.017586471,0.768771410,0.630443124,1285,688,0.535408560,0.095425303,0.053661415,0.038331444,0.041915940,126.327997661,985,0.911436818,27.031533614,342.889281870,527.844450675,0.030109801,0.027443181,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003463,0.000004831,0.000024734,0.071622170,0.982420807,0.172393800,0.000000006,0.000000011,0.000001635,0.994086138,-0.108282721,0.008222113,0.000000000,0.037683809,0.082844042,3.465792859,0.090901730,125.450393516,0,0.025494711,0.023558891,1.000000000,22,22,0,0.017120623,93,175,0,0,0,0,0,995,268,29860,87356,192120,7811,0,3208,1611811
1599,1706584674.372609854,1706584674.468823195,1731,1697,72,0.160034332,0.242404060,1,0,1,0,2,1,94.904945759,-169.477995080,-26.602100498,0.096731306,-0.023053382,0.766288996,0.634754102,1325,715,0.539622642,0.098651837,0.052815135,0.038599134,0.039731153,120.302547480,969,0.919777375,25.841371246,350.934434983,514.488470310,0.028994061,0.026668082,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003486,0.000004536,0.000024595,0.060787574,0.984460945,0.164746835,0.000000008,0.000000010,0.000001502,0.995210225,-0.097170582,0.010699858,0.000000000,0.037868410,0.070471810,3.609749862,0.087725042,123.348935786,0,0.025778573,0.023804600,1.000000000,18,18,0,0.013584906,99,177,0,0,0,0,0,1031,276,29861,87374,192396,7811,0,3208,1612842
1600,1706584674.472451687,1706584674.572285175,1732,1698,72,0.242463026,0.319332292,1,0,1,0,2,1,94.871639165,-169.201095732,-26.543587719,0.096576615,-0.031949221,0.763239395,0.638057858,1375,757,0.550545455,0.099211792,0.051694218,0.038171855,0.052217345,110.076386850,1034,0.913726663,32.500319638,343.368622807,568.924426674,0.034399394,0.031431644,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003315,0.000004622,0.000021368,0.069558571,0.985263598,0.156260192,0.000000006,0.000000011,0.000001404,0.995358840,-0.096174230,-0.003361031,0.000000000,0.038995115,0.076112696,3.769413507,0.083187487,120.500406822,0,0.026370567,0.024325709,1.000000000,23,22,1,0.016727273,114,196,0,0,0,0,0,1042,310,29864,87397,192706,7811,0,3208,1613884
1601,1706584674.573097706,1706584674.672919750,1733,1699,72,0.156152744,0.220787239,1,0,1,0,2,1,94.856559360,-168.904242877,-26.516743494,0.099355510,-0.029417856,0.762644750,0.638463827,1391,755,0.542774982,0.094037251,0.053658757,0.037781121,0.046245488,121.376329611,1054,0.920063771,30.489550835,366.327263728,572.930400516,0.031440720,0.028927468,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003220,0.000004608,0.000020879,0.062851912,0.984802759,0.161904796,0.000000006,0.000000010,0.000001532,0.996308350,-0.085836635,-0.001320499,0.000000000,0.039640212,0.077621513,3.956772293,0.075315562,119.479030709,0,0.026735229,0.024646125,1.000000000,28,28,0,0.020129403,95,229,0,0,0,0,0,1039,324,29866,87425,193030,7811,0,3208,1614923
1602,1706584674.672931671,1706584674.772766113,1734,1700,72,0.198765836,0.280591998,1,0,1,0,2,1,94.850255597,-168.600860329,-26.454051512,0.098525032,-0.032857230,0.760770123,0.640657506,1429,777,0.543736879,0.099722297,0.056457918,0.039309716,0.041237155,123.206489626,1051,0.918004802,30.082739568,354.294754989,580.445552038,0.031179541,0.028622968,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003296,0.000004569,0.000021425,0.051612550,0.985626723,0.160860525,0.000000006,0.000000010,0.000001494,0.996589879,-0.082020131,-0.009017259,0.000000000,0.039908605,0.083055688,4.126531592,0.073720868,119.066419467,0,0.027137417,0.025000523,1.000000000,39,37,2,0.027291812,110,197,0,0,0,0,0,1083,307,29869,87464,193337,7811,0,3208,1616006
1603,1706584674.772778988,1706584674.872621059,1735,1701,72,0.148027007,0.214419645,1,0,1,0,2,1,94.821530210,-168.266336715,-26.399208159,0.099221160,-0.031228289,0.758865332,0.642886742,1429,750,0.524842547,0.103791102,0.059598802,0.043603827,0.043710852,133.185415379,1083,0.920279758,26.602151211,363.685881780,606.374945376,0.026691220,0.024563390,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003267,0.000004629,0.000021464,0.046418131,0.986172667,0.159087487,0.000000005,0.000000009,0.000001562,0.996873590,-0.078480199,-0.009159909,0.000000000,0.040388687,0.087889380,4.305389896,0.077706755,119.178334727,0,0.027453848,0.025283160,1.000000000,24,23,1,0.016794962,121,215,0,0,0,0,0,1069,336,29872,87488,193673,7811,0,3208,1617075
1604,1706584674.872632742,1706584674.972447157,1736,1702,72,0.145163216,0.198669441,1,0,1,0,2,1,94.803640377,-167.942359622,-26.364076538,0.102001516,-0.024046821,0.757939018,0.643852379,1485,797,0.536700337,0.103294533,0.055325249,0.038372963,0.047595257,123.818985018,1087,0.918444295,31.408035397,357.691006819,609.249906411,0.031459977,0.028894237,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003160,0.000004470,0.000020230,0.058288758,0.984688652,0.164288400,0.000000005,0.000000010,0.000001409,0.997383855,-0.072249717,-0.002328805,0.000000000,0.040910194,0.093587969,4.482403898,0.077019398,119.372124845,0,0.027891838,0.025676770,1.000000000,29,29,0,0.019528620,120,227,0,0,0,0,0,1109,347,29872,87517,194020,7811,0,3208,1618184
1605,1706584674.972458601,1706584675.072297812,1737,1703,72,0.160659028,0.219100420,1,0,1,0,2,1,94.767686051,-167.574353128,-26.324504463,0.101402293,-0.021641626,0.754619429,0.647918770,1527,800,0.523903078,0.112295469,0.059079114,0.042708196,0.042772867,146.776923711,1148,0.920252470,30.539583594,387.796486098,638.113765776,0.028907746,0.026602425,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003185,0.000004515,0.000020533,0.058056430,0.984043235,0.168191448,0.000000004,0.000000009,0.000001430,0.998339546,-0.057534758,0.002811009,0.000000000,0.041197056,0.102789654,4.708093137,0.087096061,120.774457817,0,0.028165504,0.025927335,1.000000000,33,32,1,0.021611002,126,240,0,0,0,0,0,1128,366,29874,87550,194386,7811,0,3208,1619312
1606,1706584675.072708845,1706584675.172533512,1738,1704,72,0.103041361,0.153075076,1,0,1,0,2,1,94.739997964,-167.209738600,-26.269373231,0.102111561,-0.018967251,0.752795167,0.650009930,1478,731,0.494587280,0.121662402,0.065814733,0.045293091,0.048862622,134.993876768,1129,0.912890397,31.065137965,371.844991462,627.743129202,0.030141212,0.027515623,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003367,0.000004867,0.000020428,0.053552106,0.985337659,0.161993424,0.000000005,0.000000010,0.000001469,0.998555435,-0.053651876,0.002918715,0.000000000,0.041632237,0.119185230,4.910777567,0.087641577,121.548440709,0,0.028367766,0.026094235,1.000000000,34,33,1,0.023004060,126,234,0,0,0,0,0,1084,360,29881,87584,194746,7811,0,3208,1620396
1607,1706584675.172545910,1706584675.272375584,1739,1705,72,0.176990877,0.262484110,1,0,1,0,2,1,94.719838090,-166.829784985,-26.207592419,0.096369915,-0.018990867,0.752198944,0.651574197,1434,748,0.521617852,0.123049867,0.069629162,0.050362439,0.062188366,123.153831612,1103,0.916688664,31.066932990,389.603322373,590.437340611,0.030725645,0.028165850,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003355,0.000004674,0.000018433,0.054924380,0.984754950,0.165048482,0.000000004,0.000000008,0.000001484,0.998593879,-0.051446682,0.012786848,0.000000000,0.042814051,0.130160132,5.127678681,0.086806720,121.676839142,0,0.028794038,0.026470795,1.000000000,27,27,0,0.018828452,148,213,0,0,0,0,0,1046,361,29882,87611,195107,7811,0,3208,1621442
1608,1706584675.272387505,1706584675.372217417,1740,1706,72,0.105867666,0.188937809,1,0,1,0,2,1,94.683822595,-166.422233045,-26.118669223,0.100632145,-0.014349951,0.750297143,0.653239196,1442,767,0.531900139,0.115283136,0.061955209,0.042766178,0.051612520,124.815303566,1103,0.913769772,27.476889001,381.592104544,598.819065307,0.027261846,0.024911051,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003268,0.000004570,0.000018443,0.071040208,0.985883946,0.151611788,0.000000004,0.000000007,0.000001507,0.998980275,-0.043716230,0.011282809,0.000000000,0.043392061,0.133617397,5.362140184,0.091997162,121.641461821,0,0.028828256,0.026491474,1.000000000,32,31,1,0.022191401,113,237,0,0,0,0,0,1060,350,29887,87643,195457,7811,0,3208,1622502
1609,1706584675.373027086,1706584675.472581625,1741,1707,72,0.137056890,0.175004671,1,0,1,0,2,1,94.643954546,-166.020384585,-26.022642610,0.093910666,-0.016892841,0.746848931,0.658112523,1447,748,0.516931583,0.118581127,0.070809627,0.051867291,0.043232026,138.306399040,1108,0.919688295,32.855571811,394.731567801,591.427490852,0.032242493,0.029653043,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003460,0.000004501,0.000020574,0.066888290,0.985999659,0.152743673,0.000000004,0.000000006,0.000001586,0.999293422,-0.034166538,0.015662165,0.000000000,0.043690329,0.140367755,5.598619841,0.094438160,122.718173243,0,0.029195562,0.026817537,1.000000000,33,32,1,0.022805805,124,232,0,0,0,0,0,1058,356,29891,87676,195813,7811,0,3208,1623560
1610,1706584675.472868681,1706584675.571211576,1742,1708,72,0.103500078,0.156430106,1,0,1,0,2,1,94.599272407,-165.588189536,-25.931881975,0.098294906,-0.013640660,0.744717232,0.659960824,1465,744,0.507849829,0.115068009,0.065441088,0.045304970,0.049320322,126.974212966,1093,0.911181942,28.740414991,390.929665695,576.251781713,0.028858102,0.026294982,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003597,0.000004528,0.000020735,0.068312845,0.985378364,0.156085984,0.000000006,0.000000008,0.000001616,0.999430221,-0.031764830,0.011411804,0.000000000,0.044438725,0.142266943,5.843644973,0.096205037,122.922591760,0,0.029222040,0.026826242,1.000000000,35,33,2,0.023890785,117,248,0,0,0,0,0,1065,365,29894,87711,196178,7811,0,3208,1624625
1611,1706584675.572696686,1706584675.669883728,1743,1709,72,0.123771247,0.192105134,1,0,1,0,2,1,94.554905238,-165.181204254,-25.867524395,0.093361480,-0.023217322,0.742007728,0.663452426,1528,779,0.509816754,0.108514797,0.070015074,0.049025937,0.058030838,117.528851193,1115,0.910386703,35.363514592,386.474859056,593.242800584,0.034838115,0.031716157,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003527,0.000004198,0.000019025,0.070008528,0.982083241,0.174960891,0.000000006,0.000000008,0.000001620,0.999640875,-0.026297877,0.005151938,0.000000000,0.045662855,0.136563597,6.079373120,0.101642958,122.399164526,0,0.029845338,0.027373927,1.000000000,26,22,4,0.017015707,93,258,0,0,1,0,0,1150,352,29898,87737,196529,7811,0,3209,1625775
1612,1706584675.672542334,1706584675.768572807,1744,1710,72,0.180730223,0.350496535,1,0,1,0,2,1,94.538147737,-164.737552247,-25.799316033,0.100028608,-0.015163848,0.742487199,0.662176030,1522,772,0.507227332,0.116965152,0.068814071,0.048834646,0.052258687,132.594555870,1141,0.912396120,39.850499254,389.255425623,611.938048486,0.038279362,0.034925942,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003534,0.000004142,0.000018983,0.062581373,0.981797150,0.179326316,0.000000004,0.000000006,0.000001462,0.999612337,-0.026235635,0.009320232,0.000000000,0.046353259,0.128671722,6.325065552,0.101824085,123.416474114,0,0.030482801,0.027949788,1.000000000,47,35,12,0.030880420,131,235,0,0,1,0,0,1108,367,29913,87784,196895,7811,0,3210,1626883
1613,1706584675.772777319,1706584675.872604609,1745,1711,72,0.184056885,0.259587000,1,0,1,0,2,1,94.501134563,-164.299550911,-25.721849230,0.099105559,-0.013705739,0.738363132,0.666940872,1561,774,0.495836003,0.127575414,0.080049854,0.053723162,0.056720112,123.746059556,1154,0.907151691,34.527684160,399.076822448,613.248544939,0.032982360,0.029920004,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003655,0.000004333,0.000018639,0.062752741,0.984273286,0.165130830,0.000000005,0.000000006,0.000001520,0.999873215,-0.012419959,0.009964839,0.000000000,0.047201404,0.128603455,6.551785358,0.111155736,124.038512610,0,0.030782577,0.028197403,1.000000000,42,34,8,0.026905830,124,266,0,0,0,0,0,1129,390,29924,87826,197285,7811,0,3210,1628012
1614,1706584675.872616529,1706584675.972440958,1746,1712,72,0.140712980,0.243696814,1,0,1,0,2,1,94.436378554,-163.816298758,-25.658694357,0.099269386,-0.010082386,0.736271016,0.669289866,1498,747,0.498664887,0.115583734,0.066621768,0.047157121,0.052109509,143.061186385,1117,0.911341394,30.244315831,403.939972690,583.784048798,0.029710468,0.027076379,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003717,0.000004433,0.000019397,0.065899129,0.987219948,0.145100239,0.000000004,0.000000008,0.000001421,0.999817742,-0.011201364,0.015460030,0.000000000,0.047588297,0.114980387,6.787652537,0.113684270,126.141308879,0,0.030854438,0.028249960,1.000000000,38,35,3,0.025367156,117,239,0,0,0,0,0,1104,356,29930,87864,197641,7811,0,3210,1629116
1615,1706584675.972452641,1706584676.072288036,1747,1713,72,0.147105329,0.220697363,1,0,1,0,2,1,94.394860729,-163.334674229,-25.599405399,0.100040287,-0.015506964,0.734190012,0.671354229,1512,754,0.498677249,0.111165749,0.065656827,0.046311735,0.050201483,142.797694906,1160,0.907898477,35.668467155,427.766690181,589.727075935,0.033867970,0.030748679,0,1.000000000,1.000000000,1.000000000,0,0,0,1.000000000,0.000003802,0.000004517,0.000019920,0.057421234,0.988760379,0.138042435,0.000000004,0.000000008,0.000001404,0.999976998,-0.005628926,0.003783901,0.000000000,0.048018892,0.107457004,7.029258301,0.114342648,127.472131317,0,0.031072151,0.028432193,1.000000000,51,46,5,0.033730159,109,246,0,0,0,0,0,1106,355,29936,87915,197996,7811,0,3210,1630222
