frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_conservative_selected,transition_guard_measurement_noise_scale,transition_guard_cooldown_frames_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation,lidar_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,transition_guard_conservative_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
1460,1624181238.858230591,1624181238.958161354,1464,1463,0,0.071268549,0.120738760,1,0,0,0,1,-25.273054645,-3.217504223,-30.743142259,0.022216163,0.009633120,0.999645293,-0.011087495,1410,616,0.436879433,0.088971083,0.061807138,0.036466573,0.175638141,123.352154329,1296,0.795349469,153.300885505,403.305606664,474.166420236,0.148724208,0.118287720,0,0,0,0,1.000000000,0,1,0.026998623,0.008371590,0.026998623,0.008371590,0.112695440,0.036798898,0.740071572,0.088971083,0.000000000,0.000002486,0.000003556,0.000013639,0.057377946,-0.111241606,-0.992135614,0.000000002,0.000000008,0.000000013,0.305500892,0.951587190,0.033926770,0.100000000,0.186058401,0.242206495,5.463796662,0.015976795,131.816504282,0,0.166723793,0.131015498,260,234,26,0.184397163,87,0,0,0,0,0,1063,87,254759,535673,198065,4,0,2251298
1461,1624181238.958228350,1624181239.058157682,1465,1464,0,0.050773959,0.102349559,1,0,0,0,1,-25.442390618,-3.240172757,-30.731038233,0.026659017,0.008317911,0.999546016,-0.011307992,1436,568,0.395543175,0.076683916,0.057666337,0.035313825,0.211240337,106.247278485,1326,0.782506504,176.587699063,412.807731936,448.208193106,0.170188013,0.133173227,0,0,0,0,1.000000000,0,1,0.004940043,0.005392380,0.004940043,0.005392380,0.115774326,0.033971705,0.902978938,0.076683916,0.000000000,0.000002459,0.000003781,0.000012185,0.045678127,-0.114323969,-0.992392835,0.000000003,0.000000007,0.000000013,0.325649956,0.945194284,0.023661599,0.100000000,0.184070223,0.251673122,5.274631020,0.015952585,133.487227197,0,0.163683083,0.129036672,282,262,20,0.196378830,58,0,0,0,0,0,1094,60,254888,535955,198123,4,0,2252392
1462,1624181239.058225870,1624181239.158203840,1466,1465,0,0.062381956,0.104457942,1,0,0,0,1,-25.613000150,-3.249679094,-30.701068427,0.030196805,0.010221903,0.999426996,-0.011373010,1412,571,0.404390935,0.075623574,0.052071016,0.034227847,0.189460390,113.682689453,1310,0.783986672,165.023160405,402.150447331,459.848933034,0.160681148,0.125971878,0,0,0,0,1.000000000,0,1,0.023498092,0.002737618,0.023498092,0.002737618,0.115774326,0.032618030,0.906853754,0.075623574,0.000000000,0.000002540,0.000003726,0.000011899,0.038847817,-0.110033107,-0.993168446,0.000000003,0.000000007,0.000000015,0.275722199,0.960691830,0.032380199,0.100000000,0.184314016,0.257066061,5.055423024,0.015296348,134.734830480,0,0.162546057,0.128553406,263,246,17,0.186260623,57,0,0,0,0,0,1091,58,254996,536218,198180,4,0,2253483
1463,1624181239.158223391,1624181239.258248091,1467,1466,0,0.104154891,0.127427593,1,0,0,0,1,-25.780236295,-3.261596209,-30.675768770,0.033296484,0.009402001,0.999334116,-0.011587561,1414,536,0.379066478,0.076348998,0.056990257,0.033230077,0.168264234,132.488960781,1310,0.769746201,156.084132269,385.640384726,466.643006601,0.154788932,0.119148193,0,0,0,0,1.000000000,0,1,0.009361012,0.004089236,0.009361012,0.004089236,0.119903943,0.035573374,0.877203792,0.076348998,0.000000000,0.000002743,0.000003909,0.000013372,0.033517629,-0.118617581,-0.992374142,0.000000003,0.000000010,0.000000017,0.364532115,0.930726555,-0.029400971,0.100000000,0.180033756,0.261946388,4.849077941,0.014410398,137.536234661,0,0.159807098,0.126604672,263,243,20,0.185997171,54,0,0,0,0,0,1097,54,255112,536481,198234,4,0,2254580
1464,1624181239.258220911,1624181239.358221054,1468,1467,0,0.095570289,0.130242888,1,0,0,0,1,-25.953873477,-3.260744542,-30.629964814,0.036797179,0.010963162,0.999197393,-0.011416910,1440,555,0.385416667,0.072652337,0.053339838,0.031501850,0.177198495,109.436962816,1333,0.777352001,164.977794352,399.782052997,471.450369771,0.159212669,0.123764287,0,0,0,0,1.000000000,0,1,0.029535651,0.003463691,0.029535651,0.003463691,0.125301278,0.034394743,0.912320962,0.072652337,0.000000000,0.000002681,0.000004022,0.000012417,0.024654007,-0.114337289,-0.993136025,0.000000003,0.000000010,0.000000014,-0.205562987,-0.978640878,-0.002427093,0.100000000,0.170667340,0.269604033,4.661136003,0.013430746,139.064760840,0,0.157144082,0.124839946,284,260,24,0.197222222,57,0,0,0,0,0,1099,57,255243,536765,198291,4,0,2255679
1465,1624181239.358218431,1624181239.458172798,1469,1468,0,0.143602970,0.199439565,1,0,0,0,1,-26.126115722,-3.258615139,-30.558460232,0.043488362,0.010716456,0.998929395,-0.011575170,1491,598,0.401073105,0.083034266,0.053961462,0.035247367,0.192124191,118.710806308,1386,0.782820340,176.665594248,429.223524802,479.099871942,0.162827085,0.127464354,0,0,0,0,1.000000000,0,1,0.043494368,0.001080910,0.043494368,0.001080910,0.114997458,0.035825357,0.948358695,0.083034266,0.000000000,0.000002493,0.000003796,0.000011369,0.026985179,-0.113520199,-0.993169152,0.000000002,0.000000008,0.000000012,0.279327025,0.960193282,-0.002296374,0.100000000,0.168660969,0.276999649,4.502407585,0.012622184,140.514322672,0,0.154634675,0.123128833,301,280,21,0.201877934,80,0,0,0,0,0,1109,81,255378,537066,198371,4,0,2256788
1466,1624181239.458216190,1624181239.558109999,1470,1469,0,0.245332531,0.347487931,1,0,0,0,1,-26.306107644,-3.247377073,-30.522149654,0.052260546,0.009964569,0.998516498,-0.011590762,1493,575,0.385130610,0.088891295,0.058460432,0.039964161,0.227071283,108.669984956,1371,0.776283782,174.358132079,419.397162447,470.529769946,0.163826533,0.127175880,0,0,0,0,1.000000000,0,1,0.016895790,0.007260840,0.016895790,0.007260840,0.125610538,0.033229060,0.964044554,0.088891295,0.000000000,0.000002504,0.000003657,0.000010126,0.019289171,-0.133166345,-0.990905976,0.000000002,0.000000008,0.000000012,0.453673635,0.891019981,-0.016236603,0.050000000,0.170068899,0.266718888,4.349192251,0.009405006,141.656748921,0,0.153149689,0.121808835,322,299,23,0.215673141,82,0,0,0,0,0,1087,84,255517,537388,198453,4,0,2257875
1467,1624181239.558213711,1624181239.658110619,1471,1470,0,0.378669761,0.456080544,1,0,0,0,1,-26.485045792,-3.252574902,-30.493223935,0.065390808,0.010621255,0.997733376,-0.011804305,1538,590,0.383615085,0.103465497,0.065382355,0.044370142,0.204600145,99.578010259,1419,0.772211810,177.053829400,427.733018561,490.981710295,0.161579585,0.124773664,0,0,0,0,1.000000000,0,1,0.017972140,0.011568197,0.017972140,0.011568197,0.115580514,0.030000000,0.966753180,0.103465497,0.000000000,0.000002485,0.000003624,0.000009084,0.027293642,0.081405817,0.996307257,0.000000002,0.000000008,0.000000012,0.464560767,0.885465631,-0.011571980,0.050000000,0.172874845,0.262892016,4.154776304,0.008896300,140.853418248,0,0.153561517,0.121998935,329,295,34,0.213914174,99,0,0,0,0,0,1109,100,255678,537717,198552,4,0,2258984
1468,1624181239.658211231,1624181239.758070469,1472,1471,0,0.378411292,0.439553905,1,0,0,0,1,-26.676261218,-3.241693635,-30.469301404,0.079543064,0.011697653,0.996701688,-0.011036796,1592,545,0.342336683,0.087406401,0.056530739,0.037016779,0.215258448,106.147544857,1476,0.759783092,198.501617430,431.130191290,491.808034716,0.177006033,0.134486191,0,0,0,0,1.000000000,0,1,0.020498087,0.009676773,0.020498087,0.009676773,0.117809913,0.031501036,1.056283907,0.087406401,0.000000000,0.000002575,0.000003627,0.000009421,0.046140374,0.153925876,0.987004504,0.000000002,0.000000009,0.000000013,0.419374317,0.905417931,-0.065905639,0.050000000,0.174725093,0.248312630,3.917921044,0.010329891,139.305462974,0,0.153864373,0.121683405,328,299,29,0.206030151,75,0,0,0,0,0,1189,75,255831,538045,198627,4,0,2260173
1469,1624181239.758208752,1624181239.858090878,1473,1472,0,0.260489548,0.335434768,1,0,0,0,1,-26.871795226,-3.244560243,-30.428626777,0.093702082,0.012657915,0.995460045,-0.010908515,1653,520,0.314579552,0.090809809,0.068270799,0.037667792,0.232336666,94.525331994,1517,0.748645475,216.882381802,438.972515980,479.840288178,0.190968831,0.142967951,0,0,0,0,1.000000000,0,1,0.012389134,0.002577903,0.012389134,0.002577903,0.116524100,0.031374192,1.122901505,0.090809809,0.000000000,0.000002645,0.000003593,0.000009307,0.070021005,0.165089165,0.983789930,0.000000003,0.000000008,0.000000012,-0.088376772,-0.996070041,-0.005832604,0.000000000,0.177334866,0.176606188,3.755764098,0.010921152,136.428367027,0,0.155104559,0.122033087,374,347,27,0.226255293,70,0,0,0,0,0,1207,72,256012,538419,198697,4,0,2261380
1470,1624181239.858206272,1624181239.958136320,1473,1473,0,0.145861508,0.238839917,1,0,0,0,1,-27.078073326,-3.240969129,-30.395947700,0.105713764,0.013489598,0.994247904,-0.010664709,1738,554,0.318757192,0.099316455,0.074975394,0.044617720,0.222413353,85.974277992,1589,0.756247853,226.840457724,450.179333451,524.658046994,0.188769777,0.142756739,0,0,0,0,1.000000000,0,1,0.004739566,0.009662823,0.004739566,0.009662823,0.120321064,0.031501036,1.121242596,0.099316455,0.000000000,0.000002631,0.000003725,0.000008730,0.140603997,0.126038010,0.982010660,0.000000003,0.000000008,0.000000014,0.191847654,0.976572280,-0.097473374,0.000000000,0.182525161,0.159394082,3.679761351,0.011670643,131.944974414,0,0.157214241,0.123272979,447,407,40,0.257192175,90,0,0,0,0,0,1201,90,256233,538866,198787,4,0,2262581
1471,1624181239.958204031,1624181240.058214188,1475,1474,0,0.047980753,0.104550399,1,0,0,0,1,-27.305001431,-3.238503507,-30.354300919,0.113008968,0.012800007,0.993447600,-0.011269414,1790,565,0.315642458,0.105802720,0.075724627,0.050645746,0.226534040,92.501455336,1613,0.753187623,224.329812729,445.130675181,545.431148784,0.184650059,0.139076139,0,0,0,0,1.000000000,0,1,0.013273833,0.012753997,0.013273833,0.012753997,0.121178175,0.030000000,1.092334366,0.105802720,0.000000000,0.000002759,0.000003458,0.000008130,0.144622901,0.131706940,0.980682160,0.000000002,0.000000008,0.000000011,0.171986489,-0.984834716,-0.022830468,0.000000000,0.188410564,0.159614625,3.651160664,0.012116241,127.283232957,0,0.160312036,0.125280434,499,444,55,0.278770950,101,0,0,0,0,0,1188,103,256480,539365,198888,4,0,2263769
1472,1624181240.058201551,1624181240.158263683,1476,1475,0,0.044690780,0.084309195,1,0,0,0,1,-27.552087901,-3.227195061,-30.318727604,0.116507400,0.012798568,0.993043012,-0.011304770,1774,554,0.312288613,0.093471391,0.066895096,0.044583975,0.216965200,91.264636081,1604,0.760249540,232.361177477,448.565561932,538.513522741,0.190547405,0.144863577,0,0,0,0,1.000000000,0,1,0.009065103,0.010392293,0.009065103,0.010392293,0.117918621,0.030000000,1.137790165,0.093471391,0.000000000,0.000002837,0.000003320,0.000008702,0.184112433,0.140719589,0.972779836,0.000000003,0.000000008,0.000000015,0.275823503,-0.960889987,-0.024735181,0.000000000,0.191490296,0.139317472,3.703163844,0.010493927,122.395825016,0,0.162966347,0.126979173,512,473,39,0.288613303,75,0,0,0,0,0,1184,78,256750,539877,198963,4,0,2264953
1473,1624181240.158199072,1624181240.258198261,1477,1476,0,0.079082953,0.143814386,1,0,0,0,1,-27.815169347,-3.219275912,-30.300779174,0.116512270,0.012543698,0.993048744,-0.011033517,1752,560,0.319634703,0.086376625,0.064260622,0.038019002,0.248831922,91.995208247,1583,0.749363704,234.733692659,437.747054583,513.761995935,0.197879982,0.148284076,0,0,0,0,1.000000000,0,1,0.015572195,0.007143739,0.015572195,0.007143739,0.120541931,0.030201542,1.164655513,0.086376625,0.000000000,0.000002718,0.000003351,0.000008891,0.193122041,0.201258283,0.960311919,0.000000003,0.000000009,0.000000015,0.387496829,-0.918536192,-0.078342016,0.000000000,0.196158663,0.138399817,3.736471180,0.009872202,119.043844663,0,0.166014614,0.128920129,391,356,35,0.223173516,76,0,0,0,0,0,1284,77,256948,540268,199039,4,0,2266237
1474,1624181240.258196592,1624181240.358155251,1478,1477,0,0.161974869,0.271978510,1,0,0,0,1,-28.094382126,-3.226596229,-30.279882717,0.110770868,0.014151691,0.993684559,-0.010979183,1751,546,0.311821816,0.096344221,0.069415113,0.045624857,0.214812851,95.706958740,1593,0.738282653,224.364768769,456.716996442,495.002501628,0.190772698,0.140844174,0,0,0,0,1.000000000,0,1,0.017855315,0.003898684,0.017855315,0.003898684,0.115397315,0.030201542,1.106220894,0.096344221,0.000000000,0.000002623,0.000003216,0.000009018,0.210158643,0.163702462,0.963864539,0.000000002,0.000000010,0.000000013,0.042903355,-0.998728318,0.026477318,0.000000000,0.195806087,0.133766423,3.753935858,0.010172617,116.755606431,0,0.167123919,0.129178326,382,349,33,0.218161051,94,0,0,0,0,0,1274,95,257146,540650,199133,4,0,2267511
1475,1624181240.358194113,1624181240.458175182,1479,1478,0,0.332921795,0.409971545,1,0,0,0,1,-28.383515223,-3.242526350,-30.198074858,0.101239199,0.018004013,0.994633370,-0.011442849,1798,587,0.326473860,0.107582377,0.076627904,0.045087006,0.243629566,86.311156263,1643,0.761383149,240.563775123,481.227302561,529.161435499,0.192304482,0.146417392,0,0,0,0,1.000000000,0,1,0.063352174,0.012125338,0.063352174,0.012125338,0.112712085,0.030201542,1.149994167,0.107582377,0.000000000,0.000002660,0.000003135,0.000008379,0.200778924,0.132738356,0.970602057,0.000000002,0.000000007,0.000000011,0.135128138,-0.990806009,-0.006621042,0.000000000,0.200869781,0.113656691,3.874214593,0.010253698,113.259448982,0,0.168610807,0.129965948,430,395,35,0.239154616,98,0,0,0,0,0,1270,98,257382,541080,199231,4,0,2268781
1476,1624181240.458191633,1624181240.558144331,1480,1479,0,0.445342486,0.533303872,1,0,0,0,1,-28.687723807,-3.256000957,-30.153703535,0.088857006,0.025330283,0.995650665,-0.011939916,1673,582,0.347878063,0.118437168,0.079013691,0.051315715,0.265117743,84.643782933,1557,0.767786385,232.751765958,432.231782043,530.459853696,0.194699110,0.149487326,0,0,0,0,1.000000000,0,1,0.011761914,0.014418323,0.011761914,0.014418323,0.119909661,0.031374192,1.174106096,0.118437168,0.000000000,0.000002643,0.000003270,0.000007515,0.139830258,0.135173195,0.980905554,0.000000002,0.000000006,0.000000009,0.072593810,-0.995156957,0.066277980,0.000000000,0.206458901,0.132018253,4.020599379,0.008665717,109.145608337,0,0.171089935,0.131642398,493,453,40,0.294680215,115,0,0,0,0,0,1065,115,257605,541573,199346,4,0,2269846
1477,1624181240.558189392,1624181240.658123732,1480,1480,0,0.459745218,0.514488345,1,0,0,0,1,-29.004416603,-3.289271449,-30.113714752,0.074599374,0.035476999,0.996492983,-0.013343601,1583,567,0.358180670,0.113688000,0.083980208,0.055073770,0.202446697,100.254356778,1455,0.769452100,187.974674023,400.918746779,530.659384885,0.167901570,0.129192216,0,0,0,0,1.000000000,0,1,0.023487532,0.012597347,0.023487532,0.012597347,0.118032636,0.031374192,1.014703872,0.113688000,0.000000000,0.000002743,0.000003391,0.000008026,0.110869601,0.155088725,0.981659523,0.000000002,0.000000007,0.000000011,0.028766592,-0.999285816,0.024501840,0.000000000,0.209655349,0.141462542,4.158857944,0.009955033,106.389529240,0,0.172882272,0.132839955,422,396,26,0.266582438,114,0,0,0,0,0,1047,114,257770,541995,199460,4,0,2270893
1478,1624181240.758184433,1624181240.858036757,1482,1481,0,0.269121611,0.414914795,1,0,0,0,1,-29.686522295,-3.296855661,-30.060842842,0.051846142,0.053254564,0.997116789,-0.015298278,1505,578,0.384053156,0.102133272,0.072279448,0.045789773,0.182093145,138.056038021,1391,0.775272860,167.441099011,380.332854377,530.630595521,0.155267426,0.120374622,1,1,1,1,4.000000000,5,1,0.137443140,0.007100270,0.066297307,0.007667309,0.107241814,0.031862605,0.949729466,0.091922765,0.102133272,0.000008319,0.000009834,0.000021184,0.054595048,0.198447405,0.978589806,0.000000009,0.000000026,0.000000046,-0.129070114,-0.987941811,0.085509557,0.000000000,0.210166933,0.137143326,4.673208987,0.013515431,105.571413605,0,0.173511330,0.133181771,327,304,23,0.217275748,109,0,0,0,0,0,1068,110,257922,542322,199569,4,0,2271961
1479,1624181240.858181953,1624181240.958063364,1482,1482,0,0.203179075,0.277663895,1,0,0,0,1,-30.095353206,-3.224007379,-30.148901430,0.043615841,0.053162842,0.997515642,-0.015294294,1574,669,0.425031766,0.101588005,0.070873232,0.044416419,0.146962553,133.016584369,1475,0.800182943,181.833708667,413.551034182,584.885097422,0.154061133,0.123277091,1,0,0,0,1.000000000,4,1,0.168519746,0.010906666,0.168519746,0.010906666,0.107241814,0.031862605,0.943269106,0.101588005,0.000000000,0.000003655,0.000005184,0.000014938,0.000631121,-0.168474400,-0.985705827,0.000000002,0.000000007,0.000000015,0.313649366,0.948617923,-0.041810430,0.000000000,0.208149970,0.136179124,4.910118955,0.014309539,105.628208950,0,0.173332834,0.133089335,405,367,38,0.257306226,115,0,0,0,0,0,1052,117,258091,542727,199684,4,0,2273013
1480,1624181240.958179474,1624181241.058029890,1484,1483,0,0.178695126,0.235183619,1,0,0,0,1,-30.464115398,-3.147689505,-30.153913740,0.036264292,0.053972354,0.997756374,-0.015940662,1500,619,0.412666667,0.127150324,0.078843468,0.053117096,0.160675818,128.419586655,1391,0.790084125,162.410233974,412.913009522,523.683774755,0.147779069,0.116757896,1,0,0,0,1.000000000,3,1,0.075899635,0.015060296,0.075899635,0.015060296,0.107241814,0.031862605,0.904805954,0.127150324,0.000000000,0.000003159,0.000003836,0.000013976,0.004926128,0.209812858,0.977729154,0.000000002,0.000000008,0.000000016,0.210827992,0.975103967,-0.068729986,0.000000000,0.207401854,0.153470922,5.115454204,0.015871720,105.881580566,0,0.173285577,0.133012844,521,476,45,0.347333333,148,0,0,0,0,0,829,150,258259,543248,199832,4,0,2273842
1481,1624181241.058177233,1624181241.158063412,1485,1484,0,0.096246310,0.151621639,1,0,0,0,1,-30.807129518,-3.145406984,-30.138003408,0.031170465,0.051171781,0.998085718,-0.015321592,1487,640,0.430396772,0.086399460,0.060645243,0.037042908,0.144390705,144.335537184,1384,0.796666261,154.520576692,393.943223210,554.122305133,0.140143773,0.111647816,1,0,0,0,1.000000000,2,1,0.031479834,0.007957990,0.031479834,0.007957990,0.107241814,0.031862605,0.858057376,0.086399460,0.000000000,0.000002968,0.000003649,0.000014167,0.029433298,-0.192395101,-0.980876040,0.000000002,0.000000008,0.000000016,0.298605163,0.951209911,-0.077683084,0.000000000,0.204059372,0.147748054,5.285362220,0.016356076,107.785993501,0,0.171783365,0.131936573,331,301,30,0.222595831,82,0,0,0,0,0,1074,82,258418,543579,199914,4,0,2274916
1482,1624181241.158174753,1624181241.258148432,1486,1485,0,0.042454548,0.080916963,1,0,0,0,1,-31.144113739,-3.185885925,-30.110846101,0.028035816,0.047625295,0.998361867,-0.014812403,1392,584,0.419540230,0.086052806,0.058992234,0.039332877,0.152485302,161.850695287,1275,0.792486968,144.070643588,374.183170042,492.167070305,0.142584784,0.112996583,1,0,0,0,1.000000000,1,1,0.056443062,0.009026655,0.056443062,0.009026655,0.107241814,0.031862605,0.873002939,0.086052806,0.000000000,0.000002932,0.000003865,0.000015718,0.044769573,-0.206980292,-0.977320236,0.000000003,0.000000007,0.000000015,0.444385499,0.895003700,-0.038599297,0.000000000,0.202210618,0.140998776,5.456295368,0.016428601,110.194393793,0,0.170878547,0.131287808,295,267,28,0.211925287,71,0,0,0,0,0,1026,71,258569,543874,199985,4,0,2275942
1483,1624181241.258172274,1624181241.358163834,1487,1486,0,0.045848081,0.088298827,1,0,0,0,1,-31.461381366,-3.255915960,-30.098031638,0.027037483,0.044360337,0.998545317,-0.014435513,1388,588,0.423631124,0.084895079,0.061405387,0.037947318,0.126577058,160.701373018,1303,0.789366705,139.176739458,388.742349890,500.625727610,0.135314220,0.106812540,0,0,0,0,1.000000000,0,1,0.061046945,0.004556888,0.061046945,0.004556888,0.107241814,0.031862605,0.828487502,0.084895079,0.000000000,0.000003174,0.000004067,0.000016731,0.018470221,-0.217528413,-0.975879214,0.000000002,0.000000010,0.000000018,-0.083147123,-0.995938199,0.034549372,0.000000000,0.200126259,0.135096255,5.601873557,0.016393045,111.605014405,0,0.169904811,0.130671026,272,247,25,0.195965418,77,0,0,0,0,0,1038,78,258681,544146,200062,4,0,2276980
1484,1624181241.358169794,1624181241.458209515,1487,1487,0,0.049512674,0.131485189,1,0,0,0,1,-31.761382788,-3.330478602,-30.072015488,0.027049034,0.044784087,0.998527749,-0.014320224,1372,595,0.433673469,0.077511195,0.054304596,0.034225829,0.137599611,162.963503529,1302,0.794041623,134.579504895,410.224085158,489.038602723,0.130174127,0.103363675,0,0,0,0,1.000000000,0,1,0.049983501,0.002402119,0.049983501,0.002402119,0.107241814,0.030000000,0.800102050,0.077511195,0.000000000,0.000003003,0.000003813,0.000017509,0.036120879,-0.202373319,-0.978642081,0.000000003,0.000000008,0.000000018,0.374266682,0.925984828,-0.049764933,0.000000000,0.198146315,0.130512854,5.725587980,0.016438754,114.281341440,0,0.168452884,0.129650995,238,222,16,0.173469388,74,0,0,0,0,0,1060,74,258787,544384,200136,4,0,2278040
1485,1624181241.458167315,1624181241.558186293,1489,1488,0,0.081600121,0.161002966,1,0,0,0,1,-32.074643096,-3.419772852,-30.064050354,0.028069215,0.045049489,0.998489257,-0.014207933,1381,566,0.409847936,0.082586885,0.061363542,0.040638772,0.116642981,156.179671166,1291,0.777162582,127.757480523,382.975639013,492.583774467,0.127335123,0.098960093,0,0,0,0,1.000000000,0,1,0.032346790,0.006093025,0.032346790,0.006093025,0.107241814,0.030000000,0.781836615,0.082586885,0.000000000,0.000003174,0.000004018,0.000017476,0.005248542,-0.193349566,-0.981115894,0.000000003,0.000000010,0.000000018,-0.031318547,-0.999460105,0.009932120,0.000000000,0.194372254,0.130801256,5.867462187,0.016717359,116.154784683,0,0.166678286,0.128225782,255,232,23,0.184648805,73,0,0,0,0,0,1052,74,258899,544639,200209,4,0,2279092
1486,1624181241.558165073,1624181241.658189297,1490,1489,0,0.042099455,0.087705509,1,0,0,0,1,-32.384712400,-3.496537276,-30.052229632,0.028145662,0.044143760,0.998526797,-0.014261350,1366,599,0.438506589,0.074034312,0.057600458,0.034718890,0.133251705,168.776375923,1264,0.795351853,129.612143494,385.167075015,490.545523079,0.128925648,0.102541253,0,0,0,0,1.000000000,0,1,0.004516894,0.001736999,0.004516894,0.001736999,0.101921263,0.030000000,0.795478113,0.074034312,0.000000000,0.000003281,0.000003991,0.000017915,0.018532815,0.215951404,0.976228214,0.000000002,0.000000009,0.000000018,0.110589139,0.991984281,-0.061132876,0.000000000,0.189681276,0.140731584,6.005775648,0.016739294,119.160104232,0,0.164933242,0.126994051,235,217,18,0.172035139,63,0,0,0,0,0,1067,64,258986,544874,200272,4,0,2280159
1487,1624181241.658162594,1624181241.758132935,1490,1490,0,0.055686627,0.138592208,1,0,0,0,1,-32.701241544,-3.549963667,-30.026789041,0.029068140,0.044494710,0.998483257,-0.014368368,1363,568,0.416727806,0.070532257,0.049907735,0.030953470,0.146721224,159.845529981,1259,0.785145612,130.341291350,379.844162550,478.312872089,0.131857878,0.103527634,0,0,0,0,1.000000000,0,1,0.029776714,0.004504124,0.029776714,0.004504124,0.100000000,0.030000000,0.813570128,0.070532257,0.000000000,0.000003296,0.000004204,0.000017973,0.022474239,0.225794286,0.973915730,0.000000003,0.000000010,0.000000015,-0.073212984,-0.995746077,0.055942902,0.000000000,0.186787329,0.153632188,6.134775512,0.014893374,122.173480218,0,0.163447156,0.125931749,233,218,15,0.170946442,51,0,0,0,0,0,1079,51,259091,545107,200323,4,0,2281238
1488,1624181241.758160114,1624181241.858041525,1492,1491,0,0.067879853,0.126052323,1,0,0,0,1,-33.017776199,-3.606893296,-30.009638883,0.029702211,0.043701026,0.998497544,-0.014513940,1359,572,0.420897719,0.079846173,0.052043199,0.033099036,0.112231072,192.021634262,1280,0.788221258,136.380961900,385.577234547,486.965013358,0.135174769,0.106547626,0,0,0,0,1.000000000,0,1,0.018689881,0.002890623,0.018689881,0.002890623,0.100000000,0.030000000,0.834035525,0.079846173,0.000000000,0.000003313,0.000004365,0.000020072,0.033970645,0.238486689,0.970551438,0.000000003,0.000000011,0.000000018,-0.112515394,-0.993024033,0.035264080,0.000000000,0.181635961,0.157198623,6.257105536,0.014471481,126.467184688,0,0.161355593,0.124534821,213,204,9,0.156732892,72,0,0,0,0,0,1074,72,259185,545320,200395,4,0,2282312
1489,1624181241.858157635,1624181241.957968473,1492,1492,0,0.090851704,0.134132501,1,0,0,0,1,-33.339570455,-3.674174008,-30.004505123,0.030352110,0.040819667,0.998602034,-0.014369484,1347,586,0.435040831,0.071015185,0.049803926,0.032724599,0.117820138,175.760046671,1249,0.792064264,131.467679725,377.988240250,479.832345615,0.132891175,0.105258350,0,0,0,0,1.000000000,0,1,0.017583688,0.003311484,0.017583688,0.003311484,0.100000000,0.030000000,0.819945626,0.071015185,0.000000000,0.000003288,0.000004075,0.000019989,-0.017952104,-0.213258061,-0.976830959,0.000000002,0.000000009,0.000000019,-0.011075865,-0.999676049,0.022915562,0.000000000,0.175910134,0.167803569,6.377016684,0.013719853,130.528920422,0,0.158451710,0.122649341,208,190,18,0.154417223,44,0,0,0,0,0,1093,46,259277,545528,200439,4,0,2283405
1490,1624181241.958155155,1624181242.058012009,1494,1493,0,0.078643939,0.122500603,1,0,0,0,1,-33.654314170,-3.739970070,-29.997513045,0.031838918,0.038813030,0.998639148,-0.014130942,1370,579,0.422627737,0.078017844,0.056039008,0.033155709,0.100423592,193.054160429,1293,0.783376221,121.676829778,394.186926550,497.041698029,0.120126542,0.094104277,0,0,0,0,1.000000000,0,1,0.013636616,0.003015060,0.013636616,0.003015060,0.100000000,0.030000000,0.745523918,0.078017844,0.000000000,0.000003507,0.000004027,0.000021032,-0.001439229,-0.197827346,-0.980235824,0.000000002,0.000000009,0.000000021,0.178292842,0.983806289,-0.018353408,0.000000000,0.169810646,0.172698843,6.467908867,0.012949840,135.882914544,0,0.155019549,0.120216718,232,215,17,0.169343066,65,0,0,0,0,0,1072,66,259395,545760,200504,4,0,2284477
