frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_turn_residual_triggered,transition_guard_map_active,transition_guard_map_hold_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,historical_anchor_count,historical_anchor_submap_points,historical_anchor_sampled_points,historical_anchor_matched_points,historical_anchor_overlap_ratio,historical_anchor_nn_rmse,historical_anchor_newest_age,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
1688,1624181270.457461596,1624181270.557364225,1693,1692,0,0.066834892,0.138391873,1,0,1,1,1,-69.539376313,-2.874362562,-27.705372515,-0.010715720,-0.044091295,0.086003387,0.995261045,1493,437,0.292699263,0.273336367,0.193530735,0.121359406,0.427472140,139.989279497,1095,0.845286198,250.947010109,278.283954978,396.357421431,0.271121606,0.229175352,0,0,1,4,1,0.081747583,0.003081218,0.100000000,0.030000000,1.342821379,0.273336367,3,4528,498,46,0.092369478,0.672931325,26.799361706,0.000003007,0.000007464,0.000019828,0.219103552,-0.197730661,-0.955456027,0.000000004,0.000000006,0.000000010,0.876097441,0.478020620,-0.062845533,1.000000000,0.434779815,0.068389149,11.231901872,0.029513115,125.464304393,20,0.271765362,0.230486306,111,84,27,0.074346952,270,675,0,0,50,224,212,1170,282020,584899,307807,47,0,2359418
1689,1624181270.557459116,1624181270.657363415,1694,1693,0,0.080276711,0.155499440,1,0,1,1,1,-69.038415941,-2.660903670,-27.815814668,-0.012121026,-0.043812733,0.086152018,0.995244369,1472,407,0.276494565,0.265072590,0.203676095,0.131846557,0.410425807,111.176502121,1097,0.854166411,248.196624754,277.038514991,411.785412625,0.264878528,0.226250342,0,0,1,3,1,0.061397790,0.008012590,0.100000000,0.030000000,1.311900425,0.265072590,3,4528,491,41,0.083503055,0.663565901,26.899360895,0.000003100,0.000007639,0.000018977,0.231908589,-0.179940955,-0.955949611,0.000000006,0.000000007,0.000000011,0.808218862,0.587690882,-0.037439262,1.000000000,0.435953734,0.075150354,11.345749278,0.029697361,124.968945781,20,0.272186091,0.231005639,122,99,23,0.082880435,241,713,0,0,50,196,200,1150,282118,585021,308957,47,0,2359618
1690,1624181270.657456875,1624181270.757385731,1695,1694,0,0.042534506,0.102792539,1,0,1,1,1,-68.502192631,-2.424156399,-27.899997341,-0.014645388,-0.043444572,0.086959742,0.995156312,1370,429,0.313138686,0.264176933,0.186894601,0.131057031,0.335528516,102.095822540,1035,0.860722539,213.186204052,278.823241501,398.838382292,0.239307093,0.205977009,0,0,1,2,1,0.075646112,0.007498329,0.100000000,0.030000000,1.185249251,0.264176933,3,4528,457,45,0.098468271,0.684529047,26.999383211,0.000003019,0.000006897,0.000018894,0.246921818,-0.182656549,-0.951664962,0.000000007,0.000000008,0.000000012,0.791310575,0.604773541,-0.089869558,1.000000000,0.428936713,0.071157915,10.985478190,0.030731252,122.658628295,20,0.271328766,0.230504038,135,110,25,0.098540146,255,632,0,0,50,173,172,1063,282220,585156,310017,47,0,2359790
1691,1624181270.757454395,1624181270.857346296,1696,1695,0,0.038277909,0.079457853,1,0,1,1,1,-67.972540691,-2.209541887,-28.017664736,-0.014991628,-0.042034168,0.086744851,0.995230481,1358,449,0.330633284,0.283337252,0.184688940,0.143987119,0.329823633,115.914119389,1018,0.863251668,203.721835102,276.436291074,398.632071627,0.231820787,0.200119681,0,0,1,1,1,0.019836705,0.001032945,0.100000000,0.030000000,1.148170789,0.283337252,3,4528,453,43,0.094922737,0.670250678,27.099343777,0.000003254,0.000006817,0.000021194,0.248235572,-0.169651403,-0.953728212,0.000000007,0.000000008,0.000000014,0.864250444,0.502043453,0.031992844,1.000000000,0.424325081,0.068962519,11.005473560,0.028678594,122.019589484,20,0.269216520,0.228814511,150,131,19,0.110456554,247,588,0,0,50,177,194,1014,282339,585306,311029,47,0,2359984
1692,1624181270.857451916,1624181270.957287788,1697,1696,0,0.089973485,0.149361443,1,0,1,1,1,-67.500958107,-1.993316574,-28.068601083,-0.015769974,-0.037980430,0.085825510,0.995461087,1389,447,0.321814255,0.261795877,0.184986057,0.133854752,0.358065393,122.717439240,1037,0.862531236,212.122976301,291.172525844,391.149389760,0.237156004,0.204554461,1,0,1,5,1,0.105332270,0.004234498,0.100000000,0.030000000,1.174595255,0.261795877,3,4528,463,36,0.077753780,0.690717459,27.199285269,0.000003419,0.000006375,0.000023040,0.228093295,-0.168904964,-0.958876719,0.000000006,0.000000007,0.000000015,0.872798097,0.487731775,0.018471543,1.000000000,0.417840782,0.071942899,10.979918166,0.030521746,121.294760102,20,0.267735211,0.227792255,140,125,15,0.100791937,257,639,0,0,50,166,184,1065,282452,585446,312091,47,0,2360168
1693,1624181270.957449436,1624181271.057265282,1698,1697,0,0.106821346,0.142773613,1,0,1,1,1,-66.955851691,-1.827858605,-28.110547607,-0.015564649,-0.038791429,0.086964689,0.995334170,1371,478,0.348650620,0.253769313,0.178083253,0.126686599,0.365176019,125.571750017,1017,0.863805766,204.254747865,285.138501401,389.097215252,0.232506505,0.200840460,0,0,1,4,1,0.080564968,0.009107990,0.100000000,0.030000000,1.151567042,0.253769313,3,4528,457,36,0.078774617,0.721324443,27.299262762,0.000003145,0.000005605,0.000023607,0.236585207,-0.174757865,-0.955765206,0.000000005,0.000000006,0.000000016,0.862153917,0.499621858,-0.084075098,1.000000000,0.414123809,0.076778665,10.946659171,0.030061001,121.188153769,20,0.265998891,0.226331929,141,118,23,0.102844639,272,581,0,0,50,175,202,1028,282556,585587,313119,47,0,2360370
1694,1624181271.057446957,1624181271.157384396,1698,1698,0,0.093262680,0.147529035,1,0,1,1,1,-66.355348054,-1.594447235,-28.175287409,-0.013688677,-0.038436464,0.085617915,0.995492256,1326,429,0.323529412,0.259905317,0.193971705,0.150504257,0.326718916,118.532411099,996,0.850625667,195.739704609,287.938616908,363.544842606,0.231036772,0.196525808,0,0,1,3,1,0.084514338,0.004728281,0.100000000,0.030000000,1.144287688,0.259905317,3,4528,442,30,0.067873303,0.665057096,27.399381876,0.000003223,0.000005861,0.000024099,0.244470540,-0.157527034,-0.956775516,0.000000005,0.000000007,0.000000015,0.877671724,0.478415486,-0.028477505,1.000000000,0.408453722,0.079444315,10.998824879,0.029442696,120.661544605,20,0.264340647,0.224787856,134,109,25,0.101055807,233,587,0,0,50,168,203,989,282660,585721,314107,47,0,2360573
1695,1624181271.157444715,1624181271.257387400,1700,1699,0,0.057230083,0.108772029,1,0,1,1,1,-65.785266423,-1.340780405,-28.159590998,-0.012266697,-0.038157162,0.084636474,0.995605457,1311,408,0.311212815,0.265650156,0.195727654,0.137997068,0.354910689,130.736638439,1001,0.859016924,194.336489576,271.925469958,393.613981429,0.226005265,0.194142347,1,0,1,5,1,0.105581977,0.003825367,0.100000000,0.030000000,1.119367450,0.265650156,3,4528,437,30,0.068649886,0.691147829,27.499384880,0.000003201,0.000006197,0.000022895,0.236736300,-0.165352084,-0.957399923,0.000000005,0.000000007,0.000000015,0.894343675,0.439993070,-0.080965970,1.000000000,0.403380776,0.080403596,11.095036618,0.030987971,121.169074395,20,0.262153634,0.223067500,130,108,22,0.099160946,224,591,0,0,50,158,208,973,282762,585851,315080,47,0,2360781
1696,1624181271.257442236,1624181271.357308388,1701,1700,0,0.049345565,0.091822363,1,0,1,1,1,-65.246062463,-1.097060211,-28.153850275,-0.011587360,-0.038537357,0.084141981,0.995640865,1268,391,0.308359621,0.269215079,0.183390454,0.136225791,0.296635216,117.703916551,944,0.853533769,182.763900262,250.225983862,372.745993987,0.226828549,0.193605827,0,0,1,4,1,0.071843346,0.003825814,0.100000000,0.030000000,1.123445045,0.269215079,3,4528,423,24,0.056737589,0.662513827,27.599305868,0.000003276,0.000006686,0.000023936,0.246031149,-0.172617144,-0.953767265,0.000000006,0.000000008,0.000000017,0.868311761,0.476516815,-0.137718593,1.000000000,0.391177221,0.078781954,11.126910769,0.030358782,120.379550450,20,0.259440500,0.220761444,130,107,23,0.102523659,214,579,0,0,50,154,190,948,282863,585981,316027,47,0,2360971
1697,1624181271.357439756,1624181271.457359552,1701,1701,0,0.082773175,0.124156951,1,0,1,1,1,-64.694014763,-0.877585218,-28.156693929,-0.009888474,-0.035937403,0.084270738,0.995745532,1271,421,0.331235248,0.262420705,0.180032650,0.126233789,0.349947096,108.902697812,971,0.855823408,185.512592461,285.178891374,360.313044870,0.223238967,0.191053133,0,0,1,3,1,0.039129279,0.004090077,0.100000000,0.030000000,1.105666426,0.262420705,3,4528,424,28,0.066037736,0.720414141,27.699357033,0.000003178,0.000006415,0.000022298,0.269873796,-0.160469608,-0.949430166,0.000000006,0.000000008,0.000000015,0.816841366,0.572055654,-0.074313604,1.000000000,0.383695899,0.079999005,11.170041697,0.030332828,119.454101597,20,0.256539750,0.218467731,129,102,27,0.101494886,253,591,0,0,50,120,178,964,282963,586110,316991,47,0,2361149
1698,1624181271.457437277,1624181271.557342529,1703,1702,0,0.053335257,0.097587756,1,0,1,1,1,-64.270234535,-0.667975817,-28.002310250,-0.007190004,-0.031494114,0.084207487,0.995924457,1307,449,0.343534813,0.265109367,0.176735347,0.121032643,0.297372125,112.318586308,1018,0.853765293,180.141855696,300.066230351,388.924982502,0.207266139,0.176956636,1,0,1,5,1,0.234157094,0.007134120,0.100000000,0.030000000,1.026555599,0.265109367,3,4528,436,29,0.066513761,0.643850387,27.799340010,0.000003011,0.000005871,0.000021201,0.264144897,-0.157807012,-0.951485376,0.000000005,0.000000006,0.000000015,0.706998792,0.705296560,-0.052052571,1.000000000,0.375311872,0.075714183,11.128670015,0.028215377,119.240763068,20,0.253414369,0.215832402,151,122,29,0.115531752,251,596,0,0,50,123,186,970,283088,586261,317961,47,0,2361335
1699,1624181271.557434797,1624181271.657321215,1704,1703,0,0.090401031,0.153310773,1,0,1,1,1,-63.789272380,-0.462435887,-27.976569533,-0.006537643,-0.033892453,0.084974573,0.995785059,1262,467,0.370047544,0.257697746,0.186455505,0.141637942,0.308301725,120.619878795,1019,0.859164796,182.172925557,290.733159104,402.582842051,0.208081359,0.178776178,0,0,1,4,1,0.038705407,0.004049576,0.100000000,0.030000000,1.030593250,0.257697746,3,4528,421,32,0.076009501,0.674246495,27.899318695,0.000002906,0.000005489,0.000020668,0.261774403,-0.165354073,-0.950858661,0.000000005,0.000000006,0.000000014,0.773879274,0.622986469,-0.114011965,1.000000000,0.369430601,0.070949377,11.143501143,0.029134116,120.160140962,20,0.249610492,0.212720558,154,132,22,0.122028526,256,565,0,0,50,103,183,925,283202,586415,318885,47,0,2361518
1700,1624181271.657432556,1624181271.757395506,1705,1704,0,0.070430611,0.145539778,1,0,1,1,1,-63.295431949,-0.243224279,-27.902735517,-0.003688057,-0.034529098,0.084984176,0.995776998,1305,467,0.357854406,0.250384794,0.163982221,0.124394678,0.286402757,120.156319289,1043,0.861652963,188.686554158,291.445831466,418.571654320,0.209954051,0.180907530,0,0,1,3,1,0.063162047,0.006451473,0.100000000,0.030000000,1.039868392,0.250384794,3,4528,435,29,0.066666667,0.689729199,27.999392986,0.000002860,0.000004996,0.000021536,0.245629043,-0.181243320,-0.952269516,0.000000005,0.000000007,0.000000014,0.790512409,0.601544670,-0.115039737,1.000000000,0.362736658,0.061811261,11.116696953,0.028057948,120.347482690,20,0.246256352,0.209998354,151,130,21,0.115708812,261,590,0,0,50,104,199,955,283328,586566,319840,47,0,2361717
1701,1624181271.757430077,1624181271.857418060,1706,1705,0,0.095845217,0.142485492,1,0,1,1,1,-62.814128985,-0.042040918,-27.780234045,-0.003373818,-0.037203676,0.084426741,0.995729195,1251,459,0.366906475,0.258040832,0.168656182,0.133330081,0.336280255,114.033021219,989,0.854788126,177.147756804,278.819842296,389.417857233,0.209546729,0.179118055,0,0,1,2,1,0.095459592,0.004811983,0.100000000,0.030000000,1.037850988,0.258040832,3,4528,417,27,0.064748201,0.704510893,28.099415541,0.000003525,0.000005818,0.000021392,0.229677598,-0.179584799,-0.956555017,0.000000004,0.000000006,0.000000014,0.804352656,0.591998779,-0.050539589,1.000000000,0.360462976,0.057504072,11.036452328,0.026206358,120.054184353,20,0.242908890,0.207178311,145,127,18,0.115907274,243,552,0,0,50,93,216,890,283438,586711,320728,47,0,2361933
1702,1624181271.857427597,1624181271.957346916,1707,1706,0,0.116826088,0.181887719,1,0,1,1,1,-62.291774885,0.162798989,-27.719946778,-0.003057535,-0.043578439,0.083188477,0.995575838,1310,464,0.354198473,0.250979571,0.159265599,0.116125543,0.274604699,127.857375289,1030,0.863889072,190.685302805,290.440528450,408.679912746,0.214299923,0.185131362,0,0,1,1,1,0.022262438,0.002805401,0.100000000,0.030000000,1.061392792,0.250979571,3,4528,437,30,0.068649886,0.654514867,28.199344397,0.000003363,0.000005843,0.000024383,0.223111138,-0.191152529,-0.955867214,0.000000005,0.000000006,0.000000018,0.836553280,0.537710071,-0.105102279,1.000000000,0.350825068,0.052718060,10.900197613,0.026161021,120.619611900,20,0.239505940,0.204482839,128,104,24,0.097709924,256,585,0,0,50,122,219,963,283541,586839,321691,47,0,2362152
1703,1624181271.957425117,1624181272.057267427,1708,1707,0,0.054914400,0.094926708,1,0,1,1,1,-61.806452129,0.361943400,-27.672116210,-0.002107364,-0.044115754,0.082716210,0.995593987,1356,531,0.391592920,0.254611293,0.181953045,0.132370287,0.300810034,119.759960234,1099,0.872119790,226.548828887,288.486507420,443.424312490,0.236367623,0.206140882,0,0,1,0,1,0.035594476,0.001664269,0.100000000,0.030000000,1.170690532,0.254611293,3,4528,452,24,0.053097345,0.671513442,28.299264908,0.000002771,0.000005404,0.000022074,0.211602996,-0.190226621,-0.958664699,0.000000005,0.000000006,0.000000014,0.908033001,0.412323967,-0.073925737,1.000000000,0.345843489,0.039572843,10.767450429,0.027074273,120.117930080,20,0.237441172,0.203058492,144,116,28,0.106194690,291,584,0,0,50,103,234,978,283645,586983,322669,47,0,2362386
1704,1624181272.057422638,1624181272.157216072,1709,1708,0,0.047007635,0.097996176,1,0,1,1,1,-61.360303353,0.545419807,-27.632208506,-0.002292591,-0.043440395,0.083519044,0.995556249,1357,479,0.352984525,0.235981371,0.147576960,0.111588414,0.326160543,120.862991601,1095,0.862808870,220.598014317,281.412757895,442.764940699,0.233492469,0.201459374,0,0,0,0,1,0.066842267,0.002305938,0.100000000,0.030000000,1.156450362,0.235981371,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000002716,0.000005188,0.000020170,0.227640622,-0.182412817,-0.956506828,0.000000005,0.000000006,0.000000014,0.831836913,0.551724575,-0.060393233,1.000000000,0.343035568,0.046140932,10.636561572,0.025434423,119.997711164,20,0.235818881,0.201816830,136,119,17,0.100221076,236,608,0,0,50,110,265,956,283738,587119,323623,47,0,2362651
1705,1624181272.157420397,1624181272.257209539,1710,1709,0,0.129227950,0.191631474,1,0,1,1,1,-60.888123587,0.713459400,-27.587730450,-0.001144022,-0.037077365,0.083732461,0.995797587,1417,523,0.369089626,0.257970123,0.171549895,0.129828294,0.295812814,114.745770689,1135,0.872368378,205.064163198,303.381251336,481.692694286,0.207106626,0.180673272,0,0,0,0,1,0.027200972,0.004038491,0.100000000,0.030000000,1.019081629,0.257970123,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000002493,0.000004971,0.000018403,0.213680657,-0.180668176,-0.960051867,0.000000004,0.000000005,0.000000013,0.817240945,0.571135369,-0.076952115,1.000000000,0.336909047,0.044231247,10.578145950,0.024358024,119.399763540,20,0.231895563,0.198787296,135,113,22,0.095271701,285,665,0,0,50,94,236,1046,283829,587254,324667,47,0,2362887
1706,1624181272.257417917,1624181272.357224226,1711,1710,0,0.148962965,0.194948209,1,0,1,1,1,-60.397422037,0.886323898,-27.514380346,0.000526041,-0.033141539,0.084155757,0.995901185,1384,506,0.365606936,0.255609993,0.168836785,0.127896317,0.306844898,121.707337357,1129,0.854089189,207.306081916,302.118396252,454.842216117,0.214988325,0.183619205,0,0,0,0,1,0.028853529,0.005088684,0.100000000,0.030000000,1.048076155,0.255609993,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000002496,0.000004816,0.000018277,0.218419420,-0.179005786,-0.959296558,0.000000004,0.000000006,0.000000012,0.851393858,0.524201533,-0.018472980,1.000000000,0.334499890,0.039228542,10.554681109,0.024318574,119.852833853,20,0.229298727,0.196692022,138,113,25,0.099710983,276,636,0,0,50,88,244,1002,283937,587392,325667,47,0,2363131
1707,1624181272.357415438,1624181272.457334518,1712,1711,0,0.150126502,0.188865884,1,0,1,1,1,-59.859736055,1.075559320,-27.465604800,0.002462665,-0.027422964,0.084751862,0.996021605,1227,457,0.372453138,0.238205199,0.150445279,0.113356393,0.286501190,112.730531858,1004,0.857238613,167.300637220,283.145867514,410.221062839,0.194384735,0.166634101,0,0,0,0,1,0.047717854,0.002373430,0.100000000,0.030000000,0.940240186,0.238205199,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000002774,0.000004705,0.000019119,0.239274256,-0.180986881,-0.953934788,0.000000005,0.000000006,0.000000015,0.847605399,0.530578415,0.007185564,1.000000000,0.328689723,0.040742439,10.559281911,0.023129132,118.906617467,20,0.225969403,0.194083051,145,121,24,0.118174409,228,576,0,0,50,61,214,868,284046,587537,326532,47,0,2363345
1708,1624181272.457412958,1624181272.557421923,1712,1712,0,0.139433427,0.173076039,1,0,1,1,1,-59.331329292,1.225639037,-27.558752678,0.001650360,-0.020672059,0.083981595,0.996251491,1267,488,0.385161800,0.235542674,0.162444834,0.125756119,0.280005211,110.861790614,1058,0.865570827,173.138401030,293.133167649,449.502366337,0.189062381,0.163646882,1,0,1,5,1,0.149824413,0.004668977,0.101342461,0.030000000,0.914495927,0.235542674,3,4528,423,22,0.052009456,0.663944194,28.799419403,0.000002721,0.000004365,0.000018689,0.237985351,-0.152048486,-0.959293610,0.000000004,0.000000006,0.000000017,0.806182851,0.591628942,0.006663815,1.000000000,0.321316377,0.043591342,10.560801257,0.024286688,117.450243023,20,0.221866442,0.190806627,142,119,23,0.112075770,250,600,0,0,50,38,235,890,284146,587679,327420,47,0,2363580
1709,1624181272.557410479,1624181272.657386303,1714,1713,0,0.098166284,0.156973347,1,0,1,1,1,-58.766425985,1.405626778,-27.563880102,0.003159905,-0.015676119,0.083259397,0.996399592,1250,499,0.399200000,0.228131428,0.141286557,0.109938429,0.348579005,106.138256800,1050,0.863873750,187.094418622,289.741993758,430.231025236,0.206262964,0.178185161,0,0,1,4,1,0.055890578,0.004985251,0.101342461,0.030000000,0.997695255,0.228131428,3,4528,417,24,0.057553957,0.648900509,28.899383783,0.000002731,0.000004308,0.000016837,0.246207938,-0.163317809,-0.955358019,0.000000004,0.000000005,0.000000015,0.824495538,0.565546856,-0.019075124,1.000000000,0.318224037,0.049797022,10.561532172,0.023994114,117.198330757,20,0.218935663,0.188403368,160,135,25,0.128000000,227,571,0,0,50,36,254,836,284263,587839,328254,47,0,2363834
1710,1624181272.657408237,1624181272.757340908,1714,1714,0,0.085496799,0.157417347,1,0,1,1,1,-58.199996286,1.631692858,-27.531633934,0.003813400,-0.012378451,0.083400910,0.996431894,1168,502,0.429794521,0.225506148,0.149607042,0.109128922,0.283263829,93.630850327,995,0.866123716,166.889491959,294.627354295,400.276251090,0.193653781,0.167728133,0,0,1,3,1,0.061094437,0.001094218,0.101342461,0.030000000,0.936704557,0.225506148,3,4528,390,25,0.064102564,0.632553292,28.999338388,0.000002697,0.000004240,0.000015409,0.243324136,-0.171687803,-0.954629071,0.000000005,0.000000007,0.000000012,0.766958880,0.640021465,-0.046331422,1.000000000,0.315610802,0.055646670,10.588790753,0.023782067,116.775082146,20,0.216652998,0.186490924,148,122,26,0.126712329,241,515,0,0,50,19,244,776,284367,587987,329029,47,0,2364078
1711,1624181272.857403278,1624181272.957119942,1716,1715,0,0.067905643,0.142319812,1,0,1,1,1,-57.130163101,2.033468149,-27.544631655,0.004345116,-0.007650171,0.084633862,0.996373276,1257,529,0.420843278,0.214578246,0.129462510,0.102946709,0.261220448,108.307694873,1061,0.870517570,184.160228007,278.944034141,460.514879191,0.199389791,0.173572317,0,0,1,2,1,0.059730924,0.003442555,0.101342461,0.030000000,0.964449674,0.214578246,3,4528,419,29,0.069212411,0.690062185,29.199117422,0.000003642,0.000006834,0.000024905,0.179836491,-0.172973416,-0.968369265,0.000000004,0.000000006,0.000000014,0.750463581,0.660759049,-0.014208907,1.000000000,0.312180643,0.059093164,11.210368568,0.024262256,116.394760921,20,0.215031448,0.185163556,147,116,31,0.116945107,246,567,0,0,50,31,263,847,284481,588134,329873,47,0,2364341
1712,1624181272.957400799,1624181273.057232141,1717,1716,0,0.044853053,0.097125654,1,0,1,1,1,-56.550155422,2.180030382,-27.658177676,0.002395702,-0.006128056,0.085015805,0.996357878,1196,493,0.412207358,0.215569888,0.135210741,0.102222391,0.230100973,94.959885816,1013,0.862197694,169.596811228,289.669715597,414.139737474,0.194178606,0.167420347,1,0,1,5,1,0.137413284,0.001484974,0.101342461,0.030000000,0.939243139,0.215569888,3,4528,399,19,0.047619048,0.568625134,29.299229622,0.000003197,0.000005160,0.000020048,0.197104655,-0.171611888,-0.965245624,0.000000004,0.000000007,0.000000015,0.716968988,0.696044380,-0.038440742,1.000000000,0.305782422,0.065779426,11.248080869,0.022743706,115.006883249,20,0.212882578,0.183306850,139,116,23,0.116220736,233,559,0,0,50,20,245,812,284580,588273,330685,47,0,2364586
1713,1624181273.057398319,1624181273.157302380,1718,1717,0,0.041364068,0.086213759,1,0,1,1,1,-56.040822791,2.348911440,-27.708004574,0.001597773,-0.004189884,0.085062246,0.996365549,1160,522,0.450000000,0.217840478,0.136940657,0.106542149,0.257152027,100.245661919,1003,0.886101830,157.709442916,298.982161776,432.068530772,0.177448826,0.157237730,0,0,1,4,1,0.046971443,0.005065255,0.101342461,0.030000000,0.858321088,0.217840478,3,4528,387,17,0.043927649,0.609244244,29.399299860,0.000002878,0.000004341,0.000017815,0.210244212,-0.179422236,-0.961043721,0.000000004,0.000000006,0.000000014,0.778977417,0.626742866,0.019686640,1.000000000,0.300381223,0.071036305,11.139474381,0.019983185,113.740578844,20,0.210129694,0.181126714,147,123,24,0.126724138,256,507,0,0,50,16,234,779,284687,588420,331464,47,0,2364820
1714,1624181273.157396078,1624181273.257394314,1719,1718,0,0.149247571,0.214873453,1,0,1,1,1,-55.543224892,2.516153033,-27.757697068,0.000197369,-0.007999639,0.084769166,0.996368484,1159,486,0.419327006,0.226063331,0.134945120,0.103010042,0.296180650,121.577795383,957,0.871194793,161.226578233,278.394969223,394.111869336,0.193379053,0.168470824,0,0,1,3,1,0.038301184,0.007368779,0.101342461,0.030000000,0.935375692,0.226063331,3,4528,387,16,0.041343669,0.640922433,29.499391794,0.000002875,0.000004175,0.000017877,0.213020039,-0.165204618,-0.962979697,0.000000004,0.000000005,0.000000012,0.788475512,0.614268182,-0.031320398,1.000000000,0.298854309,0.072363024,11.042603496,0.018458366,113.892848059,20,0.208246808,0.179723965,151,124,27,0.130284728,226,522,0,0,50,27,233,775,284794,588571,332239,47,0,2365053
1715,1624181273.257393599,1624181273.357408285,1720,1719,0,0.189055900,0.224824270,1,0,1,1,1,-55.050956985,2.716132145,-27.781915241,0.000202076,-0.013608472,0.084922245,0.996294626,1222,536,0.438625205,0.243415008,0.167207134,0.117883736,0.225273840,105.678608423,1038,0.868993020,159.235942166,290.832620969,451.946192003,0.176533633,0.153406495,0,0,1,2,1,0.035007026,0.009317446,0.101342461,0.030000000,0.853894294,0.243415008,3,4528,408,31,0.075980392,0.688649839,29.599405766,0.000002792,0.000004110,0.000018009,0.204786336,-0.162216722,-0.965271098,0.000000004,0.000000007,0.000000015,0.749450049,0.661649439,0.023337606,1.000000000,0.292372467,0.069835251,10.982737938,0.017766019,112.639946558,20,0.205773227,0.177687172,147,124,23,0.120294599,264,548,0,0,50,24,239,836,284888,588718,333075,47,0,2365292
1716,1624181273.357391119,1624181273.457394361,1721,1720,0,0.125503622,0.182335428,1,0,1,1,1,-54.516825044,2.894039921,-27.829327576,-0.003259462,-0.017846875,0.085000512,0.996215729,1207,509,0.421706711,0.214802410,0.125877664,0.096209682,0.236859768,120.658626997,1006,0.877292040,148.497245362,309.857811484,424.200735604,0.168258196,0.147611576,0,0,1,1,1,0.034917840,0.002791659,0.101342461,0.030000000,0.813865951,0.214802410,3,4528,403,18,0.044665012,0.736928793,29.699391842,0.000002913,0.000004164,0.000018597,0.212252305,-0.164185526,-0.963323451,0.000000004,0.000000006,0.000000018,0.838790404,0.543555050,-0.031282036,1.000000000,0.289383694,0.070475136,10.953629802,0.018044072,112.787682080,20,0.202844709,0.175387460,176,150,26,0.145816073,232,539,2,0,50,42,215,816,285015,588894,333888,49,0,2365507
1717,1624181273.457388639,1624181273.557396173,1722,1721,0,0.077583054,0.113613657,1,0,1,1,1,-54.020937335,3.050859986,-27.916796735,-0.007529928,-0.024115130,0.083164000,0.996215594,1285,532,0.414007782,0.226845210,0.137509647,0.097662151,0.280143396,106.934955296,1099,0.863825012,188.517124964,311.858837371,448.967725791,0.198576266,0.171535146,0,0,1,0,1,0.061389097,0.007365928,0.101342461,0.030000000,0.960514648,0.226845210,3,4528,429,25,0.058275058,0.675065512,29.799393654,0.000002698,0.000004257,0.000017033,0.209943044,-0.169075685,-0.962983557,0.000000004,0.000000005,0.000000014,0.867690454,0.495645818,-0.038059144,1.000000000,0.285893509,0.068720622,10.983674094,0.020971925,112.689294954,20,0.201611574,0.174411560,162,136,26,0.126070039,263,573,0,0,50,30,257,866,285138,589056,334754,49,0,2365764
1718,1624181273.557386160,1624181273.657323599,1723,1722,0,0.141846237,0.242602687,1,0,1,1,1,-53.557055265,3.205824357,-27.969286439,-0.013270997,-0.024813664,0.083427744,0.996116446,1327,559,0.421250942,0.206241224,0.122725814,0.090432262,0.279791823,107.422498340,1132,0.874465912,203.828982036,336.504349395,449.562080451,0.205909614,0.180060938,0,0,0,0,1,0.046492842,0.002040619,0.101342461,0.030000000,0.995986096,0.206241224,3,0,0,0,0.000000000,-1.000000000,-1.000000000,0.000002550,0.000004131,0.000015619,0.215549729,-0.152669257,-0.964484532,0.000000004,0.000000006,0.000000011,0.799930206,0.599819222,-0.018126403,1.000000000,0.285014494,0.070709719,10.951890609,0.020218820,112.444490556,20,0.201543748,0.174566775,185,147,38,0.139412208,255,597,0,0,50,27,262,880,285269,589241,335633,49,0,2366026
