frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_triggered,transition_guard_turn_residual_triggered,transition_guard_map_active,transition_guard_map_hold_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,trusted_snapshot_active,trusted_snapshot_points,trusted_snapshot_age,trusted_snapshot_evaluation_ran,trusted_snapshot_icp_converged,trusted_snapshot_aligned_points,trusted_snapshot_matched_points,trusted_snapshot_overlap_ratio,trusted_snapshot_fitness_rmse,trusted_snapshot_correction_translation,trusted_snapshot_correction_rotation,trusted_snapshot_consistency_translation,trusted_snapshot_consistency_rotation,trusted_snapshot_consistent_streak,trusted_snapshot_candidate_accepted,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
2228,1624181316.756335020,1624181316.856241226,2232,2232,0,0.276289559,0.321438936,1,0,0,0,1,-31.765282708,-20.085229716,-31.536063225,0.043148025,-0.076608537,0.960237345,0.264978531,1224,566,0.462418301,0.086494229,0.062780071,0.041464546,0.184587589,114.773283399,1162,0.813960508,146.645325295,382.896183944,416.280601304,0.155045355,0.126200796,0,0,0,0,1,0.021757620,0.004771929,0.100000000,0.030000000,0.888017012,0.086494229,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000003058,0.000003552,0.000011527,0.040818911,-0.218486686,0.974985838,0.000000002,0.000000007,0.000000012,0.734514828,-0.678591396,-0.001297887,0.000000000,0.167288467,0.119966776,5.983816172,0.889124797,130.267015860,0,0.156368335,0.128639079,293,271,22,0.239379085,81,0,0,0,0,0,848,83,349895,706539,644412,871,0,2768425
2229,1624181316.856332541,1624181316.956176043,2233,2233,0,0.253483337,0.278579251,1,0,0,0,1,-31.922003236,-19.965029116,-31.526588817,0.047417942,-0.075157686,0.956282405,0.278615907,1236,519,0.419902913,0.098302340,0.062531687,0.039925132,0.210453684,111.945252398,1163,0.802654650,160.003286416,354.415843272,419.068228433,0.171403806,0.137578062,0,0,0,0,1,0.048616985,0.005371085,0.100000000,0.030000000,0.979600029,0.098302340,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000003145,0.000003517,0.000011305,0.012416363,-0.210009797,0.977620437,0.000000003,0.000000008,0.000000011,0.861193049,-0.507742082,-0.023334775,0.000000000,0.168260924,0.118150554,5.764391235,0.871209597,131.222290441,0,0.155838009,0.128277752,298,283,15,0.241100324,84,0,0,0,0,0,854,84,350043,706837,644496,871,0,2769279
2230,1624181317.056327581,1624181317.156221867,2234,2234,0,0.246189453,0.274447956,1,0,0,0,1,-32.241381397,-19.713092955,-31.466825031,0.057136865,-0.072396094,0.949179540,0.300919234,1271,521,0.409913454,0.090275756,0.056189248,0.037122659,0.165160224,125.569824401,1184,0.792209439,153.346820505,364.531881130,420.097273924,0.163486938,0.129515896,0,0,0,0,1,0.043594693,0.004713628,0.100000000,0.030000000,0.934753956,0.090275756,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000004538,0.000004995,0.000016538,-0.001753021,-0.205884964,0.978574631,0.000000003,0.000000010,0.000000016,0.818346436,-0.573188588,-0.041999456,0.000000000,0.166491162,0.120080812,5.782110561,0.870328545,131.889424256,0,0.155305278,0.127675122,316,292,24,0.248623131,80,0,0,0,0,0,875,80,350200,707153,644576,871,0,2770154
2231,1624181317.156325102,1624181317.256401777,2236,2235,0,0.233330840,0.251126551,1,0,0,0,1,-32.404977956,-19.594158069,-31.444082658,0.063075889,-0.071479294,0.945660977,0.310865662,1278,498,0.389671362,0.090851570,0.063267059,0.040100102,0.156272805,129.517191687,1197,0.789769926,154.736763348,352.115622953,438.502215518,0.163681187,0.129270479,0,0,0,0,1,0.037362700,0.003651476,0.100000000,0.030000000,0.950081734,0.090851570,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000004034,0.000004357,0.000015918,0.040155626,-0.231000511,0.972124627,0.000000003,0.000000013,0.000000017,0.881936980,-0.470680660,-0.025433815,0.000000000,0.163654923,0.122724643,5.596903510,0.843566670,132.548259056,0,0.154100015,0.126509349,332,313,19,0.259780908,74,0,0,0,0,0,872,74,350361,707485,644650,871,0,2771026
2232,1624181317.256322861,1624181317.356443644,2237,2236,0,0.241708476,0.268339359,1,0,0,0,1,-32.576865998,-19.455093544,-31.419720904,0.067572055,-0.069481715,0.942015339,0.321268438,1363,524,0.384446075,0.091910563,0.068732603,0.045871366,0.160081848,105.613002063,1257,0.797069384,161.644718872,380.377925298,459.893571153,0.161335565,0.128595640,0,0,0,0,1,0.022466722,0.001656859,0.102294482,0.030000000,0.962828398,0.091910563,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000003644,0.000003696,0.000013605,0.017890023,-0.202988554,0.979017668,0.000000003,0.000000009,0.000000014,0.802793534,-0.591863281,-0.072252320,0.000000000,0.162809398,0.124575503,5.412829055,0.820239787,131.615551821,0,0.153313410,0.125724858,324,304,20,0.237710932,84,0,0,0,0,0,950,89,350537,707809,644734,871,0,2771976
2233,1624181317.356320381,1624181317.456317902,2238,2237,0,0.237757674,0.258555354,1,0,0,0,1,-32.732920856,-19.303430837,-31.399333749,0.071461294,-0.068908558,0.938145402,0.331704838,1383,542,0.391901663,0.094675919,0.063129463,0.038526432,0.214487020,93.398616455,1280,0.795910217,182.533367226,378.582423894,457.649287172,0.179171206,0.142604193,0,0,0,0,1,0.020026417,0.002101368,0.107703280,0.030000000,1.088209590,0.094675919,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000003342,0.000003454,0.000010468,0.023003480,-0.213391086,0.976696004,0.000000003,0.000000008,0.000000010,0.846856507,-0.531464892,-0.019471126,0.000000000,0.163904043,0.123295655,5.263536939,0.796892114,129.780816139,0,0.154013470,0.126127723,338,307,31,0.244396240,84,0,0,0,0,0,961,84,350693,708147,644818,871,0,2772937
2234,1624181317.456317902,1624181317.556240559,2238,2238,0,0.239619705,0.259643646,1,0,0,0,1,-32.905896754,-19.131207162,-31.374384025,0.075489658,-0.068444561,0.934015756,0.342390450,1387,551,0.397260274,0.090051055,0.059210103,0.038859981,0.212636381,98.983585754,1288,0.786508811,178.078492710,376.553297513,458.391558164,0.175789130,0.138259699,0,0,0,0,1,0.008825845,0.002963434,0.109732882,0.030000000,1.055056849,0.090051055,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000003325,0.000003478,0.000010071,0.033553661,-0.273016681,0.961423967,0.000000003,0.000000008,0.000000011,0.811943509,-0.583575057,0.013707346,0.000000000,0.164826948,0.125607522,4.832109308,0.730545176,128.944148068,0,0.153862162,0.125642589,335,297,38,0.241528479,85,0,0,0,0,0,967,85,350868,708482,644903,871,0,2773904
2235,1624181317.656312943,1624181317.756201267,2240,2239,0,0.281218928,0.348045079,1,0,0,0,1,-33.228309817,-18.756526795,-31.296624914,0.077566536,-0.065782218,0.925085433,0.365886696,1372,510,0.371720117,0.101711254,0.075195419,0.045394193,0.202122314,105.150232951,1268,0.788156335,167.033289917,391.234472053,441.114471360,0.167136541,0.131729724,0,0,0,0,1,0.043902904,0.007968421,0.109732882,0.030000000,1.005226744,0.101711254,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000004648,0.000005158,0.000014938,0.072423691,-0.270251978,0.960061809,0.000000003,0.000000010,0.000000013,0.692623314,-0.721285759,0.004449640,0.000000000,0.165481420,0.077498390,4.717970894,0.693500916,127.617244559,0,0.153584059,0.124961047,344,320,24,0.250728863,100,0,0,0,0,0,927,101,351038,708826,645003,871,0,2774831
2236,1624181317.756310463,1624181317.856261969,2240,2240,0,0.344886980,0.375084285,1,0,0,0,1,-33.384728277,-18.566781420,-31.258867902,0.077097129,-0.065839899,0.919696855,0.379313637,1409,524,0.371894961,0.089508109,0.065402174,0.038611748,0.176615313,116.369545262,1303,0.780577833,172.678078925,389.958727660,454.456109593,0.169776110,0.132523468,0,0,0,0,1,0.030018119,0.006715678,0.110488324,0.030000000,1.014550738,0.089508109,0,0,-1.000000000,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000003683,0.000004074,0.000014666,0.062015054,-0.292871202,0.954138665,0.000000003,0.000000011,0.000000013,0.926341446,-0.376457369,0.013091008,0.000000000,0.166925809,0.074243558,4.467222042,0.637337213,125.924319440,0,0.154527567,0.125221282,309,284,25,0.219304471,82,0,0,0,0,0,1016,84,351179,709135,645085,871,0,2775847
2237,1624181317.956305742,1624181318.056109190,2242,2241,0,0.486351346,0.799705225,1,0,1,1,1,-33.660370528,-18.154759945,-31.147463614,0.055076525,-0.055652372,0.908148884,0.411260250,1394,551,0.395265423,0.162562064,0.108913797,0.063386468,0.205104375,99.396587900,1291,0.803906147,181.666817142,369.035004349,487.141013722,0.175042705,0.140717906,1,1,1,5,1,0.098276729,0.014001104,0.107703280,0.030000000,1.066018933,0.162562064,1,20313,0.599791288,1,1,107,106,0.990654206,0.239204036,0.690323039,0.010823896,-1.000000000,-1.000000000,1,0,0.000004074,0.000004718,0.000014793,0.080785078,-0.309050235,0.947608423,0.000000003,0.000000008,0.000000011,0.910372147,-0.409806620,0.057280788,0.050000000,0.170758521,0.162927402,4.714206791,0.665206694,124.097759050,1,0.156564619,0.126571496,90,70,20,0.064562410,165,410,0,0,25,0,728,576,351220,709225,645660,871,0,2776575
2238,1624181318.056303263,1624181318.156105280,2243,2242,0,0.868098800,1.097731544,1,0,1,1,1,-33.760863114,-18.027991941,-31.128415350,0.027820061,-0.036565003,0.904766093,0.423423383,1350,482,0.357037037,0.206546377,0.143077587,0.087921865,0.223409761,93.796750866,1216,0.824165096,181.106946359,361.830348158,459.247462680,0.180712134,0.148936634,1,1,1,5,1,0.123690307,0.015346382,0.107703280,0.030000000,1.100546044,0.206546377,1,20313,0.699787378,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000003695,0.000004198,0.000012270,0.079849969,-0.281765137,0.956155003,0.000000002,0.000000009,0.000000011,0.825881880,-0.562565774,0.037932436,0.100000000,0.176255387,0.274135402,4.640379055,0.651701063,120.947484508,2,0.159465147,0.128793147,83,55,28,0.061481481,168,552,0,0,39,0,544,723,351283,709308,646380,871,0,2777119
2239,1624181318.156300783,1624181318.256016254,2243,2243,0,1.173056106,1.261772483,1,0,1,1,1,-33.790318646,-17.962745166,-31.100219032,-0.013103921,-0.008421539,0.901467459,0.432566510,1368,466,0.340643275,0.291836968,0.242022242,0.134281740,0.180269640,126.527535151,1120,0.833118283,146.277982050,392.362732240,394.451762618,0.156766865,0.130605341,1,1,1,5,1,0.171847963,0.019708283,0.107703280,0.030000000,0.954718141,0.291836968,1,20313,0.799698353,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000003699,0.000004720,0.000013289,-0.026740993,-0.175675890,0.984084804,0.000000002,0.000000011,0.000000016,0.448523020,-0.889634564,0.085892037,0.150000000,0.178122314,0.440703692,4.505267825,0.632480538,120.261274408,3,0.160135821,0.129259332,87,54,33,0.063596491,246,551,0,0,50,95,387,894,351344,709395,647272,871,0,2777506
2240,1624181318.356296062,1624181318.455929041,2244,2244,0,0.706222154,1.036936143,1,0,1,1,1,-34.159714777,-17.802769291,-30.882317266,-0.071447991,0.023109777,0.893923601,0.441884281,1439,649,0.451007644,0.259710466,0.184996227,0.125725834,0.125391323,179.588115775,1255,0.843581764,149.989142482,402.525801124,506.180170370,0.141673595,0.119513261,1,1,1,5,1,0.311792424,0.020607367,0.107703280,0.030000000,0.862799363,0.259710466,1,20313,0.999611139,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000004913,0.000005335,0.000024186,0.132285867,-0.132534593,-0.982311066,0.000000001,0.000000008,0.000000019,0.368164056,-0.929696960,-0.010899124,0.200000000,0.178512560,0.482680166,4.748013248,0.620293772,121.959887538,4,0.160618265,0.129665336,129,93,36,0.089645587,336,465,0,0,50,47,461,849,351440,709524,648120,871,0,2777967
2241,1624181318.556291103,1624181318.656329155,2246,2245,0,0.165663223,0.406808292,1,0,1,1,1,-34.477450543,-17.547745561,-30.906059474,-0.090884416,0.026656811,0.893040697,0.439895159,1611,503,0.312228430,0.336016554,0.244225482,0.175375068,0.141118989,146.236934588,1280,0.856990934,179.384827674,436.906890502,480.656677356,0.163530781,0.140144397,1,1,1,5,1,0.219940575,0.016398464,0.107703280,0.030000000,0.995910733,0.336016554,1,20313,1.200011253,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000004756,0.000006289,0.000034846,0.155536515,-0.231236723,-0.960384283,0.000000005,0.000000013,0.000000029,0.287677793,-0.957704030,0.006669147,0.250000000,0.178414416,0.556512779,4.981836270,0.585235618,122.309075971,5,0.161571774,0.130641583,84,46,38,0.052141527,303,723,0,0,50,190,311,1216,351504,709608,649336,871,0,2778278
2242,1624181318.656288624,1624181318.756383896,2247,2246,0,0.153651279,0.241151052,1,0,1,1,1,-34.569073341,-17.678369995,-30.950802524,-0.087428663,0.018250285,0.891756447,0.443614242,1640,571,0.348170732,0.322620211,0.283836430,0.172532599,0.189238742,131.310408950,1139,0.868379201,158.542371546,408.692735303,421.848803560,0.160292135,0.139194356,1,0,1,5,1,0.231945454,0.014661687,0.107703280,0.030000000,0.976187215,0.322620211,1,20313,1.300065994,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000003756,0.000004790,0.000030214,0.167992991,-0.235795664,-0.957172273,0.000000004,0.000000008,0.000000022,0.372130819,-0.927610528,0.032517084,0.300000000,0.180296017,0.579793754,4.947984380,0.560063783,121.314994008,6,0.163060846,0.132208620,101,66,35,0.061585366,373,552,0,0,50,335,278,1261,351588,709709,650596,871,0,2778556
2243,1624181318.756286144,1624181318.856516123,2248,2247,0,0.255704999,0.321145420,1,0,1,1,1,-34.693913734,-17.660587509,-30.922074486,-0.078940144,0.016092443,0.892089331,0.444619065,1661,568,0.341962673,0.263757241,0.215701171,0.127089452,0.204857133,131.603943185,1125,0.877312890,153.594843279,404.862372332,428.519786063,0.155621502,0.136528750,1,1,1,5,1,0.036749511,0.009170838,0.107703280,0.030000000,0.947742823,0.263757241,1,20313,1.400198221,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000003301,0.000004587,0.000025899,0.184945378,-0.286389012,-0.940093900,0.000000004,0.000000006,0.000000029,0.329619369,-0.943866147,0.021627956,0.350000000,0.182840901,0.565765115,4.889924126,0.528001101,121.082415338,7,0.163145255,0.132734343,110,82,28,0.066225166,325,505,0,0,50,388,333,1218,351677,709819,651814,871,0,2778889
2244,1624181318.856283903,1624181318.956516743,2249,2248,0,0.307411464,0.346440517,1,0,1,1,1,-34.784930651,-17.670785121,-30.924540967,-0.068935620,0.014104239,0.892841113,0.444841206,1613,589,0.365158091,0.287266176,0.223616940,0.149201791,0.282391964,123.702678472,1108,0.864188421,179.213649160,368.690302088,409.616819527,0.187164242,0.161745171,1,1,1,5,1,0.027764413,0.011479101,0.107703280,0.030000000,1.139839707,0.287266176,1,20313,1.500198841,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000002948,0.000003912,0.000021765,0.193731582,-0.279996978,-0.940249843,0.000000003,0.000000005,0.000000021,0.343471409,-0.938547296,0.034005351,0.400000000,0.189229223,0.551227256,4.804930624,0.494704817,120.173797047,8,0.165202112,0.134911554,108,74,34,0.066955983,350,472,0,0,50,345,337,1168,351773,709927,652981,871,0,2779226
2245,1624181318.956281424,1624181319.056463957,2249,2249,0,0.340896753,0.380540135,1,0,1,1,1,-34.806128711,-17.590192742,-30.975176658,-0.056289380,0.005873199,0.893749996,0.444980849,1544,573,0.371113990,0.260982048,0.190569135,0.132370010,0.253531667,133.570908123,1100,0.869165516,169.342318978,383.753645645,402.986102798,0.177121112,0.153947563,1,1,1,5,1,0.128738748,0.003885673,0.107703280,0.030000000,1.078676538,0.260982048,1,20313,1.600146055,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,1,0,0.000003017,0.000003894,0.000021566,0.186272137,-0.269755261,-0.944740594,0.000000004,0.000000006,0.000000023,0.367225597,-0.930057306,0.011780013,0.450000000,0.194305596,0.533278621,4.692494073,0.463764310,120.038233950,9,0.166459212,0.136481790,109,86,23,0.070595855,332,508,0,0,50,258,336,1099,351865,710036,654079,871,0,2779562
2246,1624181319.156276464,1624181319.256229639,2251,2250,0,0.348884799,0.398279011,1,0,1,1,1,-34.825780783,-17.497495053,-30.874775850,-0.026845923,-0.008629634,0.894659612,0.445857606,1488,541,0.363575269,0.242492159,0.169820375,0.114611470,0.208212750,132.611339716,1125,0.872600553,185.826357521,372.356762867,423.492502132,0.189295072,0.165178984,1,1,1,5,1,0.132652491,0.003932028,0.107703280,0.030000000,1.152816569,0.242492159,1,20313,1.799911737,1,1,21,18,0.857142857,0.276522681,6.195532756,0.121559168,-1.000000000,-1.000000000,0,0,0.000004153,0.000005621,0.000027464,0.161528321,-0.235406992,-0.958379961,0.000000004,0.000000007,0.000000026,0.371917137,-0.928106433,0.017207321,0.500000000,0.194347862,0.514133840,4.660643821,0.433227331,120.923164293,10,0.167938464,0.138268200,114,80,34,0.076612903,287,547,0,0,50,195,345,1029,351960,710150,655108,871,0,2779907
2247,1624181319.256273985,1624181319.356081247,2252,2251,0,0.303150851,0.355991338,1,0,1,1,1,-34.788033356,-17.506789597,-30.899109830,-0.015038425,-0.016939216,0.893655803,0.448181006,1471,530,0.360299116,0.221651532,0.129287461,0.089735761,0.257103131,128.220962830,1146,0.848938732,187.011279668,381.995108801,403.877398431,0.192223657,0.163186108,1,1,1,5,1,0.065250864,0.009524636,0.107703280,0.030000000,1.170651803,0.221651532,1,20313,1.899763346,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000003582,0.000004374,0.000022609,0.120564174,-0.187995131,-0.974742074,0.000000003,0.000000006,0.000000016,0.313413094,-0.949606245,-0.004495737,0.550000000,0.197652333,0.490517358,4.529815169,0.407090943,121.394334996,11,0.169313482,0.139798821,145,108,37,0.098572400,245,564,0,0,50,146,370,956,352082,710295,656063,871,0,2780277
2248,1624181319.356271744,1624181319.456096411,2252,2252,0,0.254501088,0.306493953,1,0,1,1,1,-34.752787406,-17.578329891,-30.910296890,-0.002902929,-0.020505771,0.893099133,0.449382937,1413,519,0.367303609,0.237621741,0.134396618,0.111518521,0.211660075,146.892947552,1150,0.855893233,182.474151231,393.370660683,408.432405869,0.185388982,0.158673175,1,1,1,5,1,0.092268641,0.004704878,0.107703280,0.030000000,1.129028283,0.237621741,1,20313,1.999778509,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000003386,0.000004015,0.000021742,0.101437188,-0.167514253,-0.980637278,0.000000003,0.000000007,0.000000022,0.428988423,-0.902027904,0.048110216,0.600000000,0.199005957,0.459686353,4.412612045,0.380831793,123.000318204,12,0.170830663,0.141422440,106,75,31,0.075017693,249,573,0,0,50,96,388,919,352171,710401,656981,871,0,2780665
2249,1624181319.556266785,1624181319.656108141,2254,2253,0,0.198930628,0.263802117,1,0,1,1,1,-34.668043830,-17.709213354,-31.043711047,0.018107732,-0.030537148,0.893364896,0.447927177,1407,503,0.357498223,0.245164689,0.138860424,0.114416505,0.294545521,99.862444088,1154,0.853143625,215.235006153,376.008275046,393.284462331,0.218617512,0.186512137,1,0,1,5,1,0.183919392,0.008385991,0.107703280,0.030000000,1.331391716,0.245164689,1,20313,2.199790239,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000004264,0.000005099,0.000017379,0.090768385,-0.143925865,-0.985416889,0.000000003,0.000000005,0.000000016,0.497555104,-0.866739938,0.034652523,0.650000000,0.203210549,0.432642672,4.206670427,0.337642431,122.396177789,13,0.173191349,0.143869144,123,98,25,0.087420043,239,620,0,0,50,76,349,935,352271,710524,657916,871,0,2781014
2250,1624181319.656264305,1624181319.756194830,2255,2254,0,0.138835407,0.161442380,1,0,1,1,1,-34.622489810,-17.844774948,-31.127086698,0.023796802,-0.032014283,0.892978032,0.448329155,1377,441,0.320261438,0.207362008,0.117276430,0.091222534,0.256056980,102.579270204,1112,0.844793632,195.009892180,359.199959717,385.200667083,0.207587512,0.175368608,1,0,1,5,1,0.115690339,0.004410117,0.107703280,0.030000000,1.264218454,0.207362008,1,20313,2.299876928,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000003893,0.000004801,0.000014079,0.062869574,-0.090181563,-0.993938983,0.000000003,0.000000006,0.000000015,0.560668026,-0.824610345,0.075293717,0.700000000,0.207755386,0.402227009,4.168675646,0.317433633,121.246650079,14,0.175396377,0.146161780,119,92,27,0.086419753,191,650,0,0,50,73,344,914,352362,710643,658830,871,0,2781358
2251,1624181319.756261826,1624181319.856189251,2255,2255,0,0.105947845,0.161034764,1,0,1,1,1,-34.594852577,-17.967126822,-31.206585101,0.028320472,-0.032088122,0.892979974,0.448056992,1443,463,0.320859321,0.232851977,0.152221049,0.115231498,0.323272047,96.844400461,1214,0.838911183,230.187447245,371.467722608,416.783006650,0.226020050,0.189610747,0,0,1,4,1,0.071640487,0.003206009,0.107703280,0.030000000,1.376473543,0.232851977,1,20313,2.399871349,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000003697,0.000004569,0.000012440,0.066202332,-0.040814027,-0.996971146,0.000000003,0.000000006,0.000000012,0.614066404,-0.787471358,0.053021795,0.750000000,0.216105349,0.369281238,4.094744482,0.295437416,119.613010517,15,0.178513320,0.149178793,99,75,24,0.068607069,229,672,0,0,50,65,377,967,352439,710742,659796,871,0,2781735
2252,1624181319.856259584,1624181319.956229925,2257,2256,0,0.075633214,0.128013249,1,0,1,1,1,-34.528766034,-18.155897409,-31.385676369,0.029334668,-0.031731032,0.893329569,0.447319684,1429,429,0.300209937,0.232362876,0.130539915,0.104826781,0.287479635,97.324272390,1208,0.836684514,233.601544837,359.925896882,417.187451241,0.231125065,0.193378762,1,0,1,5,1,0.168845522,0.004853942,0.107703280,0.030000000,1.407563342,0.232362876,1,20313,2.499912024,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000003432,0.000004907,0.000011962,0.083846247,0.059413282,-0.994705921,0.000000003,0.000000006,0.000000012,0.716974324,-0.689965440,0.099476175,0.800000000,0.222475238,0.334815819,4.144648940,0.274518955,119.198574034,16,0.182002795,0.152417949,94,68,26,0.065780266,201,737,0,0,50,40,356,979,352512,710836,660774,871,0,2782091
2253,1624181319.956257105,1624181320.056286812,2258,2257,0,0.064541659,0.097742825,1,0,1,1,1,-34.495442267,-18.286568615,-31.576854490,0.034416084,-0.035161342,0.892973135,0.447412778,1389,424,0.305255580,0.249344355,0.135972113,0.097436699,0.269452951,82.116969606,1180,0.840195574,223.561833519,347.243252744,420.625690789,0.225494143,0.189459181,0,0,1,4,1,0.107276210,0.007119409,0.107703280,0.030000000,1.373270745,0.249344355,1,20313,2.599968910,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000003425,0.000004998,0.000010851,0.076468994,0.077075458,-0.994088460,0.000000004,0.000000007,0.000000014,0.643504426,-0.765201807,0.019189799,0.850000000,0.225223534,0.298729271,4.133237692,0.251525719,118.634491691,17,0.184318942,0.154760699,101,75,26,0.072714183,204,714,0,0,50,33,337,951,352594,710937,661725,871,0,2782428
2254,1624181320.056254625,1624181320.156181574,2258,2258,0,0.038223536,0.071080666,1,0,1,1,1,-34.485361970,-18.404014416,-31.696229291,0.037799529,-0.033803317,0.892971452,0.447247714,1406,476,0.338549075,0.227052085,0.138623211,0.101371782,0.371952065,75.718456592,1185,0.835134730,237.042437042,332.893452480,419.698765144,0.239525198,0.200035812,0,0,1,3,1,0.035302484,0.008467070,0.107703280,0.030000000,1.458720582,0.227052085,1,20313,2.699863672,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000003198,0.000004511,0.000009278,0.072903709,0.117411658,-0.990403732,0.000000003,0.000000005,0.000000010,0.694247386,-0.714000147,0.090688242,0.900000000,0.233189319,0.257053222,3.800621919,0.200140513,117.471235233,18,0.187505746,0.157849504,105,77,28,0.074679943,230,660,0,0,50,43,368,933,352679,711042,662658,871,0,2782796
2255,1624181320.156252146,1624181320.256160259,2259,2259,0,0.049175619,0.083940057,1,0,1,1,1,-34.466933644,-18.507591359,-31.778981159,0.038390365,-0.033734742,0.893332127,0.446481643,1440,458,0.318055556,0.226828998,0.136330846,0.101017979,0.386927081,86.764666649,1218,0.833468936,248.945343657,337.681463303,428.538356545,0.245226445,0.204388624,0,0,1,2,1,0.037934250,0.004556530,0.107703280,0.030000000,1.493441460,0.226828998,1,20313,2.799842358,0,0,0,0,0.000000000,-1.000000000,0.000000000,0.000000000,-1.000000000,-1.000000000,0,0,0.000003085,0.000004669,0.000009253,0.065715975,0.110005174,-0.991756156,0.000000003,0.000000005,0.000000010,0.665160572,-0.743789507,0.065867921,0.950000000,0.242429557,0.216548815,3.685682973,0.172507783,116.551956918,19,0.191410241,0.161482449,104,73,31,0.072222222,218,684,0,0,50,36,398,938,352752,711146,663596,871,0,2783194
