frame,lidar_begin_time,lidar_end_time,received_lidar_messages,synchronized_scans,scan_update_failures,imu_angular_velocity_mean,imu_angular_velocity_max,adaptive_map,degeneracy_diagnostic,degenerate,degeneracy_mode,window_ready,pos_x,pos_y,pos_z,quat_x,quat_y,quat_z,quat_w,downsampled_points,effective_points,effective_ratio,residual_mean,residual_median,residual_mad,normal_eigen_ratio,condition_number,localizability_observed_voxels,localizability_planarity_mean,localizability_lambda_min,localizability_lambda_mid,localizability_lambda_max,localizability_f0,localizability_lambda0,transition_guard_active,transition_guard_triggered,transition_guard_retry_performed,transition_guard_conservative_selected,transition_guard_measurement_noise_scale,transition_guard_pause_frames_remaining,transition_guard_history_ready,lidar_nominal_correction_translation,lidar_nominal_correction_rotation,lidar_correction_translation,lidar_correction_rotation,lidar_correction_translation_threshold,lidar_correction_rotation_threshold,transition_guard_localizability_drop,transition_guard_nominal_residual,transition_guard_conservative_residual,translation_cov_eigen_min,translation_cov_eigen_mid,translation_cov_eigen_max,translation_weak_dir_x,translation_weak_dir_y,translation_weak_dir_z,rotation_cov_eigen_min,rotation_cov_eigen_mid,rotation_cov_eigen_max,rotation_weak_dir_x,rotation_weak_dir_y,rotation_weak_dir_z,window_degenerate_ratio,window_normal_eigen_ratio_mean,window_residual_cv,window_path_length,window_yaw_change,window_condition_number_mean,window_recent_degenerate_streak,window_localizability_f0_mean,window_localizability_lambda0_mean,map_added,point_to_add,point_no_need_downsample,insert_ratio,quality_rejected,invalid_quality_rejected,direction_rejected,persistent_quota_rejected,novel_accepted,novel_rejected,voxel_rejected,total_rejected,map_size,total_map_added,total_quality_rejected,total_direction_rejected,total_persistent_quota_rejected,total_voxel_rejected
768,1624181171.559868574,1624181171.659834385,773,772,0,0.238547678,0.274361168,1,0,0,0,1,9.377735841,46.370544501,-31.037137026,-0.032715161,0.038065088,-0.048308957,0.997570555,2009,961,0.478347437,0.068282132,0.044939995,0.030388034,0.646023279,61.029899909,1821,0.821378214,415.246024724,454.849676595,625.634025631,0.277621028,0.228031864,0,0,0,0,1.000000000,0,1,0.011066953,0.008386797,0.011066953,0.008386797,0.100000000,0.030000000,0.992634988,0.068282132,0.000000000,0.000001708,0.000002528,0.000004791,0.083126946,-0.212124620,-0.973700702,0.000000003,0.000000004,0.000000007,0.451762095,0.884325123,-0.117813774,0.000000000,0.633129152,0.070315239,7.911062470,0.010831601,66.246869761,0,0.280887103,0.230478369,374,353,21,0.186162270,86,0,0,0,0,0,1549,86,170473,336282,97860,36,0,1262163
769,1624181171.659866095,1624181171.759862661,774,773,0,0.265651459,0.305231416,1,0,0,0,1,9.345253563,45.915152471,-31.051692468,-0.023428898,0.041568344,-0.048361790,0.997689479,1977,960,0.485584219,0.067347253,0.047742019,0.029035452,0.609389763,69.906123228,1771,0.824956854,404.508383918,436.888077260,619.602127868,0.276871167,0.228406767,0,0,0,0,1.000000000,0,1,0.018799834,0.005113156,0.018799834,0.005113156,0.100000000,0.030000000,0.995688578,0.067347253,0.000000000,0.000001693,0.000002497,0.000004757,0.110573473,-0.210462442,-0.971328507,0.000000002,0.000000005,0.000000008,0.690166975,0.704374572,-0.165909640,0.000000000,0.637616395,0.070421248,7.994981300,0.010945986,66.414651033,0,0.281223439,0.230801892,339,310,29,0.171471927,84,0,0,0,0,0,1554,84,170636,336621,97944,36,0,1263717
770,1624181171.759863615,1624181171.859853506,775,774,0,0.253666732,0.356613956,1,0,0,0,1,9.306707486,45.451012601,-31.066033485,-0.013361205,0.043656454,-0.047756977,0.997815045,1972,931,0.472109533,0.067263652,0.044241614,0.029235651,0.577120322,67.818933815,1756,0.820398515,366.131066151,452.096923670,622.391802782,0.254148296,0.208502885,0,0,0,0,1.000000000,0,1,0.017698181,0.012648554,0.017698181,0.012648554,0.100000000,0.030000000,0.913607530,0.067263652,0.000000000,0.000001744,0.000002511,0.000004875,0.067930486,-0.143043564,-0.987382392,0.000000003,0.000000006,0.000000006,-0.993597060,-0.031541612,0.108489674,0.000000000,0.637974754,0.070532353,8.087632774,0.012347175,66.287425650,0,0.280266746,0.229955622,341,311,30,0.172920892,86,0,0,0,0,0,1541,90,170802,336962,98030,36,0,1265258
771,1624181171.859861135,1624181171.959800482,776,775,0,0.166127833,0.243502485,1,0,0,0,1,9.264233738,44.999862395,-31.057429365,-0.002435124,0.048274979,-0.047920593,0.997680918,1974,911,0.461499493,0.071619349,0.045985230,0.031235843,0.464520686,72.694787691,1766,0.821294848,342.318954988,450.762414925,657.325331239,0.236015839,0.193838593,0,0,0,0,1.000000000,0,1,0.013192776,0.008992301,0.013192776,0.008992301,0.100000000,0.030000000,0.849352266,0.071619349,0.000000000,0.000001741,0.000002442,0.000004920,0.083214718,-0.111357512,-0.990290268,0.000000002,0.000000006,0.000000008,0.499015997,0.858779287,-0.116108440,0.000000000,0.633978873,0.073629403,8.154160599,0.012293436,66.714374937,0,0.278310732,0.228436666,349,311,38,0.176798379,108,0,0,0,0,0,1514,111,170945,337311,98138,36,0,1266772
772,1624181171.959858656,1624181172.059718847,777,776,0,0.222543053,0.291989164,1,0,0,0,1,9.218941409,44.565169653,-31.036946967,0.004976291,0.050643359,-0.048134512,0.997543761,1923,887,0.461258450,0.084696188,0.051724831,0.034785405,0.437503333,64.896617744,1747,0.814255321,338.034535680,455.315586707,629.153923843,0.237633444,0.193494296,0,0,0,0,1.000000000,0,1,0.020484593,0.015469949,0.020484593,0.015469949,0.100000000,0.030000000,0.849048979,0.084696188,0.000000000,0.000001674,0.000002356,0.000004540,0.074015775,-0.091884098,-0.993015094,0.000000002,0.000000004,0.000000006,0.473040711,0.869805391,-0.140253586,0.000000000,0.629016509,0.099834313,8.206614294,0.011779799,66.638087284,0,0.276401302,0.226723441,335,303,32,0.174206968,134,0,0,0,0,0,1453,135,171115,337646,98272,36,0,1268225
773,1624181172.059856415,1624181172.159706831,778,777,0,0.285410716,0.348230779,1,0,0,0,1,9.167859239,44.131772964,-31.034464229,0.014322593,0.049336537,-0.048170870,0.997517086,1971,895,0.454084221,0.079839880,0.048258160,0.032850306,0.416270278,72.132843167,1785,0.816687735,327.641641982,474.497059759,655.648904780,0.224752660,0.183552741,0,0,0,0,1.000000000,0,1,0.007112701,0.014788446,0.007112701,0.014788446,0.100000000,0.030000000,0.805425637,0.079839880,0.000000000,0.000001692,0.000002254,0.000004652,0.031892711,-0.114756667,-0.992881545,0.000000002,0.000000006,0.000000007,-0.959666182,-0.262320275,0.101137990,0.000000000,0.619889132,0.110788520,8.256355517,0.011618783,66.803193601,0,0.273965048,0.224686095,360,335,25,0.182648402,126,0,0,0,0,0,1485,126,171262,338006,98398,36,0,1269710
774,1624181172.159853935,1624181172.259653807,779,778,0,0.174757507,0.248499569,1,0,0,0,1,9.117682726,43.711792216,-31.061564989,0.022275849,0.042981561,-0.048213885,0.997663166,2004,910,0.454091816,0.062397339,0.041390270,0.027263864,0.439589923,69.182055049,1827,0.811305288,330.480620502,480.991595156,670.782545096,0.222958043,0.180887039,0,0,0,0,1.000000000,0,1,0.029500081,0.003550805,0.029500081,0.003550805,0.100000000,0.030000000,0.794855345,0.062397339,0.000000000,0.000001672,0.000002221,0.000004754,0.080759285,-0.059462818,-0.994958346,0.000000002,0.000000006,0.000000007,-0.197739720,-0.974508982,0.105977582,0.000000000,0.609245743,0.111376905,8.278487409,0.012104675,66.949027916,0,0.270887503,0.222159822,347,320,27,0.173153693,66,0,0,0,0,0,1591,66,171419,338353,98464,36,0,1271301
775,1624181172.259851456,1624181172.359648705,780,779,0,0.106090142,0.163010560,1,0,0,0,1,9.057182086,43.293897390,-31.074270860,0.030006389,0.036894451,-0.048557336,0.997687627,1962,925,0.471457696,0.071891977,0.042790324,0.029659226,0.524012045,69.709184850,1780,0.811440667,359.868867464,457.743998753,626.751520449,0.249153794,0.202173521,0,0,0,0,1.000000000,0,1,0.011850703,0.010046156,0.011850703,0.010046156,0.100000000,0.030000000,0.888392582,0.071891977,0.000000000,0.000001755,0.000002316,0.000004830,0.092545039,-0.028756419,-0.995293165,0.000000002,0.000000006,0.000000007,0.476758103,-0.875342945,0.080476334,0.000000000,0.603868087,0.108988619,8.287495614,0.012117313,67.177479460,0,0.269614269,0.220964233,295,280,15,0.150356779,101,0,0,0,0,0,1566,101,171560,338648,98565,36,0,1272867
776,1624181172.359848976,1624181172.459729910,781,780,0,0.086022842,0.150758285,1,0,0,0,1,9.009829435,42.893037323,-31.070709005,0.034341049,0.033629444,-0.048364472,0.997672607,2031,938,0.461841457,0.062478218,0.037745347,0.024882173,0.470979795,76.033690313,1833,0.817177274,361.015626176,479.757004446,657.113311707,0.241016766,0.196953424,0,0,0,0,1.000000000,0,1,0.019350476,0.004123547,0.019350476,0.004123547,0.100000000,0.030000000,0.868648281,0.062478218,0.000000000,0.000001734,0.000002296,0.000005109,0.095975029,-0.019810792,-0.995186579,0.000000002,0.000000007,0.000000009,-0.996198660,0.028229725,0.082409424,0.000000000,0.593770695,0.109493545,8.285538754,0.011337845,67.941860200,0,0.267067716,0.218803007,345,322,23,0.169867061,72,0,0,0,0,0,1614,72,171719,338993,98637,36,0,1274481
777,1624181172.459846497,1624181172.559777260,782,781,0,0.049498074,0.103400956,1,0,0,0,1,8.959479290,42.512238609,-31.089057408,0.036135354,0.032402315,-0.048716715,0.997632702,2054,973,0.473709834,0.063474357,0.040836449,0.026413966,0.576531172,59.762292004,1848,0.816532323,387.245703151,478.526157137,643.179872115,0.256632267,0.209548541,0,0,0,0,1.000000000,0,1,0.012428462,0.007643965,0.012428462,0.007643965,0.100000000,0.030000000,0.928041483,0.063474357,0.000000000,0.000001709,0.000002223,0.000004369,0.114103208,-0.040716527,-0.992634184,0.000000002,0.000000004,0.000000006,0.252043437,0.955797722,-0.151409450,0.000000000,0.592748591,0.109537604,8.262321871,0.011951879,67.959100113,0,0.265973376,0.217811344,353,332,21,0.171859786,85,0,0,0,0,0,1614,87,171879,339346,98722,36,0,1276095
778,1624181172.559844255,1624181172.659858704,783,782,0,0.074265938,0.128523521,1,0,0,0,1,8.920156442,42.141551840,-31.090608222,0.036451700,0.032040890,-0.048382305,0.997649140,2030,959,0.472413793,0.065264596,0.040873797,0.025639398,0.586353879,62.331681691,1850,0.817226148,388.311462920,479.916257915,643.640652192,0.256842110,0.209898088,0,0,0,0,1.000000000,0,1,0.013672462,0.008524733,0.013672462,0.008524733,0.100000000,0.030000000,0.929753157,0.065264596,0.000000000,0.000001762,0.000002224,0.000004042,0.109417023,-0.061727461,-0.992077434,0.000000002,0.000000004,0.000000006,0.670084715,0.708409745,-0.221680194,0.000000000,0.592356060,0.102783853,8.220336034,0.011685162,68.011122918,0,0.265247957,0.217178387,319,300,19,0.157142857,93,0,0,0,0,0,1618,93,172007,339665,98815,36,0,1277713
779,1624181172.659841776,1624181172.759803057,784,783,0,0.082609905,0.140527653,1,0,0,0,1,8.874188583,41.781545036,-31.088654572,0.034730020,0.032922437,-0.048303311,0.997685686,2059,959,0.465760078,0.061800430,0.037525623,0.026034288,0.541109738,60.817566146,1858,0.814357954,376.186855724,481.356030436,655.534193111,0.248623722,0.202468706,0,0,0,0,1.000000000,0,1,0.012271656,0.003825918,0.012271656,0.003825918,0.100000000,0.030000000,0.900158570,0.061800430,0.000000000,0.000001723,0.000002151,0.000004050,0.113728127,-0.069560683,-0.991073774,0.000000002,0.000000005,0.000000006,0.348216021,0.925879401,-0.146604695,0.000000000,0.586683668,0.099323632,8.169194791,0.011334226,67.924667685,0,0.263346904,0.215488693,302,285,17,0.146673142,84,0,0,0,0,0,1673,84,172112,339967,98899,36,0,1279386
780,1624181172.759839296,1624181172.859808683,784,784,0,0.174469527,0.308782031,1,0,0,0,1,8.831977214,41.434155272,-31.108511833,0.027909927,0.036342237,-0.048274495,0.997782467,2038,934,0.458292444,0.062625818,0.039377481,0.025928659,0.557030938,61.825118101,1842,0.814132168,372.631402740,450.432646218,676.567404997,0.248481987,0.202297178,0,0,0,0,1.000000000,0,1,0.011398247,0.005596978,0.011398247,0.005596978,0.100000000,0.030000000,0.899395974,0.062625818,0.000000000,0.000001783,0.000002277,0.000004331,0.124577003,-0.021841892,-0.991969507,0.000000003,0.000000006,0.000000007,-0.203309425,-0.973418584,0.105458707,0.000000000,0.582686169,0.097835845,8.087742299,0.011033884,67.640749504,0,0.261504991,0.213789923,334,306,28,0.163886163,78,0,0,0,0,0,1625,79,172240,340301,98977,36,0,1281011
781,1624181172.859836817,1624181172.959819794,786,785,0,0.300113632,0.363485056,1,0,0,0,1,8.786324445,41.094769884,-31.106747627,0.023037768,0.041268962,-0.048082412,0.997724519,2077,984,0.473760231,0.078788795,0.052301284,0.033616492,0.547927950,65.209075904,1862,0.814469357,375.810901969,468.012538804,672.718501979,0.247807787,0.201831849,0,0,0,0,1.000000000,0,1,0.016573963,0.016150476,0.016573963,0.016150476,0.100000000,0.030000000,0.899584116,0.078788795,0.000000000,0.000001765,0.000002267,0.000004081,0.161711018,-0.025346891,-0.986512586,0.000000002,0.000000006,0.000000006,0.930994224,-0.364995648,-0.005285066,0.000000000,0.578492251,0.097791780,7.998755916,0.010958471,67.810600296,0,0.259920445,0.212332220,367,326,41,0.176697159,102,0,0,0,0,0,1608,102,172402,340668,99079,36,0,1282619
782,1624181172.959834337,1624181173.059814692,786,786,0,0.336752687,0.421986019,1,0,0,0,1,8.756278531,40.764603467,-31.117264852,0.015886151,0.052818747,-0.048106069,0.997318212,2051,927,0.451974647,0.061968482,0.038200975,0.025033207,0.382375624,69.510777557,1858,0.813148585,320.586777326,466.673078920,723.570215325,0.212192478,0.172544014,0,0,0,0,1.000000000,0,1,0.013210249,0.006496439,0.013210249,0.006496439,0.100000000,0.030000000,0.769045396,0.061968482,0.000000000,0.000001704,0.000002258,0.000004587,0.093550601,-0.034167112,-0.995028087,0.000000002,0.000000006,0.000000007,0.148877169,-0.988149309,0.037370205,0.000000000,0.562452810,0.098268624,7.881845632,0.011017087,67.851275449,0,0.255733716,0.208821695,341,313,28,0.166260361,71,0,0,0,0,0,1639,71,172542,341009,99150,36,0,1284258
783,1624181173.059832096,1624181173.159757137,788,787,0,0.289016935,0.349597515,1,0,0,0,1,8.715957758,40.454387859,-31.081771860,0.008470665,0.064196342,-0.048018289,0.996745364,1982,941,0.474772957,0.068024004,0.041823066,0.027936582,0.391349661,69.557475907,1818,0.817265823,319.700836776,444.448619242,721.639809550,0.215172396,0.175853046,0,0,0,0,1.000000000,0,1,0.044752632,0.002686630,0.044752632,0.002686630,0.100000000,0.030000000,0.786429380,0.068024004,0.000000000,0.000001623,0.000002283,0.000004680,0.063452873,-0.061940885,-0.996060771,0.000000002,0.000000005,0.000000007,0.560326997,0.822648707,-0.096347095,0.000000000,0.549112545,0.096027021,7.742296979,0.010938928,67.581441391,0,0.251910699,0.205661239,326,305,21,0.164480323,84,0,0,0,0,0,1572,84,172693,341335,99234,36,0,1285830
784,1624181173.159829617,1624181173.259773016,789,788,0,0.150989494,0.250285939,1,0,0,0,1,8.668532554,40.145415573,-31.034850624,0.001551918,0.075854062,-0.048116675,0.995956093,1937,922,0.475993805,0.077856043,0.047090651,0.030597246,0.327434798,69.280363190,1773,0.812746103,308.790692583,452.886788723,679.321360165,0.214289341,0.174162827,0,0,0,0,1.000000000,0,1,0.032954526,0.012866004,0.032954526,0.012866004,0.100000000,0.030000000,0.785070202,0.077856043,0.000000000,0.000001561,0.000002312,0.000004408,0.028052797,-0.108391003,-0.993712449,0.000000002,0.000000005,0.000000006,0.933521483,0.349340746,-0.080614411,0.000000000,0.531154177,0.099675830,7.622145813,0.010649805,67.563478168,0,0.248245089,0.202569018,357,328,29,0.184305627,106,0,0,0,0,0,1471,109,172843,341692,99340,36,0,1287301
785,1624181173.259827137,1624181173.359808683,790,789,0,0.062601522,0.148991621,1,0,0,0,1,8.614098518,39.831091957,-31.008265481,-0.003273622,0.081132710,-0.047929182,0.995544856,1902,872,0.458464774,0.079288666,0.048676743,0.032741553,0.260046105,75.320294598,1749,0.809669669,250.980611419,465.111758779,700.019881737,0.177232145,0.143499492,0,0,0,0,1.000000000,0,1,0.009919336,0.013498018,0.009919336,0.013498018,0.100000000,0.030000000,0.665847472,0.079288666,0.000000000,0.000001553,0.000002316,0.000004720,-0.022225273,-0.122454050,-0.992225298,0.000000002,0.000000005,0.000000006,-0.968862377,-0.224091563,0.105302730,0.000000000,0.507955616,0.104037113,7.495910039,0.010944849,67.970953291,0,0.242354334,0.197674891,362,339,23,0.190325973,107,0,0,0,0,0,1432,108,172997,342054,99447,36,0,1288733
786,1624181173.359824657,1624181173.459781408,791,790,0,0.072475820,0.144103228,1,0,0,0,1,8.550656390,39.519651663,-30.995788272,-0.004403869,0.084957007,-0.048132729,0.995211612,1874,810,0.432230523,0.075574724,0.045696988,0.031786281,0.216510133,85.859112447,1720,0.797552617,244.436678646,439.456783726,687.897039360,0.178188053,0.142114348,0,0,0,0,1.000000000,0,1,0.023065469,0.013828639,0.023065469,0.013828639,0.100000000,0.030000000,0.677627800,0.075574724,0.000000000,0.000001617,0.000002474,0.000005666,0.052782017,0.133870185,0.989592256,0.000000002,0.000000007,0.000000008,-0.985978339,0.156823171,0.057036905,0.000000000,0.483831159,0.099411890,7.364266930,0.011227272,68.579516981,0,0.237468455,0.193559462,349,318,31,0.186232657,100,0,0,0,0,0,1422,103,173131,342403,99547,36,0,1290155
787,1624181173.459822178,1624181173.559813738,792,791,0,0.082125206,0.137938643,1,0,0,0,1,8.475974071,39.212723918,-31.011815781,-0.005707395,0.082953577,-0.047406505,0.995408837,1842,810,0.439739414,0.067587311,0.042271448,0.028648753,0.210258631,91.531964363,1689,0.805276203,213.859453341,436.637617562,709.614435179,0.157236706,0.126618978,0,0,0,0,1.000000000,0,1,0.046096664,0.000456919,0.046096664,0.000456919,0.100000000,0.030000000,0.605757904,0.067587311,0.000000000,0.000001643,0.000002506,0.000006497,-0.015880960,-0.134497606,-0.990786652,0.000000002,0.000000008,0.000000009,0.986729147,-0.161757028,0.014151119,0.000000000,0.459116903,0.099514784,7.230147426,0.012111622,69.720492884,0,0.231643502,0.188833910,301,281,20,0.163409338,70,0,0,0,0,0,1470,71,173273,342704,99617,36,0,1291625
788,1624181173.559819937,1624181173.659829140,793,792,0,0.092870835,0.189534283,1,0,0,0,1,8.385890774,38.901162900,-31.037457819,-0.007408223,0.082433040,-0.047233752,0.995449087,1906,838,0.439664218,0.068856767,0.043391221,0.029547703,0.223249091,81.484631316,1768,0.806488154,243.080646316,446.634054014,736.156355968,0.170478702,0.137489053,0,0,0,0,1.000000000,0,1,0.043506537,0.007062583,0.043506537,0.007062583,0.100000000,0.030000000,0.669092737,0.068856767,0.000000000,0.000001624,0.000002479,0.000006561,-0.011971495,-0.119959462,-0.992706609,0.000000002,0.000000006,0.000000008,0.358939039,0.927307437,-0.106130508,0.000000000,0.437978193,0.099394230,7.098701327,0.011829248,70.743229454,0,0.226286385,0.184306769,325,301,24,0.170514166,62,0,0,0,0,0,1518,63,173429,343029,99679,36,0,1293143
789,1624181173.659817457,1624181173.759846687,794,793,0,0.108254901,0.226369017,1,0,0,0,1,8.297813720,38.611951535,-30.977973270,-0.009419154,0.079333689,-0.046421447,0.995722097,1888,864,0.457627119,0.069087546,0.045616500,0.031396102,0.240273781,71.163634896,1732,0.808990522,256.554241943,442.999832654,701.617510145,0.183099804,0.148126006,0,0,0,0,1.000000000,0,1,0.055311765,0.002474703,0.055311765,0.002474703,0.100000000,0.030000000,0.731909538,0.069087546,0.000000000,0.000001601,0.000002460,0.000005433,-0.023240491,-0.109280244,-0.993739255,0.000000002,0.000000006,0.000000007,-0.987192862,-0.086481059,0.134057002,0.000000000,0.419522394,0.098955849,6.940864912,0.011321332,70.806105037,0,0.221597817,0.180292731,291,264,27,0.154131356,99,0,0,0,0,0,1498,99,173562,343320,99778,36,0,1294641
790,1624181173.759814978,1624181173.859805346,795,794,0,0.234219207,0.299586119,1,0,0,0,1,8.189260997,38.302825533,-31.009192425,-0.015248918,0.076816893,-0.046173517,0.995858746,1891,857,0.453199365,0.091693620,0.052007356,0.035291807,0.219004623,78.558141006,1743,0.807560772,257.879887466,435.877811662,713.820726566,0.183208184,0.147951743,0,0,0,0,1.000000000,0,1,0.060077600,0.013672539,0.060077600,0.013672539,0.100000000,0.030000000,0.731582005,0.091693620,0.000000000,0.000001583,0.000002454,0.000005622,-0.029483478,-0.129272347,-0.991170714,0.000000002,0.000000006,0.000000008,0.990108769,0.120411098,-0.072012456,0.000000000,0.401616609,0.117126884,6.816753890,0.011078864,71.343065397,0,0.218050811,0.177265174,388,360,28,0.205182443,118,0,0,0,0,0,1383,120,173721,343708,99896,36,0,1296024
791,1624181173.859812498,1624181173.959753990,796,795,0,0.133109365,0.221069087,1,0,0,0,1,8.079199123,38.023822895,-31.023562995,-0.017889098,0.076130084,-0.046540999,0.995850454,1985,939,0.473047859,0.072979784,0.045503756,0.031819752,0.246361697,87.320100156,1835,0.810076614,269.792501137,477.393556821,739.304528352,0.181496273,0.147025886,0,0,0,0,1.000000000,0,1,0.027286081,0.003246035,0.027286081,0.003246035,0.100000000,0.030000000,0.727841248,0.072979784,0.000000000,0.000001560,0.000002282,0.000005953,-0.017843716,-0.131808252,-0.991114618,0.000000002,0.000000006,0.000000007,-0.921371840,-0.379671642,0.083206828,0.000000000,0.390708660,0.117132258,6.679499110,0.011908614,72.074331020,0,0.215324833,0.174924539,386,366,20,0.194458438,100,0,0,0,0,0,1499,100,173886,344094,99996,36,0,1297523
792,1624181173.959810019,1624181174.059642076,797,796,0,0.106447239,0.166230873,1,0,0,0,1,7.955874105,37.757411744,-30.957698080,-0.024515683,0.069626225,-0.046320588,0.996195550,1983,961,0.484619264,0.121217157,0.058932813,0.042264125,0.310320787,82.484647544,1808,0.820361665,292.824995199,446.117825947,744.271069699,0.197426006,0.161960727,0,0,0,0,1.000000000,0,1,0.076671110,0.020399799,0.076671110,0.020399799,0.100000000,0.030000000,0.807758143,0.121217157,0.000000000,0.000001528,0.000002347,0.000005991,0.004954323,-0.152334234,-0.988316617,0.000000002,0.000000006,0.000000008,0.889613890,0.445370032,-0.101156618,0.000000000,0.384349532,0.184470159,6.543964338,0.011140196,72.953732510,0,0.213314461,0.173347860,552,494,58,0.278366112,139,0,0,0,0,0,1292,139,174060,344646,100135,36,0,1298815
793,1624181174.059807539,1624181174.159542084,798,797,0,0.243483679,0.327272571,1,0,0,0,1,7.835260133,37.446174524,-31.000691818,-0.031500030,0.072873423,-0.046716252,0.995748364,1967,978,0.497203864,0.075387631,0.045106105,0.030378410,0.277487542,87.114008142,1805,0.820730710,264.651577661,463.391149161,753.376204788,0.178647358,0.146621373,0,0,0,0,1.000000000,0,1,0.066626800,0.010459752,0.066626800,0.010459752,0.100000000,0.030000000,0.746463090,0.075387631,0.000000000,0.000001454,0.000002242,0.000006134,-0.003956908,-0.151324101,-0.988476282,0.000000002,0.000000006,0.000000008,0.867754261,0.495091698,-0.043436771,0.000000000,0.377410396,0.183991626,6.456677869,0.012659277,73.702790759,0,0.211009196,0.171501292,342,318,24,0.173868836,121,0,0,0,0,0,1504,121,174199,344988,100256,36,0,1300319
794,1624181174.159805298,1624181174.259613276,799,798,0,0.359962241,0.429782820,1,0,0,0,1,7.705283445,37.138534637,-30.980347150,-0.042751706,0.073112519,-0.046364330,0.995327685,2038,975,0.478410206,0.094923341,0.057901751,0.039644914,0.269990249,82.832218441,1863,0.813222826,276.465924450,475.709302294,762.858898655,0.182481648,0.148398242,0,0,0,0,1.000000000,0,1,0.023181187,0.014185318,0.023181187,0.014185318,0.100000000,0.031236573,0.766256860,0.094923341,0.000000000,0.000001443,0.000002266,0.000006005,-0.028958067,-0.162589047,-0.986268844,0.000000002,0.000000005,0.000000006,0.784446580,0.616978707,-0.063093883,0.000000000,0.368930412,0.187832074,6.368824666,0.013283193,74.385298929,0,0.208985376,0.169876852,457,420,37,0.224239450,159,0,0,0,0,0,1421,160,174354,345445,100415,36,0,1301740
795,1624181174.259802818,1624181174.359714508,800,799,0,0.341210508,0.392644893,1,0,0,0,1,7.569098420,36.852108815,-30.934544132,-0.056629805,0.071996084,-0.045461601,0.994757695,2018,975,0.483151635,0.076616774,0.048412932,0.032401144,0.317771081,82.152970413,1850,0.818550139,313.440354243,461.673799377,739.203603180,0.206984533,0.169427219,0,0,0,0,1.000000000,0,1,0.036876746,0.014207069,0.036876746,0.014207069,0.100000000,0.034992025,0.898431788,0.076616774,0.000000000,0.000001441,0.000002295,0.000005990,0.059941101,0.216354408,0.974473106,0.000000002,0.000000003,0.000000007,0.545303782,0.835958402,-0.061784591,0.000000000,0.358618364,0.187147863,6.285605232,0.012759939,75.007488207,0,0.206876913,0.168239537,387,361,26,0.191774034,111,0,0,0,0,0,1520,111,174523,345832,100526,36,0,1303260
796,1624181174.359800339,1624181174.459774494,801,800,0,0.263045986,0.312779497,1,0,0,0,1,7.436457219,36.567420016,-30.888694601,-0.071882995,0.067016825,-0.044798325,0.994150235,2074,1008,0.486017358,0.080082013,0.055102750,0.039007526,0.343991076,86.639452844,1908,0.827418771,341.394873918,474.766462945,762.553677964,0.216248576,0.178928131,0,0,0,0,1.000000000,0,1,0.027982541,0.013369758,0.027982541,0.013369758,0.100000000,0.035261428,0.966019239,0.080082013,0.000000000,0.000001365,0.000002270,0.000006141,0.057170890,0.212886129,0.975402986,0.000000002,0.000000003,0.000000007,0.479219605,0.877174961,-0.030210243,0.000000000,0.352268928,0.181669867,6.218455537,0.012147432,75.537776333,0,0.205638504,0.167338272,355,328,27,0.171166827,135,0,0,0,0,0,1584,135,174665,346187,100661,36,0,1304844
797,1624181174.459797859,1624181174.559868574,802,801,0,0.180721758,0.259087837,1,0,0,0,1,7.283034208,36.259330941,-30.862145596,-0.081945699,0.059589629,-0.044111915,0.993875303,2094,1065,0.508595989,0.065475937,0.045675637,0.028337134,0.449963881,85.430430528,1914,0.832014195,407.695180884,455.909122878,728.870865819,0.256013525,0.213006887,0,0,0,0,1.000000000,0,1,0.014016836,0.007490160,0.014016836,0.007490160,0.100000000,0.036555697,1.165799938,0.065475937,0.000000000,0.000001332,0.000002201,0.000005846,0.060095545,0.213329394,0.975130296,0.000000002,0.000000003,0.000000008,0.469372794,0.882983310,-0.005445539,0.000000000,0.345940563,0.180347232,6.190884670,0.012938161,76.821183260,0,0.205607567,0.167511190,392,364,28,0.187201528,101,0,0,0,0,0,1599,103,174831,346579,100762,36,0,1306443
798,1624181174.559795380,1624181174.659874439,803,802,0,0.175907034,0.264656892,1,0,0,0,1,7.139599935,35.940626256,-30.860374442,-0.090298003,0.053254245,-0.043616011,0.993533039,2142,1049,0.489729225,0.069157853,0.045465322,0.031324871,0.476878142,81.549234464,1964,0.831277801,425.200793854,480.882487513,726.546319633,0.260439229,0.216497349,0,0,0,0,1.000000000,0,1,0.030945657,0.009049059,0.030945657,0.009049059,0.100000000,0.036555697,1.185953114,0.069157853,0.000000000,0.000001415,0.000002178,0.000005893,-0.032934245,-0.241159610,-0.969926481,0.000000002,0.000000003,0.000000008,0.536233972,0.843461273,-0.032034483,0.000000000,0.340466776,0.178256541,6.177448249,0.014156540,77.782060898,0,0.205787423,0.167841153,405,380,25,0.189075630,105,0,0,0,0,0,1631,106,175016,346984,100867,36,0,1308074
